BiGG,BiGG_target
M_atp_c,M_2mahmp_c
M_atp_c,M_adp_c
M_h2o_c,M_h_c
M_h2o_c,M_lac__L_c
M_h2o_c,M_nadh_c
M_lald__L_c,M_h_c
M_lald__L_c,M_lac__L_c
M_lald__L_c,M_nadh_c
M_nad_c,M_h_c
M_nad_c,M_lac__L_c
M_nad_c,M_nadh_c
M_acmana_e,M_acmana_p
M_acmum_e,M_acmum_p
M_accoa_c,M_3ohdcoa_c
M_accoa_c,M_coa_c
M_tdcoa_c,M_3ohdcoa_c
M_tdcoa_c,M_coa_c
M_h2o_c,M_pi_c
M_h2o_c,M_ser__L_c
M_pser__L_c,M_pi_c
M_pser__L_c,M_ser__L_c
M_amp_c,M_adp_c
M_amp_c,M_gdp_c
M_gtp_c,M_adp_c
M_gtp_c,M_gdp_c
M_glu__L_c,M_4abut_c
M_glu__L_c,M_co2_c
M_h_c,M_4abut_c
M_h_c,M_co2_c
M_accoa_c,M_3ohcoa_c
M_accoa_c,M_coa_c
M_btcoa_c,M_3ohcoa_c
M_btcoa_c,M_coa_c
M_btnso_c,M_btn_c
M_btnso_c,M_h2o_c
M_btnso_c,M_nadp_c
M_h_c,M_btn_c
M_h_c,M_h2o_c
M_h_c,M_nadp_c
M_nadph_c,M_btn_c
M_nadph_c,M_h2o_c
M_nadph_c,M_nadp_c
M_2dmmql8_c,M_2dmmq8_c
M_2dmmql8_c,M_dms_c
M_2dmmql8_c,M_h2o_c
M_dmso_c,M_2dmmq8_c
M_dmso_c,M_dms_c
M_dmso_c,M_h2o_c
M_aps_c,M_adp_c
M_aps_c,M_h_c
M_aps_c,M_paps_c
M_atp_c,M_adp_c
M_atp_c,M_h_c
M_atp_c,M_paps_c
M_accoa_c,M_3oocoa_c
M_accoa_c,M_coa_c
M_hxcoa_c,M_3oocoa_c
M_hxcoa_c,M_coa_c
M_accoa_c,M_3odcoa_c
M_accoa_c,M_coa_c
M_occoa_c,M_3odcoa_c
M_occoa_c,M_coa_c
M_h_p,M_h_c
M_h_p,M_succ_c
M_succ_p,M_h_c
M_succ_p,M_succ_c
M_fum_p,M_fum_c
M_fum_p,M_succ_p
M_succ_c,M_fum_c
M_succ_c,M_succ_p
M_hom__L_c,M_aspsa_c
M_hom__L_c,M_h_c
M_hom__L_c,M_nadph_c
M_nadp_c,M_aspsa_c
M_nadp_c,M_h_c
M_nadp_c,M_nadph_c
M_cyst__L_c,M_hcys__L_c
M_cyst__L_c,M_nh4_c
M_cyst__L_c,M_pyr_c
M_h2o_c,M_hcys__L_c
M_h2o_c,M_nh4_c
M_h2o_c,M_pyr_c
M_uacmamu_c,M_h_c
M_uacmamu_c,M_udp_c
M_uacmamu_c,M_unagamu_c
M_unaga_c,M_h_c
M_unaga_c,M_udp_c
M_unaga_c,M_unagamu_c
M_cys__L_c,M_cyst__L_c
M_cys__L_c,M_h_c
M_cys__L_c,M_succ_c
M_suchms_c,M_cyst__L_c
M_suchms_c,M_h_c
M_suchms_c,M_succ_c
M_h2o_c,M_h_c
M_h2o_c,M_nadph_c
M_h2o_c,M_succ_c
M_nadp_c,M_h_c
M_nadp_c,M_nadph_c
M_nadp_c,M_succ_c
M_sucsal_c,M_h_c
M_sucsal_c,M_nadph_c
M_sucsal_c,M_succ_c
M_pep_c,M_pyr_c
M_pep_c,M_suc6p_c
M_sucr_p,M_pyr_c
M_sucr_p,M_suc6p_c
M_atp_c,M_adp_c
M_atp_c,M_h_c
M_atp_c,M_pi_c
M_atp_c,M_so4_c
M_h2o_c,M_adp_c
M_h2o_c,M_h_c
M_h2o_c,M_pi_c
M_h2o_c,M_so4_c
M_so4_p,M_adp_c
M_so4_p,M_h_c
M_so4_p,M_pi_c
M_so4_p,M_so4_c
M_atp_c,M_adp_c
M_atp_c,M_h_c
M_atp_c,M_pi_c
M_atp_c,M_tsul_c
M_h2o_c,M_adp_c
M_h2o_c,M_h_c
M_h2o_c,M_pi_c
M_h2o_c,M_tsul_c
M_tsul_p,M_adp_c
M_tsul_p,M_h_c
M_tsul_p,M_pi_c
M_tsul_p,M_tsul_c
M_succ_c,M_succ_p
M_succ_c,M_tartr__L_c
M_tartr__L_p,M_succ_p
M_tartr__L_p,M_tartr__L_c
M_2dh3dgal_c,M_2dh3dgal6p_c
M_2dh3dgal_c,M_adp_c
M_2dh3dgal_c,M_h_c
M_atp_c,M_2dh3dgal6p_c
M_atp_c,M_adp_c
M_atp_c,M_h_c
M_arbt6p_c,M_g6p_c
M_arbt6p_c,M_hqn_c
M_h2o_c,M_g6p_c
M_h2o_c,M_hqn_c
M_malt_c,M_glc__D_c
M_malt_c,M_maltttr_c
M_malttr_c,M_glc__D_c
M_malttr_c,M_maltttr_c
M_S2hglut_c,M_akg_c
M_S2hglut_c,M_h_c
M_S2hglut_c,M_nadh_c
M_nad_c,M_akg_c
M_nad_c,M_h_c
M_nad_c,M_nadh_c
M_malthx_c,M_g1p_c
M_malthx_c,M_maltpt_c
M_pi_c,M_g1p_c
M_pi_c,M_maltpt_c
M_atp_c,M_adp_c
M_atp_c,M_h_c
M_atp_c,M_pi_c
M_atp_c,M_taur_c
M_h2o_c,M_adp_c
M_h2o_c,M_h_c
M_h2o_c,M_pi_c
M_h2o_c,M_taur_c
M_taur_p,M_adp_c
M_taur_p,M_h_c
M_taur_p,M_pi_c
M_taur_p,M_taur_c
M_h_p,M_h_c
M_h_p,M_thymd_c
M_thymd_p,M_h_c
M_thymd_p,M_thymd_c
M_3hcinnm_c,M_dhcinnm_c
M_3hcinnm_c,M_h2o_c
M_3hcinnm_c,M_nad_c
M_h_c,M_dhcinnm_c
M_h_c,M_h2o_c
M_h_c,M_nad_c
M_nadh_c,M_dhcinnm_c
M_nadh_c,M_h2o_c
M_nadh_c,M_nad_c
M_o2_c,M_dhcinnm_c
M_o2_c,M_h2o_c
M_o2_c,M_nad_c
M_btnso_c,M_btn_c
M_btnso_c,M_h2o_c
M_btnso_c,M_nad_c
M_h_c,M_btn_c
M_h_c,M_h2o_c
M_h_c,M_nad_c
M_nadh_c,M_btn_c
M_nadh_c,M_h2o_c
M_nadh_c,M_nad_c
M_atp_c,M_amp_c
M_atp_c,M_phaccoa_c
M_atp_c,M_ppi_c
M_coa_c,M_amp_c
M_coa_c,M_phaccoa_c
M_coa_c,M_ppi_c
M_pac_c,M_amp_c
M_pac_c,M_phaccoa_c
M_pac_c,M_ppi_c
M_h2o_c,M_h_c
M_h2o_c,M_ncam_c
M_h2o_c,M_r5p_c
M_nmn_p,M_h_c
M_nmn_p,M_ncam_c
M_nmn_p,M_r5p_c
M_glu__L_e,M_glu__L_p
M_h_p,M_h_c
M_h_p,M_k_c
M_k_p,M_h_c
M_k_p,M_k_c
M_gly_e,M_gly_p
M_gp4g_c,M_gdp_c
M_gp4g_c,M_h_c
M_h2o_c,M_gdp_c
M_h2o_c,M_h_c
M_glyald_e,M_glyald_p
M_akg_p,M_akg_c
M_akg_p,M_h_c
M_h_p,M_akg_c
M_h_p,M_h_c
M_uacgam_c,M_ump_c
M_uacgam_c,M_unaga_c
M_udcpp_c,M_ump_c
M_udcpp_c,M_unaga_c
M_h_p,M_h_c
M_h_p,M_xyl__D_c
M_xyl__D_p,M_h_c
M_xyl__D_p,M_xyl__D_c
M_glyb_e,M_glyb_p
M_glyc_e,M_glyc_p
M_glyc3p_e,M_glyc3p_p
M_glyclt_e,M_glyclt_p
M_gtp_e,M_gtp_p
M_gua_e,M_gua_p
M_h_e,M_h_p
M_h2_e,M_h2_p
M_h2o_e,M_h2o_p
M_dtdp4aaddg_c,M_dtdp_c
M_dtdp4aaddg_c,M_h_c
M_dtdp4aaddg_c,M_unagamuf_c
M_unagamu_c,M_dtdp_c
M_unagamu_c,M_h_c
M_unagamu_c,M_unagamuf_c
M_atp_c,M_amp_c
M_atp_c,M_h_c
M_atp_c,M_pmtcoa_c
M_atp_c,M_ppi_c
M_coa_c,M_amp_c
M_coa_c,M_h_c
M_coa_c,M_pmtcoa_c
M_coa_c,M_ppi_c
M_h_p,M_amp_c
M_h_p,M_h_c
M_h_p,M_pmtcoa_c
M_h_p,M_ppi_c
M_hdca_p,M_amp_c
M_hdca_p,M_h_c
M_hdca_p,M_pmtcoa_c
M_hdca_p,M_ppi_c
M_atp_c,M_amp_c
M_atp_c,M_h_c
M_atp_c,M_ppi_c
M_atp_c,M_stcoa_c
M_coa_c,M_amp_c
M_coa_c,M_h_c
M_coa_c,M_ppi_c
M_coa_c,M_stcoa_c
M_h_p,M_amp_c
M_h_p,M_h_c
M_h_p,M_ppi_c
M_h_p,M_stcoa_c
M_ocdca_p,M_amp_c
M_ocdca_p,M_h_c
M_ocdca_p,M_ppi_c
M_ocdca_p,M_stcoa_c
M_h_p,M_h2o2_p
M_h_p,M_o2_p
M_o2s_p,M_h2o2_p
M_o2s_p,M_o2_p
M_no3_p,M_h2o_p
M_no3_p,M_no2_p
M_no3_p,M_q8_c
M_q8h2_c,M_h2o_p
M_q8h2_c,M_no2_p
M_q8h2_c,M_q8_c
M_o2_p,M_o2_c
M_h2o_p,M_inost_p
M_h2o_p,M_pi_p
M_minohp_p,M_inost_p
M_minohp_p,M_pi_p
M_h2o_p,M_h2_p
M_h2o_p,M_pi_p
M_ppt_p,M_h2_p
M_ppt_p,M_pi_p
M_h_p,M_h_c
M_h_p,M_pyr_c
M_pyr_p,M_h_c
M_pyr_p,M_pyr_c
M_h_c,M_h2o_c
M_h_c,M_h_p
M_h_c,M_mqn8_c
M_h_c,M_no2_c
M_mql8_c,M_h2o_c
M_mql8_c,M_h_p
M_mql8_c,M_mqn8_c
M_mql8_c,M_no2_c
M_no3_c,M_h2o_c
M_no3_c,M_h_p
M_no3_c,M_mqn8_c
M_no3_c,M_no2_c
M_gtp_p,M_gdp_p
M_gtp_p,M_h_p
M_gtp_p,M_pi_p
M_h2o_p,M_gdp_p
M_h2o_p,M_h_p
M_h2o_p,M_pi_p
M_mql8_c,M_h2o_p
M_mql8_c,M_mqn8_c
M_mql8_c,M_no2_p
M_no3_p,M_h2o_p
M_no3_p,M_mqn8_c
M_no3_p,M_no2_p
M_atp_c,M_adp_c
M_atp_c,M_h_c
M_atp_c,M_pi_c
M_atp_c,M_thm_c
M_h2o_c,M_adp_c
M_h2o_c,M_h_c
M_h2o_c,M_pi_c
M_h2o_c,M_thm_c
M_thm_p,M_adp_c
M_thm_p,M_h_c
M_thm_p,M_pi_c
M_thm_p,M_thm_c
M_h_p,M_h_c
M_h_p,M_thymd_c
M_thymd_p,M_h_c
M_thymd_p,M_thymd_c
M_atp_c,M_adp_c
M_atp_c,M_h_c
M_atp_c,M_pi_c
M_atp_c,M_thr__L_c
M_h2o_c,M_adp_c
M_h2o_c,M_h_c
M_h2o_c,M_pi_c
M_h2o_c,M_thr__L_c
M_thr__L_p,M_adp_c
M_thr__L_p,M_h_c
M_thr__L_p,M_pi_c
M_thr__L_p,M_thr__L_c
M_pep_c,M_pyr_c
M_pep_c,M_tre6p_c
M_tre_p,M_pyr_c
M_tre_p,M_tre6p_c
M_h_p,M_h_c
M_h_p,M_nad_c
M_h_p,M_nadph_c
M_nadh_c,M_h_c
M_nadh_c,M_nad_c
M_nadh_c,M_nadph_c
M_nadp_c,M_h_c
M_nadp_c,M_nad_c
M_nadp_c,M_nadph_c
M_h_p,M_h2o_p
M_h_p,M_mqn8_c
M_h_p,M_tma_p
M_mql8_c,M_h2o_p
M_mql8_c,M_mqn8_c
M_mql8_c,M_tma_p
M_tmao_p,M_h2o_p
M_tmao_p,M_mqn8_c
M_tmao_p,M_tma_p
M_2dmmql8_c,M_2dmmq8_c
M_2dmmql8_c,M_h2o_p
M_2dmmql8_c,M_tma_p
M_h_p,M_2dmmq8_c
M_h_p,M_h2o_p
M_h_p,M_tma_p
M_tmao_p,M_2dmmq8_c
M_tmao_p,M_h2o_p
M_tmao_p,M_tma_p
M_xan_p,M_xan_c
M_15dap_e,M_15dap_p
M_h_p,M_h_c
M_h_p,M_trp__L_c
M_trp__L_p,M_h_c
M_trp__L_p,M_trp__L_c
M_h_p,M_h_c
M_h_p,M_tyr__L_c
M_tyr__L_p,M_h_c
M_tyr__L_p,M_tyr__L_c
M_h_p,M_h_c
M_h_p,M_uri_c
M_uri_p,M_h_c
M_uri_p,M_uri_c
M_h_p,M_h_c
M_h_p,M_uri_c
M_uri_p,M_h_c
M_uri_p,M_uri_c
M_atp_c,M_adp_c
M_atp_c,M_h_c
M_atp_c,M_pi_c
M_atp_c,M_val__L_c
M_h2o_c,M_adp_c
M_h2o_c,M_h_c
M_h2o_c,M_pi_c
M_h2o_c,M_val__L_c
M_val__L_p,M_adp_c
M_val__L_p,M_h_c
M_val__L_p,M_pi_c
M_val__L_p,M_val__L_c
M_12ppd__S_e,M_12ppd__S_p
M_2ddglcn_e,M_2ddglcn_p
M_h_p,M_h_c
M_h_p,M_xtsn_c
M_xtsn_p,M_h_c
M_xtsn_p,M_xtsn_c
M_atp_c,M_adp_c
M_atp_c,M_h_c
M_atp_c,M_pi_c
M_atp_c,M_xyl__D_c
M_h2o_c,M_adp_c
M_h2o_c,M_h_c
M_h2o_c,M_pi_c
M_h2o_c,M_xyl__D_c
M_xyl__D_p,M_adp_c
M_xyl__D_p,M_h_c
M_xyl__D_p,M_pi_c
M_xyl__D_p,M_xyl__D_c
M_atp_c,M_adp_c
M_atp_c,M_gmhep17bp_c
M_atp_c,M_h_c
M_gmhep7p_c,M_adp_c
M_gmhep7p_c,M_gmhep17bp_c
M_gmhep7p_c,M_h_c
M_h_p,M_h_c
M_h_p,M_xylu__L_c
M_xylu__L_p,M_h_c
M_xylu__L_p,M_xylu__L_c
M_na1_p,M_na1_c
M_na1_p,M_thr__L_c
M_thr__L_p,M_na1_c
M_thr__L_p,M_thr__L_c
M_galur_e,M_galur_p
M_gtp_c,M_ahdt_c
M_gtp_c,M_for_c
M_gtp_c,M_h_c
M_h2o_c,M_ahdt_c
M_h2o_c,M_for_c
M_h2o_c,M_h_c
M_fmnh2_c,M_fmn_c
M_fmnh2_c,M_gcald_c
M_fmnh2_c,M_h2o_c
M_fmnh2_c,M_h_c
M_fmnh2_c,M_so3_c
M_isetac_c,M_fmn_c
M_isetac_c,M_gcald_c
M_isetac_c,M_h2o_c
M_isetac_c,M_h_c
M_isetac_c,M_so3_c
M_o2_c,M_fmn_c
M_o2_c,M_gcald_c
M_o2_c,M_h2o_c
M_o2_c,M_h_c
M_o2_c,M_so3_c
M_atp_c,M_adp_c
M_atp_c,M_feoxam_c
M_atp_c,M_h_c
M_atp_c,M_pi_c
M_feoxam_p,M_adp_c
M_feoxam_p,M_feoxam_c
M_feoxam_p,M_h_c
M_feoxam_p,M_pi_c
M_h2o_c,M_adp_c
M_h2o_c,M_feoxam_c
M_h2o_c,M_h_c
M_h2o_c,M_pi_c
M_gal_e,M_gal_p
M_atp_c,M_adp_c
M_atp_c,M_cbl1_c
M_atp_c,M_h_c
M_atp_c,M_pi_c
M_cbl1_p,M_adp_c
M_cbl1_p,M_cbl1_c
M_cbl1_p,M_h_c
M_cbl1_p,M_pi_c
M_h2o_c,M_adp_c
M_h2o_c,M_cbl1_c
M_h2o_c,M_h_c
M_h2o_c,M_pi_c
M_acac_p,M_acac_c
M_acac_p,M_h_c
M_h_p,M_acac_c
M_h_p,M_h_c
M_acgam_p,M_acgam6p_c
M_acgam_p,M_pyr_c
M_pep_c,M_acgam6p_c
M_pep_c,M_pyr_c
M_acmana_p,M_acmanap_c
M_acmana_p,M_pyr_c
M_pep_c,M_acmanap_c
M_pep_c,M_pyr_c
M_acnam_p,M_acnam_c
M_acnam_p,M_h_c
M_h_p,M_acnam_c
M_h_p,M_h_c
M_galct__D_e,M_galct__D_p
M_galctn__D_e,M_galctn__D_p
M_galt_e,M_galt_p
M_chol_c,M_betald_c
M_chol_c,M_h_c
M_chol_c,M_nadh_c
M_nad_c,M_betald_c
M_nad_c,M_h_c
M_nad_c,M_nadh_c
M_g6p_c,M_h_c
M_g6p_c,M_tre6p_c
M_g6p_c,M_udp_c
M_udpg_c,M_h_c
M_udpg_c,M_tre6p_c
M_udpg_c,M_udp_c
M_2dr5p_c,M_acald_c
M_2dr5p_c,M_g3p_c
M_e4p_c,M_f6p_c
M_e4p_c,M_g3p_c
M_xu5p__D_c,M_f6p_c
M_xu5p__D_c,M_g3p_c
M_h2o_c,M_h_c
M_h2o_c,M_pi_c
M_h2o_c,M_udcpp_c
M_udcpdp_c,M_h_c
M_udcpdp_c,M_pi_c
M_udcpdp_c,M_udcpp_c
M_atp_c,M_adp_c
M_atp_c,M_feenter_c
M_atp_c,M_h_c
M_atp_c,M_pi_c
M_feenter_p,M_adp_c
M_feenter_p,M_feenter_c
M_feenter_p,M_h_c
M_feenter_p,M_pi_c
M_h2o_c,M_adp_c
M_h2o_c,M_feenter_c
M_h2o_c,M_h_c
M_h2o_c,M_pi_c
M_atp_c,M_adp_c
M_atp_c,M_fecrm_c
M_atp_c,M_h_c
M_atp_c,M_pi_c
M_fecrm_p,M_adp_c
M_fecrm_p,M_fecrm_c
M_fecrm_p,M_h_c
M_fecrm_p,M_pi_c
M_h2o_c,M_adp_c
M_h2o_c,M_fecrm_c
M_h2o_c,M_h_c
M_h2o_c,M_pi_c
M_h2o_c,M_glc__D_c
M_tre_c,M_glc__D_c
M_gam_e,M_gam_p
M_gbbtn_e,M_gbbtn_p
M_adp_c,M_atp_c
M_adp_c,M_h2o_c
M_adp_c,M_h_c
M_h_p,M_atp_c
M_h_p,M_h2o_c
M_h_p,M_h_c
M_pi_c,M_atp_c
M_pi_c,M_h2o_c
M_pi_c,M_h_c
M_indole_e,M_indole_p
M_arab__L_p,M_arab__L_c
M_arab__L_p,M_h_c
M_h_p,M_arab__L_c
M_h_p,M_h_c
M_atp_c,M_adp_c
M_atp_c,M_cdp_c
M_cmp_c,M_adp_c
M_cmp_c,M_cdp_c
M_26dap__M_p,M_26dap__M_c
M_26dap__M_p,M_adp_c
M_26dap__M_p,M_h_c
M_26dap__M_p,M_pi_c
M_atp_c,M_26dap__M_c
M_atp_c,M_adp_c
M_atp_c,M_h_c
M_atp_c,M_pi_c
M_h2o_c,M_26dap__M_c
M_h2o_c,M_adp_c
M_h2o_c,M_h_c
M_h2o_c,M_pi_c
M_lac__L_e,M_lac__L_p
M_ac_p,M_ac_c
M_ac_p,M_na1_c
M_na1_p,M_ac_c
M_na1_p,M_na1_c
M_ade_p,M_ade_c
M_ade_p,M_h_c
M_h_p,M_ade_c
M_h_p,M_h_c
M_co2_p,M_co2_c
M_dha_p,M_dha_c
M_dmso_p,M_dms_p
M_dmso_p,M_h2o_p
M_dmso_p,M_mqn8_c
M_mql8_c,M_dms_p
M_mql8_c,M_h2o_p
M_mql8_c,M_mqn8_c
M_arg__L_p,M_adp_c
M_arg__L_p,M_arg__L_c
M_arg__L_p,M_h_c
M_arg__L_p,M_pi_c
M_atp_c,M_adp_c
M_atp_c,M_arg__L_c
M_atp_c,M_h_c
M_atp_c,M_pi_c
M_h2o_c,M_adp_c
M_h2o_c,M_arg__L_c
M_h2o_c,M_h_c
M_h2o_c,M_pi_c
M_adn_p,M_adn_c
M_adn_p,M_h_c
M_h_p,M_adn_c
M_h_p,M_h_c
M_adn_p,M_adn_c
M_adn_p,M_h_c
M_h_p,M_adn_c
M_h_p,M_h_c
M_ala__L_p,M_adp_c
M_ala__L_p,M_ala__L_c
M_ala__L_p,M_h_c
M_ala__L_p,M_pi_c
M_atp_c,M_adp_c
M_atp_c,M_ala__L_c
M_atp_c,M_h_c
M_atp_c,M_pi_c
M_h2o_c,M_adp_c
M_h2o_c,M_ala__L_c
M_h2o_c,M_h_c
M_h2o_c,M_pi_c
M_all__D_p,M_adp_c
M_all__D_p,M_all__D_c
M_all__D_p,M_h_c
M_all__D_p,M_pi_c
M_atp_c,M_adp_c
M_atp_c,M_all__D_c
M_atp_c,M_h_c
M_atp_c,M_pi_c
M_h2o_c,M_adp_c
M_h2o_c,M_all__D_c
M_h2o_c,M_h_c
M_h2o_c,M_pi_c
M_alltn_p,M_alltn_c
M_alltn_p,M_h_c
M_h_p,M_alltn_c
M_h_p,M_h_c
M_arab__L_p,M_adp_c
M_arab__L_p,M_arab__L_c
M_arab__L_p,M_h_c
M_arab__L_p,M_pi_c
M_atp_c,M_adp_c
M_atp_c,M_arab__L_c
M_atp_c,M_h_c
M_atp_c,M_pi_c
M_h2o_c,M_adp_c
M_h2o_c,M_arab__L_c
M_h2o_c,M_h_c
M_h2o_c,M_pi_c
M_agm_c,M_agm_p
M_agm_c,M_arg__L_c
M_arg__L_p,M_agm_p
M_arg__L_p,M_arg__L_c
M_ascb__L_p,M_ascb6p_c
M_ascb__L_p,M_pyr_c
M_pep_c,M_ascb6p_c
M_pep_c,M_pyr_c
M_atp_c,M_adp_c
M_atp_c,M_dcdp_c
M_dcmp_c,M_adp_c
M_dcmp_c,M_dcdp_c
M_asn__L_p,M_asn__L_c
M_asn__L_p,M_h_c
M_h_p,M_asn__L_c
M_h_p,M_h_c
M_asp__L_p,M_adp_c
M_asp__L_p,M_asp__L_c
M_asp__L_p,M_h_c
M_asp__L_p,M_pi_c
M_atp_c,M_adp_c
M_atp_c,M_asp__L_c
M_atp_c,M_h_c
M_atp_c,M_pi_c
M_h2o_c,M_adp_c
M_h2o_c,M_asp__L_c
M_h2o_c,M_h_c
M_h2o_c,M_pi_c
M_asp__L_p,M_asp__L_c
M_asp__L_p,M_h_c
M_h_p,M_asp__L_c
M_h_p,M_h_c
M_3hodcoa_c,M_h2o_c
M_3hodcoa_c,M_od2coa_c
M_glc__D_p,M_glcn_p
M_glc__D_p,M_h_p
M_glc__D_p,M_q8h2_c
M_h2o_p,M_glcn_p
M_h2o_p,M_h_p
M_h2o_p,M_q8h2_c
M_q8_c,M_glcn_p
M_q8_c,M_h_p
M_q8_c,M_q8h2_c
M_gua_p,M_gua_c
M_asp__L_p,M_asp__L_c
M_asp__L_p,M_h_c
M_h_p,M_asp__L_c
M_h_p,M_h_c
M_h2_c,M_h_p
M_h2_c,M_mql8_c
M_h_c,M_h_p
M_h_c,M_mql8_c
M_mqn8_c,M_h_p
M_mqn8_c,M_mql8_c
M_atp_c,M_adp_c
M_atp_c,M_gdp_c
M_gmp_c,M_adp_c
M_gmp_c,M_gdp_c
M_hxan_p,M_hxan_c
M_nac_p,M_nac_c
M_asp__L_p,M_asp__L_c
M_asp__L_p,M_h_c
M_h_p,M_asp__L_c
M_h_p,M_h_c
M_his__L_e,M_his__L_p
M_atp_c,M_adp_c
M_atp_c,M_cit_c
M_atp_c,M_fe3_c
M_atp_c,M_h_c
M_atp_c,M_pi_c
M_fe3dcit_p,M_adp_c
M_fe3dcit_p,M_cit_c
M_fe3dcit_p,M_fe3_c
M_fe3dcit_p,M_h_c
M_fe3dcit_p,M_pi_c
M_h2o_c,M_adp_c
M_h2o_c,M_cit_c
M_h2o_c,M_fe3_c
M_h2o_c,M_h_c
M_h2o_c,M_pi_c
M_hxa_e,M_hxa_p
M_aacoa_c,M_3hbcoa_c
M_aacoa_c,M_nad_c
M_h_c,M_3hbcoa_c
M_h_c,M_nad_c
M_nadh_c,M_3hbcoa_c
M_nadh_c,M_nad_c
M_hxan_e,M_hxan_p
M_idon__L_e,M_idon__L_p
M_ile__L_e,M_ile__L_p
M_inost_e,M_inost_p
M_ins_e,M_ins_p
M_k_e,M_k_p
M_cpgn_e,M_cpgn_p
M_cpgn_e,M_h_c
M_h_p,M_cpgn_p
M_h_p,M_h_c
M_glcr_e,M_glcr_p
M_glcn_e,M_glcn_p
M_glcur_e,M_glcur_p
M_gln__L_e,M_gln__L_p
M_o2_e,M_o2_p
M_3ohcoa_c,M_3hhcoa_c
M_3ohcoa_c,M_nad_c
M_h_c,M_3hhcoa_c
M_h_c,M_nad_c
M_nadh_c,M_3hhcoa_c
M_nadh_c,M_nad_c
M_octa_e,M_octa_p
M_lac__D_e,M_lac__D_p
M_dgmp_p,M_dgsn_p
M_dgmp_p,M_pi_p
M_h2o_p,M_dgsn_p
M_h2o_p,M_pi_p
M_orn_e,M_orn_p
M_frulys_e,M_frulys_p
M_malt_e,M_malt_p
M_3hddcoa_c,M_dd2coa_c
M_3hddcoa_c,M_h2o_c
M_atp_c,M_adp_c
M_atp_c,M_dhf_c
M_atp_c,M_h_c
M_atp_c,M_pi_c
M_dhpt_c,M_adp_c
M_dhpt_c,M_dhf_c
M_dhpt_c,M_h_c
M_dhpt_c,M_pi_c
M_glu__L_c,M_adp_c
M_glu__L_c,M_dhf_c
M_glu__L_c,M_h_c
M_glu__L_c,M_pi_c
M_cit_p,M_cit_c
M_cit_p,M_succ_p
M_succ_c,M_cit_c
M_succ_c,M_succ_p
M_crn_p,M_crn_c
M_crn_p,M_gbbtn_p
M_gbbtn_c,M_crn_c
M_gbbtn_c,M_gbbtn_p
M_glc__D_e,M_glc__D_p
M_atp_c,M_adp_c
M_atp_c,M_chol_c
M_atp_c,M_h_c
M_atp_c,M_pi_c
M_chol_p,M_adp_c
M_chol_p,M_chol_c
M_chol_p,M_h_c
M_chol_p,M_pi_c
M_h2o_c,M_adp_c
M_h2o_c,M_chol_c
M_h2o_c,M_h_c
M_h2o_c,M_pi_c
M_dgsn_p,M_dgsn_c
M_dgsn_p,M_h_c
M_h_p,M_dgsn_c
M_h_p,M_h_c
M_fe3dcit_e,M_fe3dcit_p
M_fe3dcit_e,M_h_c
M_h_p,M_fe3dcit_p
M_h_p,M_h_c
M_din_p,M_din_c
M_din_p,M_h_c
M_h_p,M_din_c
M_h_p,M_h_c
M_duri_p,M_duri_c
M_duri_p,M_h_c
M_h_p,M_duri_c
M_h_p,M_h_c
M_atp_c,M_adp_c
M_atp_c,M_fe2_c
M_atp_c,M_h_c
M_atp_c,M_pi_c
M_fe2_p,M_adp_c
M_fe2_p,M_fe2_c
M_fe2_p,M_h_c
M_fe2_p,M_pi_c
M_h2o_c,M_adp_c
M_h2o_c,M_fe2_c
M_h2o_c,M_h_c
M_h2o_c,M_pi_c
M_fru_p,M_f1p_c
M_fru_p,M_pyr_c
M_pep_c,M_f1p_c
M_pep_c,M_pyr_c
M_fuc__L_p,M_fuc__L_c
M_fuc__L_p,M_h_c
M_h_p,M_fuc__L_c
M_h_p,M_h_c
M_galct__D_p,M_galct__D_c
M_galct__D_p,M_h_c
M_h_p,M_galct__D_c
M_h_p,M_h_c
M_gal_p,M_gal_c
M_gal_p,M_h_c
M_h_p,M_gal_c
M_h_p,M_h_c
M_asp__L_e,M_asp__L_p
M_4abut_p,M_4abut_c
M_4abut_p,M_h_c
M_h_p,M_4abut_c
M_h_p,M_h_c
M_fum_p,M_fum_c
M_fum_p,M_h_c
M_h_p,M_fum_c
M_h_p,M_h_c
M_fum_p,M_fum_c
M_fum_p,M_h_c
M_h_p,M_fum_c
M_h_p,M_h_c
M_phe__L_e,M_phe__L_p
M_feenter_e,M_feenter_p
M_feenter_e,M_h_c
M_h_p,M_feenter_p
M_h_p,M_h_c
M_csn_p,M_csn_c
M_csn_p,M_h_c
M_h_p,M_csn_c
M_h_p,M_h_c
M_cynt_p,M_cynt_c
M_cynt_p,M_h_c
M_h_p,M_cynt_c
M_h_p,M_h_c
M_atp_c,M_adp_c
M_atp_c,M_cys__L_c
M_atp_c,M_h_c
M_atp_c,M_pi_c
M_cys__L_p,M_adp_c
M_cys__L_p,M_cys__L_c
M_cys__L_p,M_h_c
M_cys__L_p,M_pi_c
M_h2o_c,M_adp_c
M_h2o_c,M_cys__L_c
M_h2o_c,M_h_c
M_h2o_c,M_pi_c
M_pep_c,M_pyr_c
M_pep_c,M_sbt6p_c
M_sbt__D_p,M_pyr_c
M_sbt__D_p,M_sbt6p_c
M_pi_e,M_pi_p
M_h2o_p,M_glc__D_p
