BiGG,BiGG_target
M_gthrd_c,M_gthrd_p
M_gthrd_c,M_h_c
M_gthrd_c,M_pi_c
M_h2o_c,M_adp_c
M_h2o_c,M_gthrd_p
M_h2o_c,M_h_c
M_h2o_c,M_pi_c
M_2ommbl_c,M_2omhmbl_c
M_2ommbl_c,M_adp_c
M_2ommbl_c,M_h_c
M_2ommbl_c,M_nadh_c
M_2ommbl_c,M_pi_c
M_atp_c,M_2omhmbl_c
M_atp_c,M_adp_c
M_atp_c,M_h_c
M_atp_c,M_nadh_c
M_atp_c,M_pi_c
M_h2o_c,M_2omhmbl_c
M_h2o_c,M_adp_c
M_h2o_c,M_h_c
M_h2o_c,M_nadh_c
M_h2o_c,M_pi_c
M_nad_c,M_2omhmbl_c
M_nad_c,M_adp_c
M_nad_c,M_h_c
M_nad_c,M_nadh_c
M_nad_c,M_pi_c
M_cdpdddecg_c,M_cmp_c
M_cdpdddecg_c,M_h_c
M_cdpdddecg_c,M_ps120_c
M_ser__L_c,M_cmp_c
M_ser__L_c,M_h_c
M_ser__L_c,M_ps120_c
M_LalaDgluMdapDala_c,M_adp_c
M_LalaDgluMdapDala_c,M_h_c
M_LalaDgluMdapDala_c,M_pi_c
M_LalaDgluMdapDala_c,M_um4p_c
M_atp_c,M_adp_c
M_atp_c,M_h_c
M_atp_c,M_pi_c
M_atp_c,M_um4p_c
M_uamr_c,M_adp_c
M_uamr_c,M_h_c
M_uamr_c,M_pi_c
M_uamr_c,M_um4p_c
M_2mahmp_c,M_4ampm_c
M_2mahmp_c,M_h_c
M_2mahmp_c,M_pi_c
M_h2o_c,M_4ampm_c
M_h2o_c,M_h_c
M_h2o_c,M_pi_c
M_zn2_p,M_zn2_c
M_ni2_p,M_ni2_c
M_cobalt2_c,M_cobalt2_p
M_cobalt2_c,M_h_c
M_h_p,M_cobalt2_p
M_h_p,M_h_c
M_23dappa_p,M_23dappa_c
M_23dappa_p,M_h_c
M_h_p,M_23dappa_c
M_h_p,M_h_c
M_h2o2_c,M_h2o_c
M_h2o2_c,M_nad_c
M_h_c,M_h2o_c
M_h_c,M_nad_c
M_nadh_c,M_h2o_c
M_nadh_c,M_nad_c
M_fad_c,M_fadh2_c
M_fad_c,M_hdd2coa_c
M_pmtcoa_c,M_fadh2_c
M_pmtcoa_c,M_hdd2coa_c
M_fad_c,M_fadh2_c
M_fad_c,M_od2coa_c
M_stcoa_c,M_fadh2_c
M_stcoa_c,M_od2coa_c
M_h2o_p,M_2ddecg3p_p
M_h2o_p,M_ddca_p
M_pa120_p,M_2ddecg3p_p
M_pa120_p,M_ddca_p
M_ddcacoa_c,M_dd2coa_c
M_ddcacoa_c,M_fadh2_c
M_fad_c,M_dd2coa_c
M_fad_c,M_fadh2_c
M_h2o_p,M_2tdecg3p_p
M_h2o_p,M_ttdca_p
M_pa140_p,M_2tdecg3p_p
M_pa140_p,M_ttdca_p
M_h2o_p,M_2tdec7eg3p_p
M_h2o_p,M_ttdcea_p
M_pa141_p,M_2tdec7eg3p_p
M_pa141_p,M_ttdcea_p
M_h2o_p,M_2hdecg3p_p
M_h2o_p,M_hdca_p
M_pa160_p,M_2hdecg3p_p
M_pa160_p,M_hdca_p
M_h2o_p,M_2hdec9eg3p_p
M_h2o_p,M_hdcea_p
M_pa161_p,M_2hdec9eg3p_p
M_pa161_p,M_hdcea_p
M_h2o_p,M_2odecg3p_p
M_h2o_p,M_ocdca_p
M_pa180_p,M_2odecg3p_p
M_pa180_p,M_ocdca_p
M_2ddecg3p_c,M_ddca_c
M_2ddecg3p_c,M_glyc3p_c
M_2ddecg3p_c,M_h_c
M_h2o_c,M_ddca_c
M_h2o_c,M_glyc3p_c
M_h2o_c,M_h_c
M_ca2_c,M_ca2_p
M_ca2_c,M_na1_c
M_na1_p,M_ca2_p
M_na1_p,M_na1_c
M_fad_c,M_fadh2_c
M_fad_c,M_oc2coa_c
M_occoa_c,M_fadh2_c
M_occoa_c,M_oc2coa_c
M_fad_c,M_fadh2_c
M_fad_c,M_hx2coa_c
M_hxcoa_c,M_fadh2_c
M_hxcoa_c,M_hx2coa_c
M_dcacoa_c,M_dc2coa_c
M_dcacoa_c,M_fadh2_c
M_fad_c,M_dc2coa_c
M_fad_c,M_fadh2_c
M_fad_c,M_fadh2_c
M_fad_c,M_td2coa_c
M_tdcoa_c,M_fadh2_c
M_tdcoa_c,M_td2coa_c
M_h_c,M_h_p
M_h_c,M_nad_c
M_h_c,M_q8h2_c
M_nadh_c,M_h_p
M_nadh_c,M_nad_c
M_nadh_c,M_q8h2_c
M_q8_c,M_h_p
M_q8_c,M_nad_c
M_q8_c,M_q8h2_c
M_2dmmq8_c,M_2dmmql8_c
M_2dmmq8_c,M_h_p
M_2dmmq8_c,M_nad_c
M_h_c,M_2dmmql8_c
M_h_c,M_h_p
M_h_c,M_nad_c
M_nadh_c,M_2dmmql8_c
M_nadh_c,M_h_p
M_nadh_c,M_nad_c
M_glyb_p,M_glyb_c
M_glyb_p,M_h_c
M_h_p,M_glyb_c
M_h_p,M_h_c
M_5dglcn_p,M_5dglcn_c
M_5dglcn_p,M_h_c
M_h_p,M_5dglcn_c
M_h_p,M_h_c
M_galctn__D_p,M_galctn__D_c
M_galctn__D_p,M_h_c
M_h_p,M_galctn__D_c
M_h_p,M_h_c
M_galctn__L_e,M_galctn__L_p
M_h_p,M_h_c
M_h_p,M_ser__D_c
M_ser__D_p,M_h_c
M_ser__D_p,M_ser__D_c
M_ala__L_p,M_ala__L_c
M_ala__L_p,M_na1_c
M_na1_p,M_ala__L_c
M_na1_p,M_na1_c
M_h_p,M_h_c
M_h_p,M_lys__L_p
M_lys__L_c,M_h_c
M_lys__L_c,M_lys__L_p
M_dt5hsu_c,M_dkdglcn_c
M_ca2_c,M_ca2_p
M_ca2_c,M_h_c
M_h_p,M_ca2_p
M_h_p,M_h_c
M_atp_c,M_adp_c
M_atp_c,M_ctbtcoa_c
M_atp_c,M_pi_c
M_coa_c,M_adp_c
M_coa_c,M_ctbtcoa_c
M_coa_c,M_pi_c
M_ctbt_c,M_adp_c
M_ctbt_c,M_ctbtcoa_c
M_ctbt_c,M_pi_c
M_2obut_c,M_for_c
M_2obut_c,M_ppcoa_c
M_coa_c,M_for_c
M_coa_c,M_ppcoa_c
M_h_c,M_h_p
M_h_c,M_mql8_c
M_h_c,M_nad_c
M_mqn8_c,M_h_p
M_mqn8_c,M_mql8_c
M_mqn8_c,M_nad_c
M_nadh_c,M_h_p
M_nadh_c,M_mql8_c
M_nadh_c,M_nad_c
M_h2o_c,M_ACP_c
M_h2o_c,M_h_c
M_h2o_c,M_hdcea_c
M_hdeACP_c,M_ACP_c
M_hdeACP_c,M_h_c
M_hdeACP_c,M_hdcea_c
M_6pgg_c,M_g6p_c
M_6pgg_c,M_glc__D_c
M_h2o_c,M_g6p_c
M_h2o_c,M_glc__D_c
M_h2o_c,M_ACP_c
M_h2o_c,M_h_c
M_h2o_c,M_ttdcea_c
M_tdeACP_c,M_ACP_c
M_tdeACP_c,M_h_c
M_tdeACP_c,M_ttdcea_c
M_h_p,M_h_c
M_h_p,M_thr__L_p
M_thr__L_c,M_h_c
M_thr__L_c,M_thr__L_p
M_arg__L_c,M_arg__L_p
M_arg__L_c,M_h_c
M_h_p,M_arg__L_p
M_h_p,M_h_c
M_h2o_c,M_ACP_c
M_h2o_c,M_h_c
M_h2o_c,M_hdca_c
M_palmACP_c,M_ACP_c
M_palmACP_c,M_h_c
M_palmACP_c,M_hdca_c
M_mal__D_e,M_mal__D_p
M_orot_e,M_orot_p
M_gdpmann_c,M_gmp_c
M_gdpmann_c,M_h_c
M_gdpmann_c,M_man1p_c
M_h2o_c,M_gmp_c
M_h2o_c,M_h_c
M_h2o_c,M_man1p_c
M_2oph_c,M_2ohph_c
M_2oph_c,M_adp_c
M_2oph_c,M_h_c
M_2oph_c,M_nadh_c
M_2oph_c,M_pi_c
M_atp_c,M_2ohph_c
M_atp_c,M_adp_c
M_atp_c,M_h_c
M_atp_c,M_nadh_c
M_atp_c,M_pi_c
M_h2o_c,M_2ohph_c
M_h2o_c,M_adp_c
M_h2o_c,M_h_c
M_h2o_c,M_nadh_c
M_h2o_c,M_pi_c
M_nad_c,M_2ohph_c
M_nad_c,M_adp_c
M_nad_c,M_h_c
M_nad_c,M_nadh_c
M_nad_c,M_pi_c
M_2dmmql8_c,M_ahcys_c
M_2dmmql8_c,M_h_c
M_2dmmql8_c,M_mql8_c
M_amet_c,M_ahcys_c
M_amet_c,M_h_c
M_amet_c,M_mql8_c
M_ddcaACP_c,M_ACP_c
M_ddcaACP_c,M_ddca_c
M_ddcaACP_c,M_h_c
M_h2o_c,M_ACP_c
M_h2o_c,M_ddca_c
M_h2o_c,M_h_c
M_h2o_c,M_ACP_c
M_h2o_c,M_h_c
M_h2o_c,M_octa_c
M_ocACP_c,M_ACP_c
M_ocACP_c,M_h_c
M_ocACP_c,M_octa_c
M_h2o_c,M_ACP_c
M_h2o_c,M_h_c
M_h2o_c,M_ttdca_c
M_myrsACP_c,M_ACP_c
M_myrsACP_c,M_h_c
M_myrsACP_c,M_ttdca_c
M_na1_p,M_na1_c
M_na1_p,M_ppa_c
M_ppa_p,M_na1_c
M_ppa_p,M_ppa_c
M_h_p,M_h_c
M_h_p,M_orot_c
M_orot_p,M_h_c
M_orot_p,M_orot_c
M_h_p,M_h_c
M_h_p,M_mal__D_c
M_mal__D_p,M_h_c
M_mal__D_p,M_mal__D_c
M_dcaACP_c,M_ACP_c
M_dcaACP_c,M_dca_c
M_dcaACP_c,M_h_c
M_h2o_c,M_ACP_c
M_h2o_c,M_dca_c
M_h2o_c,M_h_c
M_atp_c,M_adp_c
M_atp_c,M_crnDcoa_c
M_atp_c,M_pi_c
M_coa_c,M_adp_c
M_coa_c,M_crnDcoa_c
M_coa_c,M_pi_c
M_crn__D_c,M_adp_c
M_crn__D_c,M_crnDcoa_c
M_crn__D_c,M_pi_c
M_5dglcn_e,M_5dglcn_p
M_tartr__D_c,M_h2o_c
M_tartr__D_c,M_oaa_c
M_atp_c,M_adp_c
M_atp_c,M_crncoa_c
M_atp_c,M_pi_c
M_coa_c,M_adp_c
M_coa_c,M_crncoa_c
M_coa_c,M_pi_c
M_crn_c,M_adp_c
M_crn_c,M_crncoa_c
M_crn_c,M_pi_c
M_chol_p,M_chol_c
M_chol_p,M_h_c
M_h_p,M_chol_c
M_h_p,M_h_c
M_gly_p,M_gly_c
M_gly_p,M_na1_c
M_na1_p,M_gly_c
M_na1_p,M_na1_c
M_h2o_p,M_1agpe161_p
M_h2o_p,M_h_p
M_h2o_p,M_hdcea_p
M_pe161_p,M_1agpe161_p
M_pe161_p,M_h_p
M_pe161_p,M_hdcea_p
M_h2o_p,M_1agpe180_p
M_h2o_p,M_h_p
M_h2o_p,M_ocdca_p
M_pe180_p,M_1agpe180_p
M_pe180_p,M_h_p
M_pe180_p,M_ocdca_p
M_psclys_c,M_frulys_c
M_frulys_p,M_frulys_c
M_frulys_p,M_h_c
M_h_p,M_frulys_c
M_h_p,M_h_c
M_tungs_e,M_tungs_p
M_h2o_p,M_1agpg120_p
M_h2o_p,M_ddca_p
M_h2o_p,M_h_p
M_pg120_p,M_1agpg120_p
M_pg120_p,M_ddca_p
M_pg120_p,M_h_p
M_h2o_p,M_1agpg180_p
M_h2o_p,M_h_p
M_h2o_p,M_ocdca_p
M_pg180_p,M_1agpg180_p
M_pg180_p,M_h_p
M_pg180_p,M_ocdca_p
M_1hdec9eg3p_p,M_glyc3p_p
M_1hdec9eg3p_p,M_h_p
M_1hdec9eg3p_p,M_hdcea_p
M_h2o_p,M_glyc3p_p
M_h2o_p,M_h_p
M_h2o_p,M_hdcea_p
M_1hdecg3p_p,M_glyc3p_p
M_1hdecg3p_p,M_h_p
M_1hdecg3p_p,M_hdca_p
M_h2o_p,M_glyc3p_p
M_h2o_p,M_h_p
M_h2o_p,M_hdca_p
M_h_p,M_h_c
M_h_p,M_psclys_c
M_psclys_p,M_h_c
M_psclys_p,M_psclys_c
M_h_p,M_h_c
M_h_p,M_lys__L_c
M_lys__L_p,M_h_c
M_lys__L_p,M_lys__L_c
M_cobalt2_p,M_cobalt2_c
M_h_c,M_co2_c
M_h_c,M_forcoa_c
M_oxalcoa_c,M_co2_c
M_oxalcoa_c,M_forcoa_c
M_2tdecg3p_c,M_glyc3p_c
M_2tdecg3p_c,M_h_c
M_2tdecg3p_c,M_ttdca_c
M_h2o_c,M_glyc3p_c
M_h2o_c,M_h_c
M_h2o_c,M_ttdca_c
M_2hdecg3p_c,M_glyc3p_c
M_2hdecg3p_c,M_h_c
M_2hdecg3p_c,M_hdca_c
M_h2o_c,M_glyc3p_c
M_h2o_c,M_h_c
M_h2o_c,M_hdca_c
M_2hdec9eg3p_c,M_glyc3p_c
M_2hdec9eg3p_c,M_h_c
M_2hdec9eg3p_c,M_hdcea_c
M_h2o_c,M_glyc3p_c
M_h2o_c,M_h_c
M_h2o_c,M_hdcea_c
M_2odecg3p_c,M_glyc3p_c
M_2odecg3p_c,M_h_c
M_2odecg3p_c,M_ocdca_c
M_h2o_c,M_glyc3p_c
M_h2o_c,M_h_c
M_h2o_c,M_ocdca_c
M_gly_p,M_gly_c
M_gly_p,M_h_c
M_h_p,M_gly_c
M_h_p,M_h_c
M_ala__L_p,M_ala__L_c
M_ala__L_p,M_h_c
M_h_p,M_ala__L_c
M_h_p,M_h_c
M_ala_B_p,M_ala_B_c
M_ala_B_p,M_h_c
M_h_p,M_ala_B_c
M_h_p,M_h_c
M_ala__D_p,M_ala__D_c
M_ala__D_p,M_h_c
M_h_p,M_ala__D_c
M_h_p,M_h_c
M_fe2_p,M_fe2_c
M_2odec11eg3p_c,M_glyc3p_c
M_2odec11eg3p_c,M_h_c
M_2odec11eg3p_c,M_ocdcea_c
M_h2o_c,M_glyc3p_c
M_h2o_c,M_h_c
M_h2o_c,M_ocdcea_c
M_LalaDgluMdap_c,M_adp_c
M_LalaDgluMdap_c,M_h_c
M_LalaDgluMdap_c,M_pi_c
M_LalaDgluMdap_c,M_ugmd_c
M_atp_c,M_adp_c
M_atp_c,M_h_c
M_atp_c,M_pi_c
M_atp_c,M_ugmd_c
M_uamr_c,M_adp_c
M_uamr_c,M_h_c
M_uamr_c,M_pi_c
M_uamr_c,M_ugmd_c
M_mn2_p,M_mn2_c
M_mg2_p,M_mg2_c
M_5mtr_e,M_5mtr_p
M_h_p,M_h_c
M_h_p,M_ni2_p
M_ni2_c,M_h_c
M_ni2_c,M_ni2_p
M_ppa_e,M_ppa_p
M_galctn__L_p,M_galctn__L_c
M_galctn__L_p,M_h_c
M_h_p,M_galctn__L_c
M_h_p,M_h_c
M_galctn__L_c,M_h_c
M_galctn__L_c,M_nadh_c
M_galctn__L_c,M_tagur_c
M_nad_c,M_h_c
M_nad_c,M_nadh_c
M_nad_c,M_tagur_c
M_h_p,M_h_c
M_h_p,M_thym_p
M_thym_c,M_h_c
M_thym_c,M_thym_p
M_cl_p,M_cl_c
M_cl_p,M_h_p
M_h_c,M_cl_c
M_h_c,M_h_p
M_coa_c,M_accoa_c
M_coa_c,M_co2_c
M_coa_c,M_flxr_c
M_coa_c,M_h_c
M_flxso_c,M_accoa_c
M_flxso_c,M_co2_c
M_flxso_c,M_flxr_c
M_flxso_c,M_h_c
M_pyr_c,M_accoa_c
M_pyr_c,M_co2_c
M_pyr_c,M_flxr_c
M_pyr_c,M_h_c
M_3ohodcoa_c,M_3hodcoa_c
M_3ohodcoa_c,M_nad_c
M_h_c,M_3hodcoa_c
M_h_c,M_nad_c
M_nadh_c,M_3hodcoa_c
M_nadh_c,M_nad_c
M_odecoa_c,M_od2coa_c
M_tdecoa_c,M_td2coa_c
M_h2o_c,M_mththf_c
M_mdhdhf_c,M_mththf_c
M_gthrd_c,M_dgslnt_c
M_gthrd_c,M_gthox_c
M_gthrd_c,M_h2o_c
M_h_c,M_dgslnt_c
M_h_c,M_gthox_c
M_h_c,M_h2o_c
M_slnt_c,M_dgslnt_c
M_slnt_c,M_gthox_c
M_slnt_c,M_h2o_c
M_gslnt_c,M_gthrd_c
M_gslnt_c,M_nadp_c
M_gslnt_c,M_seln_c
M_nadph_c,M_gthrd_c
M_nadph_c,M_nadp_c
M_nadph_c,M_seln_c
M_amet_c,M_ahcys_c
M_amet_c,M_malcoame_c
M_malcoa_c,M_ahcys_c
M_malcoa_c,M_malcoame_c
M_psclys_e,M_psclys_p
M_thym_e,M_thym_p
M_cu2_p,M_cu2_c
M_fe2_c,M_fe2_p
M_fe2_c,M_h_c
M_h_p,M_fe2_p
M_h_p,M_h_c
M_h_p,M_h_c
M_h_p,M_mn2_p
M_mn2_c,M_h_c
M_mn2_c,M_mn2_p
M_h_c,M_h_p
M_h_c,M_mg2_c
M_mg2_p,M_h_p
M_mg2_p,M_mg2_c
M_cd2_p,M_cd2_c
M_etha_p,M_etha_c
M_etha_p,M_h_c
M_h_p,M_etha_c
M_h_p,M_h_c
M_atp_c,M_adp_c
M_atp_c,M_fe3_c
M_atp_c,M_h_c
M_atp_c,M_pi_c
M_fe3_p,M_adp_c
M_fe3_p,M_fe3_c
M_fe3_p,M_h_c
M_fe3_p,M_pi_c
M_h2o_c,M_adp_c
M_h2o_c,M_fe3_c
M_h2o_c,M_h_c
M_h2o_c,M_pi_c
M_thr__L_c,M_acald_c
M_thr__L_c,M_gly_c
M_h_c,M_co2_c
M_h_c,M_coa_c
M_h_c,M_ogmeACP_c
M_malACP_c,M_co2_c
M_malACP_c,M_coa_c
M_malACP_c,M_ogmeACP_c
M_malcoame_c,M_co2_c
M_malcoame_c,M_coa_c
M_malcoame_c,M_ogmeACP_c
M_h_c,M_hgmeACP_c
M_h_c,M_nadp_c
M_nadph_c,M_hgmeACP_c
M_nadph_c,M_nadp_c
M_ogmeACP_c,M_hgmeACP_c
M_ogmeACP_c,M_nadp_c
M_gmeACP_c,M_ACP_c
M_gmeACP_c,M_co2_c
M_gmeACP_c,M_opmeACP_c
M_h_c,M_ACP_c
M_h_c,M_co2_c
M_h_c,M_opmeACP_c
M_malACP_c,M_ACP_c
M_malACP_c,M_co2_c
M_malACP_c,M_opmeACP_c
M_atp_c,M_adp_c
M_atp_c,M_h_c
M_atp_c,M_lipa_e
M_atp_c,M_pi_c
M_h2o_c,M_adp_c
M_h2o_c,M_h_c
M_h2o_c,M_lipa_e
M_h2o_c,M_pi_c
M_lipa_p,M_adp_c
M_lipa_p,M_h_c
M_lipa_p,M_lipa_e
M_lipa_p,M_pi_c
M_gtp_c,M_cdigmp_c
M_gtp_c,M_ppi_c
M_atp_c,M_adp_c
M_atp_c,M_h_c
M_atp_c,M_xu5p__L_c
M_xylu__L_c,M_adp_c
M_xylu__L_c,M_h_c
M_xylu__L_c,M_xu5p__L_c
M_bglycogen_c,M_glycogen_c
M_LalaDglu_e,M_LalaDglu_p
M_2fe1s_c,M_adp_c
M_2fe1s_c,M_h_c
M_2fe1s_c,M_pi_c
M_2fe1s_c,M_sufbcd_2fe2s_c
M_2fe1s_c,M_sufse_c
M_atp_c,M_adp_c
M_atp_c,M_h_c
M_atp_c,M_pi_c
M_atp_c,M_sufbcd_2fe2s_c
M_atp_c,M_sufse_c
M_h2o_c,M_adp_c
M_h2o_c,M_h_c
M_h2o_c,M_pi_c
M_h2o_c,M_sufbcd_2fe2s_c
M_h2o_c,M_sufse_c
M_sufbcd_c,M_adp_c
M_sufbcd_c,M_h_c
M_sufbcd_c,M_pi_c
M_sufbcd_c,M_sufbcd_2fe2s_c
M_sufbcd_c,M_sufse_c
M_sufsesh_c,M_adp_c
M_sufsesh_c,M_h_c
M_sufsesh_c,M_pi_c
M_sufsesh_c,M_sufbcd_2fe2s_c
M_sufsesh_c,M_sufse_c
M_cdigmp_c,M_5pg35pg_c
M_cdigmp_c,M_h_c
M_h2o_c,M_5pg35pg_c
M_h2o_c,M_h_c
M_3ohodcoa_c,M_accoa_c
M_3ohodcoa_c,M_pmtcoa_c
M_coa_c,M_accoa_c
M_coa_c,M_pmtcoa_c
M_LalaLglu_p,M_LalaLglu_c
M_LalaLglu_p,M_h_c
M_h_p,M_LalaLglu_c
M_h_p,M_h_c
M_hdcoa_c,M_hdd2coa_c
M_atp_c,M_adp_c
M_atp_c,M_h_c
M_atp_c,M_lipa_cold_e
M_atp_c,M_pi_c
M_h2o_c,M_adp_c
M_h2o_c,M_h_c
M_h2o_c,M_lipa_cold_e
M_h2o_c,M_pi_c
M_lipa_cold_p,M_adp_c
M_lipa_cold_p,M_h_c
M_lipa_cold_p,M_lipa_cold_e
M_lipa_cold_p,M_pi_c
M_3amac_c,M_msa_c
M_3amac_c,M_nh4_c
M_h2o_c,M_msa_c
M_h2o_c,M_nh4_c
M_h_c,M_msa_c
M_h_c,M_nh4_c
M_atp_c,M_adp_c
M_atp_c,M_h_c
M_atp_c,M_kdo2lipid4_e
M_atp_c,M_pi_c
M_h2o_c,M_adp_c
M_h2o_c,M_h_c
M_h2o_c,M_kdo2lipid4_e
M_h2o_c,M_pi_c
M_kdo2lipid4_p,M_adp_c
M_kdo2lipid4_p,M_h_c
M_kdo2lipid4_p,M_kdo2lipid4_e
M_kdo2lipid4_p,M_pi_c
M_for_p,M_co2_p
M_for_p,M_h_p
M_for_p,M_q8h2_c
M_h_c,M_co2_p
M_h_c,M_h_p
M_h_c,M_q8h2_c
M_q8_c,M_co2_p
M_q8_c,M_h_p
M_q8_c,M_q8h2_c
M_for_p,M_co2_p
M_for_p,M_h_p
M_for_p,M_mql8_c
M_h_c,M_co2_p
M_h_c,M_h_p
M_h_c,M_mql8_c
M_mqn8_c,M_co2_p
M_mqn8_c,M_h_p
M_mqn8_c,M_mql8_c
M_h_c,M_ACP_c
M_h_c,M_ttdcap_c
M_myrsACP_c,M_ACP_c
M_myrsACP_c,M_ttdcap_c
M_pi_c,M_ACP_c
M_pi_c,M_ttdcap_c
M_glyc3p_c,M_1tdecg3p_c
M_glyc3p_c,M_h_c
M_glyc3p_c,M_pi_c
M_ttdcap_c,M_1tdecg3p_c
M_ttdcap_c,M_h_c
M_ttdcap_c,M_pi_c
M_5pg35pg_c,M_gmp_c
M_5pg35pg_c,M_h_c
M_h2o_c,M_gmp_c
M_h2o_c,M_h_c
M_atp_c,M_mptamp_c
M_atp_c,M_ppi_c
M_h_c,M_mptamp_c
M_h_c,M_ppi_c
M_mpt_c,M_mptamp_c
M_mpt_c,M_ppi_c
M_glyc3p_c,M_1tdec7eg3p_c
M_glyc3p_c,M_h_c
M_glyc3p_c,M_pi_c
M_ttdceap_c,M_1tdec7eg3p_c
M_ttdceap_c,M_h_c
M_ttdceap_c,M_pi_c
M_iscssh_c,M_amp_c
M_iscssh_c,M_iscs_c
M_iscssh_c,M_moadcosh_c
M_iscssh_c,M_nad_c
M_moadamp_c,M_amp_c
M_moadamp_c,M_iscs_c
M_moadamp_c,M_moadcosh_c
M_moadamp_c,M_nad_c
M_nadh_c,M_amp_c
M_nadh_c,M_iscs_c
M_nadh_c,M_moadcosh_c
M_nadh_c,M_nad_c
M_3hpp_e,M_3hpp_p
M_cm_p,M_cm_e
M_cm_p,M_h_c
M_h_p,M_cm_e
M_h_p,M_h_c
M_fusa_p,M_fusa_e
M_fusa_p,M_h_c
M_h_p,M_fusa_e
M_h_p,M_h_c
M_glyc3p_c,M_1odec11eg3p_c
M_glyc3p_c,M_h_c
M_glyc3p_c,M_pi_c
M_ocdceap_c,M_1odec11eg3p_c
M_ocdceap_c,M_h_c
M_ocdceap_c,M_pi_c
M_h2o_c,M_h_c
M_h2o_c,M_pi_c
M_h2o_c,M_ttdca_c
M_ttdcap_c,M_h_c
M_ttdcap_c,M_pi_c
M_ttdcap_c,M_ttdca_c
M_h2o_c,M_h_c
M_h2o_c,M_hdca_c
M_h2o_c,M_pi_c
M_hdcap_c,M_h_c
M_hdcap_c,M_hdca_c
M_hdcap_c,M_pi_c
M_hpmeACP_c,M_epmeACP_c
M_hpmeACP_c,M_h2o_c
M_epmeACP_c,M_nadp_c
M_epmeACP_c,M_pmeACP_c
M_h_c,M_nadp_c
M_h_c,M_pmeACP_c
M_nadph_c,M_nadp_c
M_nadph_c,M_pmeACP_c
M_rfamp_e,M_rfamp_p
M_mincyc_e,M_mincyc_p
M_ala__L_c,M_8aonn_c
M_ala__L_c,M_ACP_c
M_ala__L_c,M_co2_c
M_pimACP_c,M_8aonn_c
M_pimACP_c,M_ACP_c
M_pimACP_c,M_co2_c
M_h_p,M_h_c
M_h_p,M_mincyc_e
M_mincyc_p,M_h_c
M_mincyc_p,M_mincyc_e
M_meoh_p,M_meoh_c
M_cys__L_c,M_ala__L_c
M_cys__L_c,M_sufsesh_c
M_sufse_c,M_ala__L_c
M_sufse_c,M_sufsesh_c
M_doxrbcn_e,M_doxrbcn_p
M_doxrbcn_p,M_doxrbcn_e
M_doxrbcn_p,M_h_c
M_h_p,M_doxrbcn_e
M_h_p,M_h_c
M_atp_c,M_adp_c
M_atp_c,M_fad_c
M_atp_c,M_h_c
M_atp_c,M_pi_c
M_atp_c,M_sufbcd_2fe2s_c
M_atp_c,M_sufse_c
M_fadh2_c,M_adp_c
M_fadh2_c,M_fad_c
M_fadh2_c,M_h_c
M_fadh2_c,M_pi_c
M_fadh2_c,M_sufbcd_2fe2s_c
M_fadh2_c,M_sufse_c
M_fe2_c,M_adp_c
M_fe2_c,M_fad_c
M_fe2_c,M_h_c
M_fe2_c,M_pi_c
M_fe2_c,M_sufbcd_2fe2s_c
M_fe2_c,M_sufse_c
M_h2o_c,M_adp_c
M_h2o_c,M_fad_c
M_h2o_c,M_h_c
M_h2o_c,M_pi_c
M_h2o_c,M_sufbcd_2fe2s_c
M_h2o_c,M_sufse_c
M_sufbcd_c,M_adp_c
M_sufbcd_c,M_fad_c
M_sufbcd_c,M_h_c
M_sufbcd_c,M_pi_c
M_sufbcd_c,M_sufbcd_2fe2s_c
M_sufbcd_c,M_sufse_c
M_sufsesh_c,M_adp_c
M_sufsesh_c,M_fad_c
M_sufsesh_c,M_h_c
M_sufsesh_c,M_pi_c
M_sufsesh_c,M_sufbcd_2fe2s_c
M_sufsesh_c,M_sufse_c
M_fadh2_c,M_fad_c
M_fadh2_c,M_sufbcd_4fe4s_c
M_h_c,M_fad_c
M_h_c,M_sufbcd_4fe4s_c
M_sufbcd_2fe2s2_c,M_fad_c
M_sufbcd_2fe2s2_c,M_sufbcd_4fe4s_c
M_atp_c,M_adp_c
M_atp_c,M_h2o_c
M_atp_c,M_h_c
M_atp_c,M_pi_c
M_atp_c,M_preq0_c
M_cdg_c,M_adp_c
M_cdg_c,M_h2o_c
M_cdg_c,M_h_c
M_cdg_c,M_pi_c
M_cdg_c,M_preq0_c
M_nh4_c,M_adp_c
M_nh4_c,M_h2o_c
M_nh4_c,M_h_c
M_nh4_c,M_pi_c
M_nh4_c,M_preq0_c
M_sel_e,M_sel_p
M_mql8_c,M_h2o_c
M_mql8_c,M_mqn8_c
M_mql8_c,M_slnt_c
M_sel_c,M_h2o_c
M_sel_c,M_mqn8_c
M_sel_c,M_slnt_c
M_hgmeACP_c,M_egmeACP_c
M_hgmeACP_c,M_h2o_c
M_egmeACP_c,M_gmeACP_c
M_egmeACP_c,M_nadp_c
M_h_c,M_gmeACP_c
M_h_c,M_nadp_c
M_nadph_c,M_gmeACP_c
M_nadph_c,M_nadp_c
M_h_c,M_hpmeACP_c
M_h_c,M_nadp_c
M_nadph_c,M_hpmeACP_c
M_nadph_c,M_nadp_c
M_opmeACP_c,M_hpmeACP_c
M_opmeACP_c,M_nadp_c
M_h2o_c,M_meoh_c
M_h2o_c,M_pimACP_c
M_pmeACP_c,M_meoh_c
M_pmeACP_c,M_pimACP_c
M_etoh_p,M_etoh_c
