,#ID,name,reference,formula,charge,mass,InChI,InChIKey,SMILES
449708,MNXM41422,alpha-L-glucose,chebi:37630,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5-,6+/m0/s1",InChIKey=WQZGKKKJIJFFOK-MDMQIMBFSA-N,OC[C@@H]1O[C@@H](O)[C@@H](O)[C@H](O)[C@H]1O
449719,MNXM41423,alpha-L-gulose,chebi:43104,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3+,4-,5-,6+/m0/s1",InChIKey=WQZGKKKJIJFFOK-BYIBVSMXSA-N,OC[C@@H]1O[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]1O
449740,MNXM41425,alpha-L-idopyranose,chebi:59552,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3+,4-,5+,6+/m0/s1",InChIKey=WQZGKKKJIJFFOK-DSOBHZJASA-N,OC[C@@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O
449762,MNXM41427,alpha-L-mannose,chebi:37680,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5+,6+/m0/s1",InChIKey=WQZGKKKJIJFFOK-HGVZOGFYSA-N,OC[C@@H]1O[C@@H](O)[C@H](O)[C@H](O)[C@H]1O
450191,MNXM41466,alpha-L-sorbofuranose,chebi:48647,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-3-4(9)5(10)6(11,2-8)12-3/h3-5,7-11H,1-2H2/t3-,4+,5-,6+/m0/s1",InChIKey=RFSUNEUAIZKAJO-BGPJRJDNSA-N,OC[C@@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O
464139,MNXM4275,carboxymethoxysuccinate,chebi:57992,C6H5O7,-3.0,189.00517,"InChI=1S/C6H8O7/c7-4(8)1-3(6(11)12)13-2-5(9)10/h3H,1-2H2,(H,7,8)(H,9,10)(H,11,12)/p-3",InChIKey=CIOXZGOUEYHNBF-UHFFFAOYSA-K,O=C([O-])COC(CC(=O)[O-])C(=O)[O-]
473103,MNXM436,dGDP,chebi:58595,C10H12N5O10P2,-3.0,424.00759,"InChI=1S/C10H15N5O10P2/c11-10-13-8-7(9(17)14-10)12-3-15(8)6-1-4(16)5(24-6)2-23-27(21,22)25-26(18,19)20/h3-6,16H,1-2H2,(H,21,22)(H2,18,19,20)(H3,11,13,14,17)/p-3/t4-,5+,6+/m0/s1",InChIKey=CIKGWCTVFSRMJU-KVQBGUIXSA-K,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])[O-])O2)c(=O)[nH]1
475300,MNXM43802,D-arabinofuranose 5-phosphate,chebi:85971,C5H9O8P,-2.0,228.0046,"InChI=1S/C5H11O8P/c6-3-2(1-12-14(9,10)11)13-5(8)4(3)7/h2-8H,1H2,(H2,9,10,11)/p-2/t2-,3-,4+,5?/m1/s1",InChIKey=KTVPXOYAKDPRHY-ZRMNMSDTSA-L,O=P([O-])([O-])OC[C@H]1OC(O)[C@@H](O)[C@@H]1O
475430,MNXM43814,beta-D-fructopyranose,chebi:41005,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-2-6(11)5(10)4(9)3(8)1-12-6/h3-5,7-11H,1-2H2/t3-,4-,5+,6-/m1/s1",InChIKey=LKDRXBCSQODPBY-ARQDHWQXSA-N,OC[C@@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O
477818,MNXM44034,beta-D-gulose,chebi:37693,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3+,4-,5-,6-/m1/s1",InChIKey=WQZGKKKJIJFFOK-AIECOIEWSA-N,OC[C@H]1O[C@@H](O)[C@H](O)[C@H](O)[C@H]1O
478165,MNXM44066,beta-D-sorbofuranose,chebi:48673,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-3-4(9)5(10)6(11,2-8)12-3/h3-5,7-11H,1-2H2/t3-,4+,5-,6-/m1/s1",InChIKey=RFSUNEUAIZKAJO-JGWLITMVSA-N,OC[C@H]1O[C@](O)(CO)[C@H](O)[C@H]1O
478176,MNXM44067,beta-D-sorbopyranose,chebi:48678,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-2-6(11)5(10)4(9)3(8)1-12-6/h3-5,7-11H,1-2H2/t3-,4+,5-,6-/m1/s1",InChIKey=LKDRXBCSQODPBY-JGWLITMVSA-N,OC[C@@]1(O)OC[C@@H](O)[C@H](O)[C@H]1O
478790,MNXM44124,beta-L-allofuranose,chebi:50259,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2-11H,1H2/t2-,3+,4-,5-,6-/m0/s1",InChIKey=AVVWPBAENSWJCB-GNFDWLABSA-N,OC[C@H](O)[C@@H]1O[C@H](O)[C@@H](O)[C@H]1O
478801,MNXM44125,beta-L-allose,chebi:37740,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4-,5-,6-/m0/s1",InChIKey=WQZGKKKJIJFFOK-RUTHBDMASA-N,OC[C@@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@H]1O
478832,MNXM44128,beta-L-fructofuranose,chebi:43703,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-3-4(9)5(10)6(11,2-8)12-3/h3-5,7-11H,1-2H2/t3-,4-,5+,6-/m0/s1",InChIKey=RFSUNEUAIZKAJO-AZGQCCRYSA-N,OC[C@@H]1O[C@@](O)(CO)[C@H](O)[C@H]1O
478843,MNXM44129,beta-L-fructopyranose,chebi:37729,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-2-6(11)5(10)4(9)3(8)1-12-6/h3-5,7-11H,1-2H2/t3-,4-,5+,6-/m0/s1",InChIKey=LKDRXBCSQODPBY-AZGQCCRYSA-N,OC[C@]1(O)OC[C@H](O)[C@H](O)[C@H]1O
478855,MNXM44130,beta-L-glucose,chebi:37631,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5-,6-/m0/s1",InChIKey=WQZGKKKJIJFFOK-QYESYBIKSA-N,OC[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@H]1O
478866,MNXM44131,beta-L-gulose,chebi:37706,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3+,4-,5-,6-/m0/s1",InChIKey=WQZGKKKJIJFFOK-GNFDWLABSA-N,OC[C@@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O
478899,MNXM44134,beta-L-mannose,chebi:37679,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5+,6-/m0/s1",InChIKey=WQZGKKKJIJFFOK-YJRYQGEOSA-N,OC[C@@H]1O[C@H](O)[C@H](O)[C@H](O)[C@H]1O
478952,MNXM44139,beta-L-sorbofuranose,chebi:48648,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-3-4(9)5(10)6(11,2-8)12-3/h3-5,7-11H,1-2H2/t3-,4+,5-,6-/m0/s1",InChIKey=RFSUNEUAIZKAJO-FSIIMWSLSA-N,OC[C@@H]1O[C@@](O)(CO)[C@@H](O)[C@@H]1O
478964,MNXM44140,beta-L-sorbopyranose,chebi:48645,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-2-6(11)5(10)4(9)3(8)1-12-6/h3-5,7-11H,1-2H2/t3-,4+,5-,6-/m0/s1",InChIKey=LKDRXBCSQODPBY-FSIIMWSLSA-N,OC[C@]1(O)OC[C@H](O)[C@@H](O)[C@@H]1O
481473,MNXM4437,aldehydo-D-glucose 6-phosphate,chebi:57584,C6H11O9P,-2.0,258.01517,"InChI=1S/C6H13O9P/c7-1-3(8)5(10)6(11)4(9)2-15-16(12,13)14/h1,3-6,8-11H,2H2,(H2,12,13,14)/p-2/t3-,4+,5+,6+/m0/s1",InChIKey=VFRROHXSMXFLSN-SLPGGIOYSA-L,O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-]
483745,MNXM4458,alpha-D-xylose 1-phosphate,chebi:57559,C5H9O8P,-2.0,228.0046,"InChI=1S/C5H11O8P/c6-2-1-12-5(4(8)3(2)7)13-14(9,10)11/h2-8H,1H2,(H2,9,10,11)/p-2/t2-,3+,4-,5-/m1/s1",InChIKey=ILXHFXFPPZGENN-KKQCNMDGSA-L,O=P([O-])([O-])O[C@H]1OC[C@@H](O)[C@H](O)[C@H]1O
493633,MNXM4551,D-glycero-alpha-D-manno-heptose 7-phosphate,chebi:60203,C7H13O10P,-2.0,288.02573,"InChI=1S/C7H15O10P/c8-2(1-16-18(13,14)15)6-4(10)3(9)5(11)7(12)17-6/h2-12H,1H2,(H2,13,14,15)/p-2/t2-,3+,4+,5+,6-,7+/m1/s1",InChIKey=SDADNVAZGVDAIM-QTNLNCNHSA-L,O=P([O-])([O-])OC[C@@H](O)[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O
494263,MNXM4557,D-tagatofuranose,chebi:49088,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-3-4(9)5(10)6(11,2-8)12-3/h3-5,7-11H,1-2H2/t3-,4+,5+,6?/m1/s1",InChIKey=RFSUNEUAIZKAJO-OEXCPVAWSA-N,OC[C@H]1OC(O)(CO)[C@@H](O)[C@H]1O
498809,MNXM46,oxaloacetate,chebi:16452,C4H2O5,-2.0,129.99132,"InChI=1S/C4H4O5/c5-2(4(8)9)1-3(6)7/h1H2,(H,6,7)(H,8,9)/p-2",InChIKey=KHPXUQMNIQBQEV-UHFFFAOYSA-L,O=C([O-])CC(=O)C(=O)[O-]
502560,MNXM4635,L-erythrulose 1-phosphate,chebi:58002,C4H7O7P,-2.0,197.99404,"InChI=1S/C4H9O7P/c5-1-3(6)4(7)2-11-12(8,9)10/h3,5-6H,1-2H2,(H2,8,9,10)/p-2/t3-/m0/s1",InChIKey=TZCZUVPSFJZERP-VKHMYHEASA-L,O=C(COP(=O)([O-])[O-])[C@@H](O)CO
507888,MNXM468451,"1D-myo-inositol 3,5-bisphosphate",chebi:76296,C6H10O12P2,-4.0,335.96694,"InChI=1S/C6H14O12P2/c7-1-2(8)5(17-19(11,12)13)4(10)6(3(1)9)18-20(14,15)16/h1-10H,(H2,11,12,13)(H2,14,15,16)/p-4/t1-,2-,3-,4-,5+,6-/m0/s1",InChIKey=PUVHMWJJTITUGO-ZSIQDKGESA-J,O=P([O-])([O-])O[C@H]1[C@@H](O)[C@@H](O)[C@H](O)[C@@H](OP(=O)([O-])[O-])[C@@H]1O
509089,MNXM4696,N-(carboxymethyl)-D-alanine,chebi:57773,C5H8NO4,-1.0,146.04588,"InChI=1S/C5H9NO4/c1-3(5(9)10)6-2-4(7)8/h3,6H,2H2,1H3,(H,7,8)(H,9,10)/p-1/t3-/m1/s1",InChIKey=XYUPSBLFPTWJLC-GSVOUGTGSA-M,C[C@@H]([NH2+]CC(=O)[O-])C(=O)[O-]
509532,MNXM47001,cis-inositol,chebi:23311,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-12H/t1-,2+,3-,4+,5-,6+",InChIKey=CDAISMWEOUEBRE-JMVOWJSSSA-N,O[C@H]1[C@@H](O)[C@@H](O)[C@@H](O)[C@@H](O)[C@H]1O
520501,MNXM480249,compound 1007,envipathM:4fd7f3e0-dd25-43ac-9453-dda3e52396e4/compound/6c7eac6a-3f53-419e-a1c5-a0fc4074d518,C4H4O5,-2.0,132.00697,"InChI=1S/C4H6O5/c1-4(9,2(5)6)3(7)8/h9H,1H3,(H,5,6)(H,7,8)/p-2",InChIKey=LNRVTEQEGXVMEF-UHFFFAOYSA-L,CC(O)(C(=O)[O-])C(=O)[O-]
520570,MNXM480327,2-keto-4-hydroxybutyrolactone,metacycM:CPD-19606,C4H4O4,0.0,116.01096,"InChI=1S/C4H4O4/c5-2-1-3(6)8-4(2)7/h3,6H,1H2",InChIKey=GHMAEIIKOBMFLV-UHFFFAOYSA-N,O=C1CC(O)OC1=O
524249,MNXM48382,D-Aldose,keggC:C00737,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3?,4?,5?,6?/m1/s1",InChIKey=WQZGKKKJIJFFOK-KNZZERQRSA-N,OC[C@H]1OC(O)C(O)C(O)C1O
524366,MNXM48393,D-altropyranose,chebi:149545,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4-,5+,6?/m1/s1",InChIKey=WQZGKKKJIJFFOK-RSVSWTKNSA-N,OC[C@H]1OC(O)[C@@H](O)[C@H](O)[C@@H]1O
524414,MNXM483979,3-dehydro-D-glucopyranose 1-phosphate,metacycM:CPD-19568,C6H9O9P,-2.0,255.99952,"InChI=1S/C6H11O9P/c7-1-2-3(8)4(9)5(10)6(14-2)15-16(11,12)13/h2-3,5-8,10H,1H2,(H2,11,12,13)/p-2/t2-,3-,5-,6?/m1/s1",InChIKey=WJNKDGQIIHIEHB-KCLVSGOISA-L,O=C1[C@@H](O)C(OP(=O)([O-])[O-])O[C@H](CO)[C@H]1O
524763,MNXM48433,D-erythrulose 4-phosphate,chebi:90796,C4H7O7P,-2.0,197.99404,"InChI=1S/C4H9O7P/c5-1-3(6)4(7)2-11-12(8,9)10/h4-5,7H,1-2H2,(H2,8,9,10)/p-2/t4-/m1/s1",InChIKey=WUVPHPUDYOVMOE-SCSAIBSYSA-L,O=C(CO)[C@H](O)COP(=O)([O-])[O-]
525203,MNXM4848,"trans-2,3-epoxysuccinate",chebi:57558,C4H2O5,-2.0,129.99132,"InChI=1S/C4H4O5/c5-3(6)1-2(9-1)4(7)8/h1-2H,(H,5,6)(H,7,8)/p-2/t1-,2-/m1/s1",InChIKey=DCEMCPAKSGRHCN-JCYAYHJZSA-L,O=C([O-])[C@@H]1O[C@H]1C(=O)[O-]
526638,MNXM48617,D-sorbofuranose,chebi:48670,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-3-4(9)5(10)6(11,2-8)12-3/h3-5,7-11H,1-2H2/t3-,4+,5-,6?/m1/s1",InChIKey=RFSUNEUAIZKAJO-IANNHFEVSA-N,OC[C@H]1OC(O)(CO)[C@H](O)[C@H]1O
530055,MNXM489482,"8,5'-cyclo-2'-deoxyguanosine monophosphate",chebi:131829,C10H12N5O7P,0.0,345.04743,"InChI=1S/C10H12N5O7P/c11-10-13-7-4(9(17)14-10)12-8-6(22-23(18,19)20)5-2(16)1-3(21-5)15(7)8/h2-3,5-6,16H,1H2,(H2,18,19,20)(H3,11,13,14,17)/t2-,3+,5-,6-/m0/s1",InChIKey=WUVBJPHCDIFJHL-VPXOEYFHSA-N,Nc1nc2c(nc3n2[C@H]2C[C@H](O)[C@H](O2)[C@@H]3OP(=O)(O)O)c(=O)[nH]1
531840,MNXM491238,alpha-D-altropyranose,chebi:155672,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4-,5+,6+/m1/s1",InChIKey=WQZGKKKJIJFFOK-TVIMKVIFSA-N,OC[C@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@@H]1O
532157,MNXM491619,Ascopyrone T1,envipathM:32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/e8ecf787-bf8d-486e-801b-cc941f6aa104,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-2-4-1-5(8,9)6(10,11)3-12-4/h4,7-11H,1-3H2/t4-/m0/s1",InChIKey=KEEGPFLPIXXXHG-BYPYZUCNSA-N,OC[C@@H]1CC(O)(O)C(O)(O)CO1
532352,MNXM491851,beta-D-altropyranose,chebi:148773,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4-,5+,6-/m1/s1",InChIKey=WQZGKKKJIJFFOK-DGPNFKTASA-N,OC[C@H]1O[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1O
532451,MNXM491958,beta-D-hamamelose,chebi:28994,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-2-6(11)4(9)3(8)1-12-5(6)10/h3-5,7-11H,1-2H2/t3-,4-,5-,6-/m1/s1",InChIKey=LPZIZDWZKIXVRZ-KVTDHHQDSA-N,OC[C@]1(O)[C@H](O)OC[C@@H](O)[C@H]1O
532452,MNXM491959,beta-D-idopyranose,chebi:155701,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3+,4-,5+,6-/m1/s1",InChIKey=WQZGKKKJIJFFOK-FDROIEKHSA-N,OC[C@H]1O[C@@H](O)[C@@H](O)[C@H](O)[C@H]1O
532462,MNXM491972,"beta-glucose 1,6-bisphosphate",metacycM:CPD-16577,C6H10O12P2,-4.0,335.96694,"InChI=1S/C6H14O12P2/c7-3-2(1-16-19(10,11)12)17-6(5(9)4(3)8)18-20(13,14)15/h2-9H,1H2,(H2,10,11,12)(H2,13,14,15)/p-4/t2-,3-,4+,5-,6+/m1/s1",InChIKey=RWHOZGRAXYWRNX-DVKNGEFBSA-J,O=P([O-])([O-])OC[C@H]1O[C@@H](OP(=O)([O-])[O-])[C@H](O)[C@@H](O)[C@@H]1O
541048,MNXM499991,compound 1327,envipathM:4fd7f3e0-dd25-43ac-9453-dda3e52396e4/compound/8fabfab5-72f5-474d-90e5-c88f64464fc3,C4H4O4,0.0,116.01096,"InChI=1S/C4H4O4/c5-1-3(7)4(8)2-6/h1,6H,2H2",InChIKey=XSEYITBSKRUSNL-UHFFFAOYSA-N,O=CC(=O)C(=O)CO
541057,MNXM5,NADP(+),chebi:58349,C21H25N7O17P3,-3.0,740.05362,"InChI=1S/C21H28N7O17P3/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(44-46(33,34)35)14(30)11(43-21)6-41-48(38,39)45-47(36,37)40-5-10-13(29)15(31)20(42-10)27-3-1-2-9(4-27)18(23)32/h1-4,7-8,10-11,13-16,20-21,29-31H,5-6H2,(H7-,22,23,24,25,32,33,34,35,36,37,38,39)/p-3/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1",InChIKey=XJLXINKUBYWONI-NNYOXOHSSA-K,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
541165,MNXM500095,compound 1425,envipathM:4fd7f3e0-dd25-43ac-9453-dda3e52396e4/compound/6537dde2-2a9a-4b8c-bae5-6d9227eccb24,C3H3O3,-1.0,87.00877,"InChI=1S/C3H4O3/c4-3(5)2-1-6-2/h2H,1H2,(H,4,5)/p-1",InChIKey=OTGHWLKHGCENJV-UHFFFAOYSA-M,O=C([O-])C1CO1
541389,MNXM500300,compound 1609,envipathM:4fd7f3e0-dd25-43ac-9453-dda3e52396e4/compound/99354513-2d7d-482f-90ca-0ed5895c791b,C4H2O4,0.0,113.99531,InChI=1S/C4H2O4/c5-1-3(7)4(8)2-6/h1-2H,InChIKey=OURVMEXCDVXLPR-UHFFFAOYSA-N,O=CC(=O)C(=O)C=O
543956,MNXM50280,dHAPTP,metacycM:CPD0-2250,C10H12N5O13P3,-4.0,502.96664,"InChI=1S/C10H16N5O13P3/c16-5-1-7(15-4-13-8-9(14-17)11-3-12-10(8)15)26-6(5)2-25-30(21,22)28-31(23,24)27-29(18,19)20/h3-7,16-17H,1-2H2,(H,21,22)(H,23,24)(H,11,12,14)(H2,18,19,20)/p-4/t5-,6+,7+/m0/s1",InChIKey=ZARICQQUEGTEEV-RRKCRQDMSA-J,O=P([O-])([O-])OP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(NO)ncnc32)C[C@@H]1O
548868,MNXM507472,D-galactofuranose,chebi:143624,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2-11H,1H2/t2-,3-,4-,5+,6?/m1/s1",InChIKey=AVVWPBAENSWJCB-RSVSWTKNSA-N,OC[C@@H](O)[C@@H]1OC(O)[C@H](O)[C@H]1O
548885,MNXM507491,D-mannonate 6-phosphate,metacycM:CPD-19600,C6H10O10P,-3.0,273.0028,"InChI=1S/C6H13O10P/c7-2(1-16-17(13,14)15)3(8)4(9)5(10)6(11)12/h2-5,7-10H,1H2,(H,11,12)(H2,13,14,15)/p-3/t2-,3-,4+,5+/m1/s1",InChIKey=BIRSGZKFKXLSJQ-MBMOQRBOSA-K,O=C([O-])[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-]
551095,MNXM50960,dimethyl ether,chebi:28887,C2H6O,0.0,46.04186,InChI=1S/C2H6O/c1-3-2/h1-2H3,InChIKey=LCGLNKUTAGEVQW-UHFFFAOYSA-N,COC
552937,MNXM51131,dioxygen(.1+),chebi:29372,O2,1.0,31.98928,InChI=1S/O2/c1-2/q+1,InChIKey=KMHJKRGRIJONSV-UHFFFAOYSA-N,O=[O+]
552948,MNXM51132,dioxygen(2+),chebi:29371,O2,2.0,31.98873,InChI=1S/O2/c1-2/q+2,InChIKey=NIWXMCONPJOXBL-UHFFFAOYSA-N,[O+]#[O+]
568325,MNXM525944,Glucose-1-P,seedM:cpd27166,C6H11O9P,-2.0,258.01517,"InChI=1S/C6H13O9P/c7-1-2-3(8)4(9)5(10)6(14-2)15-16(11,12)13/h2-10H,1H2,(H2,11,12,13)/p-2/t2-,3?,4+,5?,6?/m1/s1",InChIKey=HXXFSFRBOHSIMQ-WEZQSMRSSA-L,O=P([O-])([O-])OC1O[C@H](CO)C(O)[C@H](O)C1O
570015,MNXM527751,L-erythro-isocitrate(3-),chebi:30897,C6H5O7,-3.0,189.00517,"InChI=1S/C6H8O7/c7-3(8)1-2(5(10)11)4(9)6(12)13/h2,4,9H,1H2,(H,7,8)(H,10,11)(H,12,13)/p-3/t2-,4-/m1/s1",InChIKey=ODBLHEXUDAPZAU-VVJJHMBFSA-K,O=C([O-])C[C@@H](C(=O)[O-])[C@@H](O)C(=O)[O-]
580783,MNXM53792,formycin 5'-PO4,metacycM:CPD0-1635,C10H12N5O7P,-2.0,345.04853,"InChI=1S/C10H14N5O7P/c11-10-6-4(12-2-13-10)5(14-15-6)9-8(17)7(16)3(22-9)1-21-23(18,19)20/h2-3,7-9,16-17H,1H2,(H,14,15)(H2,11,12,13)(H2,18,19,20)/p-2",InChIKey=PBAHXXBYQACZMA-UHFFFAOYSA-L,Nc1ncnc2c(C3OC(COP(=O)([O-])[O-])C(O)C3O)n[nH]c12
590540,MNXM5469,2-oxo-dAMP,chebi:63212,C10H12N5O7P,-2.0,345.04853,"InChI=1S/C10H14N5O7P/c11-8-7-9(14-10(17)13-8)15(3-12-7)6-1-4(16)5(22-6)2-21-23(18,19)20/h3-6,16H,1-2H2,(H2,18,19,20)(H3,11,13,14,17)/p-2/t4-,5+,6+/m0/s1",InChIKey=GEQDRKVFKBSPSW-KVQBGUIXSA-L,Nc1nc(=O)[nH]c2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)([O-])[O-])O1
598839,MNXM55458,glycyl-sarcosine,chebi:155838,C5H10N2O3,0.0,146.06914,"InChI=1S/C5H10N2O3/c1-7(3-5(9)10)4(8)2-6/h2-3,6H2,1H3,(H,9,10)",InChIKey=VYAMLSCELQQRAE-UHFFFAOYSA-N,CN(CC(=O)[O-])C(=O)C[NH3+]
608652,MNXM5636,beta-D-allofuranose,chebi:50256,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2-11H,1H2/t2-,3+,4-,5-,6-/m1/s1",InChIKey=AVVWPBAENSWJCB-AIECOIEWSA-N,OC[C@@H](O)[C@H]1O[C@@H](O)[C@H](O)[C@@H]1O
613373,MNXM56795,squaric acid,chebi:52141,C4H2O4,0.0,113.99531,InChI=1S/C4H2O4/c5-1-2(6)4(8)3(1)7/h5-6H,InChIKey=PWEBUXCTKOWPCW-UHFFFAOYSA-N,O=c1c(O)c(O)c1=O
615910,MNXM5703,keto-D-sorbose,chebi:13022,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3,5-9,11-12H,1-2H2/t3-,5+,6+/m1/s1",InChIKey=BJHIKXHVCXFQLS-PYWDMBMJSA-N,O=C(CO)[C@H](O)[C@@H](O)[C@H](O)CO
616607,MNXM57097,alpha-D-talopyranose,chebi:141392,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3+,4+,5+,6+/m1/s1",InChIKey=WQZGKKKJIJFFOK-URLGYRAOSA-N,OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@H]1O
616669,MNXM57103,D-idopyranose,chebi:155878,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3+,4-,5+,6?/m1/s1",InChIKey=WQZGKKKJIJFFOK-YIDFTEPTSA-N,OC[C@H]1OC(O)[C@@H](O)[C@H](O)[C@H]1O
620368,MNXM57445,an inositol phosphate,metacycM:Inositol-Phosphates,C6H11O9P,-2.0,258.01517,"InChI=1S/C6H13O9P/c7-1-2(8)4(10)6(5(11)3(1)9)15-16(12,13)14/h1-11H,(H2,12,13,14)/p-2",InChIKey=INAPMGSXUVUWAF-UHFFFAOYSA-L,O=P([O-])([O-])OC1C(O)C(O)C(O)C(O)C1O
637271,MNXM59036,keto-D-tagatose 6-phosphate,chebi:134283,C6H11O9P,-2.0,258.01517,"InChI=1S/C6H13O9P/c7-1-3(8)5(10)6(11)4(9)2-15-16(12,13)14/h4-7,9-11H,1-2H2,(H2,12,13,14)/p-2/t4-,5-,6+/m1/s1",InChIKey=GSXOAOHZAIYLCY-PBXRRBTRSA-L,O=C(CO)[C@@H](O)[C@@H](O)[C@H](O)COP(=O)([O-])[O-]
637316,MNXM59040,keto-L-fructose,chebi:37724,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3,5-9,11-12H,1-2H2/t3-,5-,6-/m0/s1",InChIKey=BJHIKXHVCXFQLS-FUTKDDECSA-N,O=C(CO)[C@H](O)[C@@H](O)[C@@H](O)CO
