,#ID,name,reference,formula,charge,mass,InChI,InChIKey,SMILES
791097,MNXM735359,aldehydo-D-allose 6-phosphate,metacycM:D-ALLOSE-6-PHOSPHATE,C6H11O9P,-2.0,258.01517,"InChI=1S/C6H13O9P/c7-1-3(8)5(10)6(11)4(9)2-15-16(12,13)14/h1,3-6,8-11H,2H2,(H2,12,13,14)/p-2/t3-,4+,5-,6+/m1/s1",InChIKey=VFRROHXSMXFLSN-MOJAZDJTSA-L,O=C[C@@H](O)[C@@H](O)[C@@H](O)[C@@H](O)COP(=O)([O-])[O-]
791174,MNXM735437,triplet dioxygen,chebi:27140,O2,0.0,31.98983,InChI=1S/O2/c1-2,InChIKey=MYMOFIZGZYHOMD-UHFFFAOYSA-N,[O][O]
791175,MNXM735438,O2,chebi:15379,O2,0.0,31.98983,InChI=1S/O2/c1-2,InChIKey=MYMOFIZGZYHOMD-UHFFFAOYSA-N,O=O
791233,MNXM735496,L-tagatofuranose 6-phosphate,metacycM:L-TAGATOSE-6-PHOSPHATE,C6H11O9P,-2.0,258.01517,"InChI=1S/C6H13O9P/c7-2-6(10)5(9)4(8)3(15-6)1-14-16(11,12)13/h3-5,7-10H,1-2H2,(H2,11,12,13)/p-2/t3-,4+,5+,6-/m0/s1",InChIKey=BGWGXPAPYGQALX-KCDKBNATSA-L,O=P([O-])([O-])OC[C@@H]1O[C@@](O)(CO)[C@H](O)[C@@H]1O
791296,MNXM735565,aldehydo-L-gulose,chebi:37701,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-3(9)5(11)6(12)4(10)2-8/h1,3-6,8-12H,2H2/t3-,4+,5-,6-/m1/s1",InChIKey=GZCGUPFRVQAUEE-JGWLITMVSA-N,O=C[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO
791297,MNXM735566,L-gulopyranose,chebi:37704,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3+,4-,5-,6?/m0/s1",InChIKey=WQZGKKKJIJFFOK-QRXFDPRISA-N,OC[C@@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O
791308,MNXM735578,an oxidized polyvinyl alcohol,chebi:16571,C2H4O,0.0,44.02621,"InChI=1S/C2H4O/c1-2-3/h2H,1H3",InChIKey=IKHGUXGNUITLKF-UHFFFAOYSA-N,CC=O
791652,MNXM735961,2-carboxy-D-arabinitol 1-phosphate,chebi:58185,C6H10O10P,-3.0,273.0028,"InChI=1S/C6H13O10P/c7-1-3(8)4(9)6(12,5(10)11)2-16-17(13,14)15/h3-4,7-9,12H,1-2H2,(H,10,11)(H2,13,14,15)/p-3/t3-,4-,6-/m1/s1",InChIKey=UJTMIRNFEXKGMS-ZMIZWQJLSA-K,O=C([O-])[C@@](O)(COP(=O)([O-])[O-])[C@H](O)[C@H](O)CO
791653,MNXM735962,2-carboxy-D-arabinitol 1-phosphate,metacycM:2-CARBOXY-D-ARABINITOL-1-PHOSPHATASE,C6H10O10P,-3.0,273.0028,"InChI=1S/C6H13O10P/c7-1-3(8)4(9)6(12,5(10)11)2-16-17(13,14)15/h3-4,7-9,12H,1-2H2,(H,10,11)(H2,13,14,15)/p-3/t3-,4-,6+/m1/s1",InChIKey=UJTMIRNFEXKGMS-KODRXGBYSA-K,O=C([O-])[C@](O)(COP(=O)([O-])[O-])[C@H](O)[C@H](O)CO
791660,MNXM735972,"6-O-phosphonato-D-glucono-1,5-lactone(2-)",hmdb:HMDB0062628,C6H11O9P,0.0,258.01407,"InChI=1S/C6H11O9P/c7-3-2(1-14-16(11,12)13)15-6(10)5(9)4(3)8/h2-5,7-9H,1H2,(H2,11,12,13)",InChIKey=IJOJIVNDFQSGAB-UHFFFAOYSA-N,O=C1OC(COP(=O)(O)O)C(O)C(O)C1O
791822,MNXM736145,D-hamamelose,chebi:18004,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-4(10)5(11)6(12,2-8)3-9/h2,4-5,7,9-12H,1,3H2/t4-,5-,6-/m1/s1",InChIKey=ZGVNGXVNRCEBDS-HSUXUTPPSA-N,O=C[C@@](O)(CO)[C@H](O)[C@H](O)CO
791823,MNXM736146,D-Hamamelose,keggC:C01906,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-2-6(11)4(9)3(8)1-12-5(6)10/h3-5,7-11H,1-2H2/t3-,4-,5?,6-/m1/s1",InChIKey=LPZIZDWZKIXVRZ-DUVQVXGLSA-N,OC[C@]1(O)C(O)OC[C@@H](O)[C@H]1O
792066,MNXM736404,D-hamamelose 2'-phosphate,chebi:57828,C6H11O9P,-2.0,258.01517,"InChI=1S/C6H13O9P/c7-1-4(9)5(10)6(11,2-8)3-15-16(12,13)14/h2,4-5,7,9-11H,1,3H2,(H2,12,13,14)/p-2/t4-,5-,6-/m1/s1",InChIKey=RIOZVCDMYGAYCJ-HSUXUTPPSA-L,O=C[C@@](O)(COP(=O)([O-])[O-])[C@H](O)[C@H](O)CO
792067,MNXM736405,D-hamamelose 2'-phosphate,metacycM:D-HAMAMELOSE-2-PHOSPHATE,C6H11O9P,-2.0,258.01517,"InChI=1S/C6H13O9P/c7-2-6(15-16(11,12)13)4(9)3(8)1-14-5(6)10/h3-5,7-10H,1-2H2,(H2,11,12,13)/p-2/t3-,4-,5?,6-/m1/s1",InChIKey=KJBDAGKSWBPSGR-DUVQVXGLSA-L,O=P([O-])([O-])O[C@@]1(CO)C(O)OC[C@@H](O)[C@H]1O
792286,MNXM736654,dGMP,chebi:57673,C10H12N5O7P,-2.0,345.04853,"InChI=1S/C10H14N5O7P/c11-10-13-8-7(9(17)14-10)12-3-15(8)6-1-4(16)5(22-6)2-21-23(18,19)20/h3-6,16H,1-2H2,(H2,18,19,20)(H3,11,13,14,17)/p-2/t4-,5+,6+/m0/s1",InChIKey=LTFMZDNNPPEQNG-KVQBGUIXSA-L,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)c(=O)[nH]1
792615,MNXM737032,D-isoglutamine,metacycM:CPD-12296,C5H10N2O3,0.0,146.06914,"InChI=1S/C5H10N2O3/c6-3(5(7)10)1-2-4(8)9/h3H,1-2,6H2,(H2,7,10)(H,8,9)/t3-/m1/s1",InChIKey=AEFLONBTGZFSGQ-GSVOUGTGSA-N,NC(=O)[C@H]([NH3+])CCC(=O)[O-]
792885,MNXM737339,butenedioic acid,chebi:22958,C4H4O4,0.0,116.01096,"InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)",InChIKey=VZCYOOQTPOCHFL-UHFFFAOYSA-N,O=C(O)C=CC(=O)O
792887,MNXM737340,fumarate,chebi:29806,C4H2O4,-2.0,113.99641,"InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/p-2/b2-1+",InChIKey=VZCYOOQTPOCHFL-OWOJBTEDSA-L,O=C([O-])/C=C/C(=O)[O-]
793439,MNXM737935,1D-myo-inositol 3-phosphate,chebi:58401,C6H11O9P,-2.0,258.01517,"InChI=1S/C6H13O9P/c7-1-2(8)4(10)6(5(11)3(1)9)15-16(12,13)14/h1-11H,(H2,12,13,14)/p-2/t1-,2-,3+,4-,5-,6-/m0/s1",InChIKey=INAPMGSXUVUWAF-PTQMNWPWSA-L,O=P([O-])([O-])O[C@H]1[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O
793440,MNXM737936,1D-myo-inositol 1-phosphate,chebi:58433,C6H11O9P,-2.0,258.01517,"InChI=1S/C6H13O9P/c7-1-2(8)4(10)6(5(11)3(1)9)15-16(12,13)14/h1-11H,(H2,12,13,14)/p-2/t1-,2-,3+,4-,5-,6-/m1/s1",InChIKey=INAPMGSXUVUWAF-UOTPTPDRSA-L,O=P([O-])([O-])O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O
793579,MNXM7381,glucose,metacycM:Glucose,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2?,3-,4+,5-,6?/m1/s1",InChIKey=WQZGKKKJIJFFOK-UWWPDOAWSA-N,OCC1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
794128,MNXM738702,NADPH,chebi:57783,C21H26N7O17P3,-4.0,741.062,"InChI=1S/C21H30N7O17P3/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(44-46(33,34)35)14(30)11(43-21)6-41-48(38,39)45-47(36,37)40-5-10-13(29)15(31)20(42-10)27-3-1-2-9(4-27)18(23)32/h1,3-4,7-8,10-11,13-16,20-21,29-31H,2,5-6H2,(H2,23,32)(H,36,37)(H,38,39)(H2,22,24,25)(H2,33,34,35)/p-4/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1",InChIKey=ACFIXJIJDZMPPO-NNYOXOHSSA-J,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1
794203,MNXM738783,(R)-methylmalonyl-CoA,chebi:57326,C25H35N7O19P3S,-5.0,862.09487,"InChI=1S/C25H40N7O19P3S/c1-12(23(37)38)24(39)55-7-6-27-14(33)4-5-28-21(36)18(35)25(2,3)9-48-54(45,46)51-53(43,44)47-8-13-17(50-52(40,41)42)16(34)22(49-13)32-11-31-15-19(26)29-10-30-20(15)32/h10-13,16-18,22,34-35H,4-9H2,1-3H3,(H,27,33)(H,28,36)(H,37,38)(H,43,44)(H,45,46)(H2,26,29,30)(H2,40,41,42)/p-5/t12-,13-,16-,17-,18+,22-/m1/s1",InChIKey=MZFOKIKEPGUZEN-AGCMQPJKSA-I,C[C@H](C(=O)[O-])C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
794586,MNXM739220,"beta-D-fructose 2,6-bisphosphate",chebi:58579,C6H10O12P2,-4.0,335.96694,"InChI=1S/C6H14O12P2/c7-2-6(18-20(13,14)15)5(9)4(8)3(17-6)1-16-19(10,11)12/h3-5,7-9H,1-2H2,(H2,10,11,12)(H2,13,14,15)/p-4/t3-,4-,5+,6+/m1/s1",InChIKey=YXWOAJXNVLXPMU-ZXXMMSQZSA-J,O=P([O-])([O-])OC[C@H]1O[C@@](CO)(OP(=O)([O-])[O-])[C@@H](O)[C@@H]1O
794876,MNXM739538,adenosine 2'-phosphate,chebi:77740,C10H12N5O7P,-2.0,345.04853,"InChI=1S/C10H14N5O7P/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(22-23(18,19)20)6(17)4(1-16)21-10/h2-4,6-7,10,16-17H,1H2,(H2,11,12,13)(H2,18,19,20)/p-2/t4-,6-,7-,10-/m1/s1",InChIKey=QDFHPFSBQFLLSW-KQYNXXCUSA-L,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1OP(=O)([O-])[O-]
794919,MNXM739580,beta-D-allopyranose,chebi:40656,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4-,5-,6-/m1/s1",InChIKey=WQZGKKKJIJFFOK-QZABAPFNSA-N,OC[C@H]1O[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O
794985,MNXM739659,D-glycero-beta-D-manno-heptose 7-phosphate,chebi:60204,C7H13O10P,-2.0,288.02573,"InChI=1S/C7H15O10P/c8-2(1-16-18(13,14)15)6-4(10)3(9)5(11)7(12)17-6/h2-12H,1H2,(H2,13,14,15)/p-2/t2-,3+,4+,5+,6-,7-/m1/s1",InChIKey=SDADNVAZGVDAIM-ZUHYCWGWSA-L,O=P([O-])([O-])OC[C@@H](O)[C@H]1O[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]1O
795268,MNXM739946,D-glyceraldehyde 3-phosphate,chebi:59776,C3H5O6P,-2.0,167.98347,"InChI=1S/C3H7O6P/c4-1-3(5)2-9-10(6,7)8/h1,3,5H,2H2,(H2,6,7,8)/p-2/t3-/m0/s1",InChIKey=LXJXRIRHZLFYRP-VKHMYHEASA-L,O=C[C@H](O)COP(=O)([O-])[O-]
795281,MNXM739961,beta-L-galactose 1-phosphate,chebi:75522,C6H11O9P,-2.0,258.01517,"InChI=1S/C6H13O9P/c7-1-2-3(8)4(9)5(10)6(14-2)15-16(11,12)13/h2-10H,1H2,(H2,11,12,13)/p-2/t2-,3+,4+,5-,6+/m0/s1",InChIKey=HXXFSFRBOHSIMQ-SXUWKVJYSA-L,O=P([O-])([O-])O[C@H]1O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]1O
796075,MNXM740829,D-allulose,chebi:27605,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3,5-9,11-12H,1-2H2/t3-,5-,6+/m1/s1",InChIKey=BJHIKXHVCXFQLS-PUFIMZNGSA-N,O=C(CO)[C@H](O)[C@H](O)[C@H](O)CO
796077,MNXM740830,D-Psicose,keggC:C06468,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-2-6(11)5(10)4(9)3(8)1-12-6/h3-5,7-11H,1-2H2/t3-,4-,5-,6?/m1/s1",InChIKey=LKDRXBCSQODPBY-JDJSBBGDSA-N,OCC1(O)OC[C@@H](O)[C@@H](O)[C@H]1O
796393,MNXM741172,glutamate,chebi:14321,C5H8NO4,-1.0,146.04588,"InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/p-1",InChIKey=WHUUTDBJXJRKMK-UHFFFAOYSA-M,[NH3+]C(CCC(=O)[O-])C(=O)[O-]
796394,MNXM741173,L-glutamate,chebi:29985,C5H8NO4,-1.0,146.04588,"InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/p-1/t3-/m0/s1",InChIKey=WHUUTDBJXJRKMK-VKHMYHEASA-M,[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-]
797030,MNXM741854,"(1->4)-3,6-bis(phospho)-alpha-D-glucan",chebi:140561,C6H10O12P2,-4.0,335.96694,"InChI=1S/C6H14O12P2/c7-3-2(1-16-19(10,11)12)17-6(9)4(8)5(3)18-20(13,14)15/h2-9H,1H2,(H2,10,11,12)(H2,13,14,15)/p-4/t2-,3-,4-,5+,6+/m1/s1",InChIKey=BWTSOKASODVSMM-TVIMKVIFSA-J,O=P([O-])([O-])OC[C@H]1O[C@H](O)[C@H](O)[C@@H](OP(=O)([O-])[O-])[C@@H]1O
801006,MNXM745518,beta-L-idofuranose,chebi:138485,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2-11H,1H2/t2-,3+,4+,5+,6-/m0/s1",InChIKey=AVVWPBAENSWJCB-BSQWINAVSA-N,OC[C@H](O)[C@H]1O[C@H](O)[C@H](O)[C@H]1O
801906,MNXM746407,apulose 4-phosphate,chebi:141351,C5H9O8P,-2.0,228.0046,"InChI=1S/C5H11O8P/c6-1-4(8)5(9,2-7)3-13-14(10,11)12/h6-7,9H,1-3H2,(H2,10,11,12)/p-2",InChIKey=ICOBPPWZFJRDGN-UHFFFAOYSA-L,O=C(CO)C(O)(CO)COP(=O)([O-])[O-]
802789,MNXM747252,2-(2-acetylhydrazinyl)propanoic acid,chebi:143506,C5H10N2O3,0.0,146.06914,"InChI=1S/C5H10N2O3/c1-3(5(9)10)6-7-4(2)8/h3,6H,1-2H3,(H,7,8)(H,9,10)/t3-/m0/s1",InChIKey=MXEGHMONPVXZCB-VKHMYHEASA-N,CC(=O)NN[C@@H](C)C(=O)O
803404,MNXM747819,L-allulose,chebi:145026,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3,5-9,11-12H,1-2H2/t3-,5-,6+/m0/s1",InChIKey=BJHIKXHVCXFQLS-ZXEDONINSA-N,O=C(CO)[C@@H](O)[C@@H](O)[C@@H](O)CO
803530,MNXM747933,"6-phospho-D-galactono-1,5-lactone",chebi:145419,C6H9O9P,-2.0,255.99952,"InChI=1S/C6H11O9P/c7-3-2(1-14-16(11,12)13)15-6(10)5(9)4(3)8/h2-5,7-9H,1H2,(H2,11,12,13)/p-2/t2-,3+,4+,5-/m1/s1",InChIKey=IJOJIVNDFQSGAB-MGCNEYSASA-L,O=C1O[C@H](COP(=O)([O-])[O-])[C@H](O)[C@H](O)[C@H]1O
803626,MNXM748021,beta-D-glucofuranose,chebi:145606,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2-11H,1H2/t2-,3-,4-,5-,6-/m1/s1",InChIKey=AVVWPBAENSWJCB-QZABAPFNSA-N,OC[C@@H](O)[C@H]1O[C@@H](O)[C@H](O)[C@H]1O
804352,MNXM7487,keto-L-tagatose,chebi:134275,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3,5-9,11-12H,1-2H2/t3-,5+,6-/m0/s1",InChIKey=BJHIKXHVCXFQLS-LFRDXLMFSA-N,O=C(CO)[C@H](O)[C@H](O)[C@@H](O)CO
805768,MNXM75,acetaldehyde,chebi:15343,C2H4O,0.0,44.02621,"InChI=1S/C2H4O/c1-2-3/h2H,1H3",InChIKey=IKHGUXGNUITLKF-UHFFFAOYSA-N,CC=O
826038,MNXM77,dihydroxyacetone phosphate,chebi:57642,C3H5O6P,-2.0,167.98347,"InChI=1S/C3H7O6P/c4-1-3(5)2-9-10(6,7)8/h4H,1-2H2,(H2,6,7,8)/p-2",InChIKey=GNGACRATGGDKBX-UHFFFAOYSA-L,O=C(CO)COP(=O)([O-])[O-]
856684,MNXM8,NAD(+),chebi:57540,C21H26N7O14P2,-1.0,662.10185,"InChI=1S/C21H27N7O14P2/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(32)14(30)11(41-21)6-39-44(36,37)42-43(34,35)38-5-10-13(29)15(31)20(40-10)27-3-1-2-9(4-27)18(23)33/h1-4,7-8,10-11,13-16,20-21,29-32H,5-6H2,(H5-,22,23,24,25,33,34,35,36,37)/p-1/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1",InChIKey=BAWFJGJZGIEFAR-NNYOXOHSSA-M,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1
860084,MNXM8031,1D-myo-inositol 2-phosphate,chebi:84142,C6H11O9P,-2.0,258.01517,"InChI=1S/C6H13O9P/c7-1-2(8)4(10)6(5(11)3(1)9)15-16(12,13)14/h1-11H,(H2,12,13,14)/p-2/t1-,2-,3+,4+,5-,6+",InChIKey=INAPMGSXUVUWAF-QWBQGLJISA-L,O=P([O-])([O-])O[C@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O
863394,MNXM806141,"2,5-bis(hydroxymethyl)oxolane-2,3,4-triol",hmdb:HMDB0125599,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-3-4(9)5(10)6(11,2-8)12-3/h3-5,7-11H,1-2H2",InChIKey=RFSUNEUAIZKAJO-UHFFFAOYSA-N,OCC1OC(O)(CO)C(O)C1O
866874,MNXM80935,L(or D)-ribulose 5-phosphate,metacycM:Ribulose-phosphates,C5H9O8P,-2.0,228.0046,"InChI=1S/C5H11O8P/c6-1-3(7)5(9)4(8)2-13-14(10,11)12/h4-6,8-9H,1-2H2,(H2,10,11,12)/p-2",InChIKey=FNZLKVNUWIIPSJ-UHFFFAOYSA-L,O=C(CO)C(O)C(O)COP(=O)([O-])[O-]
877922,MNXM819609,beta-D-allose 1-phosphate,metacycM:CPD0-2636,C6H11O9P,-2.0,258.01517,"InChI=1S/C6H13O9P/c7-1-2-3(8)4(9)5(10)6(14-2)15-16(11,12)13/h2-10H,1H2,(H2,11,12,13)/p-2/t2-,3-,4-,5-,6+/m1/s1",InChIKey=HXXFSFRBOHSIMQ-UKFBFLRUSA-L,O=P([O-])([O-])O[C@@H]1O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]1O
878065,MNXM819777,"2',3'-Dialdehyde NADP+",sabiorkM:31149,C21H26N7O17P3,0.0,741.0598,"InChI=1S/C21H26N7O17P3/c22-18-15-20(25-9-24-18)28(10-26-15)21-17(44-46(33,34)35)16(31)13(43-21)8-41-48(38,39)45-47(36,37)40-7-12(5-29)42-14(6-30)27-3-1-2-11(4-27)19(23)32/h1-6,9-10,12-14,16-17,21,31H,7-8H2,(H7-,22,23,24,25,32,33,34,35,36,37,38,39)/t12-,13+,14+,16+,17+,21+/m0/s1",InChIKey=VPYLECDBJZNETQ-HLGREYGBSA-N,N=C(O)c1ccc[n+]([C@@H](C=O)O[C@@H](C=O)COP(=O)(O)OP(=O)([O-])OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](OP(=O)(O)O)[C@@H]2O)c1
899651,MNXM83997,hydroxidotrioxidophosphate(.1-),chebi:29925,HO4P,-1.0,95.96179,"InChI=1S/H2O4P/c1-5(2,3)4/h(H2,1,2,3)/p-1",InChIKey=FPENSXCWDDOFJI-UHFFFAOYSA-M,[O]P(=O)([O-])O
934584,MNXM872,3-hydroxypropanoate,chebi:16510,C3H5O3,-1.0,89.02442,"InChI=1S/C3H6O3/c4-2-1-3(5)6/h4H,1-2H2,(H,5,6)/p-1",InChIKey=ALRHLSYJTWAHJZ-UHFFFAOYSA-M,O=C([O-])CCO
945800,MNXM8823,L-isoglutamine,metacycM:ISOGLUTAMINE,C5H10N2O3,0.0,146.06914,"InChI=1S/C5H10N2O3/c6-3(5(7)10)1-2-4(8)9/h3H,1-2,6H2,(H2,7,10)(H,8,9)/t3-/m0/s1",InChIKey=AEFLONBTGZFSGQ-VKHMYHEASA-N,NC(=O)[C@@H]([NH3+])CCC(=O)[O-]
946552,MNXM8830,L-xylo-3-hexulose,chebi:134214,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-5,7-11H,1-2H2/t3-,4+,5+/m0/s1",InChIKey=DWJZKGYQNOQQEZ-VPENINKCSA-N,O=C([C@H](O)CO)[C@H](O)[C@@H](O)CO
959321,MNXM89485,alpha-D-galactofuranose,chebi:146456,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2-11H,1H2/t2-,3-,4-,5+,6+/m1/s1",InChIKey=AVVWPBAENSWJCB-TVIMKVIFSA-N,OC[C@@H](O)[C@@H]1O[C@H](O)[C@H](O)[C@H]1O
959460,MNXM89498,2-methylaspartate,metacycM:CPD0-1614,C5H8NO4,-1.0,146.04588,"InChI=1S/C5H9NO4/c1-5(6,4(9)10)2-3(7)8/h2,6H2,1H3,(H,7,8)(H,9,10)/p-1",InChIKey=CWAYDJFPMMUKOI-UHFFFAOYSA-M,CC([NH3+])(CC(=O)[O-])C(=O)[O-]
960801,MNXM89629,keto-D-fructose 6-phosphate,chebi:57579,C6H11O9P,-2.0,258.01517,"InChI=1S/C6H13O9P/c7-1-3(8)5(10)6(11)4(9)2-15-16(12,13)14/h4-7,9-11H,1-2H2,(H2,12,13,14)/p-2/t4-,5-,6-/m1/s1",InChIKey=GSXOAOHZAIYLCY-HSUXUTPPSA-L,O=C(CO)[C@@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-]
961123,MNXM89661,isocitrate(3-),chebi:16087,C6H5O7,-3.0,189.00517,"InChI=1S/C6H8O7/c7-3(8)1-2(5(10)11)4(9)6(12)13/h2,4,9H,1H2,(H,7,8)(H,10,11)(H,12,13)/p-3",InChIKey=ODBLHEXUDAPZAU-UHFFFAOYSA-K,O=C([O-])CC(C(=O)[O-])C(O)C(=O)[O-]
964543,MNXM9,phosphate,chebi:43474,HO4P,-2.0,95.96234,"InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)/p-2",InChIKey=NBIIXXVUZAFLBC-UHFFFAOYSA-L,O=P([O-])([O-])O
965556,MNXM901,L-ribulose 5-phosphate,chebi:58226,C5H9O8P,-2.0,228.0046,"InChI=1S/C5H11O8P/c6-1-3(7)5(9)4(8)2-13-14(10,11)12/h4-6,8-9H,1-2H2,(H2,10,11,12)/p-2/t4-,5+/m0/s1",InChIKey=FNZLKVNUWIIPSJ-CRCLSJGQSA-L,O=C(CO)[C@@H](O)[C@@H](O)COP(=O)([O-])[O-]
974328,MNXM90966,D-sorbopyranose,chebi:48674,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-2-6(11)5(10)4(9)3(8)1-12-6/h3-5,7-11H,1-2H2/t3-,4+,5-,6?/m1/s1",InChIKey=LKDRXBCSQODPBY-IANNHFEVSA-N,OCC1(O)OC[C@@H](O)[C@H](O)[C@H]1O
976345,MNXM91165,"D-myo-inositol (3,6)-bisphosphate",metacycM:CPD-11930,C6H10O12P2,-4.0,335.96694,"InChI=1S/C6H14O12P2/c7-1-2(8)6(18-20(14,15)16)4(10)3(9)5(1)17-19(11,12)13/h1-10H,(H2,11,12,13)(H2,14,15,16)/p-4/t1-,2-,3-,4+,5+,6+/m0/s1",InChIKey=PELZSPZCXGTUMR-ADOSBGCESA-J,O=P([O-])([O-])O[C@@H]1[C@@H](O)[C@H](O)[C@@H](OP(=O)([O-])[O-])[C@H](O)[C@@H]1O
1035938,MNXM97041,8-oxo-dAMP,chebi:71361,C10H12N5O7P,-2.0,345.04853,"InChI=1S/C10H14N5O7P/c11-8-7-9(13-3-12-8)15(10(17)14-7)6-1-4(16)5(22-6)2-21-23(18,19)20/h3-6,16H,1-2H2,(H,14,17)(H2,11,12,13)(H2,18,19,20)/p-2/t4-,5+,6+/m0/s1",InChIKey=QFGWDFAYOAGQDH-KVQBGUIXSA-L,Nc1ncnc2c1[nH]c(=O)n2[C@H]1C[C@H](O)[C@@H](COP(=O)([O-])[O-])O1
1037464,MNXM97187,2-oxo-dADP,chebi:71363,C10H12N5O10P2,-3.0,424.00759,"InChI=1S/C10H15N5O10P2/c11-8-7-9(14-10(17)13-8)15(3-12-7)6-1-4(16)5(24-6)2-23-27(21,22)25-26(18,19)20/h3-6,16H,1-2H2,(H,21,22)(H2,18,19,20)(H3,11,13,14,17)/p-3/t4-,5+,6+/m0/s1",InChIKey=JYHPIPMSJVTYAP-KVQBGUIXSA-K,Nc1nc(=O)[nH]c2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])[O-])O1
1040145,MNXM97443,aldehydo-D-talose,chebi:68461,C6H12O6,0.0,180.06339,"InChI=1S/C6H12O6/c7-1-3(9)5(11)6(12)4(10)2-8/h1,3-6,8-12H,2H2/t3-,4-,5-,6+/m1/s1",InChIKey=GZCGUPFRVQAUEE-KAZBKCHUSA-N,O=C[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO
