,BiGG,BiGG_target
3097,M_h_p,M_o2_p
3098,M_o2s_p,M_h2o2_p
3099,M_o2s_p,M_o2_p
3100,M_no3_p,M_h2o_p
3101,M_no3_p,M_no2_p
3102,M_no3_p,M_q8_c
3103,M_q8h2_c,M_h2o_p
3104,M_q8h2_c,M_no2_p
3105,M_q8h2_c,M_q8_c
3106,M_o2_p,M_o2_c
3107,M_h2o_p,M_inost_p
3108,M_h2o_p,M_pi_p
3109,M_minohp_p,M_inost_p
3110,M_minohp_p,M_pi_p
3111,M_h2o_p,M_h2_p
3112,M_h2o_p,M_pi_p
3113,M_ppt_p,M_h2_p
3114,M_ppt_p,M_pi_p
3115,M_h_p,M_h_c
3116,M_h_p,M_pyr_c
3117,M_pyr_p,M_h_c
3118,M_pyr_p,M_pyr_c
3119,M_h_c,M_h2o_c
3120,M_h_c,M_h_p
3121,M_h_c,M_mqn8_c
3122,M_h_c,M_no2_c
3123,M_mql8_c,M_h2o_c
3124,M_mql8_c,M_h_p
3125,M_mql8_c,M_mqn8_c
3126,M_mql8_c,M_no2_c
3127,M_no3_c,M_h2o_c
3128,M_no3_c,M_h_p
3129,M_no3_c,M_mqn8_c
3130,M_no3_c,M_no2_c
3131,M_gtp_p,M_gdp_p
3132,M_gtp_p,M_h_p
3133,M_gtp_p,M_pi_p
3134,M_h2o_p,M_gdp_p
3135,M_h2o_p,M_h_p
3136,M_h2o_p,M_pi_p
3137,M_mql8_c,M_h2o_p
3138,M_mql8_c,M_mqn8_c
3139,M_mql8_c,M_no2_p
3140,M_no3_p,M_h2o_p
3141,M_no3_p,M_mqn8_c
3142,M_no3_p,M_no2_p
3143,M_atp_c,M_adp_c
3144,M_atp_c,M_h_c
3145,M_atp_c,M_pi_c
3146,M_atp_c,M_thm_c
3147,M_h2o_c,M_adp_c
3148,M_h2o_c,M_h_c
3149,M_h2o_c,M_pi_c
3150,M_h2o_c,M_thm_c
3151,M_thm_p,M_adp_c
3152,M_thm_p,M_h_c
3153,M_thm_p,M_pi_c
3154,M_thm_p,M_thm_c
3155,M_h_p,M_h_c
3156,M_h_p,M_thymd_c
3157,M_thymd_p,M_h_c
3158,M_thymd_p,M_thymd_c
3159,M_atp_c,M_adp_c
3160,M_atp_c,M_h_c
3161,M_atp_c,M_pi_c
3162,M_atp_c,M_thr__L_c
3163,M_h2o_c,M_adp_c
3164,M_h2o_c,M_h_c
3165,M_h2o_c,M_pi_c
3166,M_h2o_c,M_thr__L_c
3167,M_thr__L_p,M_adp_c
3168,M_thr__L_p,M_h_c
3169,M_thr__L_p,M_pi_c
3170,M_thr__L_p,M_thr__L_c
3171,M_pep_c,M_pyr_c
3172,M_pep_c,M_tre6p_c
3173,M_tre_p,M_pyr_c
3174,M_tre_p,M_tre6p_c
3175,M_h_p,M_h_c
3176,M_h_p,M_nad_c
3177,M_h_p,M_nadph_c
3178,M_nadh_c,M_h_c
3179,M_nadh_c,M_nad_c
3180,M_nadh_c,M_nadph_c
3181,M_nadp_c,M_h_c
3182,M_nadp_c,M_nad_c
3183,M_nadp_c,M_nadph_c
3184,M_h_p,M_h2o_p
3185,M_h_p,M_mqn8_c
3186,M_h_p,M_tma_p
3187,M_mql8_c,M_h2o_p
3188,M_mql8_c,M_mqn8_c
3189,M_mql8_c,M_tma_p
3190,M_tmao_p,M_h2o_p
3191,M_tmao_p,M_mqn8_c
3192,M_tmao_p,M_tma_p
3193,M_2dmmql8_c,M_2dmmq8_c
3194,M_2dmmql8_c,M_h2o_p
3195,M_2dmmql8_c,M_tma_p
3196,M_h_p,M_2dmmq8_c
3197,M_h_p,M_h2o_p
3198,M_h_p,M_tma_p
3199,M_tmao_p,M_2dmmq8_c
3200,M_tmao_p,M_h2o_p
3201,M_tmao_p,M_tma_p
3202,M_xan_p,M_xan_c
3203,M_15dap_e,M_15dap_p
3204,M_h_p,M_h_c
3205,M_h_p,M_trp__L_c
3206,M_trp__L_p,M_h_c
3207,M_trp__L_p,M_trp__L_c
3208,M_h_p,M_h_c
3209,M_h_p,M_tyr__L_c
3210,M_tyr__L_p,M_h_c
3211,M_tyr__L_p,M_tyr__L_c
3212,M_h_p,M_h_c
3213,M_h_p,M_uri_c
3214,M_uri_p,M_h_c
3215,M_uri_p,M_uri_c
3216,M_h_p,M_h_c
3217,M_h_p,M_uri_c
3218,M_uri_p,M_h_c
3219,M_uri_p,M_uri_c
3220,M_atp_c,M_adp_c
3221,M_atp_c,M_h_c
3222,M_atp_c,M_pi_c
3223,M_atp_c,M_val__L_c
3224,M_h2o_c,M_adp_c
3225,M_h2o_c,M_h_c
3226,M_h2o_c,M_pi_c
3227,M_h2o_c,M_val__L_c
3228,M_val__L_p,M_adp_c
3229,M_val__L_p,M_h_c
3230,M_val__L_p,M_pi_c
3231,M_val__L_p,M_val__L_c
3232,M_12ppd__S_e,M_12ppd__S_p
3233,M_2ddglcn_e,M_2ddglcn_p
3234,M_h_p,M_h_c
3235,M_h_p,M_xtsn_c
3236,M_xtsn_p,M_h_c
3237,M_xtsn_p,M_xtsn_c
3238,M_atp_c,M_adp_c
3239,M_atp_c,M_h_c
3240,M_atp_c,M_pi_c
3241,M_atp_c,M_xyl__D_c
3242,M_h2o_c,M_adp_c
3243,M_h2o_c,M_h_c
3244,M_h2o_c,M_pi_c
3245,M_h2o_c,M_xyl__D_c
3246,M_xyl__D_p,M_adp_c
3247,M_xyl__D_p,M_h_c
3248,M_xyl__D_p,M_pi_c
3249,M_xyl__D_p,M_xyl__D_c
3250,M_atp_c,M_adp_c
3251,M_atp_c,M_gmhep17bp_c
3252,M_atp_c,M_h_c
3253,M_gmhep7p_c,M_adp_c
3254,M_gmhep7p_c,M_gmhep17bp_c
3255,M_gmhep7p_c,M_h_c
3256,M_h_p,M_h_c
3257,M_h_p,M_xylu__L_c
3258,M_xylu__L_p,M_h_c
3259,M_xylu__L_p,M_xylu__L_c
3260,M_na1_p,M_na1_c
3261,M_na1_p,M_thr__L_c
3262,M_thr__L_p,M_na1_c
3263,M_thr__L_p,M_thr__L_c
3264,M_galur_e,M_galur_p
3265,M_gtp_c,M_ahdt_c
3266,M_gtp_c,M_for_c
3267,M_gtp_c,M_h_c
3268,M_h2o_c,M_ahdt_c
3269,M_h2o_c,M_for_c
3270,M_h2o_c,M_h_c
3271,M_fmnh2_c,M_fmn_c
3272,M_fmnh2_c,M_gcald_c
3273,M_fmnh2_c,M_h2o_c
3274,M_fmnh2_c,M_h_c
3275,M_fmnh2_c,M_so3_c
3276,M_isetac_c,M_fmn_c
3277,M_isetac_c,M_gcald_c
3278,M_isetac_c,M_h2o_c
3279,M_isetac_c,M_h_c
3280,M_isetac_c,M_so3_c
3281,M_o2_c,M_fmn_c
3282,M_o2_c,M_gcald_c
3283,M_o2_c,M_h2o_c
3284,M_o2_c,M_h_c
3285,M_o2_c,M_so3_c
3286,M_atp_c,M_adp_c
3287,M_atp_c,M_feoxam_c
3288,M_atp_c,M_h_c
3289,M_atp_c,M_pi_c
3290,M_feoxam_p,M_adp_c
3291,M_feoxam_p,M_feoxam_c
3292,M_feoxam_p,M_h_c
3293,M_feoxam_p,M_pi_c
3294,M_h2o_c,M_adp_c
3295,M_h2o_c,M_feoxam_c
3296,M_h2o_c,M_h_c
3297,M_h2o_c,M_pi_c
3298,M_gal_e,M_gal_p
3299,M_atp_c,M_adp_c
3300,M_atp_c,M_cbl1_c
3301,M_atp_c,M_h_c
3302,M_atp_c,M_pi_c
3303,M_cbl1_p,M_adp_c
3304,M_cbl1_p,M_cbl1_c
3305,M_cbl1_p,M_h_c
3306,M_cbl1_p,M_pi_c
3307,M_h2o_c,M_adp_c
3308,M_h2o_c,M_cbl1_c
3309,M_h2o_c,M_h_c
3310,M_h2o_c,M_pi_c
3311,M_acac_p,M_acac_c
3312,M_acac_p,M_h_c
3313,M_h_p,M_acac_c
3314,M_h_p,M_h_c
3315,M_acgam_p,M_acgam6p_c
3316,M_acgam_p,M_pyr_c
3317,M_pep_c,M_acgam6p_c
3318,M_pep_c,M_pyr_c
3319,M_acmana_p,M_acmanap_c
3320,M_acmana_p,M_pyr_c
3321,M_pep_c,M_acmanap_c
3322,M_pep_c,M_pyr_c
3323,M_acnam_p,M_acnam_c
3324,M_acnam_p,M_h_c
3325,M_h_p,M_acnam_c
3326,M_h_p,M_h_c
3327,M_galct__D_e,M_galct__D_p
3328,M_galctn__D_e,M_galctn__D_p
3329,M_galt_e,M_galt_p
3330,M_chol_c,M_betald_c
3331,M_chol_c,M_h_c
3332,M_chol_c,M_nadh_c
3333,M_nad_c,M_betald_c
3334,M_nad_c,M_h_c
3335,M_nad_c,M_nadh_c
3336,M_g6p_c,M_h_c
3337,M_g6p_c,M_tre6p_c
3338,M_g6p_c,M_udp_c
3339,M_udpg_c,M_h_c
3340,M_udpg_c,M_tre6p_c
3341,M_udpg_c,M_udp_c
3342,M_2dr5p_c,M_acald_c
3343,M_2dr5p_c,M_g3p_c
3344,M_e4p_c,M_f6p_c
3345,M_e4p_c,M_g3p_c
3346,M_xu5p__D_c,M_f6p_c
3347,M_xu5p__D_c,M_g3p_c
3348,M_h2o_c,M_h_c
3349,M_h2o_c,M_pi_c
3350,M_h2o_c,M_udcpp_c
3351,M_udcpdp_c,M_h_c
3352,M_udcpdp_c,M_pi_c
3353,M_udcpdp_c,M_udcpp_c
3354,M_atp_c,M_adp_c
3355,M_atp_c,M_feenter_c
3356,M_atp_c,M_h_c
3357,M_atp_c,M_pi_c
3358,M_feenter_p,M_adp_c
3359,M_feenter_p,M_feenter_c
3360,M_feenter_p,M_h_c
3361,M_feenter_p,M_pi_c
3362,M_h2o_c,M_adp_c
3363,M_h2o_c,M_feenter_c
3364,M_h2o_c,M_h_c
3365,M_h2o_c,M_pi_c
3366,M_atp_c,M_adp_c
3367,M_atp_c,M_fecrm_c
3368,M_atp_c,M_h_c
3369,M_atp_c,M_pi_c
3370,M_fecrm_p,M_adp_c
3371,M_fecrm_p,M_fecrm_c
3372,M_fecrm_p,M_h_c
3373,M_fecrm_p,M_pi_c
3374,M_h2o_c,M_adp_c
3375,M_h2o_c,M_fecrm_c
3376,M_h2o_c,M_h_c
3377,M_h2o_c,M_pi_c
3378,M_h2o_c,M_glc__D_c
3379,M_tre_c,M_glc__D_c
3380,M_gam_e,M_gam_p
3381,M_gbbtn_e,M_gbbtn_p
3382,M_adp_c,M_atp_c
3383,M_adp_c,M_h2o_c
3384,M_adp_c,M_h_c
3385,M_h_p,M_atp_c
3386,M_h_p,M_h2o_c
3387,M_h_p,M_h_c
3388,M_pi_c,M_atp_c
3389,M_pi_c,M_h2o_c
3390,M_pi_c,M_h_c
3391,M_indole_e,M_indole_p
3392,M_arab__L_p,M_arab__L_c
3393,M_arab__L_p,M_h_c
3394,M_h_p,M_arab__L_c
3395,M_h_p,M_h_c
3396,M_atp_c,M_adp_c
3397,M_atp_c,M_cdp_c
3398,M_cmp_c,M_adp_c
3399,M_cmp_c,M_cdp_c
3400,M_26dap__M_p,M_26dap__M_c
3401,M_26dap__M_p,M_adp_c
3402,M_26dap__M_p,M_h_c
3403,M_26dap__M_p,M_pi_c
3404,M_atp_c,M_26dap__M_c
3405,M_atp_c,M_adp_c
3406,M_atp_c,M_h_c
3407,M_atp_c,M_pi_c
3408,M_h2o_c,M_26dap__M_c
3409,M_h2o_c,M_adp_c
3410,M_h2o_c,M_h_c
3411,M_h2o_c,M_pi_c
3412,M_lac__L_e,M_lac__L_p
3413,M_ac_p,M_ac_c
3414,M_ac_p,M_na1_c
3415,M_na1_p,M_ac_c
3416,M_na1_p,M_na1_c
3417,M_ade_p,M_ade_c
3418,M_ade_p,M_h_c
3419,M_h_p,M_ade_c
3420,M_h_p,M_h_c
3421,M_co2_p,M_co2_c
3422,M_dha_p,M_dha_c
3423,M_dmso_p,M_dms_p
3424,M_dmso_p,M_h2o_p
3425,M_dmso_p,M_mqn8_c
3426,M_mql8_c,M_dms_p
3427,M_mql8_c,M_h2o_p
3428,M_mql8_c,M_mqn8_c
3429,M_arg__L_p,M_adp_c
3430,M_arg__L_p,M_arg__L_c
3431,M_arg__L_p,M_h_c
3432,M_arg__L_p,M_pi_c
3433,M_atp_c,M_adp_c
3434,M_atp_c,M_arg__L_c
3435,M_atp_c,M_h_c
3436,M_atp_c,M_pi_c
3437,M_h2o_c,M_adp_c
3438,M_h2o_c,M_arg__L_c
3439,M_h2o_c,M_h_c
3440,M_h2o_c,M_pi_c
3441,M_adn_p,M_adn_c
3442,M_adn_p,M_h_c
3443,M_h_p,M_adn_c
3444,M_h_p,M_h_c
3445,M_adn_p,M_adn_c
3446,M_adn_p,M_h_c
3447,M_h_p,M_adn_c
3448,M_h_p,M_h_c
3449,M_ala__L_p,M_adp_c
3450,M_ala__L_p,M_ala__L_c
3451,M_ala__L_p,M_h_c
3452,M_ala__L_p,M_pi_c
3453,M_atp_c,M_adp_c
3454,M_atp_c,M_ala__L_c
3455,M_atp_c,M_h_c
3456,M_atp_c,M_pi_c
3457,M_h2o_c,M_adp_c
3458,M_h2o_c,M_ala__L_c
3459,M_h2o_c,M_h_c
3460,M_h2o_c,M_pi_c
3461,M_all__D_p,M_adp_c
3462,M_all__D_p,M_all__D_c
3463,M_all__D_p,M_h_c
3464,M_all__D_p,M_pi_c
3465,M_atp_c,M_adp_c
3466,M_atp_c,M_all__D_c
3467,M_atp_c,M_h_c
3468,M_atp_c,M_pi_c
3469,M_h2o_c,M_adp_c
3470,M_h2o_c,M_all__D_c
3471,M_h2o_c,M_h_c
3472,M_h2o_c,M_pi_c
3473,M_alltn_p,M_alltn_c
3474,M_alltn_p,M_h_c
3475,M_h_p,M_alltn_c
3476,M_h_p,M_h_c
3477,M_arab__L_p,M_adp_c
3478,M_arab__L_p,M_arab__L_c
3479,M_arab__L_p,M_h_c
3480,M_arab__L_p,M_pi_c
3481,M_atp_c,M_adp_c
3482,M_atp_c,M_arab__L_c
3483,M_atp_c,M_h_c
3484,M_atp_c,M_pi_c
3485,M_h2o_c,M_adp_c
3486,M_h2o_c,M_arab__L_c
3487,M_h2o_c,M_h_c
3488,M_h2o_c,M_pi_c
3489,M_agm_c,M_agm_p
3490,M_agm_c,M_arg__L_c
3491,M_arg__L_p,M_agm_p
3492,M_arg__L_p,M_arg__L_c
3493,M_ascb__L_p,M_ascb6p_c
3494,M_ascb__L_p,M_pyr_c
3495,M_pep_c,M_ascb6p_c
3496,M_pep_c,M_pyr_c
3497,M_atp_c,M_adp_c
3498,M_atp_c,M_dcdp_c
3499,M_dcmp_c,M_adp_c
3500,M_dcmp_c,M_dcdp_c
3501,M_asn__L_p,M_asn__L_c
3502,M_asn__L_p,M_h_c
3503,M_h_p,M_asn__L_c
3504,M_h_p,M_h_c
3505,M_asp__L_p,M_adp_c
3506,M_asp__L_p,M_asp__L_c
3507,M_asp__L_p,M_h_c
3508,M_asp__L_p,M_pi_c
3509,M_atp_c,M_adp_c
3510,M_atp_c,M_asp__L_c
3511,M_atp_c,M_h_c
3512,M_atp_c,M_pi_c
3513,M_h2o_c,M_adp_c
3514,M_h2o_c,M_asp__L_c
3515,M_h2o_c,M_h_c
3516,M_h2o_c,M_pi_c
3517,M_asp__L_p,M_asp__L_c
3518,M_asp__L_p,M_h_c
3519,M_h_p,M_asp__L_c
3520,M_h_p,M_h_c
3521,M_3hodcoa_c,M_h2o_c
3522,M_3hodcoa_c,M_od2coa_c
3523,M_glc__D_p,M_glcn_p
3524,M_glc__D_p,M_h_p
3525,M_glc__D_p,M_q8h2_c
3526,M_h2o_p,M_glcn_p
3527,M_h2o_p,M_h_p
3528,M_h2o_p,M_q8h2_c
3529,M_q8_c,M_glcn_p
3530,M_q8_c,M_h_p
3531,M_q8_c,M_q8h2_c
3532,M_gua_p,M_gua_c
3533,M_asp__L_p,M_asp__L_c
3534,M_asp__L_p,M_h_c
3535,M_h_p,M_asp__L_c
3536,M_h_p,M_h_c
3537,M_h2_c,M_h_p
3538,M_h2_c,M_mql8_c
3539,M_h_c,M_h_p
3540,M_h_c,M_mql8_c
3541,M_mqn8_c,M_h_p
3542,M_mqn8_c,M_mql8_c
3543,M_atp_c,M_adp_c
3544,M_atp_c,M_gdp_c
3545,M_gmp_c,M_adp_c
3546,M_gmp_c,M_gdp_c
3547,M_hxan_p,M_hxan_c
3548,M_nac_p,M_nac_c
3549,M_asp__L_p,M_asp__L_c
3550,M_asp__L_p,M_h_c
3551,M_h_p,M_asp__L_c
3552,M_h_p,M_h_c
3553,M_his__L_e,M_his__L_p
3554,M_atp_c,M_adp_c
3555,M_atp_c,M_cit_c
3556,M_atp_c,M_fe3_c
3557,M_atp_c,M_h_c
3558,M_atp_c,M_pi_c
3559,M_fe3dcit_p,M_adp_c
3560,M_fe3dcit_p,M_cit_c
3561,M_fe3dcit_p,M_fe3_c
3562,M_fe3dcit_p,M_h_c
3563,M_fe3dcit_p,M_pi_c
3564,M_h2o_c,M_adp_c
3565,M_h2o_c,M_cit_c
3566,M_h2o_c,M_fe3_c
3567,M_h2o_c,M_h_c
3568,M_h2o_c,M_pi_c
3569,M_hxa_e,M_hxa_p
3570,M_aacoa_c,M_3hbcoa_c
3571,M_aacoa_c,M_nad_c
3572,M_h_c,M_3hbcoa_c
3573,M_h_c,M_nad_c
3574,M_nadh_c,M_3hbcoa_c
3575,M_nadh_c,M_nad_c
3576,M_hxan_e,M_hxan_p
3577,M_idon__L_e,M_idon__L_p
3578,M_ile__L_e,M_ile__L_p
3579,M_inost_e,M_inost_p
3580,M_ins_e,M_ins_p
3581,M_k_e,M_k_p
3582,M_cpgn_e,M_cpgn_p
3583,M_cpgn_e,M_h_c
3584,M_h_p,M_cpgn_p
3585,M_h_p,M_h_c
3586,M_glcr_e,M_glcr_p
3587,M_glcn_e,M_glcn_p
3588,M_glcur_e,M_glcur_p
3589,M_gln__L_e,M_gln__L_p
3590,M_o2_e,M_o2_p
3591,M_3ohcoa_c,M_3hhcoa_c
3592,M_3ohcoa_c,M_nad_c
3593,M_h_c,M_3hhcoa_c
3594,M_h_c,M_nad_c
3595,M_nadh_c,M_3hhcoa_c
3596,M_nadh_c,M_nad_c
3597,M_octa_e,M_octa_p
3598,M_lac__D_e,M_lac__D_p
3599,M_dgmp_p,M_dgsn_p
3600,M_dgmp_p,M_pi_p
3601,M_h2o_p,M_dgsn_p
3602,M_h2o_p,M_pi_p
3603,M_orn_e,M_orn_p
3604,M_frulys_e,M_frulys_p
3605,M_malt_e,M_malt_p
3606,M_3hddcoa_c,M_dd2coa_c
3607,M_3hddcoa_c,M_h2o_c
3608,M_atp_c,M_adp_c
3609,M_atp_c,M_dhf_c
3610,M_atp_c,M_h_c
3611,M_atp_c,M_pi_c
3612,M_dhpt_c,M_adp_c
3613,M_dhpt_c,M_dhf_c
3614,M_dhpt_c,M_h_c
3615,M_dhpt_c,M_pi_c
3616,M_glu__L_c,M_adp_c
3617,M_glu__L_c,M_dhf_c
3618,M_glu__L_c,M_h_c
3619,M_glu__L_c,M_pi_c
3620,M_cit_p,M_cit_c
3621,M_cit_p,M_succ_p
3622,M_succ_c,M_cit_c
3623,M_succ_c,M_succ_p
3624,M_crn_p,M_crn_c
3625,M_crn_p,M_gbbtn_p
3626,M_gbbtn_c,M_crn_c
3627,M_gbbtn_c,M_gbbtn_p
3628,M_glc__D_e,M_glc__D_p
3629,M_atp_c,M_adp_c
3630,M_atp_c,M_chol_c
3631,M_atp_c,M_h_c
3632,M_atp_c,M_pi_c
3633,M_chol_p,M_adp_c
3634,M_chol_p,M_chol_c
3635,M_chol_p,M_h_c
3636,M_chol_p,M_pi_c
3637,M_h2o_c,M_adp_c
3638,M_h2o_c,M_chol_c
3639,M_h2o_c,M_h_c
3640,M_h2o_c,M_pi_c
3641,M_dgsn_p,M_dgsn_c
3642,M_dgsn_p,M_h_c
3643,M_h_p,M_dgsn_c
3644,M_h_p,M_h_c
3645,M_fe3dcit_e,M_fe3dcit_p
3646,M_fe3dcit_e,M_h_c
3647,M_h_p,M_fe3dcit_p
3648,M_h_p,M_h_c
3649,M_din_p,M_din_c
3650,M_din_p,M_h_c
3651,M_h_p,M_din_c
3652,M_h_p,M_h_c
3653,M_duri_p,M_duri_c
3654,M_duri_p,M_h_c
3655,M_h_p,M_duri_c
3656,M_h_p,M_h_c
3657,M_atp_c,M_adp_c
3658,M_atp_c,M_fe2_c
3659,M_atp_c,M_h_c
3660,M_atp_c,M_pi_c
3661,M_fe2_p,M_adp_c
3662,M_fe2_p,M_fe2_c
3663,M_fe2_p,M_h_c
3664,M_fe2_p,M_pi_c
3665,M_h2o_c,M_adp_c
3666,M_h2o_c,M_fe2_c
3667,M_h2o_c,M_h_c
3668,M_h2o_c,M_pi_c
3669,M_fru_p,M_f1p_c
3670,M_fru_p,M_pyr_c
3671,M_pep_c,M_f1p_c
3672,M_pep_c,M_pyr_c
3673,M_fuc__L_p,M_fuc__L_c
3674,M_fuc__L_p,M_h_c
3675,M_h_p,M_fuc__L_c
3676,M_h_p,M_h_c
3677,M_galct__D_p,M_galct__D_c
3678,M_galct__D_p,M_h_c
3679,M_h_p,M_galct__D_c
3680,M_h_p,M_h_c
3681,M_gal_p,M_gal_c
3682,M_gal_p,M_h_c
3683,M_h_p,M_gal_c
3684,M_h_p,M_h_c
3685,M_asp__L_e,M_asp__L_p
3686,M_4abut_p,M_4abut_c
3687,M_4abut_p,M_h_c
3688,M_h_p,M_4abut_c
3689,M_h_p,M_h_c
3690,M_fum_p,M_fum_c
3691,M_fum_p,M_h_c
3692,M_h_p,M_fum_c
3693,M_h_p,M_h_c
3694,M_fum_p,M_fum_c
3695,M_fum_p,M_h_c
3696,M_h_p,M_fum_c
3697,M_h_p,M_h_c
3698,M_phe__L_e,M_phe__L_p
3699,M_feenter_e,M_feenter_p
3700,M_feenter_e,M_h_c
3701,M_h_p,M_feenter_p
3702,M_h_p,M_h_c
3703,M_csn_p,M_csn_c
3704,M_csn_p,M_h_c
3705,M_h_p,M_csn_c
3706,M_h_p,M_h_c
3707,M_cynt_p,M_cynt_c
3708,M_cynt_p,M_h_c
3709,M_h_p,M_cynt_c
3710,M_h_p,M_h_c
3711,M_atp_c,M_adp_c
3712,M_atp_c,M_cys__L_c
3713,M_atp_c,M_h_c
3714,M_atp_c,M_pi_c
3715,M_cys__L_p,M_adp_c
3716,M_cys__L_p,M_cys__L_c
3717,M_cys__L_p,M_h_c
3718,M_cys__L_p,M_pi_c
3719,M_h2o_c,M_adp_c
3720,M_h2o_c,M_cys__L_c
3721,M_h2o_c,M_h_c
3722,M_h2o_c,M_pi_c
3723,M_pep_c,M_pyr_c
3724,M_pep_c,M_sbt6p_c
3725,M_sbt__D_p,M_pyr_c
3726,M_sbt__D_p,M_sbt6p_c
3727,M_pi_e,M_pi_p
3728,M_h2o_p,M_glc__D_p
3729,M_tre_p,M_glc__D_p
3730,M_h_c,M_h2o_c
3731,M_h_c,M_h_p
3732,M_h_c,M_q8_c
3733,M_o2_c,M_h2o_c
3734,M_o2_c,M_h_p
3735,M_o2_c,M_q8_c
3736,M_q8h2_c,M_h2o_c
3737,M_q8h2_c,M_h_p
3738,M_q8h2_c,M_q8_c
3739,M_cytd_p,M_cytd_c
3740,M_cytd_p,M_h_c
3741,M_h_p,M_cytd_c
3742,M_h_p,M_h_c
3743,M_cytd_p,M_cytd_c
3744,M_cytd_p,M_h_c
3745,M_h_p,M_cytd_c
3746,M_h_p,M_h_c
3747,M_dad_2_p,M_dad_2_c
3748,M_dad_2_p,M_h_c
3749,M_h_p,M_dad_2_c
3750,M_h_p,M_h_c
3751,M_dcyt_p,M_dcyt_c
3752,M_dcyt_p,M_h_c
3753,M_h_p,M_dcyt_c
3754,M_h_p,M_h_c
3755,M_h_c,M_h2o_c
3756,M_h_c,M_h_p
3757,M_h_c,M_mqn8_c
3758,M_mql8_c,M_h2o_c
3759,M_mql8_c,M_h_p
3760,M_mql8_c,M_mqn8_c
3761,M_o2_c,M_h2o_c
3762,M_o2_c,M_h_p
3763,M_o2_c,M_mqn8_c
3764,M_acgam_c,M_acgam6p_c
3765,M_acgam_c,M_adp_c
3766,M_acgam_c,M_h_c
3767,M_atp_c,M_acgam6p_c
3768,M_atp_c,M_adp_c
3769,M_atp_c,M_h_c
3770,M_acald_p,M_acald_c
3771,M_ac_p,M_ac_c
3772,M_ac_p,M_h_c
3773,M_h_p,M_ac_c
3774,M_h_p,M_h_c
3775,M_2ddglcn_p,M_2ddglcn_c
3776,M_2ddglcn_p,M_h_c
3777,M_h_p,M_2ddglcn_c
3778,M_h_p,M_h_c
3779,M_rmn_e,M_rmn_p
3780,M_malttr_e,M_malttr_p
3781,M_maltttr_e,M_maltttr_p
3782,M_maltpt_e,M_maltpt_p
3783,M_5mthf_c,M_h_c
3784,M_5mthf_c,M_met__L_c
3785,M_5mthf_c,M_thf_c
3786,M_hcys__L_c,M_h_c
3787,M_hcys__L_c,M_met__L_c
3788,M_hcys__L_c,M_thf_c
3789,M_asp__L_c,M_h_c
3790,M_asp__L_c,M_iasp_c
3791,M_asp__L_c,M_q8h2_c
3792,M_q8_c,M_h_c
3793,M_q8_c,M_iasp_c
3794,M_q8_c,M_q8h2_c
3795,M_asp__L_c,M_h_c
3796,M_asp__L_c,M_iasp_c
3797,M_asp__L_c,M_succ_c
3798,M_fum_c,M_h_c
3799,M_fum_c,M_iasp_c
3800,M_fum_c,M_succ_c
3801,M_asp__L_c,M_h_c
3802,M_asp__L_c,M_iasp_c
3803,M_asp__L_c,M_mql8_c
3804,M_mqn8_c,M_h_c
3805,M_mqn8_c,M_iasp_c
3806,M_mqn8_c,M_mql8_c
3807,M_asp__L_c,M_h2o2_c
3808,M_asp__L_c,M_h_c
3809,M_asp__L_c,M_iasp_c
3810,M_o2_c,M_h2o2_c
3811,M_o2_c,M_h_c
3812,M_o2_c,M_iasp_c
3813,M_lcts_e,M_lcts_p
3814,M_leu__L_e,M_leu__L_p
3815,M_lys__L_e,M_lys__L_p
3816,M_h2o_c,M_h_c
3817,M_h2o_c,M_lac__D_c
3818,M_mthgxl_c,M_h_c
3819,M_mthgxl_c,M_lac__D_c
3820,M_ethso3_c,M_acald_c
3821,M_ethso3_c,M_fmn_c
3822,M_ethso3_c,M_h2o_c
3823,M_ethso3_c,M_h_c
3824,M_ethso3_c,M_so3_c
3825,M_fmnh2_c,M_acald_c
3826,M_fmnh2_c,M_fmn_c
3827,M_fmnh2_c,M_h2o_c
3828,M_fmnh2_c,M_h_c
3829,M_fmnh2_c,M_so3_c
3830,M_o2_c,M_acald_c
3831,M_o2_c,M_fmn_c
3832,M_o2_c,M_h2o_c
3833,M_o2_c,M_h_c
3834,M_o2_c,M_so3_c
3835,M_lyx__L_e,M_lyx__L_p
3836,M_man_e,M_man_p
3837,M_man6p_e,M_man6p_p
3838,M_butso3_c,M_btal_c
3839,M_butso3_c,M_fmn_c
3840,M_butso3_c,M_h2o_c
3841,M_butso3_c,M_h_c
3842,M_butso3_c,M_so3_c
3843,M_fmnh2_c,M_btal_c
3844,M_fmnh2_c,M_fmn_c
3845,M_fmnh2_c,M_h2o_c
3846,M_fmnh2_c,M_h_c
3847,M_fmnh2_c,M_so3_c
3848,M_o2_c,M_btal_c
3849,M_o2_c,M_fmn_c
3850,M_o2_c,M_h2o_c
3851,M_o2_c,M_h_c
3852,M_o2_c,M_so3_c
3853,M_atp_c,M_adp_c
3854,M_atp_c,M_cys__L_p
3855,M_atp_c,M_h_c
3856,M_atp_c,M_pi_c
3857,M_cys__L_c,M_adp_c
3858,M_cys__L_c,M_cys__L_p
3859,M_cys__L_c,M_h_c
3860,M_cys__L_c,M_pi_c
3861,M_h2o_c,M_adp_c
3862,M_h2o_c,M_cys__L_p
3863,M_h2o_c,M_h_c
3864,M_h2o_c,M_pi_c
