,BiGG,BiGG_target
10547,M_nadph_c,M_nadp_c
10548,M_h_c,M_4fe4s_c
10549,M_h_c,M_iscu_c
10550,M_iscu_4fe4s_c,M_4fe4s_c
10551,M_iscu_4fe4s_c,M_iscu_c
10552,M_h_c,M_4fe4s_c
10553,M_h_c,M_sufbcd_c
10554,M_sufbcd_4fe4s_c,M_4fe4s_c
10555,M_sufbcd_4fe4s_c,M_sufbcd_c
10556,M_h2o_c,M_5fthf_c
10557,M_h2o_c,M_h_c
10558,M_methf_c,M_5fthf_c
10559,M_methf_c,M_h_c
10560,M_5fthf_c,M_h2o_c
10561,M_5fthf_c,M_methf_c
10562,M_h_c,M_h2o_c
10563,M_h_c,M_methf_c
10564,M_slnt_e,M_slnt_p
10565,M_atp_c,M_adp_c
10566,M_atp_c,M_fad_c
10567,M_atp_c,M_h_c
10568,M_atp_c,M_pi_c
10569,M_atp_c,M_sufbcd_2fe2s2_c
10570,M_atp_c,M_sufse_c
10571,M_fadh2_c,M_adp_c
10572,M_fadh2_c,M_fad_c
10573,M_fadh2_c,M_h_c
10574,M_fadh2_c,M_pi_c
10575,M_fadh2_c,M_sufbcd_2fe2s2_c
10576,M_fadh2_c,M_sufse_c
10577,M_fe2_c,M_adp_c
10578,M_fe2_c,M_fad_c
10579,M_fe2_c,M_h_c
10580,M_fe2_c,M_pi_c
10581,M_fe2_c,M_sufbcd_2fe2s2_c
10582,M_fe2_c,M_sufse_c
10583,M_h2o_c,M_adp_c
10584,M_h2o_c,M_fad_c
10585,M_h2o_c,M_h_c
10586,M_h2o_c,M_pi_c
10587,M_h2o_c,M_sufbcd_2fe2s2_c
10588,M_h2o_c,M_sufse_c
10589,M_sufbcd_2fe2s_c,M_adp_c
10590,M_sufbcd_2fe2s_c,M_fad_c
10591,M_sufbcd_2fe2s_c,M_h_c
10592,M_sufbcd_2fe2s_c,M_pi_c
10593,M_sufbcd_2fe2s_c,M_sufbcd_2fe2s2_c
10594,M_sufbcd_2fe2s_c,M_sufse_c
10595,M_sufsesh_c,M_adp_c
10596,M_sufsesh_c,M_fad_c
10597,M_sufsesh_c,M_h_c
10598,M_sufsesh_c,M_pi_c
10599,M_sufsesh_c,M_sufbcd_2fe2s2_c
10600,M_sufsesh_c,M_sufse_c
10601,M_2fe2s_c,M_2fe1s_c
10602,M_2fe2s_c,M_btn_c
10603,M_2fe2s_c,M_dad_5_c
10604,M_2fe2s_c,M_h_c
10605,M_2fe2s_c,M_met__L_c
10606,M_amet_c,M_2fe1s_c
10607,M_amet_c,M_btn_c
10608,M_amet_c,M_dad_5_c
10609,M_amet_c,M_h_c
10610,M_amet_c,M_met__L_c
10611,M_dtbt_c,M_2fe1s_c
10612,M_dtbt_c,M_btn_c
10613,M_dtbt_c,M_dad_5_c
10614,M_dtbt_c,M_h_c
10615,M_dtbt_c,M_met__L_c
10616,M_dgslnt_c,M_gslnt_c
10617,M_dgslnt_c,M_gthrd_c
10618,M_dgslnt_c,M_nadp_c
10619,M_h_c,M_gslnt_c
10620,M_h_c,M_gthrd_c
10621,M_h_c,M_nadp_c
10622,M_nadph_c,M_gslnt_c
10623,M_nadph_c,M_gthrd_c
10624,M_nadph_c,M_nadp_c
10625,M_gdptp_c,M_gtp_c
10626,M_gdptp_c,M_ppi_c
10627,M_h2o_c,M_gtp_c
10628,M_h2o_c,M_ppi_c
10629,M_4fe4s_c,M_2fe2s_c
10630,M_4fe4s_c,M_dad_5_c
10631,M_4fe4s_c,M_fe2_c
10632,M_4fe4s_c,M_lipopb_c
10633,M_4fe4s_c,M_met__L_c
10634,M_4fe4s_c,M_nadh_c
10635,M_amet_c,M_2fe2s_c
10636,M_amet_c,M_dad_5_c
10637,M_amet_c,M_fe2_c
10638,M_amet_c,M_lipopb_c
10639,M_amet_c,M_met__L_c
10640,M_amet_c,M_nadh_c
10641,M_h_c,M_2fe2s_c
10642,M_h_c,M_dad_5_c
10643,M_h_c,M_fe2_c
10644,M_h_c,M_lipopb_c
10645,M_h_c,M_met__L_c
10646,M_h_c,M_nadh_c
10647,M_nad_c,M_2fe2s_c
10648,M_nad_c,M_dad_5_c
10649,M_nad_c,M_fe2_c
10650,M_nad_c,M_lipopb_c
10651,M_nad_c,M_met__L_c
10652,M_nad_c,M_nadh_c
10653,M_octapb_c,M_2fe2s_c
10654,M_octapb_c,M_dad_5_c
10655,M_octapb_c,M_fe2_c
10656,M_octapb_c,M_lipopb_c
10657,M_octapb_c,M_met__L_c
10658,M_octapb_c,M_nadh_c
10659,M_colipa_p,M_colipap_p
10660,M_colipa_p,M_udcpp_p
10661,M_udcpdp_p,M_colipap_p
10662,M_udcpdp_p,M_udcpp_p
10663,M_ddcaACP_c,M_ACP_c
10664,M_ddcaACP_c,M_ddcap_c
10665,M_h_c,M_ACP_c
10666,M_h_c,M_ddcap_c
10667,M_pi_c,M_ACP_c
10668,M_pi_c,M_ddcap_c
10669,M_3hpp_c,M_3hpp_p
10670,M_3hpp_c,M_h_p
10671,M_h_c,M_3hpp_p
10672,M_h_c,M_h_p
10673,M_atp_c,M_moadamp_c
10674,M_atp_c,M_ppi_c
10675,M_h_c,M_moadamp_c
10676,M_h_c,M_ppi_c
10677,M_moadcoo_c,M_moadamp_c
10678,M_moadcoo_c,M_ppi_c
10679,M_gtp_c,M_cpmp_c
10680,M_gtp_c,M_ppi_c
10681,M_h2o_c,M_cpmp_c
10682,M_h2o_c,M_ppi_c
10683,M_h_c,M_ACP_c
10684,M_h_c,M_octapb_c
10685,M_ocACP_c,M_ACP_c
10686,M_ocACP_c,M_octapb_c
10687,M_atp_c,M_lipoamp_c
10688,M_atp_c,M_ppi_c
10689,M_lipoate_c,M_lipoamp_c
10690,M_lipoate_c,M_ppi_c
10691,M_lipoamp_c,M_amp_c
10692,M_lipoamp_c,M_lipopb_c
10693,M_h2o_c,M_h_c
10694,M_h2o_c,M_nadh_c
10695,M_h2o_c,M_pac_c
10696,M_nad_c,M_h_c
10697,M_nad_c,M_nadh_c
10698,M_nad_c,M_pac_c
10699,M_pacald_c,M_h_c
10700,M_pacald_c,M_nadh_c
10701,M_pacald_c,M_pac_c
10702,M_succoa_c,M_mmcoa__S_c
10703,M_gtp_c,M_mocogdp_c
10704,M_gtp_c,M_ppi_c
10705,M_h_c,M_mocogdp_c
10706,M_h_c,M_ppi_c
10707,M_moco_c,M_mocogdp_c
10708,M_moco_c,M_ppi_c
10709,M_ahdt_c,M_acald_c
10710,M_ahdt_c,M_cph4_c
10711,M_ahdt_c,M_h_c
10712,M_ahdt_c,M_pppi_c
10713,M_h2o_c,M_acald_c
10714,M_h2o_c,M_cph4_c
10715,M_h2o_c,M_h_c
10716,M_h2o_c,M_pppi_c
10717,M_h_c,M_amp_c
10718,M_h_c,M_cu2_c
10719,M_h_c,M_h2o_c
10720,M_h_c,M_wco_c
10721,M_mptamp_c,M_amp_c
10722,M_mptamp_c,M_cu2_c
10723,M_mptamp_c,M_h2o_c
10724,M_mptamp_c,M_wco_c
10725,M_tungs_c,M_amp_c
10726,M_tungs_c,M_cu2_c
10727,M_tungs_c,M_h2o_c
10728,M_tungs_c,M_wco_c
10729,M_h_p,M_h_c
10730,M_h_p,M_rfamp_e
10731,M_rfamp_p,M_h_c
10732,M_rfamp_p,M_rfamp_e
10733,M_2sephchc_c,M_2shchc_c
10734,M_2sephchc_c,M_pyr_c
10735,M_3mob_c,M_pyr_c
10736,M_3mob_c,M_val__L_c
10737,M_ala__L_c,M_pyr_c
10738,M_ala__L_c,M_val__L_c
10739,M_acolipa_p,M_acolipa_e
10740,M_acolipa_p,M_adp_c
10741,M_acolipa_p,M_h_c
10742,M_acolipa_p,M_pi_c
10743,M_atp_c,M_acolipa_e
10744,M_atp_c,M_adp_c
10745,M_atp_c,M_h_c
10746,M_atp_c,M_pi_c
10747,M_h2o_c,M_acolipa_e
10748,M_h2o_c,M_adp_c
10749,M_h2o_c,M_h_c
10750,M_h2o_c,M_pi_c
10751,M_cdp_c,M_ctp_c
10752,M_cdp_c,M_pyr_c
10753,M_h_c,M_ctp_c
10754,M_h_c,M_pyr_c
10755,M_pep_c,M_ctp_c
10756,M_pep_c,M_pyr_c
10757,M_adp_c,M_amp_c
10758,M_adp_c,M_h_c
10759,M_adp_c,M_nadph_c
10760,M_adp_c,M_pi_c
10761,M_nadphx__S_c,M_amp_c
10762,M_nadphx__S_c,M_h_c
10763,M_nadphx__S_c,M_nadph_c
10764,M_nadphx__S_c,M_pi_c
10765,M_h2o_c,M_nadhx__R_c
10766,M_nadh_c,M_nadhx__R_c
10767,M_atp_c,M_adp_c
10768,M_atp_c,M_eca4colipa_e
10769,M_atp_c,M_h_c
10770,M_atp_c,M_pi_c
10771,M_eca4colipa_p,M_adp_c
10772,M_eca4colipa_p,M_eca4colipa_e
10773,M_eca4colipa_p,M_h_c
10774,M_eca4colipa_p,M_pi_c
10775,M_h2o_c,M_adp_c
10776,M_h2o_c,M_eca4colipa_e
10777,M_h2o_c,M_h_c
10778,M_h2o_c,M_pi_c
10779,M_atp_c,M_adp_c
10780,M_atp_c,M_colipap_e
10781,M_atp_c,M_h_c
10782,M_atp_c,M_pi_c
10783,M_colipap_p,M_adp_c
10784,M_colipap_p,M_colipap_e
10785,M_colipap_p,M_h_c
10786,M_colipap_p,M_pi_c
10787,M_h2o_c,M_adp_c
10788,M_h2o_c,M_colipap_e
10789,M_h2o_c,M_h_c
10790,M_h2o_c,M_pi_c
10791,M_nadphx__R_c,M_nadphx__S_c
10792,M_ala__L_c,M_ala__L_p
10793,M_ch4_e,M_ch4_p
10794,M_tartr__D_e,M_tartr__D_p
10795,M_coa_c,M_accoa_c
10796,M_coa_c,M_succoa_c
10797,M_oxadpcoa_c,M_accoa_c
10798,M_oxadpcoa_c,M_succoa_c
10799,M_btn_p,M_btn_c
10800,M_btn_p,M_h_c
10801,M_h_p,M_btn_c
10802,M_h_p,M_h_c
10803,M_h2o_c,M_cbm_c
10804,M_h2o_c,M_h_c
10805,M_h2o_c,M_poaac_c
10806,M_uracp_c,M_cbm_c
10807,M_uracp_c,M_h_c
10808,M_uracp_c,M_poaac_c
10809,M_btn_e,M_btn_p
10810,M_atp_c,M_adp_c
10811,M_atp_c,M_fe3dhbzs3_c
10812,M_atp_c,M_h_c
10813,M_atp_c,M_pi_c
10814,M_fe3dhbzs3_p,M_adp_c
10815,M_fe3dhbzs3_p,M_fe3dhbzs3_c
10816,M_fe3dhbzs3_p,M_h_c
10817,M_fe3dhbzs3_p,M_pi_c
10818,M_h2o_c,M_adp_c
10819,M_h2o_c,M_fe3dhbzs3_c
10820,M_h2o_c,M_h_c
10821,M_h2o_c,M_pi_c
10822,M_fe3dhbzs3_c,M_23dhbzs3_c
10823,M_fe3dhbzs3_c,M_fe2_c
10824,M_fe3dhbzs3_c,M_h_c
10825,M_fe3dhbzs3_c,M_nadp_c
10826,M_nadph_c,M_23dhbzs3_c
10827,M_nadph_c,M_fe2_c
10828,M_nadph_c,M_h_c
10829,M_nadph_c,M_nadp_c
10830,M_dxylnt_p,M_dxylnt_c
10831,M_dxylnt_c,M_2ddara_c
10832,M_dxylnt_c,M_h2o_c
10833,M_2ddara_c,M_gcald_c
10834,M_2ddara_c,M_pyr_c
10835,M_2dglc_p,M_2doxg6p_c
10836,M_2dglc_p,M_pyr_c
10837,M_pep_c,M_2doxg6p_c
10838,M_pep_c,M_pyr_c
10839,M_2dhguln_c,M_glcn_c
10840,M_2dhguln_c,M_nad_c
10841,M_h_c,M_glcn_c
10842,M_h_c,M_nad_c
10843,M_nadh_c,M_glcn_c
10844,M_nadh_c,M_nad_c
10845,M_2dhguln_c,M_glcn_c
10846,M_2dhguln_c,M_nadp_c
10847,M_h_c,M_glcn_c
10848,M_h_c,M_nadp_c
10849,M_nadph_c,M_glcn_c
10850,M_nadph_c,M_nadp_c
10851,M_atp_c,M_ap4a_c
10852,M_atp_c,M_ppi_c
10853,M_h_c,M_ap4a_c
10854,M_h_c,M_ppi_c
10855,M_arbt_p,M_arbt6p_c
10856,M_arbt_p,M_pyr_c
10857,M_pep_c,M_arbt6p_c
10858,M_pep_c,M_pyr_c
10859,M_arbt_e,M_arbt_p
10860,M_6pgc_c,M_glcn_c
10861,M_6pgc_c,M_pi_c
10862,M_h2o_c,M_glcn_c
10863,M_h2o_c,M_pi_c
10864,M_alltt_c,M_co2_c
10865,M_alltt_c,M_nh4_c
10866,M_alltt_c,M_urdgci_c
10867,M_h2o_c,M_co2_c
10868,M_h2o_c,M_nh4_c
10869,M_h2o_c,M_urdgci_c
10870,M_h_c,M_co2_c
10871,M_h_c,M_nh4_c
10872,M_h_c,M_urdgci_c
10873,M_h2o_c,M_nh4_c
10874,M_h2o_c,M_urdglyc_c
10875,M_urdgci_c,M_nh4_c
10876,M_urdgci_c,M_urdglyc_c
10877,M_dmso_p,M_dmso_c
10878,M_nadh_c,M_3amac_c
10879,M_nadh_c,M_h2o_c
10880,M_nadh_c,M_nad_c
10881,M_poaac_c,M_3amac_c
10882,M_poaac_c,M_h2o_c
10883,M_poaac_c,M_nad_c
10884,M_pydx_e,M_pydx_p
10885,M_pydx_p,M_pydx_c
10886,M_asp__L_p,M_asp__L_c
10887,M_asp__L_p,M_succ_p
10888,M_succ_c,M_asp__L_c
10889,M_succ_c,M_succ_p
10890,M_h2o_c,M_glcur_c
10891,M_h2o_c,M_meoh_c
10892,M_metglcur_c,M_glcur_c
10893,M_metglcur_c,M_meoh_c
10894,M_b2coa_c,M_btcoa_c
10895,M_b2coa_c,M_fad_c
10896,M_fadh2_c,M_btcoa_c
10897,M_fadh2_c,M_fad_c
10898,M_23doguln_p,M_23doguln_c
10899,M_23doguln_p,M_na1_c
10900,M_na1_p,M_23doguln_c
10901,M_na1_p,M_na1_c
10902,M_cit_e,M_fe3dcit_e
10903,M_fe3_e,M_fe3dcit_e
10904,M_mal__L_p,M_mal__L_c
10905,M_mal__L_p,M_succ_p
10906,M_succ_c,M_mal__L_c
10907,M_succ_c,M_succ_p
10908,M_pydxn_e,M_pydxn_p
10909,M_feenter_c,M_fe3dhbzs3_c
10910,M_h2o_c,M_fe3dhbzs3_c
10911,M_pydxn_p,M_pydxn_c
10912,M_feenter_c,M_enter_c
10913,M_feenter_c,M_fe2_c
10914,M_feenter_c,M_h_c
10915,M_feenter_c,M_nadp_c
10916,M_nadph_c,M_enter_c
10917,M_nadph_c,M_fe2_c
10918,M_nadph_c,M_h_c
10919,M_nadph_c,M_nadp_c
10920,M_h_c,M_ACP_c
10921,M_h_c,M_hdcap_c
10922,M_palmACP_c,M_ACP_c
10923,M_palmACP_c,M_hdcap_c
10924,M_pi_c,M_ACP_c
10925,M_pi_c,M_hdcap_c
10926,M_dxylnt_e,M_dxylnt_p
10927,M_pydam_e,M_pydam_p
10928,M_pydam_p,M_pydam_c
10929,M_psuri_e,M_psuri_p
10930,M_h_c,M_acetol_c
10931,M_h_c,M_nad_c
10932,M_mthgxl_c,M_acetol_c
10933,M_mthgxl_c,M_nad_c
10934,M_nadh_c,M_acetol_c
10935,M_nadh_c,M_nad_c
10936,M_2omph_c,M_2ombzl_c
10937,M_2omph_c,M_h2o_c
10938,M_2omph_c,M_nadp_c
10939,M_h_c,M_2ombzl_c
10940,M_h_c,M_h2o_c
10941,M_h_c,M_nadp_c
10942,M_nadph_c,M_2ombzl_c
10943,M_nadph_c,M_h2o_c
10944,M_nadph_c,M_nadp_c
10945,M_o2_c,M_2ombzl_c
10946,M_o2_c,M_h2o_c
10947,M_o2_c,M_nadp_c
10948,M_chol_c,M_chol_p
10949,M_chol_c,M_h_c
10950,M_h_p,M_chol_p
10951,M_h_p,M_h_c
10952,M_3hppnl_c,M_13ppd_c
10953,M_3hppnl_c,M_nadp_c
10954,M_h_c,M_13ppd_c
10955,M_h_c,M_nadp_c
10956,M_nadph_c,M_13ppd_c
10957,M_nadph_c,M_nadp_c
10958,M_h_p,M_h_c
10959,M_h_p,M_tartr__D_c
10960,M_tartr__D_p,M_h_c
10961,M_tartr__D_p,M_tartr__D_c
10962,M_succ_c,M_succ_p
10963,M_succ_c,M_tartr__D_c
10964,M_tartr__D_p,M_succ_p
10965,M_tartr__D_p,M_tartr__D_c
10966,M_15dap_c,M_5mta_c
10967,M_15dap_c,M_h_c
10968,M_15dap_c,M_na15dap_c
10969,M_ametam_c,M_5mta_c
10970,M_ametam_c,M_h_c
10971,M_ametam_c,M_na15dap_c
10972,M_chtbs_p,M_chtbs6p_c
10973,M_chtbs_p,M_pyr_c
10974,M_pep_c,M_chtbs6p_c
10975,M_pep_c,M_pyr_c
10976,M_glyb_c,M_glyb_p
10977,M_glyb_c,M_h_c
10978,M_h_p,M_glyb_p
10979,M_h_p,M_h_c
10980,M_mththf_c,M_mththf_p
10981,M_h_c,M_ACP_c
10982,M_h_c,M_ocdceap_c
10983,M_octeACP_c,M_ACP_c
10984,M_octeACP_c,M_ocdceap_c
10985,M_pi_c,M_ACP_c
10986,M_pi_c,M_ocdceap_c
10987,M_f_c,M_f_p
10988,M_sq_c,M_sf_c
10989,M_sfp_c,M_dhap_c
10990,M_sfp_c,M_sla_c
10991,M_chtbs_e,M_chtbs_p
10992,M_trp__L_c,M_trp__L_p
10993,M_tyr__L_c,M_tyr__L_p
10994,M_adp_c,M_athtp_c
10995,M_adp_c,M_pi_c
10996,M_h_c,M_athtp_c
10997,M_h_c,M_pi_c
10998,M_thmpp_c,M_athtp_c
10999,M_thmpp_c,M_pi_c
11000,M_h_c,M_ghb_c
11001,M_h_c,M_nad_c
11002,M_nadh_c,M_ghb_c
11003,M_nadh_c,M_nad_c
11004,M_sucsal_c,M_ghb_c
11005,M_sucsal_c,M_nad_c
11006,M_dhps_c,M_dhps_p
11007,M_sq_p,M_sq_c
11008,M_dhps_e,M_dhps_p
11009,M_aact_c,M_appl_c
11010,M_aact_c,M_nad_c
11011,M_h_c,M_appl_c
11012,M_h_c,M_nad_c
11013,M_nadh_c,M_appl_c
11014,M_nadh_c,M_nad_c
11015,M_h_p,M_h_c
11016,M_h_p,M_spmd_p
11017,M_spmd_c,M_h_c
11018,M_spmd_c,M_spmd_p
11019,M_fmn_p,M_fmn_e
11020,M_h2o_c,M_h_c
11021,M_h2o_c,M_pi_c
11022,M_h2o_c,M_ttdcea_c
11023,M_ttdceap_c,M_h_c
11024,M_ttdceap_c,M_pi_c
11025,M_ttdceap_c,M_ttdcea_c
11026,M_atp_c,M_adp_c
11027,M_atp_c,M_dhptdp_c
11028,M_atp_c,M_h_c
11029,M_dhptd_c,M_adp_c
11030,M_dhptd_c,M_dhptdp_c
11031,M_dhptd_c,M_h_c
11032,M_phe__L_c,M_phe__L_p
11033,M_glyc2p_c,M_glyc_c
11034,M_glyc2p_c,M_pi_c
11035,M_h2o_c,M_glyc_c
11036,M_h2o_c,M_pi_c
11037,M_h_p,M_h_c
11038,M_h_p,M_mal__L_p
11039,M_mal__L_c,M_h_c
11040,M_mal__L_c,M_mal__L_p
11041,M_cit_c,M_cit_p
11042,M_cit_c,M_h_c
11043,M_h_p,M_cit_p
11044,M_h_p,M_h_c
11045,M_h2o_c,M_h_c
11046,M_h2o_c,M_hdcea_c
11047,M_h2o_c,M_pi_c
11048,M_hdceap_c,M_h_c
11049,M_hdceap_c,M_hdcea_c
11050,M_hdceap_c,M_pi_c
11051,M_dhnpt_c,M_6hmhpt_c
11052,M_dhnpt_c,M_gcald_c
11053,M_quin_p,M_quin_c
11054,M_atp_c,M_adp_c
11055,M_atp_c,M_glyc2p_c
11056,M_atp_c,M_h_c
11057,M_atp_c,M_pi_c
11058,M_glyc2p_p,M_adp_c
11059,M_glyc2p_p,M_glyc2p_c
11060,M_glyc2p_p,M_h_c
11061,M_glyc2p_p,M_pi_c
11062,M_h2o_c,M_adp_c
11063,M_h2o_c,M_glyc2p_c
11064,M_h2o_c,M_h_c
11065,M_h2o_c,M_pi_c
11066,M_crn__D_e,M_crn__D_p
11067,M_S2hglut_c,M_akg_c
11068,M_S2hglut_c,M_h2o2_c
11069,M_o2_c,M_akg_c
11070,M_o2_c,M_h2o2_c
11071,M_cellb_e,M_cellb_p
11072,M_accoa_c,M_ac_c
11073,M_accoa_c,M_oxalcoa_c
11074,M_oxa_c,M_ac_c
11075,M_oxa_c,M_oxalcoa_c
11076,M_dtgcl_c,M_gthox_c
11077,M_dtgcl_c,M_mercpeth_c
11078,M_gthrd_c,M_gthox_c
11079,M_gthrd_c,M_mercpeth_c
11080,M_cholate_c,M_dhcholn_c
11081,M_cholate_c,M_h_c
11082,M_cholate_c,M_nadh_c
11083,M_nad_c,M_dhcholn_c
11084,M_nad_c,M_h_c
11085,M_nad_c,M_nadh_c
11086,M_cholate_c,M_cholate_p
11087,M_cholate_c,M_h_c
11088,M_h_p,M_cholate_p
11089,M_h_p,M_h_c
11090,M_adp_c,M_amp_c
11091,M_adp_c,M_h_c
11092,M_adp_c,M_nadh_c
11093,M_adp_c,M_pi_c
11094,M_nadhx__S_c,M_amp_c
11095,M_nadhx__S_c,M_h_c
11096,M_nadhx__S_c,M_nadh_c
11097,M_nadhx__S_c,M_pi_c
11098,M_h2o_c,M_nadphx__R_c
11099,M_nadph_c,M_nadphx__R_c
11100,M_h2o_c,M_nadphx__S_c
11101,M_nadph_c,M_nadphx__S_c
11102,M_4abzglu_c,M_4abz_c
11103,M_4abzglu_c,M_glu__L_c
11104,M_h2o_c,M_4abz_c
11105,M_h2o_c,M_glu__L_c
11106,M_4abzglu_p,M_4abzglu_c
11107,M_4abzglu_p,M_h_c
11108,M_h_p,M_4abzglu_c
11109,M_h_p,M_h_c
11110,M_h2o_c,M_nadhx__S_c
11111,M_nadh_c,M_nadhx__S_c
11112,M_h2o_c,M_h_c
11113,M_h2o_c,M_ocdca_c
11114,M_h2o_c,M_pi_c
11115,M_ocdcap_c,M_h_c
11116,M_ocdcap_c,M_ocdca_c
11117,M_ocdcap_c,M_pi_c
11118,M_nadhx__S_c,M_nadhx__R_c
11119,M_atp_c,M_adp_c
11120,M_atp_c,M_h_c
11121,M_atp_c,M_pi_c
11122,M_atp_c,M_sel_c
11123,M_h2o_c,M_adp_c
11124,M_h2o_c,M_h_c
11125,M_h2o_c,M_pi_c
11126,M_h2o_c,M_sel_c
11127,M_sel_p,M_adp_c
11128,M_sel_p,M_h_c
11129,M_sel_p,M_pi_c
11130,M_sel_p,M_sel_c
11131,M_5phdt_c,M_5phua_c
11132,M_h2o_c,M_5phua_c
11133,M_amet_c,M_ahcys_c
11134,M_amet_c,M_mteo2_c
11135,M_teo2_c,M_ahcys_c
11136,M_teo2_c,M_mteo2_c
11137,M_h2o_c,M_coa_c
11138,M_h2o_c,M_h_c
11139,M_h2o_c,M_pac_c
11140,M_phaccoa_c,M_coa_c
11141,M_phaccoa_c,M_h_c
11142,M_phaccoa_c,M_pac_c
11143,M_cysi__L_c,M_cysi__L_p
11144,M_h_c,M_pyr_c
11145,M_h_c,M_utp_c
11146,M_pep_c,M_pyr_c
11147,M_pep_c,M_utp_c
11148,M_udp_c,M_pyr_c
11149,M_udp_c,M_utp_c
11150,M_gdp_c,M_gtp_c
11151,M_gdp_c,M_pyr_c
11152,M_h_c,M_gtp_c
11153,M_h_c,M_pyr_c
11154,M_pep_c,M_gtp_c
11155,M_pep_c,M_pyr_c
11156,M_h2o_c,M_h_c
11157,M_h2o_c,M_ocdcea_c
11158,M_h2o_c,M_pi_c
11159,M_ocdceap_c,M_h_c
11160,M_ocdceap_c,M_ocdcea_c
11161,M_ocdceap_c,M_pi_c
11162,M_dhptdn_c,M_nadp_c
11163,M_dhptdn_c,M_thptdn_c
11164,M_h_c,M_nadp_c
11165,M_h_c,M_thptdn_c
11166,M_nadph_c,M_nadp_c
11167,M_nadph_c,M_thptdn_c
11168,M_dhptdn_c,M_nad_c
11169,M_dhptdn_c,M_thptdn_c
11170,M_h_c,M_nad_c
11171,M_h_c,M_thptdn_c
11172,M_nadh_c,M_nad_c
11173,M_nadh_c,M_thptdn_c
11174,M_gthrd_c,M_gthox_c
11175,M_gthrd_c,M_h2o_c
11176,M_h2o2_c,M_gthox_c
11177,M_h2o2_c,M_h2o_c
11178,M_akg_c,M_2sephchc_c
11179,M_akg_c,M_co2_c
11180,M_h_c,M_2sephchc_c
11181,M_h_c,M_co2_c
11182,M_ichor_c,M_2sephchc_c
11183,M_ichor_c,M_co2_c
11184,M_h_c,M_14dhncoa_c
11185,M_h_c,M_h2o_c
11186,M_sbzcoa_c,M_14dhncoa_c
11187,M_sbzcoa_c,M_h2o_c
11188,M_nadp_c,M_h_c
11189,M_nadp_c,M_nadph_c
11190,M_nadp_c,M_prpncoa_c
11191,M_ppcoa_c,M_h_c
11192,M_ppcoa_c,M_nadph_c
11193,M_ppcoa_c,M_prpncoa_c
11194,M_dtdp_c,M_dttp_c
11195,M_dtdp_c,M_pyr_c
11196,M_h_c,M_dttp_c
11197,M_h_c,M_pyr_c
11198,M_pep_c,M_dttp_c
11199,M_pep_c,M_pyr_c
11200,M_14dhncoa_c,M_coa_c
11201,M_14dhncoa_c,M_dhna_c
11202,M_14dhncoa_c,M_h_c
11203,M_h2o_c,M_coa_c
11204,M_h2o_c,M_dhna_c
11205,M_h2o_c,M_h_c
11206,M_fad_c,M_fad_p
11207,M_34dphacoa_c,M_34dhpha_c
11208,M_34dphacoa_c,M_coa_c
11209,M_34dphacoa_c,M_h_c
11210,M_h2o_c,M_34dhpha_c
11211,M_h2o_c,M_coa_c
11212,M_h2o_c,M_h_c
11213,M_puacgam_c,M_puacgam_p
11214,M_chtbs6p_c,M_ac_c
11215,M_chtbs6p_c,M_mchtbs6p_c
11216,M_h2o_c,M_ac_c
11217,M_h2o_c,M_mchtbs6p_c
11218,M_5dglcn_c,M_glcn_c
11219,M_5dglcn_c,M_nadp_c
11220,M_h_c,M_glcn_c
11221,M_h_c,M_nadp_c
11222,M_nadph_c,M_glcn_c
11223,M_nadph_c,M_nadp_c
11224,M_h_p,M_h_c
11225,M_h_p,M_pi_c
11226,M_pi_p,M_h_c
11227,M_pi_p,M_pi_c
11228,M_fad_p,M_fad_e
11229,M_atp_c,M_adp_c
11230,M_atp_c,M_h_c
11231,M_atp_c,M_mththf_c
11232,M_atp_c,M_pi_c
11233,M_h2o_c,M_adp_c
11234,M_h2o_c,M_h_c
11235,M_h2o_c,M_mththf_c
11236,M_h2o_c,M_pi_c
11237,M_mththf_p,M_adp_c
11238,M_mththf_p,M_h_c
11239,M_mththf_p,M_mththf_c
11240,M_mththf_p,M_pi_c
11241,M_dhptdp_c,M_dhptdd_c
11242,M_4hbz_c,M_4hbz_p
11243,M_4hbz_c,M_h_c
11244,M_h_p,M_4hbz_p
11245,M_h_p,M_h_c
11246,M_cur_c,M_dhcur_c
11247,M_cur_c,M_nadp_c
11248,M_h_c,M_dhcur_c
11249,M_h_c,M_nadp_c
11250,M_nadph_c,M_dhcur_c
11251,M_nadph_c,M_nadp_c
11252,M_lkdr_c,M_lald__L_c
11253,M_lkdr_c,M_pyr_c
11254,M_h_p,M_h_c
11255,M_h_p,M_leu__L_c
11256,M_leu__L_p,M_h_c
11257,M_leu__L_p,M_leu__L_c
11258,M_h_p,M_h_c
11259,M_h_p,M_lcts_c
11260,M_lcts_p,M_h_c
11261,M_lcts_p,M_lcts_c
11262,M_h_p,M_h_c
11263,M_h_p,M_ile__L_p
11264,M_ile__L_c,M_h_c
11265,M_ile__L_c,M_ile__L_p
11266,M_accoa_c,M_acmet_c
11267,M_accoa_c,M_coa_c
11268,M_accoa_c,M_h_c
11269,M_met__L_c,M_acmet_c
11270,M_met__L_c,M_coa_c
11271,M_met__L_c,M_h_c
11272,M_h_p,M_h_c
11273,M_h_p,M_met__L_p
11274,M_met__L_c,M_h_c
11275,M_met__L_c,M_met__L_p
