(4.834640000000004,214)
(-2.700099999999998,78)
(-3.2213999999999987,72)
(-2.4616999999999996,52)
(-2.7146999999999997,54)
(-5.824899999999992,226)
(-3.2213999999999987,72)
(-0.17699999999999982,46)
(-0.02079999999999793,78)
(-1.0127000000000004,46)
(-1.197899999999998,92)
(-2.8776,26)
(-2.924899999999995,148)
(-1.9014999999999982,96)
(-0.5621299999999998,24)
(-5.766599999999997,100)
(-1.9236999999999995,52)
(-3.5423999999999993,76)
(-4.1900999999999975,132)
