MNXM,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
MNXM662,10.43815015774577,-4.912252076999488,10.43815015774577,0.15137618454176915,0.5508104044919614,343.3250000000001,327.19700000000006,343.06353620191004,120,0,0.22499600022688346,-0.7898747676205355,0.7898747676205355,0.22499600022688346,1.4545454545454546,2.1818181818181817,2.8181818181818183,32.133483106519066,10.241027528917892,2.1705720086659834,-2.2771482949903032,2.2483739313984628,-2.352839590827516,7.427313417853221,-0.6891994794744447,2.056496158788227,715.1469733707391,16.328062645816686,12.18346698544767,13.89439075737531,10.25983881233692,6.470308070449733,8.810554368385066,4.717880202696684,6.809826334343916,3.0942540909443053,4.736998932219892,1.9153772363580073,3.206395634627443,-1.3800000000000001,67117.3256191711,16.981470218499506,6.80353502875105,4.556209177855592,131.4140007027771,24.609286129310284,11.642267275834955,12.238684400761036,5.51053927361738,0.0,0.0,0.0,9.967957041894417,4.567099647791355,0.0,11.336785877934737,6.923737199690624,19.54140239422971,24.870177773043388,23.442718299939454,24.977345778901938,0.0,9.967957041894417,0.0,26.813052428219834,12.340549441675103,33.666314023477135,0.0,0.0,20.08759033045849,5.817862777835028,0.0,19.15948300106691,16.574839006407334,22.054373475481732,13.847474399381248,21.958931178246683,11.707382845230455,0.0,0.0,0.0,128.1,7.822697123132171,14.351871490436281,0.0,6.606881964512918,24.60784530467354,16.134526680246758,11.336785877934737,13.1205807713037,17.00137612109936,14.491704203606233,5.733667477162185,16.658686031887797,1.4625530412782395,30.067537113572676,0.0,9.540157156033178,1.0554773771243413,0.0,2.0491388989531125,4.050924680372368,-4.912252076999488,0.4166666666666667,22,2,8,0,0,0,0,2,2,8,1,10,6,0,0,0,2,-0.539259999999999,76.79690000000002,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MNXM730135,8.975182843084177,0.17771332163107045,8.975182843084177,0.17771332163107045,0.79412732636072,265.36199999999997,248.22599999999997,265.11175858409,96,0,0.22499599742970383,-0.3959959313437732,0.3959959313437732,0.22499599742970383,1.4444444444444444,2.2222222222222223,2.888888888888889,32.13348096415035,10.241078347082006,2.1644871080598085,-2.014540628609537,2.131845762270193,-2.3523777804869805,7.089559884005458,-0.6891977126062226,2.230916753508816,553.005593291334,13.120955864630139,10.550473823592217,11.366970404519943,8.613392202930193,5.767563958531536,6.64721676978643,4.161049814841195,5.100369865741347,2.854594441277382,3.9985373307010748,1.7667778339458633,2.750856101131986,-1.5299999999999998,14107.478825810707,12.914821755112781,5.409528799265306,2.6510031070491573,109.95661104659912,10.84019487200289,11.642267275834955,12.238684400761036,5.51053927361738,0.0,0.0,0.0,9.967957041894417,4.567099647791355,0.0,11.336785877934737,6.923737199690624,26.14828435874263,10.440598685398296,9.67362704263206,17.154648655769765,0.0,9.967957041894417,0.0,26.813052428219834,12.340549441675103,33.666314023477135,0.0,0.0,10.30076712495354,5.817862777835028,0.0,11.336785877934737,21.681366401248038,12.965578028838586,13.847474399381248,21.958931178246683,11.707382845230455,0.0,0.0,0.0,75.91,0.0,0.0,0.0,6.606881964512918,24.60784530467354,11.257379486545457,4.877147193701299,17.533629449547814,19.358013672998627,14.53505668968577,10.84019487200289,2.1111574074074073,1.650330189174435,9.52538165574872,8.975182843084177,10.004728284832453,1.2162669343576633,0.0,2.4691166435710086,4.714502708490803,0.0,0.4166666666666667,18,3,5,0,0,0,0,2,2,5,2,6,4,0,0,0,2,0.60774,70.32420000000002,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MNXM1107754,11.833163471796228,-1.6072777305366597,11.833163471796228,0.035566421012849236,0.3913100733484422,326.3090000000001,308.1650000000001,326.122634296,126,0,0.34944745479335493,-0.3935791401550642,0.3935791401550642,0.34944745479335493,1.1304347826086956,1.7826086956521738,2.391304347826087,16.374536122550307,10.08471106438794,2.2694311877857554,-2.2503527518328985,2.1762714761792656,-2.4227182509294813,5.499633217074757,-0.08067675530261195,2.5330118445106855,785.220457021722,17.309036597829,12.593256119369409,12.593256119369409,10.75612661302203,6.89010452583329,6.89010452583329,5.244384808893191,5.244384808893191,3.663592912139771,3.663592912139771,2.209576398466519,2.209576398466519,-2.1399999999999997,99429.45809773094,17.217594573803684,6.542255526961242,3.2930998457347496,129.61065962572582,24.993209227154175,18.31189916324491,11.518332492848387,0.0,5.559266895052007,5.689743398203474,9.77851570501903,9.77851570501903,4.9839785209472085,0.0,0.0,13.847474399381248,5.693927994848461,18.845566365273953,20.426109579362823,0.0,0.0,19.519035210632982,0.0,38.70412996853872,6.606881964512918,32.22594065109604,0.0,11.518332492848387,11.24901029325548,0.0,0.0,0.0,64.86392591775362,6.544756405912575,13.847474399381248,11.387855989696922,9.589074368143644,0.0,11.518332492848387,0.0,161.56,36.1677914210133,24.90865655266576,0.0,18.063088898760963,11.387855989696922,0.0,4.567099647791355,13.847474399381248,4.9839785209472085,9.967957041894417,5.106527394840706,1.3673488284202568,0.0,33.055814835767485,38.006272801756666,-0.6262077979339877,-0.035566421012849236,0.0,-4.5854483969513735,2.3177861499538084,0.0,0.5384615384615384,23,5,10,0,2,2,0,0,0,9,5,10,5,0,0,0,2,-2.876759999999999,78.11489999999999,0,4,4,0,0,4,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNXM1107704,12.044252265246305,-5.695544663640358,12.044252265246305,0.16935450786240613,0.19257204813439285,546.3390000000002,520.1310000000003,546.0895493519099,200,0,0.3299600310473667,-0.755870619834992,0.755870619834992,0.3299600310473667,1.2,1.8571428571428572,2.5142857142857142,31.270370859496154,9.982111332036746,2.454161444819698,-2.4013826893234915,2.5649012537403575,-2.7659066174520177,7.593068855348888,-0.4820954539259775,1.5869120999730213,1125.4579574453576,26.29216426095444,18.491485534368522,20.280339916368348,16.09866186812313,10.266314692509043,13.187501665869931,8.14277690415628,11.053845951323348,5.509338640173877,8.040618914910286,3.465305503345058,5.54599862054784,-1.3,24934343.451710135,28.274111997740278,10.591461374573328,6.724301320667034,196.749364788251,44.837545936501165,36.68560755087604,6.290026729335213,0.0,21.20466114131635,5.689743398203474,27.99945908438486,9.105168553695409,0.0,0.0,0.0,13.847474399381248,18.18111668623608,12.71084835226122,62.80202103769923,15.645394246264342,0.0,9.551078168738563,0.0,69.34789669026681,6.606881964512918,32.5983797247092,0.0,0.0,26.769500975922615,0.0,0.0,15.645394246264342,74.32924181499828,31.961948170509977,6.923737199690624,25.1359114850485,15.785917939756718,0.0,0.0,0.0,269.5999999999999,82.58088717199229,43.825576328033364,0.0,11.984273114623004,0.0,4.567099647791355,20.044317970994324,0.0,0.0,24.075771691156614,9.473725907600098,48.45902889955755,0.0,49.6225545198843,29.928003342373756,2.309211064075238,0.0,-0.8163729338309482,-8.885161958219662,1.9645345675569166,-11.30401972361937,0.75,35,7,17,0,2,2,0,1,1,15,5,19,8,0,2,2,3,-4.442879999999994,106.95320000000005,0,3,3,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXM394,11.826893938638849,-6.115884428529903,11.826893938638849,0.1528545282172098,0.3411416465886745,478.1360000000002,465.0320000000002,477.9601573056398,166,0,0.3299600310473667,-0.7895093814523427,0.7895093814523427,0.3299600310473667,1.206896551724138,1.8275862068965518,2.413793103448276,31.298089872244066,10.168067988408454,2.3657867675039093,-2.3721624433271375,2.600772580916466,-2.3320891823028047,7.643928089731379,-0.3389296087764877,2.025104161407098,1011.6303756228504,22.198306133819763,14.266910392661611,16.950191965661357,13.084735977232976,7.454174982181573,11.835955442222899,5.711599625883856,9.959474618115125,3.457199249018066,7.122498213534889,2.2840956374084476,5.149332900413824,-0.9900000000000002,905399.1203074628,24.281014012807574,8.63178912657119,7.03367929692673,160.66171800335613,38.5058322062938,12.331867558483172,0.0,0.0,21.20466114131635,5.689743398203474,27.78634329229663,9.105168553695409,0.0,0.0,0.0,6.923737199690624,18.18111668623608,20.53354547539339,56.257191515403626,23.46809136939651,0.0,9.551078168738563,0.0,31.78039276884811,6.606881964512918,32.5983797247092,0.0,0.0,30.82265670426538,0.0,0.0,23.46809136939651,33.47242030358879,31.577017709553026,6.923737199690624,18.212174285357875,15.785917939756718,0.0,0.0,0.0,255.45999999999995,59.75981757339639,47.96439302878823,0.0,11.984273114623004,0.0,10.763943219404432,6.923737199690624,0.0,4.9839785209472085,13.14500990095899,4.736862953800049,49.595746316400124,0.0,68.259352809459,9.932133065021999,-1.3467896899143714,0.0,0.0,-2.9489501765087054,0.4024623293219285,-17.9772879871133,0.6,29,2,16,0,1,1,0,1,1,15,2,19,8,0,1,1,2,-3.691279999999998,81.53500000000004,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNXM1105949,12.02371341351049,-5.848889334842172,12.02371341351049,0.16245245401905195,0.1541099299543327,562.3140000000002,538.1220000000004,562.0612031078198,206,0,0.3299600310473667,-0.7558706198349923,0.7558706198349923,0.3299600310473667,1.0833333333333333,1.75,2.388888888888889,31.270371109583397,9.995068261247917,2.4558452223874156,-2.4147313375767903,2.5653559442693616,-2.5864684652759014,7.593070579638096,-0.3046251643898697,1.5926825417869042,1137.8877490562986,26.999271042140986,18.38591272536844,20.174767107368265,16.636666670583914,10.263391079083416,13.184578052444303,7.985422299533612,10.896491346700673,5.3386394063435425,7.869919681079952,3.4476373282376858,5.528330445440468,-1.3399999999999996,42460429.33721964,29.219438124295184,11.183901464373607,6.746384060259386,200.9979415956303,49.31693324902039,36.74773310947638,6.290026729335213,0.0,21.20466114131635,5.689743398203474,27.99945908438486,9.105168553695409,0.0,0.0,0.0,6.923737199690624,18.18111668623608,19.31773031677414,67.28140835021844,15.645394246264342,0.0,9.551078168738563,0.0,62.48628504917652,13.213763929025836,32.5983797247092,0.0,0.0,21.035833498760432,0.0,0.0,15.645394246264342,91.21130412779296,31.961948170509977,6.923737199690624,18.212174285357875,15.785917939756718,0.0,0.0,0.0,282.4199999999999,89.24989469510555,48.93210372287407,0.0,11.984273114623004,0.0,4.567099647791355,13.1205807713037,0.0,4.9839785209472085,13.35812569304722,14.580253302440804,47.82099077243402,0.0,49.5581789699888,48.372164198492584,-1.3172410740590677,0.0,0.0,-12.663380650337583,-0.44221656312418833,-11.550717875616796,0.75,36,6,18,0,2,2,0,1,1,17,6,20,9,0,2,2,3,-4.720079999999994,107.69570000000004,0,5,5,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNXM1104509,11.99342534766687,-5.786436575960842,11.99342534766687,0.1707312710605744,0.23161171354524687,544.2990000000002,522.1230000000004,544.0506384238198,198,0,0.3299600310473667,-0.7558706198349837,0.7558706198349837,0.3299600310473667,1.1714285714285715,1.8285714285714285,2.4857142857142858,31.270370877942206,10.021636926512997,2.4408413229101735,-2.3812000021292414,2.564675987720084,-2.544916221172598,7.59307667207299,-0.27608288813897014,1.5915615222244535,1166.3493545711087,26.29216426095444,18.115276774456213,19.90413115645604,16.09866186812313,9.972874149800072,12.894061123160958,7.772646211979228,10.68371525914629,5.122959951134133,7.654240225870542,3.286755815252409,5.36744893245519,-1.59,24934343.451710135,27.988697232986468,10.414504297198016,6.595735282133802,195.57099619128206,39.10387845933898,30.643766721728078,12.073271675700152,0.0,21.20466114131635,5.689743398203474,32.79399626845668,9.105168553695409,0.0,0.0,0.0,13.847474399381248,18.18111668623608,12.71084835226122,61.86289074460886,21.42863919262928,0.0,9.551078168738563,0.0,63.30605586111885,6.606881964512918,32.5983797247092,0.0,0.0,21.035833498760432,0.0,0.0,15.645394246264342,74.07064593221526,36.7564853545818,6.923737199690624,25.1359114850485,15.785917939756718,0.0,0.0,0.0,259.0299999999999,82.32229128920928,48.620113512105185,0.0,11.984273114623004,0.0,11.49083684748198,13.1205807713037,0.0,4.9839785209472085,13.35812569304722,9.473725907600098,47.77524961130635,0.0,60.993346153305595,29.437752422150307,-1.2922405678880078,-0.9541295689219014,0.0,-10.526971517915712,1.6276072643970454,-11.449502685322571,0.6875,35,4,17,0,2,2,0,1,1,16,4,19,8,0,2,2,3,-3.484279999999997,105.28410000000005,0,3,3,0,0,2,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNXM1104310,11.99342534766687,-5.786436575960842,11.99342534766687,0.1707312710605744,0.23161171354524687,544.2990000000002,522.1230000000004,544.0506384238198,198,0,0.3299600310473667,-0.7558706198349837,0.7558706198349837,0.3299600310473667,1.1714285714285715,1.8285714285714285,2.4857142857142858,31.270370877942206,10.021636926512997,2.4408413229101735,-2.3812000021292414,2.564675987720084,-2.544916221172598,7.59307667207299,-0.27608288813897014,1.5915615222244535,1166.3493545711087,26.29216426095444,18.115276774456213,19.90413115645604,16.09866186812313,9.972874149800072,12.894061123160958,7.772646211979228,10.68371525914629,5.122959951134133,7.654240225870542,3.286755815252409,5.36744893245519,-1.59,24934343.451710135,27.988697232986468,10.414504297198016,6.595735282133802,195.57099619128206,39.10387845933898,30.643766721728078,12.073271675700152,0.0,21.20466114131635,5.689743398203474,32.79399626845668,9.105168553695409,0.0,0.0,0.0,13.847474399381248,18.18111668623608,12.71084835226122,61.86289074460886,21.42863919262928,0.0,9.551078168738563,0.0,63.30605586111885,6.606881964512918,32.5983797247092,0.0,0.0,21.035833498760432,0.0,0.0,15.645394246264342,74.07064593221526,36.7564853545818,6.923737199690624,25.1359114850485,15.785917939756718,0.0,0.0,0.0,259.0299999999999,82.32229128920928,48.620113512105185,0.0,11.984273114623004,0.0,11.49083684748198,13.1205807713037,0.0,4.9839785209472085,13.35812569304722,9.473725907600098,47.77524961130635,0.0,60.993346153305595,29.437752422150307,-1.2922405678880078,-0.9541295689219014,0.0,-10.526971517915712,1.6276072643970454,-11.449502685322571,0.6875,35,4,17,0,2,2,0,1,1,16,4,19,8,0,2,2,3,-3.484279999999997,105.28410000000005,0,3,3,0,0,2,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNXM1106112,12.007540574004318,-5.756769153436276,12.007540574004318,0.17549356200636446,0.19653189601572826,546.3150000000002,522.1230000000004,546.0662884878197,200,0,0.3299600310473667,-0.7558706198349923,0.7558706198349923,0.3299600310473667,1.1142857142857143,1.7714285714285714,2.4285714285714284,31.27037088558446,10.002399905148733,2.4422196037109964,-2.410117387305411,2.565280801234278,-2.567929818014312,7.593069054344697,-0.2989557869164349,1.5869120999730213,1122.9124549221997,26.29216426095444,18.231592348681932,20.02044673068176,16.09866186812313,10.116265291792342,13.03745226515323,7.969514780365222,10.880583827532286,5.298581539780581,7.82986181451699,3.3936413016049314,5.474334418807714,-1.3,24934343.451710135,28.274111997740278,10.591461374573328,6.724301320667034,196.2037078434343,44.21040585417968,30.643766721728078,6.290026729335213,0.0,21.20466114131635,5.689743398203474,27.99945908438486,9.105168553695409,0.0,0.0,0.0,13.847474399381248,18.18111668623608,18.814814740009524,62.174880955377745,15.645394246264342,0.0,9.551078168738563,0.0,69.41002224886715,6.606881964512918,32.5983797247092,0.0,0.0,21.035833498760432,0.0,0.0,15.645394246264342,79.49789476843932,31.961948170509977,6.923737199690624,25.1359114850485,15.785917939756718,0.0,0.0,0.0,262.18999999999994,82.64301273059263,48.93210372287407,0.0,11.984273114623004,0.0,4.567099647791355,20.044317970994324,0.0,4.9839785209472085,13.35812569304722,9.473725907600098,48.00336075360094,0.0,49.516608024902084,39.20157641926785,-1.2778507231701646,0.0,0.0,-11.506617366238508,1.742981919867905,-11.402281250452326,0.75,35,5,17,0,2,2,0,1,1,16,5,19,8,0,2,2,3,-3.6924799999999967,106.28390000000006,0,4,4,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNXM152,11.765934865660544,-5.823599589314333,11.765934865660544,0.13389168398841012,0.45595957718453045,399.16500000000013,386.06100000000015,399.0011032357299,142,0,0.3299600310473667,-0.7895094717435162,0.7895094717435162,0.3299600310473667,1.4,2.04,2.64,31.270249193307688,10.168067993682847,2.361719699931455,-2.3505497824014325,2.5026453579528276,-2.332215541537728,7.580913131945536,-0.33942013992250303,2.0590566682797,841.9988208315812,18.991199352633213,12.594951925770063,14.383806307769893,11.377629196046428,6.72387823884135,9.645065212202233,5.182736372291127,7.882986908780305,3.2571992490180666,5.32249821353489,2.14671403041929,3.644570280211433,-1.1400000000000001,184442.8720641228,20.17532980507414,7.233874147109236,5.415025434142002,139.20432834717815,33.612420603541324,12.331867558483172,0.0,0.0,13.381964018184178,5.689743398203474,23.2212950073653,4.794537184071822,0.0,0.0,0.0,6.923737199690624,18.18111668623608,20.53354547539339,42.48810025809624,15.645394246264342,0.0,9.551078168738563,0.0,31.78039276884811,6.606881964512918,32.5983797247092,0.0,0.0,25.929245101512908,0.0,0.0,15.645394246264342,33.47242030358879,22.70133805499811,6.923737199690624,18.212174285357875,15.785917939756718,0.0,0.0,0.0,206.09999999999997,51.93712045026422,38.505933141104435,0.0,11.984273114623004,0.0,4.567099647791355,13.1205807713037,0.0,4.9839785209472085,8.834378531335403,4.736862953800049,35.212733267129934,0.0,56.89433321198245,9.861772132464097,-1.1887812984171773,0.0,0.0,-2.4801974551873087,0.5887427746854783,-11.277491521546361,0.6,25,2,13,0,1,1,0,1,1,12,2,15,6,0,1,1,2,-3.1762799999999993,72.84350000000002,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNXM257,11.679741109921334,-5.167433598898695,11.679741109921334,0.012467246157722212,0.5689477538848637,320.194,307.09000000000003,320.04204916582,118,0,0.3299600310472019,-0.789873386639342,0.789873386639342,0.3299600310472019,1.5714285714285714,2.238095238095238,2.857142857142857,31.20446176885644,10.168068006151369,2.3540517735715976,-2.2980377684651736,2.313325369444211,-2.332951941320759,7.427299159518075,-0.342705215626958,2.1409558517766496,676.370647991793,15.784092571446669,10.922993458878516,11.81742064987843,9.67052241485988,5.993581495501128,7.45417498218157,4.653873118698398,5.806499199445477,3.0571992490180673,3.522498213534891,2.000669317240579,2.33016786160304,-1.2899999999999998,37537.018654311796,16.086960723854123,5.836042230116613,3.8766618309957512,117.74693869100015,28.71900900078885,12.331867558483172,0.0,0.0,5.559266895052008,5.689743398203474,14.345615352810384,4.794537184071822,0.0,0.0,0.0,6.923737199690624,18.18111668623608,20.53354547539339,28.71900900078885,7.822697123132171,0.0,9.551078168738563,0.0,31.78039276884811,6.606881964512918,32.5983797247092,0.0,0.0,21.035833498760432,0.0,0.0,7.822697123132171,33.47242030358879,13.825658400443196,6.923737199690624,18.212174285357875,15.785917939756718,0.0,0.0,0.0,156.73999999999998,44.114423327132045,29.047473253420627,0.0,11.984273114623004,0.0,4.567099647791355,13.1205807713037,0.0,0.0,9.507725682659025,4.736862953800049,20.830666623806955,0.0,45.833476033685415,9.746217403628119,-0.9796073926479918,0.0,0.0,-1.809848867787856,0.8520853537696078,-5.167433598898695,0.6,21,2,10,0,1,1,0,1,1,9,2,11,4,0,1,1,2,-2.6612799999999988,64.15200000000003,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNXM420,11.564203987150416,-0.8156164965986392,11.564203987150416,0.2049773242630386,0.5842742137821719,242.23099999999997,228.11899999999997,242.090271548,94,0,0.32996003103185106,-0.3935688359788986,0.3935688359788986,0.32996003103185106,1.588235294117647,2.2941176470588234,2.8823529411764706,16.54267619433923,10.168189134432906,2.3442927037634904,-2.140220204192535,2.2652595894047804,-2.3307190144997456,5.015010184772451,-0.045930094099110266,2.335396041923274,520.1629217962848,12.576985790260121,9.290000297023063,9.290000297023063,8.024075805453151,5.2908373835829305,5.2908373835829305,4.093467597493248,4.093467597493248,2.840228194739679,2.840228194739679,1.8502710045785484,1.8502710045785484,-1.4400000000000002,7965.508655134308,12.02850568274639,4.438375367377904,2.1665656901037735,96.28954903482216,14.94991774348146,12.331867558483172,0.0,0.0,5.559266895052008,5.689743398203474,14.345615352810384,4.794537184071822,0.0,0.0,0.0,6.923737199690624,18.18111668623608,12.71084835226122,14.94991774348146,0.0,0.0,9.551078168738563,0.0,31.78039276884811,6.606881964512918,32.5983797247092,0.0,0.0,11.24901029325548,0.0,0.0,0.0,38.5789476984295,4.736862953800049,6.923737199690624,18.212174285357875,15.785917939756718,0.0,0.0,0.0,104.54999999999998,29.68484423948696,14.69560176298435,0.0,13.027703587438928,5.563451491696996,0.0,10.763943219404432,6.923737199690624,0.0,4.9839785209472085,9.843390348640755,6.5433862433862435,0.0,24.91621275825145,18.50208425191064,-0.6434892027798764,0.0,0.0,-0.5805272108843542,1.262333160115898,0.0,0.6,17,3,7,0,1,1,0,1,1,6,3,7,2,0,1,1,2,-1.5142799999999992,57.67930000000002,0,2,2,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
