MNXM,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
MNXM729132,10.074972390190645,-0.9134722222222222,10.074972390190645,0.22671579743008285,0.5029370384179465,205.324,192.22,205.03624523591,70,0,0.041383622364900355,-0.5501718608840789,0.5501718608840789,0.041383622364900355,1.5,2.3333333333333335,2.9166666666666665,33.114765082823965,10.116067189926351,2.1468519303629585,-2.0604547927240566,2.3932857642720036,-2.2102173907104037,8.769353283800355,-0.305338722401712,1.90892263435229,143.99328661116544,8.811554787871634,6.952984118164364,8.585977280019817,5.787693700234704,4.269342323641858,6.65143044695585,2.946674306527092,5.734198664159186,1.884284145382901,4.891050755091567,1.205804592883574,4.23343918243516,0.16999999999999993,721.0265814114807,10.252169268693507,5.753808168678648,4.259120464328456,80.88995266439649,9.901064578912528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.008617575699457,25.683286491704038,16.972096924680812,0.0,9.901064578912528,27.557101240725295,0.0,0.0,0.0,37.35404614461223,5.752853606746789,0.0,0.0,0.0,5.106527394840706,0.0,0.0,21.587795952773448,16.972096924680812,4.794537184071822,0.0,32.10410811463005,0.0,0.0,0.0,0.0,40.129999999999995,5.969305287951849,9.901064578912528,0.0,6.4208216229260096,0.0,18.091581275834194,18.59449685259881,0.0,21.587795952773448,0.0,0.0,0.0,0.0,10.074972390190645,10.849744687998657,0.0,0.34626929012345675,0.0,4.506346844293272,0.0,3.889333454060636,0.875,12,0,2,0,1,1,0,0,0,4,0,4,5,0,1,1,1,1.4503999999999997,51.92900000000003,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MNXM1403,10.061512188208617,-0.9918027210884344,10.061512188208617,0.10120370370370346,0.6225047267927647,149.16899999999998,140.09699999999998,149.06080310791,58,0,0.0417140164646805,-0.5501595056677473,0.5501595056677473,0.0417140164646805,1.2727272727272727,1.9090909090909092,2.4545454545454546,16.36512515613154,10.117467613528145,1.896921541947928,-2.002325129124244,2.0036435691774126,-2.218010291269269,5.640798732490392,-0.30515988767740215,2.453018743531937,228.57786591623355,8.104448006685086,6.117461489248951,6.117461489248951,5.287693700234704,3.5260386741733702,3.5260386741733702,2.357607027581636,2.357607027581636,1.4606239419042335,1.4606239419042335,0.8910768777557296,0.8910768777557296,-1.31,349.0290980341817,7.793199174406604,3.7604813030666033,2.8460530411741587,65.48198531492656,9.901064578912528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.33183534230805,18.405094737549014,5.969305287951849,0.0,9.901064578912528,5.969305287951849,0.0,0.0,0.0,12.841643245852019,0.0,35.89528683400505,0.0,0.0,5.106527394840706,0.0,0.0,0.0,5.969305287951849,11.21535880699783,0.0,11.984273114623004,30.33183534230805,0.0,0.0,0.0,40.129999999999995,5.969305287951849,9.901064578912528,0.0,6.4208216229260096,6.4208216229260096,5.563451491696996,0.0,0.0,30.33183534230805,0.0,0.0,0.0,0.0,10.061512188208617,10.061512188208617,1.0386111111111114,-0.9918027210884344,9.503593159486016,0.6599074074074069,0.0,0.0,0.2222222222222222,11,0,2,0,0,0,1,0,1,2,0,2,3,0,0,0,1,0.36909999999999976,39.77000000000002,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNXM826,10.113607331821617,-1.178015873015872,10.113607331821617,0.15532407407407378,0.6315277109356957,181.16699999999997,172.09499999999997,181.05063234791,70,0,0.1601756334593427,-0.5501594860897988,0.5501594860897988,0.1601756334593427,1.3846153846153846,2.076923076923077,2.6923076923076925,16.36536598211506,10.088221493392936,2.0412813250851256,-2.0538730645659315,2.281918245607365,-2.21847032195938,5.645988487013746,-0.3051611221864239,2.7691156964614927,319.3907822709721,9.844934982691242,6.8571881418696154,6.8571881418696154,6.109060905280621,3.8065856030066616,3.8065856030066616,2.656877507613286,2.656877507613286,1.6967491991346406,1.6967491991346406,1.01624795389655,1.01624795389655,-1.7100000000000002,752.3940485960144,9.378573959255977,3.798672317749581,2.3655626219082424,75.0704528193186,20.11411936859394,0.0,11.49902366656781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.13273413692322,24.471461806010623,5.969305287951849,0.0,20.11411936859394,5.969305287951849,0.0,0.0,0.0,12.841643245852019,0.0,23.762552697081826,0.0,11.49902366656781,5.106527394840706,0.0,11.49902366656781,0.0,16.182360077633263,11.21535880699783,0.0,11.984273114623004,18.19910120538483,0.0,0.0,0.0,80.59,5.969305287951849,15.007591973753234,0.0,24.340666912419827,5.563451491696996,0.0,6.06636706846161,12.13273413692322,0.0,0.0,5.106527394840706,0.0,0.0,10.113607331821617,28.412985638699926,0.40666666666666695,-1.6783881330309887,4.426100718065003,-0.014305555555556015,0.0,0.0,0.2222222222222222,13,2,4,0,0,0,1,0,1,4,2,4,3,0,0,0,1,-0.21970000000000034,43.099600000000024,1,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNXM1634,10.083939909297053,-1.070978835978835,10.083939909297053,0.010462962962963118,0.6892563377334886,165.16799999999998,156.09599999999998,165.05571772791,64,0,0.11535038198414291,-0.550159505594735,0.550159505594735,0.11535038198414291,1.5,2.25,2.8333333333333335,16.365178654041646,10.10826951421875,1.9367364627916615,-2.0167990475563196,2.113473352709088,-2.2180982313153317,5.64148669034019,-0.3051626512239747,2.5749361542074807,280.85706625991145,8.974691494688164,6.487324815559283,6.487324815559283,5.6815405503520555,3.6603290744463086,3.6603290744463086,2.5419099718331193,2.5419099718331193,1.528364650453669,1.528364650453669,0.9583743989542055,0.9583743989542055,-1.5100000000000002,482.40757463729716,8.585328884652048,3.7588733548338538,2.6172633656097566,70.27621906712257,15.007591973753234,5.749511833283905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.13273413692322,30.537828874472233,5.969305287951849,0.0,15.007591973753234,5.969305287951849,0.0,0.0,0.0,12.841643245852019,0.0,29.828919765543436,0.0,5.749511833283905,5.106527394840706,0.0,5.749511833283905,0.0,11.075832682792555,11.21535880699783,0.0,11.984273114623004,24.26546827384644,0.0,0.0,0.0,60.36,5.969305287951849,9.901064578912528,0.0,12.170333456209914,6.4208216229260096,5.563451491696996,0.0,24.26546827384644,0.0,0.0,5.106527394840706,0.0,0.0,10.083939909297053,19.099180839002265,0.8048148148148151,-0.9127862811791372,6.53577664399093,0.3890740740740737,0.0,0.0,0.2222222222222222,12,1,3,0,0,0,1,0,1,3,1,3,3,0,0,0,1,0.07469999999999971,41.434800000000024,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNXM547,12.172613996249215,-1.6106339657723867,12.172613996249215,0.003461115916959301,0.03718771435103459,846.755,808.4510000000001,846.2275843952799,328,0,0.08334279927858826,-0.5501594963590639,0.5501594963590639,0.08334279927858826,0.3770491803278688,0.6721311475409836,1.0163934426229508,16.386562860113408,9.938605257180908,2.257330359757021,-2.1249200890343474,2.3237499440927296,-2.2617582380581376,5.734357253796696,-0.3066002542827008,1.9403993107091198,2340.384913707959,45.12829859627887,32.370245011096145,32.370245011096145,28.76707475926698,18.791292342562652,18.791292342562652,14.260279504236653,14.260279504236653,10.195411992336842,10.195411992336842,7.695681975037225,7.695681975037225,-7.160000000000001,6942166609442.676,46.52887270018784,20.692483340681513,12.666147284788021,344.638218737379,104.2509581099298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.87418491698405,138.7545331996492,6.606881964512918,84.31504402614094,47.75444230361479,0.0,19.935914083788834,0.0,102.91920630840309,0.0,90.56195146912826,0.0,0.0,40.85221915872564,0.0,0.0,0.0,72.79688378224434,115.59221728927363,0.0,110.04839438921923,6.196843571613076,0.0,0.0,0.0,404.43,105.72789725153581,84.31504402614094,0.0,123.74740776630026,5.563451491696996,0.0,6.196843571613076,0.0,0.0,19.935914083788834,0.0,0.0,0.0,105.50739552375038,103.6504970702255,1.8721371073149238,-12.195827216421264,0.0,-5.7871993610101224,-0.7136697905261071,0.0,0.4,61,5,21,0,0,0,0,4,4,17,5,21,27,0,0,0,4,-8.836700000000025,185.66759999999968,8,1,1,0,0,4,4,0,8,8,8,8,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNXM414,12.200073912429161,-1.581197414837108,12.200073912429161,0.05359632513586243,0.056579336146303,828.7399999999998,792.452,828.2170197112799,320,0,0.04584947960105321,-0.5501594948680953,0.5501594948680953,0.04584947960105321,0.2833333333333333,0.45,0.6,16.386238720810617,9.92862914568692,2.2790790606464615,-2.128088099814875,2.3462898574563567,-2.263327426305959,5.739903882153061,-0.3065998622968738,1.9011594862235959,2389.503769644983,43.99854208428194,31.845681146406562,31.845681146406562,28.30154960187763,18.751267697949462,18.751267697949462,14.547135555290632,14.547135555290632,10.593594318423179,10.593594318423179,8.249685856179502,8.249685856179502,-7.120000000000001,5275222204135.493,43.99184797466376,18.64161055892179,10.678340568400401,338.8381538316538,99.14443071508909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.87418491698405,144.67243924581058,0.0,79.20851663130023,47.75444230361479,0.0,19.935914083788834,0.0,102.7331459668162,0.0,90.05903589236365,0.0,0.0,40.85221915872564,0.0,0.0,0.0,67.69035638740363,115.40615694768672,0.0,115.74232238406769,0.0,0.0,0.0,0.0,384.2,99.12101528702289,79.20851663130023,0.0,141.42560887577176,0.0,0.0,0.0,0.0,0.0,19.935914083788834,0.0,0.0,0.0,108.09497232103588,95.61168988240546,2.318172943291306,-12.278056767305612,0.0,-7.74677837942701,0.0,0.0,0.4,60,4,20,0,1,1,0,4,4,16,4,20,20,0,0,0,5,-8.424800000000024,182.55079999999964,8,0,0,0,0,4,4,0,8,8,8,8,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNXM730693,10.129669312169312,-1.1554232804232798,10.129669312169312,0.13546296296296312,0.5716188472673668,183.183,172.09499999999997,183.06628241191,72,0,0.10478326866968776,-0.550159695568424,0.550159695568424,0.10478326866968776,1.5384615384615385,2.230769230769231,2.8461538461538463,16.365575957537736,9.95371752174236,2.193230726893161,-2.2068925993397746,2.174948520255507,-2.2903721896574623,5.642307939387335,-0.3051899403066032,2.532564513783045,254.34031643968072,9.844934982691242,7.011888680248868,7.011888680248868,6.109060905280621,4.042436453667692,4.042436453667692,2.9339200679551745,2.9339200679551745,1.939781493153188,1.939781493153188,1.1937783234443708,1.1937783234443708,-1.1300000000000001,752.3940485960144,9.954245998315079,4.204457781382999,2.6781054835817586,75.81797408173648,20.11411936859394,12.207932775496605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.228060320501644,18.414747775921285,5.969305287951849,0.0,20.11411936859394,5.969305287951849,0.0,0.0,0.0,25.04957602134862,0.0,23.80116485057091,0.0,0.0,5.106527394840706,0.0,0.0,0.0,28.390292853129864,4.794537184071822,0.0,12.841643245852019,23.80116485057091,0.0,0.0,0.0,80.59,18.177238063448456,20.11411936859394,0.0,12.841643245852019,5.573104530069267,0.0,6.076020106833881,12.152040213667762,0.0,0.0,0.0,0.0,0.0,10.129669312169312,28.66978835978836,0.5270370370370372,-1.1554232804232798,0.0,2.8289285714285706,0.0,0.0,0.4444444444444444,13,2,4,1,0,1,0,0,0,4,2,4,3,0,0,0,1,-1.2655000000000005,43.477600000000024,1,2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNXM1563,11.20322740824725,-1.867598366507097,11.20322740824725,0.10493441358024702,0.3903571837975594,286.21599999999995,274.12,286.05793708373,112,0,0.22039285448644821,-0.5501563162610399,0.5501563162610399,0.22039285448644821,0.9,1.5,1.95,16.378506429060565,10.074812119509959,2.1389501497299013,-2.192608964869263,2.0218722548736587,-2.4772409983500996,6.3106093535767815,-0.30828915836189175,4.2014401788266,416.6461871639923,15.706742302257043,10.378870498833269,10.378870498833269,9.234958562966852,5.679251893288763,5.679251893288763,3.9140061608890413,3.9140061608890413,2.300231457061922,2.300231457061922,1.299842062451669,1.299842062451669,-2.45,12711.195445222202,17.55,8.617161567821018,7.795298097927435,113.12884611221058,35.01998234074391,5.969305287951849,5.783244946364939,5.907179729351506,0.0,0.0,9.589074368143644,0.0,0.0,0.0,0.0,19.26246486877803,18.810948533803867,12.011146117099809,39.292268104881224,29.598340539571993,0.0,5.316788604006331,0.0,38.14594894377801,0.0,0.0,0.0,0.0,20.63637078852845,0.0,0.0,0.0,35.64018136871995,23.97268592035911,0.0,32.10410811463005,0.0,0.0,0.0,0.0,166.55999999999997,54.902646237497976,39.292268104881224,0.0,12.841643245852019,0.0,0.0,0.0,0.0,5.316788604006331,0.0,0.0,0.0,0.0,52.85756205721754,32.95348959385305,0.0,-6.939443076664396,-1.4316591080876802,-1.7732827996518474,0.0,0.0,0.5454545454545454,20,1,9,0,0,0,0,0,0,8,1,9,10,0,0,0,0,-4.759499999999998,55.043700000000015,3,0,0,0,0,0,0,0,3,3,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNXM1757,11.05064909297052,-1.6453240740740738,11.05064909297052,0.3871745086923659,0.4500904803784694,244.17899999999995,234.09899999999996,244.04737239973002,96,0,0.2203930396637459,-0.5501702476406511,0.5501702476406511,0.2203930396637459,0.8823529411764706,1.411764705882353,1.8235294117647058,16.373707937971638,10.1265044066394,2.1264677797656706,-2.194660611794012,1.9731597383462027,-2.4819316607621333,5.843910069422188,-0.30994487188513054,4.150486877136805,325.3060588338717,13.422285251880869,8.763515427182858,8.763515427182858,7.824274960443892,4.725127748056831,4.725127748056831,3.22182742444864,3.22182742444864,1.8130593558159864,1.8130593558159864,0.9932253381859484,0.9932253381859484,-2.1199999999999997,3031.302925550056,14.880000000000003,7.202548033371872,7.768217043442951,96.23743978337359,35.01998234074391,0.0,0.0,5.907179729351506,0.0,0.0,4.794537184071822,0.0,0.0,0.0,0.0,19.26246486877803,18.35943219882971,12.011146117099809,34.4977309208094,23.815095593207054,0.0,5.316788604006331,0.0,31.725127320852,0.0,0.0,0.0,0.0,20.63637078852845,0.0,0.0,0.0,29.856936422355012,19.178148736287287,0.0,25.683286491704038,0.0,0.0,0.0,0.0,149.48999999999998,49.11940129113304,34.4977309208094,0.0,6.4208216229260096,0.0,0.0,0.0,0.0,5.316788604006331,0.0,0.0,0.0,0.0,41.705153848576465,32.59848623708743,0.0,-5.379704743008313,-1.4841165910808776,-1.9398187515747045,0.0,0.0,0.5555555555555556,17,1,8,0,0,0,0,0,0,7,1,8,8,0,0,0,0,-4.7186999999999975,45.41970000000001,3,0,0,0,0,0,0,0,3,3,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNXM1212,11.492175925925926,-1.4607407407407405,11.492175925925926,0.038194444444443976,0.5780730672942076,220.17999999999998,212.11599999999996,220.03827051582002,84,0,0.16341585099461833,-0.5501573947728837,0.5501573947728837,0.16341585099461833,0.9375,1.5,2.0,16.368593712973517,10.006148766973736,2.1049203133056165,-2.0867356479583514,2.109077938891159,-2.257279318601767,6.0529962630062,-0.30511895005100736,2.903008956538466,435.7559919917156,12.129392033067417,8.264856091450914,8.264856091450914,7.519744507803581,4.555077776535831,4.555077776535831,3.1282260636861308,3.1282260636861308,2.003571877137827,2.003571877137827,1.254529221569189,1.254529221569189,-2.1699999999999995,3215.855949236172,11.90230657989877,5.064021088708005,2.911616598002849,91.32914749600334,19.802129157825057,0.0,5.783244946364939,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,24.26546827384644,6.4208216229260096,23.51702989427185,5.969305287951849,24.596666341896878,17.72185552226864,0.0,0.0,0.0,12.841643245852019,0.0,35.392371257240434,0.0,0.0,10.213054789681411,0.0,0.0,0.0,17.72185552226864,4.794537184071822,0.0,33.55762059738965,24.26546827384644,0.0,0.0,0.0,97.33,24.142677145194646,24.596666341896878,0.0,17.54772460632,0.0,0.0,24.26546827384644,0.0,0.0,0.0,0.0,0.0,0.0,32.326385424540184,20.83420949861426,-0.26889077853363497,-3.36048044217687,5.517544249181154,-0.7154346182917615,0.0,0.0,0.18181818181818182,16,0,5,0,0,0,1,0,1,5,0,5,5,0,0,0,1,-1.2371000000000005,49.344000000000015,1,0,0,0,1,0,0,0,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNXM20,10.09412037037037,-1.8599537037037035,10.09412037037037,0.5648148148148149,0.3875882761210721,144.082,140.04999999999998,144.00697038782002,56,0,0.17814452154984797,-0.5501573884046658,0.5501573884046658,0.17814452154984797,1.0,1.5,1.8,16.377437835062246,10.209480919971327,2.003761416265421,-2.002626961093799,1.8657013878437876,-2.3257809752504075,6.3133460002365105,-0.305501333881072,3.6041568215284974,170.87712379549453,8.146264369941973,4.955455014692411,4.955455014692411,4.536581260209188,2.477727507346205,2.477727507346205,1.5826422817034203,1.5826422817034203,0.7838571184786369,0.7838571184786369,0.3176551815399144,0.3176551815399144,-1.3900000000000001,111.0417522239666,8.610000000000001,3.600317491426832,3.5921781631127168,56.272053289939294,19.802129157825057,5.969305287951849,5.783244946364939,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,0.0,6.4208216229260096,12.390126910877859,0.0,24.596666341896878,17.72185552226864,0.0,0.0,0.0,12.841643245852019,0.0,0.0,0.0,0.0,10.213054789681411,0.0,0.0,0.0,17.72185552226864,14.383611552215466,0.0,12.841643245852019,0.0,0.0,0.0,0.0,97.33,30.563498768120652,24.596666341896878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.38162037037037,19.2875,0.0,-4.527731481481481,0.0,-1.1413888888888892,0.0,0.0,0.4,10,0,5,0,0,0,0,0,0,5,0,5,4,0,0,0,0,-3.1644999999999994,24.254999999999995,2,0,0,0,0,0,0,0,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNXM25,9.501527777777778,-1.3664814814814814,9.501527777777778,0.46990740740740766,0.40048958238818094,116.07199999999999,112.03999999999998,116.01205576782002,46,0,0.041757643603446394,-0.5501587540194414,0.5501587540194414,0.041757643603446394,1.0,1.25,1.375,16.372472656228624,10.314273883220368,1.8466545579080735,-1.9993227482080056,1.809209383496748,-2.273284366060733,5.722776665651288,-0.3146459350713429,3.1818458670936187,92.60593781761291,6.568914100752346,4.047206724228547,4.047206724228547,3.625897657686229,2.0236033621142733,2.0236033621142733,1.2440169358562925,1.2440169358562925,0.5332482904638629,0.5332482904638629,0.2041241452319315,0.2041241452319315,-1.06,40.339203954130696,6.9399999999999995,3.009687481832753,4.939999999999998,45.74558907549893,19.802129157825057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.841643245852019,11.938610575903699,0.0,19.802129157825057,11.938610575903699,0.0,0.0,0.0,12.841643245852019,0.0,0.0,0.0,0.0,10.213054789681411,0.0,0.0,0.0,11.938610575903699,9.589074368143644,0.0,12.841643245852019,0.0,0.0,0.0,0.0,80.25999999999999,24.780253821755714,19.802129157825057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.003055555555555,19.003055555555555,0.0,-2.7329629629629624,0.0,-0.9398148148148153,0.0,0.0,0.5,8,0,4,0,0,0,0,0,0,4,0,4,3,0,0,0,0,-2.733599999999999,19.247999999999994,2,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNXM737265,10.057596371882086,-1.0359259259259257,10.057596371882086,0.0008333333333330195,0.5713429347387613,135.14199999999997,128.08599999999998,135.04515304391,52,0,0.04577024690315771,-0.5498062173606987,0.5498062173606987,0.04577024690315771,1.3,1.9,2.4,16.36515263292352,10.154218676011592,1.8799513060527056,-1.9915969051924947,1.9692289471568643,-2.2369846328920286,5.672658031714616,-0.3042382754037707,2.6742416022951265,215.9590174505521,7.397341225498538,5.410354708062403,5.410354708062403,4.787693700234704,3.0260386741733702,3.0260386741733702,2.0343837228782724,2.0343837228782724,1.1912863746068267,1.1912863746068267,0.7625283680401154,0.7625283680401154,-1.31,195.6254620163014,6.805074798619103,3.011779444695785,1.89537540220571,59.11704320052995,9.901064578912528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.33183534230805,5.563451491696996,12.390126910877859,0.0,9.901064578912528,5.969305287951849,0.0,0.0,0.0,6.4208216229260096,0.0,35.89528683400505,0.0,0.0,5.106527394840706,0.0,0.0,0.0,5.969305287951849,11.21535880699783,0.0,5.563451491696996,30.33183534230805,0.0,0.0,0.0,40.129999999999995,5.969305287951849,9.901064578912528,0.0,6.4208216229260096,0.0,5.563451491696996,0.0,24.26546827384644,6.06636706846161,0.0,0.0,0.0,0.0,10.057596371882086,10.057596371882086,0.7800925925925928,-1.0359259259259257,8.97314058956916,0.0008333333333330195,0.0,0.0,0.125,10,0,2,0,0,0,1,0,1,2,0,2,2,0,0,0,1,-0.021000000000000685,35.153000000000006,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
