BiGG,DEGREE,DEGREE_CENTRALITY,EIGENVECTOR,KATZ,CLOSENESS_CENTRALITY,BETWEENNESS_CENTRALITY,CLUSTCOEF
M_3oocoa_c,2,0.0018779342723004694,1.1675660317539343e-45,-0.004587182232785936,0.0018779342723004694,1.7649758198312683e-06,0
M_12dgr180_p,1,0.0009389671361502347,8.255938585362749e-46,-0.004204917046720442,0.0012519561815336462,0.0,0
M_occoa_c,2,0.0018779342723004694,0.014479596559994734,0.06706950410703111,0.15616573571727646,0.0034893571958064173,0
M_teo2_c,1,0.0009389671361502347,0.0011658173901879212,0.00296469380901664,0.12469597382273438,0.0,0
M_pa180_c,2,0.0018779342723004694,0.014478975754478096,0.06710892632458487,0.1559290313054276,0.0011666490169084684,0
M_tma_c,1,0.0009389671361502347,0.01438509265607967,0.06681245694368315,0.15581094797994072,0.0,0
M_fgam_c,2,0.0018779342723004694,0.004522671352041503,-0.004681341111453976,0.1334728230992616,0.0034893571958064173,0
M_pa181_c,2,0.0018779342723004694,0.05579576168333424,-0.00467359484357027,0.16947970082991082,0.004645416357795898,0
M_fpram_c,1,0.0009389671361502347,1.4539185281081203e-50,-0.004162443137157608,0.0009389671361502347,0.0,0
M_12dgr181_p,1,0.0009389671361502347,1.4539185281081203e-50,-0.004162443137157608,0.0009389671361502347,0.0,0
M_ppi_c,1,0.0009389671361502347,0.006813884299465077,-0.009168597324214496,0.1411652533842276,0.0,0
M_udpacgal_c,1,0.0009389671361502347,0.0011658173901879212,0.0029646938090166336,0.12469597382273438,0.0,0
M_lald__D_c,2,0.0018779342723004694,0.014478975754478096,0.0671089263245848,0.1559290313054276,0.0011666490169084684,0
M_fcl__L_c,2,0.0018779342723004694,6.0793905148220516e-27,-0.00537036488548999,0.01001564945226917,4.059444385611917e-05,0
M_nadph_c,16,0.015023474178403756,2.3170969401553803e-26,-0.011958425308490573,0.016389244558258645,0.00046948356807511736,0
M_uacmam_c,1,0.0009389671361502347,1.4539185281081203e-50,-0.004162443137157608,0.0009389671361502347,0.0,0
M_12ppd__R_p,1,0.0009389671361502347,1.4539185281081203e-50,-0.004162443137157608,0.0009389671361502347,0.0,0
M_agdpcbi_c,2,0.0018779342723004694,4.9244710837785697e-39,-0.00472710207251818,0.0025039123630672924,1.7649758198312683e-06,0
M_acetol_c,2,0.0018779342723004694,4.611404654646874e-39,-0.004691619237945484,0.002146210596914822,8.824879099156341e-07,0
M_gmp_c,2,0.0018779342723004694,0.006858353213918592,-0.009639613339958216,0.14126217425850446,0.0011666490169084684,0
M_2mahmp_c,2,0.0018779342723004694,1.0484195692506152e-25,-0.005504402311681938,0.011718797634290594,5.2949274594938046e-05,0
M_kdolipid4_c,1,0.0009389671361502347,0.006813884299465077,-0.009168597324214467,0.1411652533842276,0.0,0
M_utp_c,2,0.0018779342723004694,0.00036896745969161517,-0.004721722719404664,0.11014365996119473,0.002329768082177274,0
M_lald__L_c,3,0.002816901408450704,0.0045525789723610465,-0.005115854133641824,0.13364622072589266,0.004650711285255392,0
M_imp_c,1,0.0009389671361502347,9.919365682057399e-26,-0.005074738406220927,0.011422119213169312,0.0,0
M_unaga_c,1,0.0009389671361502347,1.4539185281081203e-50,-0.004162443137157608,0.0009389671361502347,0.0,0
M_12ppd__S_p,1,0.0009389671361502347,1.4539185281081203e-50,-0.004162443137157608,0.0009389671361502347,0.0,0
M_arbtn_fe3_c,1,0.0009389671361502347,0.006813884299465077,-0.009168597324214472,0.1411652533842276,0.0,0
M_arbtn_c,1,0.0009389671361502347,0.00036655949604597765,-0.00425778423680603,0.11002585925535387,0.0,0
M_5mta_c,3,0.002816901408450704,6.499643835500385e-27,-0.005807429713244163,0.010400866738894909,7.942391189240707e-05,0
M_gp4g_c,1,0.0009389671361502347,0.0001024587663345101,-0.003528471636883387,0.10500043725823513,0.0,0
M_3pg_c,4,0.003755868544600939,0.0012723070833867325,0.0021772718655846033,0.12630347256446395,0.004654241236895055,0
M_amet_c,6,0.005633802816901408,0.05730971022553185,-0.006790311570878844,0.17188668070802984,0.023915422358713686,0
M_udp_c,2,0.0018779342723004694,0.001173476029772186,0.0026126806005941747,0.12484730388805323,0.0011666490169084684,0
M_g3p_c,2,0.0018779342723004694,0.014479592508052577,0.06707372500374263,0.15604729374858686,0.002329768082177274,0
M_mlthf_c,3,0.002816901408450704,3.509989852344916e-05,-0.00614223878181749,0.09767308654522275,0.0023315330579971056,0
M_nad_c,21,0.019718309859154928,0.00043021669492935774,-0.01523955418050922,0.11571898583099648,0.035313636203184014,0
M_xtp_c,1,0.0009389671361502347,0.0012475037663532754,0.003277217861570126,0.12599409479945606,0.0,0
M_pi_c,12,0.011267605633802816,0.01549348048077639,0.07023416685011973,0.15796418948753302,0.02070493134244061,0
M_ahcys_c,2,0.0018779342723004694,9.575386018884922e-05,-0.003943449465301031,0.1043613273180379,0.0011666490169084684,0
M_3hppnl_c,3,0.002816901408450704,0.0011813379307336598,0.0021680373513800707,0.12530350597290604,0.004652476261075223,0
M_3amp_c,1,0.0009389671361502347,0.006813884299465077,-0.009168597324214493,0.1411652533842276,0.0,0
M_udpgalfur_c,1,0.0009389671361502347,5.710182130088601e-27,-0.004942041354290908,0.0096579476861167,0.0,0
M_3ump_c,1,0.0009389671361502347,0.006813884299465077,-0.009168597324214451,0.1411652533842276,0.0,0
M_cdp_c,2,0.0018779342723004694,0.001173476029772186,0.002612680600594164,0.12484730388805323,0.0011666490169084684,0
M_sbzcoa_c,2,0.0018779342723004694,0.014479592508052577,0.06707372500374253,0.15604729374858686,0.002329768082177274,0
M_db4p_c,1,0.0009389671361502347,1.4539185281081203e-50,-0.004162443137157608,0.0009389671361502347,0.0,0
M_14glucan_p,1,0.0009389671361502347,1.4539185281081203e-50,-0.004162443137157608,0.0009389671361502347,0.0,0
M_10fthf_c,1,0.0009389671361502347,0.055431610254848815,-0.004205460732424893,0.16892311724754658,0.0,0
M_aps_c,2,0.0018779342723004694,0.014478975754478096,0.06710892632458489,0.1559290313054276,0.0011666490169084684,0
M_uri_c,2,0.0018779342723004694,0.006858645333964781,-0.009682646144439741,0.14135922831158484,0.002329768082177274,0
M_r1p_c,1,0.0009389671361502347,0.004522670078287484,-0.004256080452057454,0.13312737418797266,0.0,0
M_lys__L_c,3,0.002816901408450704,0.056162289439223724,-0.0050988162861560615,0.16934021136420718,0.0034928871474460797,0
M_gdp_c,2,0.0018779342723004694,1.1675660317539343e-45,-0.004587182232785936,0.0018779342723004694,1.7649758198312683e-06,0
M_ddcaACP_c,1,0.0009389671361502347,8.255938585362749e-46,-0.004204917046720442,0.0012519561815336462,0.0,0
M_dnad_c,1,0.0009389671361502347,0.0003980825379879119,-0.0048570759737449586,0.1143681805489226,0.0,0
M_glyc3p_c,14,0.013145539906103286,0.004944087599405656,-0.011108771503031115,0.14010783575588134,0.04400261216421335,0
M_cmp_c,2,0.0018779342723004694,1.1675660317539343e-45,-0.004587182232785936,0.0018779342723004694,1.7649758198312683e-06,0
M_ddcap_c,1,0.0009389671361502347,8.255938585362749e-46,-0.004204917046720442,0.0012519561815336462,0.0,0
