BiGG,DEGREE,DEGREE_CENTRALITY,EIGENVECTOR,KATZ,CLOSENESS_CENTRALITY,BETWEENNESS_CENTRALITY,CLUSTCOEF
M_dad_5_c,3,0.002816901408450704,0.05619405005135469,-0.005748442186941597,0.1748074399384127,0.04500864838151717,0
M_3hodcoa_c,1,0.0009389671361502347,0.0003980825379879119,-0.004857075973744938,0.1143681805489226,0.0,0
M_ametam_c,3,0.002816901408450704,2.867981621329421e-40,-0.0051119512480042525,0.0033802816901408453,1.9414734018143953e-05,0
M_palmACP_c,1,0.0009389671361502347,1.4561124245724716e-40,-0.004257393948242274,0.0022535211267605635,0.0,0
M_ins_c,2,0.0018779342723004694,0.00040068051286263067,-0.005284541268776946,0.11443178910317672,0.0011666490169084684,0
M_frdp_c,1,0.0009389671361502347,1.4539185281081203e-50,-0.004162443137157608,0.0009389671361502347,0.0,0
M_hdcap_c,1,0.0009389671361502347,1.4539185281081203e-50,-0.004162443137157608,0.0009389671361502347,0.0,0
M_aicar_c,1,0.0009389671361502347,0.0003980825379879119,-0.004857075973744996,0.1143681805489226,0.0,0
M_gsn_c,2,0.0018779342723004694,1.1675660317539343e-45,-0.004587182232785936,0.0018779342723004694,1.7649758198312683e-06,0
M_octeACP_c,1,0.0009389671361502347,8.255938585362749e-46,-0.004204917046720442,0.0012519561815336462,0.0,0
M_itp_c,2,0.0018779342723004694,0.00040068051286263067,-0.005284541268776873,0.11443178910317672,0.0011666490169084684,0
M_1ddecg3p_c,1,0.0009389671361502347,1.4539185281081203e-50,-0.004162443137157608,0.0009389671361502347,0.0,0
M_ocdceap_c,1,0.0009389671361502347,1.4539185281081203e-50,-0.004162443137157608,0.0009389671361502347,0.0,0
M_3mop_c,1,0.0009389671361502347,0.0003980825379879119,-0.004857075973744965,0.1143681805489226,0.0,0
M_pap_c,1,0.0009389671361502347,1.4539185281081203e-50,-0.004162443137157608,0.0009389671361502347,0.0,0
M_ocdcaACP_c,1,0.0009389671361502347,1.4539185281081203e-50,-0.004162443137157608,0.0009389671361502347,0.0,0
M_gtp_c,4,0.003755868544600939,0.0004060146964459233,-0.006257868162491629,0.11481493125419182,0.008117123795404003,0
M_orot5p_c,1,0.0009389671361502347,1.4539185281081203e-50,-0.004162443137157608,0.0009389671361502347,0.0,0
M_ocdcap_c,1,0.0009389671361502347,1.4539185281081203e-50,-0.004162443137157608,0.0009389671361502347,0.0,0
M_hxcoa_c,2,0.0018779342723004694,0.001173476029772186,0.0026126806005941665,0.12484730388805323,0.0011666490169084684,0
M_dcamp_c,1,0.0009389671361502347,7.709618017379653e-06,-0.00414011255316608,0.08930050208659364,0.0,0
M_pro__L_c,2,0.0018779342723004694,9.574972732201814e-05,-0.003939137297242328,0.1042555646351719,0.0011666490169084684,0
M_kphphhlipa_c,1,0.0009389671361502347,4.535499694780841e-05,-0.004313871442917643,0.09758043955774805,0.0,0
M_q8_c,3,0.002816901408450704,0.0005632164541821314,-0.005676726194757957,0.11571898583099648,0.004650711285255392,0
M_mococdp_c,1,0.0009389671361502347,0.0003980825379879119,-0.004857075973744959,0.1143681805489226,0.0,0
M_adocbi_c,3,0.002816901408450704,1.9501437573907374e-42,-0.005020678835540621,0.0028169014084507044,5.294927459493805e-06,0
M_tdeACP_c,1,0.0009389671361502347,1.1259160232880105e-42,-0.004248266706995909,0.0016901408450704226,0.0,0
M_ctp_c,3,0.002816901408450704,0.00040334743162135235,-0.005815557379116059,0.11475089615589054,0.006962829609234353,0
M_25drapp_c,2,0.0018779342723004694,1.466644154080754e-39,-0.00471872039530663,0.0029342723004694834,7.059903279325073e-06,0
M_ttdceap_c,1,0.0009389671361502347,7.070504532721282e-40,-0.004218070862972511,0.0019561815336463224,0.0,0
