BiGG,MNXM,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
M_cdp_c,MNXM1102191,11.682601532327212,-5.8093823461347895,11.682601532327212,0.34056304301014406,0.33462063279012133,400.1530000000001,388.057,399.99635220372994,142,0,0.47565336890586296,-0.8456009302374486,0.8456009302374486,0.47565336890586296,1.36,2.0,2.56,31.27024922289492,10.128011832808362,2.443513165369934,-2.295911388595789,2.535993232611599,-2.338448137720622,7.589076019192253,-0.3344061051491794,2.080815747141162,778.3054145248747,18.99119935263321,12.067689888534916,13.856544270534746,11.39446594845203,6.426095812093757,9.382134413784529,4.842093731155768,7.58502862070162,3.0464773668188396,5.147289160504064,2.020645736726,3.5554828352686685,-1.1800000000000002,181258.6831384958,20.135827544135665,7.209648149519533,5.151483865887606,138.79016053635084,43.86882787930227,23.799606114702677,6.22790117073487,0.0,0.0,7.822697123132171,14.243662137126925,9.549026805878537,0.0,0.0,0.0,6.06636706846161,6.196843571613076,20.440043927231926,52.701155047777654,15.645394246264342,5.409283605791522,9.551078168738563,0.0,24.53980033397978,6.606881964512918,17.750917591532456,0.0,6.010464839586836,20.381057551803426,0.0,6.010464839586836,15.645394246264342,49.57632568893027,22.70133805499811,5.409283605791522,6.22790117073487,12.263210640074686,0.0,0.0,0.0,233.36999999999995,52.802541384343876,34.23650195988972,0.0,5.48770695145777,0.0,16.83031028786604,0.0,0.0,0.0,13.818357052282611,15.039558162344047,35.06680920246933,0.0,33.00305972997988,38.64247950315646,-0.34056304301014406,0.0,0.15635329801282505,-5.210649946368968,-0.9432425516502896,-11.096468414811318,0.5555555555555556,25,4,14,0,1,1,0,1,1,13,4,16,6,0,1,1,2,-3.982329999999997,67.92010000000002,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M_db4p_c,MNXM1102294,10.2776527462837,-4.571504629629629,10.2776527462837,0.5986574074074074,0.4861267794327704,184.08399999999995,175.01199999999997,184.01367463800003,66,0,0.4691826232018604,-0.3828822907842736,0.4691826232018604,0.3828822907842736,1.6363636363636365,2.090909090909091,2.3636363636363638,31.20446079308045,10.271216774958898,2.181513480183332,-2.0715443743054793,2.3505375766388226,-2.220718138858526,7.458309969081178,-0.12592487872676683,3.720984563822843,183.02130455739126,9.068914100752346,5.798056303767595,6.692483494767511,4.827185821959348,2.713069966302693,4.243366709642914,1.912791248226392,3.152144039415704,0.869840764449036,1.3552613259638182,0.28505085480282766,0.620444515997839,-0.25999999999999995,140.74551362780613,10.74,3.9410174397047264,6.150677618069815,63.04145663163313,14.893350600345656,6.103966387748303,5.783244946364939,0.0,0.0,7.822697123132171,9.318284345783638,4.565048284931329,0.0,0.0,0.0,6.923737199690624,0.0,6.606881964512918,28.776683231060627,13.605942069497111,0.0,0.0,0.0,13.027703587438927,6.606881964512918,0.0,0.0,0.0,0.0,0.0,0.0,7.822697123132171,33.38744389897182,13.883332630714968,0.0,6.923737199690624,0.0,0.0,0.0,0.0,104.06000000000002,26.316790421758334,9.35958546900315,0.0,0.0,0.0,6.923737199690624,0.0,0.0,0.0,4.5237471617118175,14.893350600345656,13.856346371882086,0.0,26.507231355505162,8.671898148148149,0.0,-0.5986574074074074,0.0,-1.4697916666666668,0.4100333837238599,-4.571504629629629,0.75,11,3,6,0,0,0,0,0,0,4,3,7,4,0,0,0,0,-0.9543999999999999,34.683899999999994,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M_10fthf_c,MNXM1102376,12.353772254043474,-1.4241122489334679,12.353772254043474,0.11526933643331128,0.20031480604935387,471.43000000000006,450.2620000000001,471.15134317182,180,0,0.3257174992933485,-0.8569953158156386,0.8569953158156386,0.3257174992933485,1.3235294117647058,2.0294117647058822,2.6470588235294117,16.371586948339267,10.10046441354745,2.2276525231930617,-2.3250541706189236,2.279785085902413,-2.4368435451697894,5.967771587771439,-0.30541512462886555,1.64696623781836,1148.9497925506862,24.82769816688718,17.661009538356623,17.661009538356623,16.171942850993997,10.094421094727583,10.094421094727583,7.442338413953564,7.442338413953564,5.0403356080682675,5.0403356080682675,3.3424945070748895,3.3424945070748895,-4.620000000000002,26500660.069380287,24.030936463775323,10.331188737541911,5.787112678272239,191.6949441549462,45.94837343241061,11.85970360698299,0.0,12.028278760725357,5.907179729351506,5.969305287951849,14.998357973935164,9.77851570501903,0.0,0.0,0.0,37.107111519698464,36.18964420259293,11.729227103831523,34.4977309208094,41.44852093857348,5.409283605791522,15.284745645900749,0.0,24.925324904147942,28.62299975068829,35.44710322015267,0.0,5.879988336435371,36.681513787160114,17.192635327202154,5.879988336435371,0.0,64.50356451822752,14.383611552215466,5.409283605791522,23.199631921620835,24.26546827384644,0.0,0.0,0.0,226.48999999999998,36.188441093764546,29.3912035259687,0.0,35.87644007897634,24.460100764547285,0.0,29.16537800469692,0.0,0.0,25.91832285391341,10.515811000632228,0.0,0.0,53.3405010338206,47.4012006167296,0.4485282694760504,-3.7819854965158086,4.014158499013868,-0.26320069944814084,0.5074644435905047,0.0,0.3,34,6,14,0,1,1,1,1,2,10,6,14,10,0,0,0,3,-2.455129999999997,112.77180000000006,2,0,0,0,0,2,1,0,2,2,4,3,0,0,0,2,5,0,0,0,0,1,0,0,0,0,0,2,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M_aps_c,MNXM1103086,11.27201010873179,-5.568177904507805,11.27201010873179,0.06475274109351892,0.23738141469599264,425.27200000000016,413.1760000000001,425.00534637381986,150,0,0.2819545148328868,-0.7554147755817548,0.7554147755817548,0.2819545148328868,1.3333333333333333,2.037037037037037,2.7037037037037037,32.255288486436534,10.128387806800447,2.445326795447318,-2.248311631547093,2.4137351219632985,-2.337309207799287,7.848133958057159,-0.21958943241062573,1.7576845649395347,997.4185646939887,19.98276318419593,13.053288448188404,14.764212220116045,12.483782345929072,7.055785909681456,9.849712729695229,5.355008778668405,7.920416234343157,3.577928337763226,5.503820788960492,2.4510008191452752,3.847059147672424,-1.75,807942.5643023528,19.996401818028787,7.00786026930402,4.233821552161167,150.46050112283027,34.6534938587983,30.155919955625706,17.692941169337626,10.399000581649606,7.822697123132171,0.0,9.132147932722685,27.33970218773204,0.0,0.0,0.0,0.0,0.0,12.934202039277459,45.87264129145785,35.2034384210008,0.0,19.519035210632982,0.0,24.53980033397978,12.340549441675103,12.654640149529083,0.0,0.0,10.62707907991466,5.817862777835028,0.0,7.822697123132171,67.62141798609152,28.194628622654278,0.0,6.22790117073487,12.654640149529083,0.0,11.16387793838399,0.0,235.09999999999997,49.36838000327447,32.642061535384514,0.0,16.98174071621902,0.0,6.3273200747645415,10.894419722555895,0.0,0.0,23.44565236511492,10.470530430962235,56.34730684664133,0.0,22.929675270995872,20.190264169711096,6.034893751279318,0.06475274109351892,0.0,-3.4896726667704154,-0.935736961451247,-11.085927595943915,0.5,27,4,15,0,1,1,0,2,2,15,3,17,6,0,1,1,3,-3.0104999999999977,79.9997,0,2,2,1,0,4,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M_uri_c,MNXM1103104,11.430870653817081,-1.3507473544973545,11.430870653817081,0.44630241139665716,0.4551320674051377,244.20299999999997,232.10699999999994,244.069536104,94,0,0.3525656082593596,-0.49311426491453575,0.49311426491453575,0.3525656082593596,1.411764705882353,2.1176470588235294,2.6470588235294117,16.563080764535478,10.128372333826142,2.43212496118399,-2.1605899647514226,2.2748908812140702,-2.353219449727791,5.039653974725856,-0.05503554642492182,2.319695265821785,461.04445515194465,12.57698579026012,8.67098655025178,8.67098655025178,8.040912557858757,4.9492359404203725,4.9492359404203725,3.704441258530734,3.704441258530734,2.60659497593645,2.60659497593645,1.7072270216814176,1.7072270216814176,-1.48,7816.79425634862,11.98960467611348,4.414475063137193,2.025663273733915,95.35155232477385,25.162972533162872,18.31189916324491,6.22790117073487,5.879988336435371,0.0,5.689743398203474,4.567099647791355,4.794537184071822,4.9839785209472085,0.0,0.0,0.0,12.263210640074686,6.606881964512918,25.162972533162872,0.0,0.0,9.551078168738563,0.0,24.53980033397978,6.606881964512918,22.74749122234998,0.0,5.879988336435371,5.689743398203474,0.0,5.879988336435371,0.0,54.895968875859204,4.736862953800049,0.0,6.22790117073487,17.057747824146507,0.0,0.0,0.0,125.04,42.716414033131535,15.007591973753232,0.0,0.0,0.0,10.633466716252965,6.196843571613076,0.0,0.0,4.9839785209472085,14.94991774348146,6.066988851095993,0.0,14.687087112622827,37.05698197488873,-0.8195927815570669,-0.44630241139665716,1.148941798941799,-3.5502447089947102,-0.47719316893424013,0.0,0.5555555555555556,17,4,8,0,1,1,0,1,1,8,4,8,2,0,1,1,2,-2.4396,53.17120000000002,0,3,3,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M_r1p_c,MNXM1103205,10.149203987150415,-5.293509070294785,10.149203987150415,0.6248982741244649,0.41814524242229667,228.09299999999993,219.02099999999996,228.00460103782004,84,0,0.19079692729504671,-0.7897875067580183,0.7897875067580183,0.19079692729504671,1.3571428571428572,1.9285714285714286,2.2857142857142856,31.204462522606406,10.143102159032763,2.4296000831637845,-2.3177922472430974,2.3321562928435404,-2.351298276270605,7.427508930792501,-0.35397340499047053,2.6111759608930183,237.8861379231059,10.930721420318147,6.846603692264198,7.741030883264114,6.348353872014525,3.6782773605017933,5.138870847182235,2.759307036012593,3.864552737690401,1.731529786382926,2.1975110966025118,1.079657441989482,1.5085342376162219,-0.04999999999999999,1001.7548640600918,12.021684587813617,4.213446893102682,2.7203874578153697,78.94105822635566,38.93206379047026,18.31189916324491,6.290026729335213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.429579087645088,38.93206379047026,7.822697123132171,0.0,0.0,0.0,24.601925892580123,6.606881964512918,0.0,0.0,0.0,9.78682320550495,0.0,0.0,7.822697123132171,46.528390041615154,13.825658400443196,0.0,0.0,0.0,0.0,0.0,0.0,142.33999999999997,39.03150498022521,14.35187149043628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.260610115511867,15.319582184522117,18.53038454270597,0.0,20.29840797430083,26.821597852103807,0.0,0.0,0.0,-6.09309413580247,-0.6248982741244649,-5.293509070294785,1.0,14,3,8,0,1,1,0,0,0,8,3,9,3,0,1,1,1,-3.729299999999998,36.4519,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M_gdp_c,MNXM1103285,11.718571794451957,-5.8250557766173685,11.718571794451957,0.043861262920380506,0.26769513780980203,440.1780000000001,428.0820000000001,440.0025002037299,156,0,0.4756533689059622,-0.8569328930032929,0.8569328930032929,0.4756533689059622,1.3571428571428572,2.0357142857142856,2.6785714285714284,31.27024980220321,10.128419615887262,2.4495695915403894,-2.295498024150031,2.536248631192197,-2.333973584668871,7.589084283095989,-0.33437655926166904,1.7899948453776444,1032.4283316681122,20.853006672199008,13.437553214845249,15.226407596845078,12.877629196046422,7.285893031662751,10.241931633353524,5.579083725478007,8.322018615023861,3.662963441494021,5.763775235179246,2.543162889591302,4.077999988133969,-1.7100000000000002,1122914.6083352992,21.009820882564952,7.274434161711763,4.309960718801252,153.9006334700468,44.285706752458125,29.475777101628896,6.22790117073487,5.618183454609236,0.0,7.822697123132171,18.81076178491828,14.533005326825746,0.0,0.0,0.0,0.0,5.879988336435371,20.75689916240963,52.701155047777654,26.809272184648336,5.409283605791522,19.519035210632982,0.0,24.53980033397978,6.606881964512918,11.945503529373777,0.0,5.879988336435371,20.511534054954893,0.0,5.879988336435371,15.645394246264342,59.54428273082468,22.70133805499811,5.409283605791522,6.22790117073487,6.3273200747645415,0.0,11.16387793838399,0.0,262.04999999999995,58.29024833580165,39.1299135626422,0.0,11.16387793838399,0.0,10.894419722555895,0.0,0.0,0.0,23.78631409417703,10.146146559591571,35.88423984522565,0.0,39.529116952228506,39.36093354583046,-0.7095231974112388,-0.8162574874545891,0.0,-5.073359696935861,-0.9336270156210631,-11.130411834750754,0.5,28,5,16,0,1,1,0,2,2,14,5,18,6,0,1,1,3,-4.106029999999997,77.5718,0,2,2,0,0,4,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M_dnad_c,MNXM1103300,12.258419002189015,-5.705110923121493,12.258419002189015,0.030141650934023323,0.09471959531612141,662.3980000000005,638.2060000000004,662.07858448782,240,0,0.29154907048370116,-0.7558706242248344,0.7558706242248344,0.29154907048370116,1.0,1.6363636363636365,2.2954545454545454,31.270371593337646,10.123525290026981,2.4883738938365774,-2.3144600974439924,2.5571914452986126,-2.4625999612963914,7.59299103748729,-0.7654784932566534,1.1576280907235281,1627.4614278624035,31.97396253682915,21.984548345819515,23.77340272781935,20.671141513194563,12.481003607260671,15.40219058062156,9.570437174009014,12.528886600245341,6.681164135488811,9.211762064522462,4.537017668953264,6.552934271424286,-3.010000000000001,4391373025.084091,32.38536083220391,12.410403086179665,6.649830638278756,245.40855468550453,64.36888507196622,42.36385273112231,36.190594700312076,0.0,21.873295416999213,0.0,13.697196217654014,19.262566932465212,4.567099647791355,0.0,0.0,6.06636706846161,6.06636706846161,31.073840783439223,76.64304518208164,38.596440250435215,0.0,19.519035210632982,0.0,49.07960066795955,18.94743140618802,42.74451292137545,0.0,0.0,25.194117725299197,5.817862777835028,0.0,15.645394246264342,95.75201233346331,31.961948170509977,0.0,22.813791017238557,37.18106142967846,0.0,11.16387793838399,0.0,320.96000000000004,83.90806413120157,49.24409393364295,0.0,22.545192207916013,0.0,17.09126329416897,29.223997431092197,0.0,0.0,28.310061255888847,15.207393384762284,50.753596982495225,0.0,47.36318051291775,52.49762674291149,5.755590072935334,-1.4990527494026575,2.496273190238809,-7.824588478492413,-2.0265622191512276,-11.404952943341186,0.47619047619047616,44,6,21,0,2,2,0,3,3,20,5,23,11,0,2,2,5,-5.015299999999998,130.75210000000004,0,4,4,1,1,5,0,0,1,1,1,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
M_cmp_c,MNXM1103302,11.596407776588002,-5.000627735343193,11.596407776588002,0.28079404490344206,0.4088808161539199,321.182,309.08599999999996,321.03729813382,118,0,0.26483708088722974,-0.8456009302374488,0.8456009302374488,0.26483708088722974,1.5238095238095237,2.1904761904761907,2.761904761904762,31.20446178394468,10.128011845561579,2.4355001711181457,-2.2340077268124734,2.349781416492893,-2.3399165135143325,7.442863288721168,-0.29170855607342216,2.1563120924201353,615.255481539329,15.784092571446667,10.395731421643369,11.290158612643284,9.687359167265484,5.6957990687535345,7.191244183763865,4.313230477563038,5.508540911366792,2.8432958629851623,3.318655626000966,1.8707044930436798,2.2060116421277893,-1.33,36879.82653625283,16.047672125077447,5.811942248812526,3.6561522904854167,117.33277088017284,38.93411515333029,23.799606114702677,6.22790117073487,0.0,7.822697123132171,0.0,9.974331890722851,4.9839785209472085,0.0,0.0,0.0,6.06636706846161,6.196843571613076,12.617346804099753,38.93206379047026,7.822697123132171,5.409283605791522,9.551078168738563,0.0,24.53980033397978,6.606881964512918,17.750917591532456,0.0,6.010464839586836,15.48764594905095,0.0,6.010464839586836,7.822697123132171,49.57632568893027,13.825658400443196,5.409283605791522,6.22790117073487,12.263210640074686,0.0,0.0,0.0,184.00999999999996,44.9798442612117,24.77804207220592,0.0,5.48770695145777,0.0,10.763943219404432,6.06636706846161,0.0,0.0,9.507725682659025,15.039558162344047,20.589244867202567,0.0,22.29789947759449,38.33340206626898,-0.28079404490344206,0.0,0.2960589402942244,-4.531524352796676,-0.7314369960947342,-5.000627735343193,0.5555555555555556,21,4,11,0,1,1,0,1,1,10,4,12,4,0,1,1,2,-3.4673299999999974,59.22860000000003,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M_dad_5_c,MNXM1103313,9.930183767951625,-1.033713151927438,9.930183767951625,0.26373488284202606,0.5971795185520422,251.246,238.14199999999997,251.101839276,96,0,0.16713848752731408,-0.3875283902922168,0.3875283902922168,0.16713848752731408,1.2777777777777777,2.0555555555555554,2.7222222222222223,16.554228226410068,10.138973752892742,2.4148587694290127,-2.1578247692905026,2.3090179491289775,-2.2980621464258792,5.806576861216993,-0.029923546925861078,2.0805760768415817,585.8968811129424,12.861442840636295,9.632981747790994,9.632981747790994,8.592224152875014,5.5392493438055155,5.5392493438055155,4.295911848581014,4.295911848581014,3.1383252310868213,3.1383252310868213,2.113647863877538,2.113647863877538,-1.77,20439.06552099835,11.327784781464612,3.8697948936478843,1.4652034036567405,102.05192635104675,20.683585220643643,24.051953567877405,17.692941169337626,0.0,0.0,0.0,4.567099647791355,14.951935562841626,0.0,0.0,0.0,6.923737199690624,0.0,12.431286462512844,14.94991774348146,16.98174071621902,0.0,19.519035210632982,0.0,31.4635375336704,5.733667477162185,12.654640149529083,0.0,0.0,5.733667477162185,5.817862777835028,0.0,0.0,48.043989163559296,4.736862953800049,0.0,13.151638370425495,12.654640149529083,0.0,11.16387793838399,0.0,119.31000000000002,24.53980033397978,10.213054789681411,0.0,5.817862777835028,11.16387793838399,0.0,12.654640149529083,11.49083684748198,0.0,14.951935562841626,10.470530430962235,7.046296296296297,0.0,11.989545697908792,19.626106701940035,6.59003590325019,0.26373488284202606,0.0,-0.37321050642479414,1.690824357520786,0.0,0.5,18,4,8,0,1,1,0,2,2,8,3,8,1,0,1,1,3,-0.9523999999999999,61.33300000000001,0,2,2,1,0,4,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M_3hodcoa_c,MNXM1103315,12.751237876690624,-5.576938987165876,12.751237876690624,0.03022179949462722,0.017425708418886597,1050.0090000000007,979.4490000000008,1049.3710892900006,390,0,0.4807077013816808,-0.49654859355178693,0.49654859355178693,0.4807077013816808,0.8970588235294118,1.5,2.1176470588235294,32.16658129269889,9.872605704944892,2.5005677502651005,-2.2931710845338316,2.6095374075651505,-2.3954070638178373,8.131772533329478,-0.11231790372707638,1.352167157345357,2062.456255951978,50.54718405980774,38.67772245126198,42.177500605189444,31.948945167292983,22.587412222268473,28.09419775528287,17.075938167412794,22.46399393820271,10.723536796824026,14.69858925641029,6.971298807592129,10.520799280936197,-2.4800000000000013,121936770500721.55,59.827070680128465,29.138548331780914,21.881954597071534,399.3731739725025,55.57681381617565,36.259886343374006,28.705963443880957,5.897745344357611,0.0,23.46809136939651,32.917687782269965,28.647080417635614,4.310631369623587,0.0,116.00377764650115,6.4208216229260096,24.00948732199559,38.73456320336383,86.2147012326383,69.12248465390759,0.0,19.519035210632982,15.399799934668117,160.25209067536446,37.78979782475996,12.654640149529083,0.0,0.0,5.733667477162185,5.817862777835028,0.0,35.22997631878763,144.11204850108666,41.108417847424896,5.41499046939678,129.73225873662295,22.639449614800423,0.0,11.16387793838399,0.0,390.8400000000001,84.7423242216531,63.595965424079225,0.0,59.67877265518631,6.4208216229260096,48.24608961548958,78.05569062864137,0.0,0.0,40.69486075913899,19.51802475438587,62.480300866773256,0.9992231954262015,71.24356568236506,52.238885703192665,4.304691814779531,-0.9651159655791492,0.0,8.982136196588945,2.6263405788873233,-16.410028072433835,0.7948717948717948,68,11,25,0,1,1,0,2,2,20,10,29,35,0,1,1,3,5.577600000000011,251.8760999999994,0,5,5,1,0,4,0,0,0,0,1,1,0,0,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0
M_ametam_c,MNXM1103325,10.412237260645,-1.047748514529269,10.412237260645,0.10549221746311654,0.4337896099476584,356.45200000000006,332.26000000000005,356.16196246817987,132,0,0.16713852427661624,-0.38731452923463155,0.38731452923463155,0.16713852427661624,1.3333333333333333,2.125,2.875,32.21575210861082,10.136229337508402,2.4607477333570653,-2.158621464028869,2.3215742109073956,-2.5041694641273335,7.9572099565995345,-0.36673314448529915,1.7783021143596842,698.1996577524893,17.26722023457211,13.576763944187597,14.393260525115323,11.524075805453153,7.855745924733241,9.826943044040219,5.988617189421052,8.29314764206136,4.1900217463609275,6.07318875296109,2.865146950591488,4.565322531712887,-1.46,362174.6059917379,17.3658558951704,7.194684110004372,3.1954906675528707,141.94273889297466,26.41725269780583,41.661627169119285,17.692941169337626,0.0,0.0,0.0,4.567099647791355,14.951935562841626,0.0,0.0,0.0,10.894980750769237,6.4208216229260096,19.12784566418852,20.683585220643643,27.876721466988258,0.0,19.519035210632982,0.0,30.960621956905786,30.039900280079745,12.654640149529083,0.0,0.0,11.46733495432437,5.817862777835028,0.0,0.0,72.35022196647687,15.631843704569286,0.0,12.64872279366088,12.654640149529083,0.0,11.16387793838399,0.0,146.95,24.53980033397978,10.213054789681411,0.0,16.712843528604267,16.916731545130776,18.718431635585375,12.654640149529083,4.567099647791355,0.0,26.941372223515213,10.470530430962235,7.544191704459561,0.0,12.245935380841516,20.765818688586545,10.569946290176546,2.0270425534699346,0.0,2.8955212417800045,0.9016074787783287,0.10549221746311654,0.6428571428571429,24,7,9,0,1,1,0,2,2,8,4,10,6,0,1,1,3,-2.0921999999999956,91.0541,0,2,2,1,0,4,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
