BiGG,MNXM,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
M_2dmmql8_c,MNXM558,10.69321140617705,0.2207317672569924,10.69321140617705,0.2207317672569924,0.08928576144597135,705.1240000000001,632.5480000000002,704.553231544,284,0,0.12667694045935718,-0.5072958333652318,0.5072958333652318,0.12667694045935718,0.4230769230769231,0.7307692307692307,1.0769230769230769,16.26150992788479,9.999820825126568,2.0949180192960317,-2.088844435063123,2.3540602034825144,-1.8756508536803034,5.935704611372545,0.46456281723631426,1.6142292576553057,1642.2944397223937,38.30454337268842,34.50658240826327,34.50658240826327,24.849152103696476,20.005728659094796,20.005728659094796,15.558669177282873,15.558669177282873,10.023796803617007,10.023796803617007,6.41726453342452,6.41726453342452,-3.7799999999999985,91738158013.81989,44.38088444174468,25.2392753725735,19.167673670113242,318.7823954740145,10.213054789681411,11.49902366656781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.45846536907167,164.6923262095674,16.335899920626588,0.0,10.213054789681411,10.772448428929591,0.0,0.0,0.0,158.6259591411058,0.0,129.0882839292303,0.0,11.49902366656781,0.0,0.0,11.49902366656781,0.0,10.213054789681411,6.4208216229260096,0.0,157.7685890098768,123.52483243753329,0.0,10.772448428929591,0.0,40.46,0.0,10.213054789681411,0.0,11.49902366656781,17.193270051855603,76.19248934388312,63.84730110933216,6.06636706846161,24.26546827384644,110.92179565188664,0.0,0.0,0.0,0.0,22.461798978516363,12.474566401185278,0.4860393981007489,9.13326001502542,35.4545869462547,20.156414927584148,0.0,0.48,52,2,2,0,0,0,2,0,2,2,2,2,23,0,0,0,2,15.845199999999958,231.34959999999924,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M_hphhlipa_c,MNXM56168,16.11836642728659,-7.033552909452756,16.11836642728659,0.0012627873860049377,0.010286221831544028,2887.1649999999886,2654.3169999999923,2885.4342811212828,1148,0,0.4715041346578531,-0.8619164986009697,0.8619164986009697,0.4715041346578531,0.3010204081632653,0.6581632653061225,1.096938775510204,31.20758393323813,9.889899173235158,2.6412040501619645,-2.543741426067562,2.4945140986985526,-2.7188804132550404,7.4591402439478545,-0.4318725274021197,1.5308747076450149,5249.700544251392,144.80217069619704,114.75418677773759,117.43746835073735,93.35567508762101,71.69011962777428,76.14160334447543,53.278642054309834,56.68110586978552,36.65197246129786,38.13764526172355,25.5164342964715,27.058177608043355,-5.270000000000005,9.885213358688595e+69,177.39845710366578,95.70545922256416,63.86010440842244,1149.441668328304,265.3169899635634,188.82938470340375,43.658066422172666,11.574222305141193,0.0,31.69991827493957,33.68670536327044,4.565048284931329,0.0,0.0,375.42514759029586,63.16206367212331,38.524929737556064,99.15107679469999,293.5839341464937,71.07941378582282,0.0,0.0,9.984809465271338,734.6972219629185,46.24817375159042,0.0,0.0,0.0,39.99975599037272,0.0,0.0,23.46809136939651,467.42232307098413,136.56027965896126,0.0,478.1582935571116,9.984809465271338,0.0,0.0,0.0,1012.7200000000004,412.3914456807766,179.6838932889324,19.802129157825057,57.787394606334104,77.04985947511214,263.25368653996645,0.0,0.0,0.0,56.050979825126895,89.57416453802446,158.76988731372236,0.0,173.639587560314,300.84431561384383,0.0,-21.078390464370507,-5.151852696173166,-59.75602309461558,1.4611112440149379,-19.645302143402546,0.9389312977099237,196,23,62,0,7,7,0,0,0,60,23,65,108,0,7,7,7,1.6960999999999813,679.5149000000022,2,21,21,0,0,0,0,0,2,2,6,6,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0
M_dudp_c,MNXM572,11.568157087882767,-5.75969188856951,11.568157087882767,0.13292796516754857,0.46766154406729904,385.13800000000003,374.05,384.98545317173,136,0,0.475653354559035,-0.8584386267693661,0.8584386267693661,0.475653354559035,1.4583333333333333,2.125,2.7083333333333335,31.27024902352518,10.169827643624458,2.372693784552407,-2.295682745957511,2.535527936968544,-2.2818633203721688,7.589074556264338,-0.33437708824947193,2.000460173835875,745.255040065391,18.120955864630133,11.658481095495741,13.447335477495571,10.966945593523464,6.271850981839587,9.22788958353036,4.681042810278819,7.42397769982467,2.9239783700820765,5.024790163767301,1.969731603194222,3.5045687017368903,-1.1400000000000001,122927.35610326254,19.188263009494474,7.001129389583675,5.178431117038082,133.4720978849338,34.19520083667022,12.331867558483172,0.0,0.0,0.0,13.512440521335645,13.401478179126759,14.34356398995036,0.0,0.0,0.0,11.94635540489698,12.617665194539086,20.53354547539339,47.59462765293695,15.645394246264342,0.0,9.551078168738563,0.0,24.856655569157486,6.606881964512918,22.74749122234998,0.0,5.879988336435371,20.58309399854913,0.0,5.879988336435371,15.645394246264342,38.36583190634126,22.70133805499811,0.0,12.64872279366088,17.057747824146507,0.0,0.0,0.0,206.35999999999996,52.25784189164759,33.92451174912084,0.0,6.4208216229260096,0.0,16.83031028786604,0.0,0.0,0.0,13.818357052282611,9.630274556552525,35.32457892301187,0.0,44.36384762327123,20.734348556545683,-0.9202964481055662,-0.7567572984901145,0.9967886350072799,-2.537787528253573,-0.7983505763416479,-10.961927442200716,0.5555555555555556,24,2,13,0,1,1,0,1,1,12,2,15,6,0,1,1,2,-3.0723999999999974,66.94560000000001,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M_so4_c,MNXM58,8.520833333333334,-5.166666666666666,8.520833333333334,5.166666666666666,0.2759217158460571,96.063,96.063,95.95282663982,32,0,0.031050814727582362,-0.7587686166726576,0.7587686166726576,0.031050814727582362,1.2,1.2,1.2,32.251618420592436,15.817264767869066,1.4929475645234653,-2.058639548971378,1.5731195877802657,-1.906534018959991,7.7928062328651695,0.35247840099676503,4.062942298971397,86.81635834269238,4.5,2.041241452319315,2.857738033247041,2.0,0.6666666666666669,2.0,0.40824829046386324,1.2247448713915892,0.0,0.0,0.0,0.0,-0.13000000000000006,3.6096404744368114,4.87,0.9251210352643447,800.7694082840229,29.006182551727598,9.105499747380728,0.0,0.0,0.0,0.0,0.0,8.417796984328938,0.0,0.0,0.0,0.0,0.0,10.399000581649606,0.0,17.523296731709664,10.399000581649606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.523296731709664,10.399000581649606,0.0,0.0,0.0,0.0,0.0,0.0,80.25999999999999,10.399000581649606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.523296731709664,34.083333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.166666666666666,0.0,5,0,4,0,0,0,0,0,0,4,0,5,0,0,0,0,0,-1.3379999999999999,10.4746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M_alltt_c,MNXM584,10.118796296296296,-1.7151851851851847,10.118796296296296,1.1130092592592586,0.15493117010315285,175.124,168.06799999999998,175.04727828391,68,0,0.2806186273687377,-0.5458465355640363,0.5458465355640363,0.2806186273687377,1.25,1.5833333333333333,1.75,16.37269045252132,10.478980248565227,2.1019146175140673,-2.1851424138760382,1.739833813012754,-2.569737184817753,5.820194763420386,-0.30828146946500334,4.1359823272131315,199.10339998727648,9.723614639131599,5.788274041117269,5.788274041117269,5.43042811032654,2.72148728974826,2.72148728974826,1.7379370257158397,1.7379370257158397,0.7978144071613156,0.7978144071613156,0.4273725341930966,0.4273725341930966,-1.9899999999999998,249.0665264860381,10.01,4.007779396991544,3.928261558621199,66.84872709339685,30.7476965766066,6.165775612134527,0.0,0.0,12.043360254688356,0.0,10.818567211583044,0.0,0.0,0.0,0.0,0.0,0.0,5.969305287951849,20.11411936859394,18.012665542640207,10.818567211583044,10.633577208012662,0.0,6.165775612134527,0.0,0.0,0.0,0.0,15.740104602853368,0.0,0.0,0.0,34.39149594445614,4.794537184071822,10.818567211583044,0.0,0.0,0.0,0.0,0.0,152.35,24.17844115477473,9.901064578912528,0.0,0.0,0.0,0.0,0.0,10.633577208012662,0.0,0.0,21.031622001264456,0.0,0.0,10.118796296296296,42.86407407407408,0.0,-1.7151851851851847,-2.226018518518518,-1.7083333333333337,0.0,0.0,0.25,12,6,8,0,0,0,0,0,0,4,6,8,3,0,0,0,0,-2.7728599999999997,35.7774,1,2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M_LalaDgluMdapDala_c,MNXM59271,12.008802379512154,-1.4794447593852358,12.008802379512154,0.004713095229419428,0.11094679144290506,460.4640000000001,430.22400000000016,460.20490111990983,182,0,0.3280691300636856,-0.8619714466155202,0.8619714466155202,0.3280691300636856,0.71875,1.0625,1.40625,16.375877842794274,10.056165317104197,2.2189721154893154,-2.1692523066288847,2.120117307605097,-2.313575295250334,5.845548551141961,-0.21939284921236618,5.080200215595615,749.1227269745933,25.007707210578268,17.787687716115236,17.787687716115236,14.754703070770434,9.722988772173887,9.722988772173887,7.106470052694058,7.106470052694058,4.132526203765239,4.132526203765239,2.287307906161064,2.287307906161064,-3.260000000000001,2861002.1680650488,28.74,13.925970502439215,11.218189256842852,183.55898463748503,42.106499323368595,6.041840829147961,23.879172347011142,0.0,0.0,17.90791586385555,4.992404732635669,24.368421017486803,0.0,0.0,0.0,51.849327858368916,0.0,12.083681658295921,45.022775921259694,35.60115189692838,0.0,0.0,26.444549152231378,76.1607866597511,0.0,0.0,0.0,0.0,16.573862349165076,0.0,0.0,0.0,91.34299301687173,14.383611552215466,0.0,45.95158251401131,14.977214197907006,0.0,0.0,0.0,264.53999999999996,72.2311776655942,34.809721131578286,0.0,25.683286491704038,0.0,0.0,13.847474399381248,0.0,0.0,14.977214197907006,21.68038974400578,0.0,0.0,44.440049753957,58.54430453766667,10.774483889213563,-6.215478959330003,-6.061922117707205,-1.1012572881915341,2.7864868510581804,0.0,0.6666666666666666,32,9,14,0,0,0,0,0,0,9,7,14,15,0,0,0,0,-1.3372999999999928,112.21780000000008,3,2,2,0,0,0,0,0,3,3,3,0,0,0,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M_pant__R_c,MNXM593,10.032615740740741,-1.6134259259259263,10.032615740740741,0.38675925925925925,0.4890654687484365,147.14999999999998,136.06199999999998,147.06628241191,60,0,0.10057053088745674,-0.5472959582389952,0.5472959582389952,0.10057053088745674,1.7,2.1,2.2,16.401242050210012,9.876457757866978,2.2706044540238945,-2.279646686777917,2.1791831598542393,-2.4611345740925428,5.701672380663958,-0.31946030341827086,4.172476495163774,129.7095059445467,8.361807319565798,5.995380822303816,5.995380822303816,4.414719447276845,2.9135786060107614,2.9135786060107614,2.868267129389941,2.868267129389941,1.3709984343465371,1.3709984343465371,0.4055039692339994,0.4055039692339994,-0.6100000000000001,102.34488421560256,9.39,2.984751814352094,1.9656380115964802,59.10818495644438,20.11411936859394,6.103966387748303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.847474399381248,0.0,5.41499046939678,12.576187252464766,20.11411936859394,5.969305287951849,0.0,0.0,5.41499046939678,19.95144078712955,6.606881964512918,0.0,0.0,0.0,5.106527394840706,0.0,0.0,0.0,28.89320842989448,4.794537184071822,5.41499046939678,13.847474399381248,0.0,0.0,0.0,0.0,80.59,17.488262145096932,9.901064578912528,0.0,6.606881964512918,0.0,0.0,13.847474399381248,0.0,0.0,0.0,10.213054789681411,0.0,0.0,10.032615740740741,27.42701388888889,-1.0289351851851851,-1.5564351851851852,0.0,-1.6134259259259263,2.4891666666666667,0.0,0.8333333333333334,10,2,4,0,0,0,0,0,0,4,2,4,3,0,0,0,0,-1.8842999999999992,31.880599999999983,1,2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M_murein5px3p_c,MNXM5970,13.57429555063515,-2.316849218331688,13.57429555063515,0.31685791952405173,0.02068229583950179,1821.769000000002,1708.873,1820.723304083636,716,0,0.32805679239212965,-0.8621744426991836,0.8621744426991836,0.32805679239212965,0.49606299212598426,0.968503937007874,1.4724409448818898,16.757995237701355,9.932678793793777,2.5686956675979533,-2.502240640474533,2.388693156134876,-2.6711812424325987,5.933528808463998,-0.3575749838544515,1.8622987260736616,4125.75000351711,95.45311409419386,70.42843502602776,70.42843502602776,59.552291350738535,39.773785926771104,39.773785926771104,29.85539417370535,29.85539417370535,19.783796513185095,19.783796513185095,13.082948656454722,13.082948656454722,-10.639999999999988,1.3580418269715524e+38,106.89314356255485,50.20023429855349,31.66802479560559,723.3257109628258,176.02861893238037,169.91673913972835,24.9119210171536,53.07970809921849,0.0,29.846526439759245,34.35323048275814,54.520716961864665,0.0,0.0,0.0,144.19492635774478,12.841643245852019,26.427527858051672,194.2676373755773,106.51721591640822,0.0,0.0,70.63492900142587,316.3151286215717,26.427527858051672,11.959119761476623,0.0,0.0,26.15977705652501,0.0,0.0,0.0,423.0513594615204,66.60445250455956,0.0,133.44558822616634,76.86038128574032,0.0,0.0,0.0,872.1900000000006,372.87789646632893,151.6358707913768,0.0,12.841643245852019,0.0,75.49945244532701,0.0,0.0,0.0,64.9012615242637,48.36543406136263,55.78966191796266,0.0,112.40349965968461,285.0823791677828,5.284075319640188,-22.26999331991167,-24.340931297406406,-39.463920434876606,5.681895653791086,0.0,0.7297297297297297,127,23,53,0,6,6,0,0,0,39,22,53,27,0,3,3,6,-5.952800000000016,432.07820000000123,5,16,16,0,0,0,0,0,5,5,5,0,0,0,13,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M_iasp_c,MNXM599,9.719120370370371,-1.553333333333333,9.719120370370371,0.8379629629629632,0.44115095575062224,130.07899999999998,126.04699999999998,130.01458118791,50,0,0.3493885328532799,-0.5497403104557784,0.5497403104557784,0.3493885328532799,1.5555555555555556,2.0,2.111111111111111,16.373420621026067,10.268096191984512,2.0429768075781913,-1.9645507714451957,1.7945977361786454,-2.2747254513984214,6.365331814535011,-0.30344186723607003,3.788427600543414,161.95057052383706,7.439157588755425,4.379065248078095,4.379065248078095,4.0365812602091875,2.043086014632321,2.043086014632321,1.3324911182265398,1.3324911182265398,0.5792727234924336,0.5792727234924336,0.2199504298738628,0.2199504298738628,-1.39,60.47184355343589,7.61,2.806214595296775,3.2151437216338885,50.43094007476372,15.007591973753234,5.711685002770702,0.0,0.0,0.0,5.969305287951849,5.409283605791522,4.794537184071822,0.0,0.0,0.0,0.0,12.390126910877859,0.0,19.802129157825057,17.650295578674402,5.409283605791522,0.0,0.0,6.4208216229260096,0.0,0.0,0.0,0.0,5.106527394840706,0.0,0.0,0.0,22.756822973515106,9.589074368143644,5.409283605791522,6.4208216229260096,0.0,0.0,0.0,0.0,101.28,24.07111720160041,14.69560176298435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.515811000632228,0.0,0.0,19.31800925925926,23.967546296296295,-0.8657407407407403,-3.081851851851851,0.0,-0.8379629629629632,0.0,0.0,0.25,9,2,5,0,0,0,0,0,0,4,2,5,3,0,0,0,0,-1.7692300000000003,24.9865,2,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M_hco3_c,MNXM60,8.444444444444445,-2.083333333333333,8.444444444444445,2.083333333333333,0.38591785780261334,61.016000000000005,60.008,60.99311747191,24,0,0.24864586261863528,-0.5651787281645311,0.5651787281645311,0.24864586261863528,2.0,2.0,2.0,16.55152843980027,11.460403250434647,1.5079183731009735,-1.7403783396808334,1.3203403924338049,-2.174049722227878,5.500621649933925,-0.2750759043009082,2.8030394876740514,26.264662506490403,3.5773502691896257,1.7637101764276841,1.7637101764276841,1.7320508075688772,0.6318550882138421,0.6318550882138421,0.26590751916838873,0.26590751916838873,0.0,0.0,0.0,0.0,-0.73,3.2451124978365313,3.2700000000000005,0.7105286343612336,0.17373428410583605,22.489240632265343,15.007591973753234,0.0,0.0,6.155365629538759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.007591973753234,6.155365629538759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.106527394840706,4.794537184071822,0.0,0.0,11.261893024379464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.36,6.155365629538759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.007591973753234,0.0,0.0,8.444444444444445,15.305555555555555,0.0,0.0,0.0,-2.083333333333333,0.0,0.0,0.0,4,1,3,0,0,0,0,0,0,2,1,3,0,0,0,0,0,-1.1122999999999998,8.0248,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M_skm_c,MNXM602,10.268880385487527,-1.4305555555555556,10.268880385487527,0.18027777777777754,0.3959432833371624,173.14399999999998,164.07199999999997,173.04554696791,68,0,0.10960905473439962,-0.5451756245604139,0.5451756245604139,0.10960905473439962,1.5,2.0833333333333335,2.5,16.372037647615056,9.923235074632967,2.285881224465373,-2.2736901143380983,2.180807802956063,-2.4226297170576614,5.8467643772154725,-0.2996173751568843,2.809449955869897,221.83662511442938,9.300964908321223,6.174645225372652,6.174645225372652,5.519744507803582,3.4833217753572963,3.4833217753572963,2.73201931648009,2.73201931648009,1.8073205840887014,1.8073205840887014,1.0977981620463233,1.0977981620463233,-0.9099999999999999,405.29230766986643,9.180171325518485,3.2203779509371033,1.6324845120340612,68.57192663732351,25.220646763434644,12.207932775496605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.64912463690315,6.4208216229260096,12.073271675700152,25.220646763434644,5.969305287951849,0.0,0.0,0.0,24.732720786170916,0.0,11.64912463690315,0.0,0.0,5.106527394840706,0.0,0.0,0.0,39.60078663571887,4.794537184071822,0.0,6.4208216229260096,11.64912463690315,0.0,0.0,0.0,100.82,24.281204451196757,9.901064578912528,0.0,11.993926152995277,0.0,6.076020106833881,0.0,0.0,0.0,0.0,15.319582184522117,0.0,0.0,10.268880385487527,37.27209183673469,-0.18027777777777754,-1.4305555555555556,0.0,-3.0968055555555565,0.0,0.0,0.5714285714285714,12,3,5,1,0,1,0,0,0,5,3,5,1,0,0,0,1,-2.850899999999999,35.727399999999996,1,3,3,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M_tym_c,MNXM603,8.909267290249433,0.3266780045351476,8.909267290249433,0.3266780045351476,0.6012606553237445,138.19000000000003,126.09399999999998,138.09134042409,54,0,0.11509490194645627,-0.5079666450057432,0.5079666450057432,0.11509490194645627,1.2,1.8,2.3,16.25463254704128,10.14440884553601,1.903687432766405,-1.9487425026201168,2.0843408698313906,-2.506270189144476,5.252590285837035,-0.3660876112690913,2.693803452362809,192.91749419417292,7.397341225498538,5.877935015818105,5.877935015818105,4.82569850269549,3.3985273933891715,3.3985273933891715,2.270000570804298,2.270000570804298,1.4017921349133686,1.4017921349133686,0.8667387421873356,0.8667387421873356,-1.02,210.07561699601456,7.091358574610246,3.2248465665342856,1.739178486124621,60.2954117974989,10.84019487200289,5.749511833283905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.13273413692322,17.696185628620217,6.4208216229260096,6.544756405912575,10.84019487200289,0.0,0.0,0.0,0.0,6.4208216229260096,6.544756405912575,29.828919765543436,0.0,5.749511833283905,5.733667477162185,0.0,5.749511833283905,0.0,11.65128380075328,6.4208216229260096,0.0,5.563451491696996,24.26546827384644,0.0,0.0,0.0,47.870000000000005,0.0,0.0,0.0,0.0,5.749511833283905,12.965578028838586,5.563451491696996,12.13273413692322,12.13273413692322,5.733667477162185,5.106527394840706,0.0,0.0,0.0,8.909267290249433,4.970335884353742,0.3266780045351476,7.233148148148149,0.9863888888888889,0.9075151171579743,0.0,0.25,10,4,2,0,0,0,1,0,1,1,2,2,2,0,0,0,1,0.17659999999999987,39.5659,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
