BiGG,val,MNXM,Name,description,InChI,InChIKey,SMILES,reference,formula,mass,MolLogP,charge,mass_rank,MolLogP_rank,charge_rank,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,PC1,PC2,PC3,PC4,PC5
M_10fthf_c,4,MNXM1102376,(6S)-10-formyltetrahydrofolate,10-Formyltetrahydrofolate,"InChI=1S/C20H23N7O7/c21-20-25-16-15(18(32)26-20)23-11(7-22-16)8-27(9-28)12-3-1-10(2-4-12)17(31)24-13(19(33)34)5-6-14(29)30/h1-4,9,11,13,23H,5-8H2,(H,24,31)(H,29,30)(H,33,34)(H4,21,22,25,26,32)/p-2/t11-,13+/m1/s1",InChIKey=AUFGTPPARQZWDO-YPMHNXCESA-L,Nc1nc2c(c(=O)[nH]1)N[C@@H](CN(C=O)c1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)CN2,chebi:57454,C20H21N7O7,471.15134,-2.455129999999997,-2.0,641.5,383.5,316.5,12.353772254043474,-1.424112248933468,12.353772254043474,0.1152693364333112,0.2003148060493538,471.43000000000006,450.2620000000001,471.15134317182,180.0,0.0,0.3257174992933485,-0.8569953158156386,0.8569953158156386,0.3257174992933485,1.3235294117647058,2.0294117647058822,2.647058823529412,16.371586948339267,10.10046441354745,2.2276525231930617,-2.325054170618924,2.279785085902413,-2.4368435451697894,5.967771587771439,-0.3054151246288655,1.64696623781836,1148.9497925506862,24.82769816688718,17.661009538356623,17.661009538356623,16.171942850993997,10.094421094727585,10.094421094727585,7.442338413953564,7.442338413953564,5.040335608068268,5.040335608068268,3.342494507074889,3.342494507074889,-4.620000000000002,26500660.069380287,24.030936463775323,10.331188737541911,5.787112678272239,191.6949441549462,45.94837343241061,11.85970360698299,0.0,12.028278760725357,5.907179729351506,5.969305287951849,14.998357973935164,9.77851570501903,0.0,0.0,0.0,37.107111519698464,36.18964420259293,11.729227103831525,34.4977309208094,41.44852093857348,5.409283605791522,15.284745645900747,0.0,24.925324904147946,28.62299975068829,35.44710322015267,0.0,5.879988336435371,36.681513787160114,17.192635327202154,5.879988336435371,0.0,64.50356451822752,14.383611552215466,5.409283605791522,23.199631921620835,24.26546827384644,0.0,0.0,0.0,226.49,36.18844109376455,29.3912035259687,0.0,35.87644007897634,24.460100764547285,0.0,29.16537800469692,0.0,0.0,25.91832285391341,10.515811000632228,0.0,0.0,53.3405010338206,47.4012006167296,0.4485282694760504,-3.7819854965158086,4.014158499013868,-0.2632006994481408,0.5074644435905047,0.0,0.3,34.0,6.0,14.0,0.0,1.0,1.0,1.0,1.0,2.0,10.0,6.0,14.0,10.0,0.0,0.0,0.0,3.0,112.77180000000006,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,4.0,3.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1490177080350532,-0.1928005487987435,-0.2737946345683963,0.6654218910578514,0.8879479507997231
M_26dap__M_c,4,MNXM529,"meso-2,6-diaminoheptanedioate","Meso-2,6-Diaminoheptanedioate","InChI=1S/C7H14N2O4/c8-4(6(10)11)2-1-3-5(9)7(12)13/h4-5H,1-3,8-9H2,(H,10,11)(H,12,13)/t4-,5+",InChIKey=GMKMEZVLHJARHF-SYDPRGILSA-N,[NH3+][C@@H](CCC[C@@H]([NH3+])C(=O)[O-])C(=O)[O-],chebi:57791,C7H14N2O4,190.09536,-1.019499999999998,0.0,317.5,567.5,770.5,10.236302122700932,-1.0797255291005288,10.236302122700932,0.2463425925925926,0.424310400493875,190.199,176.087,190.095356928,76.0,0.0,0.3199673036345417,-0.4800864475621296,0.4800864475621296,0.3199673036345417,1.0,1.3076923076923077,1.5384615384615383,16.37069795167238,10.069936871451976,2.1411446799718408,-2.0749025627256947,2.0139933275879667,-2.3250054309662573,5.732739229632328,-0.13852840031125,3.559599938256415,174.93156363813893,10.430721420318148,7.1416451922457895,7.1416451922457895,5.947264862732149,3.91597540274784,3.91597540274784,2.8203651403488603,2.8203651403488603,1.6646515728816715,1.6646515728816715,0.8046281108965438,0.8046281108965438,-1.14,487.225327334576,11.86,5.496132506262375,5.154841685431577,75.52019681271419,21.68038974400578,12.08368165829592,0.0,0.0,0.0,11.9386105759037,9.589074368143644,0.0,0.0,0.0,0.0,19.26246486877803,0.0,0.0,19.802129157825057,11.9386105759037,0.0,0.0,11.46733495432437,31.34614652707395,0.0,0.0,0.0,0.0,11.46733495432437,0.0,0.0,0.0,34.235347023881026,9.589074368143644,0.0,19.26246486877803,0.0,0.0,0.0,0.0,126.64,24.02229223419961,9.589074368143644,0.0,12.84164324585202,6.4208216229260096,0.0,0.0,0.0,0.0,0.0,21.68038974400578,0.0,0.0,20.472604245401865,16.767682980599645,10.382043650793651,-2.159451058201057,-1.8592687074829937,0.8963888888888891,0.0,0.0,0.7142857142857143,13.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,6.0,6.0,0.0,0.0,0.0,0.0,45.0734,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9365278320370063,-0.2689941035520014,0.043136040140291,-0.6023283372014812,-0.0278485208547346
M_2dmmq8_c,4,MNXM2178,2-demethylmenaquinone-8,2-Demethylmenaquinone 8,"InChI=1S/C50H70O2/c1-38(2)19-12-20-39(3)21-13-22-40(4)23-14-24-41(5)25-15-26-42(6)27-16-28-43(7)29-17-30-44(8)31-18-32-45(9)35-36-46-37-49(51)47-33-10-11-34-48(47)50(46)52/h10-11,19,21,23,25,27,29,31,33-35,37H,12-18,20,22,24,26,28,30,32,36H2,1-9H3/b39-21+,40-23+,41-25+,42-27+,43-29+,44-31+,45-35+",InChIKey=GDUBPWSFXUAETN-AENDIINCSA-N,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC1=CC(=O)c2ccccc2C1=O,chebi:48455,C50H70O2,702.53758,15.43379999999996,0.0,756.0,947.0,770.5,12.79737337413296,-0.0692682327430076,12.79737337413296,0.0246923691562432,0.1063998838940437,703.1080000000001,632.5480000000002,702.5375814800001,282.0,0.0,0.189705725914547,-0.2892509780064091,0.2892509780064091,0.189705725914547,0.4230769230769231,0.7307692307692307,1.0769230769230769,16.143646941506095,9.876081857744948,2.235841587782452,-2.1351786247828954,2.241953280364237,-2.1600751238240825,6.240920160804971,0.0982523717818067,1.5991499431371046,1600.2949976930188,38.30454337268842,34.42865179819107,34.42865179819107,24.84915210369648,19.966763354058696,19.966763354058696,15.518196883829976,15.518196883829976,9.984670690150825,9.984670690150825,6.386697578528973,6.386697578528973,-3.78,91738158013.81989,44.38088444174468,25.2392753725735,19.16767367011324,318.5996419098477,0.0,0.0,11.566489892729878,0.0,0.0,0.0,9.589074368143644,0.0,0.0,0.0,117.45846536907167,164.70197924793968,16.70000751346326,0.0,9.589074368143644,11.566489892729878,0.0,0.0,0.0,158.6259591411058,0.0,140.23449298936885,0.0,0.0,0.0,0.0,0.0,0.0,11.566489892729878,0.0,0.0,179.34193649264347,129.10759000597483,0.0,0.0,0.0,34.14,0.0,9.589074368143644,0.0,11.566489892729878,23.12082913638927,77.04985947511214,63.50249959324002,18.19910120538483,6.06636706846161,110.92179565188664,0.0,0.0,0.0,25.21255784186704,0.0,13.249805093224898,-0.0939606018992509,7.102046993128636,36.61613199158781,20.08008534875753,0.0,0.48,52.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,23.0,0.0,0.0,0.0,2.0,228.1709999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4011767825033945,0.4942956473337504,0.5279648272725612,-2.130473520319567,-3.2192915462198024
M_2dmmql8_c,4,MNXM558,2-demethylmenaquinol-8,2-Demethylmenaquinol 8,"InChI=1S/C50H72O2/c1-38(2)19-12-20-39(3)21-13-22-40(4)23-14-24-41(5)25-15-26-42(6)27-16-28-43(7)29-17-30-44(8)31-18-32-45(9)35-36-46-37-49(51)47-33-10-11-34-48(47)50(46)52/h10-11,19,21,23,25,27,29,31,33-35,37,51-52H,12-18,20,22,24,26,28,30,32,36H2,1-9H3/b39-21+,40-23+,41-25+,42-27+,43-29+,44-31+,45-35+",InChIKey=FGYPGICSXJEKCG-AENDIINCSA-N,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/Cc1cc(O)c2ccccc2c1O,chebi:61873,C50H72O2,704.55323,15.845199999999958,0.0,758.0,950.0,770.5,10.69321140617705,0.2207317672569924,10.69321140617705,0.2207317672569924,0.0892857614459713,705.1240000000001,632.5480000000002,704.553231544,284.0,0.0,0.1266769404593571,-0.5072958333652318,0.5072958333652318,0.1266769404593571,0.4230769230769231,0.7307692307692307,1.0769230769230769,16.26150992788479,9.999820825126568,2.094918019296032,-2.088844435063123,2.3540602034825144,-1.875650853680304,5.935704611372545,0.4645628172363142,1.6142292576553057,1642.2944397223937,38.30454337268842,34.50658240826327,34.50658240826327,24.84915210369648,20.0057286590948,20.0057286590948,15.558669177282871,15.558669177282871,10.023796803617008,10.023796803617008,6.41726453342452,6.41726453342452,-3.78,91738158013.81989,44.38088444174468,25.2392753725735,19.16767367011324,318.7823954740145,10.213054789681411,11.49902366656781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.45846536907167,164.6923262095674,16.335899920626588,0.0,10.213054789681411,10.772448428929591,0.0,0.0,0.0,158.6259591411058,0.0,129.0882839292303,0.0,11.49902366656781,0.0,0.0,11.49902366656781,0.0,10.213054789681411,6.4208216229260096,0.0,157.7685890098768,123.52483243753328,0.0,10.772448428929591,0.0,40.46,0.0,10.213054789681411,0.0,11.49902366656781,17.193270051855603,76.19248934388312,63.84730110933216,6.06636706846161,24.26546827384644,110.92179565188664,0.0,0.0,0.0,0.0,22.461798978516363,12.474566401185278,0.4860393981007489,9.13326001502542,35.4545869462547,20.156414927584148,0.0,0.48,52.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,23.0,0.0,0.0,0.0,2.0,231.34959999999924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.258156946013151,1.0872051714700974,0.6745073735484324,-2.711202095521128,-3.14039258635252
M_2dr1p_c,4,MNXM1108138,2-deoxy-alpha-D-ribose 1-phosphate,2-Deoxy-D-ribose 1-phosphate,"InChI=1S/C5H11O7P/c6-2-4-3(7)1-5(11-4)12-13(8,9)10/h3-7H,1-2H2,(H2,8,9,10)/p-2/t3-,4+,5+/m0/s1",InChIKey=KBDKAJNTYKVSEK-VPENINKCSA-L,O=P([O-])([O-])O[C@@H]1C[C@H](O)[C@@H](CO)O1,chebi:57259,C5H9O7P,212.00969,-2.700099999999998,-2.0,352.0,354.5,316.5,10.114759542705972,-5.096147959183675,10.114759542705972,0.1391898148148147,0.4876825975538167,212.094,203.022,212.00968641782,78.0,0.0,0.1650285775241576,-0.7897891453896272,0.7897891453896272,0.1650285775241576,1.6153846153846154,2.230769230769231,2.6153846153846154,31.204462376009044,10.182674563250734,2.338940843157903,-2.3075579036599696,2.328844069961624,-2.2498959318065737,7.427475050062087,-0.3515470344346889,2.4457355747578893,212.9284413856168,10.060477932315068,6.529146608761162,7.423573799761078,5.920833517085959,3.569908385015691,5.030501871696133,2.642339774036396,3.747585475714204,1.61628724979332,2.1096236346228547,1.0667404682403308,1.4904806054967146,-0.0099999999999999,652.2072119945523,11.066982294072364,4.015731233505844,3.318182206149908,74.14682447415963,33.825536395629555,6.103966387748303,6.290026729335213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4208216229260096,20.53354547539339,33.825536395629555,7.822697123132171,0.0,0.0,0.0,24.91878112775783,6.606881964512918,0.0,0.0,0.0,9.78682320550495,0.0,0.0,7.822697123132171,35.31789625902615,13.825658400443196,0.0,6.4208216229260096,0.0,0.0,0.0,0.0,122.11,32.92753859247691,14.35187149043628,0.0,6.4208216229260096,0.0,0.0,0.0,0.0,0.0,4.5237471617118175,14.94991774348146,18.77140306122449,0.0,20.229519085411944,17.684097852103804,0.0,0.0,0.0,-3.328001543209877,-0.4553149407911314,-5.096147959183675,1.0,13.0,2.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,2.0,8.0,3.0,0.0,1.0,1.0,1.0,35.0621,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3176585925751265,-1.8385201575251773,-0.0416217583166871,1.2081530119477435,0.3308000214003802
M_2fe2s_c,4,MNXM1107419,[2Fe-2S](2+),[2Fe-2S] iron-sulfur cluster,InChI=1S/2Fe.2S/q2*+1;;,InChIKey=XSOVBBGAMBLACL-UHFFFAOYSA-N,S1[Fe+]S[Fe+]1,chebi:33737,Fe2S2,175.81292,1.2914,2.0,277.0,772.0,950.0,0.0,0.0,0.0,0.0,0.4873530777203027,175.824,175.824,175.81291984018,26.0,6.0,1.0,0.0,1.0,0.0,0.5,0.5,0.5,,,,,,,,,-0.0,4.0,0.0,1.5236033621142735,5.364965690205828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.738961038961039,0.0,42.62062844092687,21.90813023269572,9.275619932464988,60.9454272142801,0.0,0.0,0.0,0.0,0.0,34.13735630481131,0.0,0.0,0.0,0.0,0.0,0.0,26.99138669326974,0.0,34.13735630481131,26.99138669326974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.99138669326974,0.0,34.13735630481131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.12874299808105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,15.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.985903689163916,9.698609409329586,-0.9654798450561438,-1.3410262334582783,0.7728971242392201
M_3mob_c,4,MNXM732866,3-methyl-2-oxobutanoate,3-Methyl-2-oxobutanoate,"InChI=1S/C5H8O3/c1-3(2)4(6)5(7)8/h3H,1-2H3,(H,7,8)/p-1",InChIKey=QHKABHOOEWYVLI-UHFFFAOYSA-M,CC(C)C(=O)C(=O)[O-],chebi:11851,C5H7O3,115.04007,-1.0386000000000002,-1.0,117.0,564.0,529.0,10.180555555555555,-1.5972222222222217,10.180555555555555,0.4583333333333337,0.4318230937903889,115.108,108.05199999999998,115.04006766391,46.0,0.0,0.1802816082987375,-0.5417017271604566,0.5417017271604566,0.1802816082987375,1.375,1.75,1.75,16.375657022775812,10.119566535421182,2.0535864457136217,-2.0108128449555336,1.9018686156976528,-2.33873394536146,6.317730484464339,-0.2999485826047104,3.842578125733779,114.84218989165528,6.732050807568877,4.802095140581215,4.802095140581215,3.553418012614795,2.3057481086698592,2.3057481086698592,1.806408787055647,1.806408787055647,0.7255618585214199,0.7255618585214199,0.2357022603955159,0.2357022603955159,-0.8600000000000001,39.36806555425064,7.140000000000001,2.448193831535354,1.728094061153873,47.31629743769951,9.901064578912528,5.969305287951849,5.783244946364939,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,13.847474399381248,0.0,5.917906046161393,0.0,14.69560176298435,11.75255023431679,0.0,0.0,5.917906046161393,13.847474399381248,0.0,0.0,0.0,0.0,5.106527394840706,0.0,0.0,0.0,11.75255023431679,9.589074368143644,5.917906046161393,13.847474399381248,0.0,0.0,0.0,0.0,57.2,17.670456280478184,14.69560176298435,0.0,0.0,0.0,0.0,13.847474399381248,0.0,0.0,0.0,0.0,0.0,0.0,19.860648148148147,9.680092592592592,0.0,-2.898148148148148,0.0,0.0,3.024074074074074,0.0,0.6,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,24.85199999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.676875558572249,-0.5990174195772489,0.0671550652814008,-0.8594536268166121,-0.1019791429166927
M_4abut_c,4,MNXM192,4-aminobutanoate,4-Aminobutanoate,"InChI=1S/C4H9NO2/c5-3-1-2-4(6)7/h1-3,5H2,(H,6,7)",InChIKey=BTCSSZJGUNDROE-UHFFFAOYSA-N,[NH3+]CCCC(=O)[O-],chebi:59888,C4H9NO2,103.06333,-0.1901000000000001,0.0,98.0,672.0,770.5,9.702638888888888,-0.772731481481481,9.702638888888888,0.1909722222222221,0.5200092163601909,103.121,94.049,103.063328528,42.0,0.0,0.3028891240181524,-0.4812297935234415,0.4812297935234415,0.3028891240181524,1.7142857142857142,2.2857142857142856,2.4285714285714284,16.365123186260245,10.31314201270467,1.9052111489948755,-1.8557822913892643,1.8164359812265265,-2.021253741771132,5.66045965994658,-0.1365762348098158,2.8219389370591843,62.71013448036486,5.698670612749268,4.05413249871309,4.05413249871309,3.270055610029662,2.189532624039048,2.189532624039048,1.28596706841144,1.28596706841144,0.5947663120195236,0.5947663120195236,0.2532877977688784,0.2532877977688784,-0.5700000000000001,29.01955000865388,6.43,3.614162062615101,5.43,42.12972392027186,10.84019487200289,0.0,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,0.0,12.965578028838586,6.4208216229260096,0.0,9.901064578912528,5.969305287951849,0.0,0.0,5.733667477162185,12.84164324585202,6.544756405912575,0.0,0.0,0.0,5.733667477162185,0.0,0.0,0.0,17.62058908870513,4.794537184071822,0.0,12.84164324585202,0.0,0.0,0.0,0.0,63.32000000000001,5.969305287951849,4.794537184071822,0.0,6.4208216229260096,12.965578028838586,0.0,0.0,0.0,0.0,0.0,10.84019487200289,0.0,0.0,9.702638888888888,7.989027777777777,5.013472222222222,-0.772731481481481,0.0,0.7696759259259258,0.4645833333333333,0.0,0.75,7.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,25.924199999999995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.9538449863881073,0.2344880404849857,-0.0506309585232239,-0.5187869775439464,0.012667773418684
