Source	BiGG	MNXM	Stuff	
bigg.metabolite:	1gLIPIDSr	MNXM1091667	1gLIPIDSr
bigg.metabolite:	1gMeasuredSolutes	MNXM1091668	1gMeasuredSolutes
bigg.metabolite:	1gMeasuredSolutes2	MNXM1091669	1gMeasuredSolutes2
bigg.metabolite:	1gOtherSolutes2	MNXM1091670	1gOtherSolutes2
bigg.metabolite:	1gOtherSolutes_r	MNXM1091671	1gOtherSolutesr
bigg.metabolite:	1gPROTEIN	MNXM1091672	1gPROTEIN
bigg.metabolite:	1gPROTEIN2	MNXM1091673	1gPROTEIN2
bigg.metabolite:	1gRNA	MNXM1091674	1gRNA
bigg.metabolite:	1gRNA2	MNXM1091675	1gRNA2
bigg.metabolite:	1gUnmeasuredSolutes	MNXM1091676	1gUnmeasuredSolutes
bigg.metabolite:	1h2nap	MNXM1091677	1-Hydroxy-2-naphthoate
bigg.metabolite:	1hibup__S	MNXM1091678	1-hydroxyS-ibuprofen
bigg.metabolite:	1hibupglu__S	MNXM1091679	1-hydroxyS-ibuprofen-glucuronide
bigg.metabolite:	1pqq	MNXM1091680	62amino2carboxylatoethyl7hydroxy8oxo123478hexahydroquinoline24dicarboxylate
bigg.metabolite:	1py4h3c	MNXM1091681	1pyrroline4hydroxy2carboxylate
bigg.metabolite:	23btdl	MNXM1091682	Butane-2,3-diol
bigg.metabolite:	23oxsucc	MNXM1091683	2-hydroxy-3-oxosuccinate(2-)
bigg.metabolite:	23tart	MNXM1091684	(2R,3S)-tartrate
bigg.metabolite:	2a3o4pob	MNXM1091685	2-Amino-3-oxo-4-phosphonooxybutyrate
bigg.metabolite:	2aeppn	MNXM1091686	2Aminoethylphosphonate
bigg.metabolite:	2bdgsglyc	MNXM1091687	2-beta-D-Glucosyl-sn-glycerol
bigg.metabolite:	2beACP	MNXM1091688	But2enoylacylcarrierprotein
bigg.metabolite:	2beacp	MNXM1091689	But2enoylacylcarrierprotein
bigg.metabolite:	2c4mthzep	MNXM1091690	2-[(2R,5Z)-2-Carboxy-4-methylthiazol-5(2H)-ylidene]ethylphosphate
bigg.metabolite:	2chdeacp	MNXM1091691	CisHexadec2enoylacylcarrierprotein
bigg.metabolite:	2cocdacp	MNXM1091692	CisOctadec2enoylacylcarrierprotein
bigg.metabolite:	2ctdeacp	MNXM1091693	CisTetradec2enoylacylcarrierprotein
bigg.metabolite:	2ddara	MNXM1091694	2-dehydro-3-deoxy-D-arabinonate
bigg.metabolite:	2dmmq4	MNXM1091695	2-Demethylmenaquinone4
bigg.metabolite:	2h24pdn	MNXM1091696	2h24pdnc
bigg.metabolite:	2h3mb	MNXM1091697	2hydroxy3methylbutanoate
bigg.metabolite:	2h3mp	MNXM1091698	2hydroxy3methylpentanoate
bigg.metabolite:	2hadnt	MNXM1091699	2Hydroxylamino46dinitrotoluene
bigg.metabolite:	2hetdp	MNXM1091700	2-(alpha-Hydroxyethyl)thiaminediphosphate
bigg.metabolite:	2hibup__R	MNXM1091702	2-hydroxy-R-ibuprofen
bigg.metabolite:	2hibup__S	MNXM1091703	2-hydroxy-S-ibuprofen
bigg.metabolite:	2hibupglu__S	MNXM1091704	2-hydroxyS-ibuprofen-glucuronide
bigg.metabolite:	2hptcl	MNXM1091705	2-hydroxycyclohepta-1,4,6-triene-1-carboxylate
bigg.metabolite:	2hptcoa	MNXM1091706	2-hydroxycyclohepta-1,4,6-triene-1-carboxyl-CoA
bigg.metabolite:	2hxic__L	MNXM1091707	L2hydroxyisocaproate
bigg.metabolite:	2ip3os	MNXM1091708	(2S)-2-isopropyl-3-oxosuccinate
bigg.metabolite:	2m35mdntha	MNXM1091709	N2methyl35dinitrophenyl4methyl35dinitroaniline
bigg.metabolite:	2m3os	MNXM1091710	2-methyl-3-oxosuccinate(2-)
bigg.metabolite:	2m6sbenzq	MNXM1091711	2-Methyl-6-solanyl-1,4-benzoquinol
bigg.metabolite:	2m6solbzq	MNXM1091712	2-Methyl-6-solanyl-1,4-benzoquinol
bigg.metabolite:	2mb_p	MNXM1091713	2methylbutanoylp
bigg.metabolite:	2mba	MNXM1091714	2methylbutanoicacid
bigg.metabolite:	2mbutACP	MNXM1091715	2-methylbutyryl-ACP
bigg.metabolite:	2mehbtpp	MNXM1091716	2-Methyl-1-hydroxybutyl-TPP
bigg.metabolite:	2mehtpp	MNXM1091717	2-Methyl-1-hydroxypropyl-TPP
bigg.metabolite:	2mm	MNXM1091718	2-Methylmaleate
bigg.metabolite:	2mm__R	MNXM1091719	(R)-2-Methylmalate
bigg.metabolite:	2mpa	MNXM1091720	2methylpropanoicacid
bigg.metabolite:	2np6mep	MNXM1091721	2-nonaprenyl-6-methoxyphenol
bigg.metabolite:	2np6mobq	MNXM1091722	2-nonaprenyl-6-methoxy-1,4-benzoquinone
bigg.metabolite:	2npmhmobq	MNXM1091723	2-Decaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone
bigg.metabolite:	2o3h4pbut	MNXM1091724	2-Oxo-3-hydroxy-4-phosphobutanoate
bigg.metabolite:	2ogm	MNXM1091725	2-Oxoglutaramate
bigg.metabolite:	HC00591	MNXM1091725	2-oxoglutaramate
bigg.metabolite:	2oxosucc	MNXM1091726	2-Oxosuccinamate
bigg.metabolite:	2pqq	MNXM1091727	62amino2carboxylatoethyl1234tetrahydroquinoline24dicarboxylate
bigg.metabolite:	2ptcoa	MNXM1091728	2PentenoylCoA
bigg.metabolite:	2tddACP	MNXM1091729	TransDodec2enoylacylcarrierprotein
bigg.metabolite:	2tddacp	MNXM1091730	TransDodec2enoylacylcarrierprotein
bigg.metabolite:	2tdeACP	MNXM1091731	TransDec2enoylacylcarrierprotein
bigg.metabolite:	2tdeacp	MNXM1091732	TransDec2enoylacylcarrierprotein
bigg.metabolite:	2thdeacp	MNXM1091733	TransHexadec2enoylacylcarrierprotein
bigg.metabolite:	2theACP	MNXM1091734	TransHex2enoylacp
bigg.metabolite:	2theacp	MNXM1091735	TransHex2enoylacp
bigg.metabolite:	2tocdACP	MNXM1091736	TransOctadec2enoylacylcarrierprotein
bigg.metabolite:	2tocdacp	MNXM1091737	TransOctadec2enoylacylcarrierprotein
bigg.metabolite:	2toceACP	MNXM1091738	TransOct2enoylacp
bigg.metabolite:	2toceacp	MNXM1091739	TransOct2enoylacp
bigg.metabolite:	2ttdeacp	MNXM1091740	TransTetradec2enoylacylcarrierprotein
bigg.metabolite:	33hmeoxobut	MNXM1091741	2-Oxo-3-hydroxyisovalerate
bigg.metabolite:	34dhsa	MNXM1091742	3,4-Dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione
bigg.metabolite:	34dphacoa	MNXM1091743	3,4-dihydroxyphenylacetyl-CoA
bigg.metabolite:	35dnta	MNXM1091744	NNbis35dinitrotolylamine
bigg.metabolite:	38ch2gtp	MNXM1091745	(8S)-3',8-cyclo-7,8-dihydroguanosine5'-triphosphate
bigg.metabolite:	3_rhma13unaga	MNXM1091746	3nRhamnosylalfa13Nacetylglucosamineundecaprenyldiphosphate
bigg.metabolite:	3a2oprop	MNXM1091747	3-Amino-2-oxopropylphosphate
bigg.metabolite:	3a2oxpp	MNXM1091748	3-Amino-2-oxopropylphosphate
bigg.metabolite:	3c1ht	MNXM1091749	3-Carboxy-1-hydroxypropyl-ThPP
bigg.metabolite:	3dhcdchol	MNXM1091750	3-Dehydrochenodeoxychollycacid||7oxo-3alpha-hydroxy-5beta-cholan-24-oicacid
bigg.metabolite:	3dhchol	MNXM1091751	3-Dehydrocholicacid||3oxo-7alpha,12alpha-Dihydroxy-5beta-cholan-24-oicacid
bigg.metabolite:	3dhdchol	MNXM1091752	3-dehydro-Deoxycholate
bigg.metabolite:	3dhlchol	MNXM1091753	3-dehydro-Lithocholate
bigg.metabolite:	3g12dgr_MRSA	MNXM1091754	1,2-diacyl-3-O-(beta-D-glucopyranosyl-(1->6)-O-beta-D-glucopyranosyl)-sn-glycerol
bigg.metabolite:	3h3mop	MNXM1091755	(R)-3-Hydroxy-3-methyl-2-oxopentanoate
bigg.metabolite:	3h4atb	MNXM1091756	3Hydroxy4acetylthiobutanoicacid
bigg.metabolite:	3h4atbcoa	MNXM1091757	3Hydroxy4acetylthiobutanylCoA
bigg.metabolite:	3h6athcoa	MNXM1091758	3Hydroxy6acetylthiohexanoylCoA
bigg.metabolite:	3hasp__L	MNXM1091759	Erythro3HydroxyLaspartate
bigg.metabolite:	3hbACP	MNXM1091760	3R3Hydroxybutanoylacylcarrierprotein
bigg.metabolite:	3hbacp	MNXM1091761	3R3Hydroxybutanoylacylcarrierprotein
bigg.metabolite:	3hbutcoa	MNXM1091762	S3HydroxybutyrylCoA
bigg.metabolite:	3hbz	MNXM1091763	3-Hydroxybenzoate
bigg.metabolite:	3hbzcoa	MNXM1091764	3-hydroxybenzoyl-CoA
bigg.metabolite:	3hd6coa	MNXM1091765	3-hydroxy-(6Z)-dodecenoyl-CoA
bigg.metabolite:	3hdc69coa	MNXM1091766	3-hydroxy-(6Z,9Z)-decadienoyl-CoA
bigg.metabolite:	3hdc6coa	MNXM1091767	3-hydroxy-(6Z)-decenoyl-CoA
bigg.metabolite:	3hdc7coa	MNXM1091768	3-hydroxy-(7Z)-decenoyl-CoA
bigg.metabolite:	3hdcos710131619coa	MNXM1091769	3-hydroxy-(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA
bigg.metabolite:	3hdcscoa	MNXM1091770	3-hydroxydocosanoyl-CoA
bigg.metabolite:	3hdd5811coa	MNXM1091771	3-hydroxy-(5Z,8Z,11Z)-dodecatrienoyl-CoA
bigg.metabolite:	3hdd58coa	MNXM1091772	3-hydroxy-(5Z,8Z)-dodecadienoyl-CoA
bigg.metabolite:	3hdd5coa	MNXM1091773	3-hydroxy-(5Z)-dodecenoyl-CoA
bigg.metabolite:	3hdd69coa	MNXM1091774	3-hydroxy-(6Z,9Z)-dodecadienoyl-CoA
bigg.metabolite:	3hdd6coa	MNXM1091775	S3hydroxy6ZdodedecenylCoA
bigg.metabolite:	3hddACP	MNXM1091776	R3Hydroxydodecanoylacylcarrierprotein
bigg.metabolite:	3hddacp	MNXM1091777	3Hydroxydodecanoylacylcarrierprotein
bigg.metabolite:	3hddccoa	MNXM1091778	S3hydroxy5ZdodedecenylCoA
bigg.metabolite:	3hdeACP	MNXM1091779	3R3Hydroxydecanoylacylcarrierprotein
bigg.metabolite:	3hdeacp	MNXM1091780	3R3Hydroxydecanoylacylcarrierprotein
bigg.metabolite:	3hdec4coa	MNXM1091781	3Hydroxy4ZdecenoylCoA
bigg.metabolite:	3hdocoscoa	MNXM1091782	3-hydroxydocosanoyl-CoA
bigg.metabolite:	3hechin	MNXM1091783	3-Hydroxyechinenone
bigg.metabolite:	3heico58111417coa	MNXM1091784	3-hydroxy-(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA
bigg.metabolite:	3heico581114coa	MNXM1091785	3-hydroxy-(5Z,8Z,11Z,14Z)-eicosatetraenoyl-CoA
bigg.metabolite:	3heicoscoa	MNXM1091786	3-hydroxyeicosanoyl-CoA
bigg.metabolite:	3hgmeACP	MNXM1091787	3-Hydroxyglutaryl-ACPmethylester
bigg.metabolite:	3hh5coa	MNXM1091788	3-hydroxy-(5Z)-hexenoyl-CoA
bigg.metabolite:	3hhACP	MNXM1091789	R3Hydroxyhexanoylacp
bigg.metabolite:	3hhacp	MNXM1091790	3Hydroxyhexanoylacp
bigg.metabolite:	3hhd58coa	MNXM1091791	S3hydroxy5Z8ZtetradecedienylCoA
bigg.metabolite:	3hhd691215coa	MNXM1091792	3-hydroxy-(6Z,9Z,12Z,15Z)-hexadecatetraenoyl-CoA
bigg.metabolite:	3hhd6912coa	MNXM1091793	3-hydroxy-(6Z,9Z,12Z)-hexadecatrienoyl-CoA
bigg.metabolite:	3hhd71013coa	MNXM1091794	3-hydroxy-(7Z,10Z,13Z)-hexadecatrienoyl-CoA
bigg.metabolite:	3hhd710coa	MNXM1091795	3-hydroxy-(7Z,10Z)-hexadecadienoyl-CoA
bigg.metabolite:	3hhd7coa	MNXM1091796	3-hydroxy-(7Z)-hexadecenoyl-CoA
bigg.metabolite:	3hhd912coa	MNXM1091797	3-hydroxy-(9Z,12Z)-hexadecadienoyl-CoA
bigg.metabolite:	3hhd9coa	MNXM1091798	3-hydroxy-(9Z)-hexadecenoyl-CoA
bigg.metabolite:	3hhdccoa	MNXM1091799	S3hydroxy9ZhexadecenylCoA
bigg.metabolite:	3hhdd4coa	MNXM1091800	S3hydroxy4ZhexadecenylCoA
bigg.metabolite:	3hhdd7coa	MNXM1091801	S3hydroxy7ZhexadecenylCoA
bigg.metabolite:	3hhpcoa	MNXM1091802	3HydroxyheptanoylCoA
bigg.metabolite:	3hibup__R	MNXM1091803	3-hydroxyR-ibuprofen
bigg.metabolite:	3hibup__S	MNXM1091804	3-hydroxyS-ibuprofen
bigg.metabolite:	3hibupglu__S	MNXM1091805	3-hydroxyS-ibuprofen-glucuronide
bigg.metabolite:	3hlnlccoa	MNXM1091806	S3hydroxy9Z12ZoctadecedienylCoA
bigg.metabolite:	3hlvstacid	MNXM1091807	3''-hydroxy-lovastatinacidform
bigg.metabolite:	3hmcat	MNXM1091808	4-Hydroxymethylcatechol
bigg.metabolite:	3hnonacoa	MNXM1091809	3HydroxynonanoylCoA
bigg.metabolite:	3hoc5coa	MNXM1091810	3-hydroxy-(5Z)-octenoyl-CoA
bigg.metabolite:	3hoc7coa	MNXM1091811	3-hydroxy-(7Z)-octenoyl-CoA
bigg.metabolite:	3hocACP	MNXM1091812	R-3-Hydroxyoctanoyl-acyl-carrierprotein
bigg.metabolite:	3hocacp	MNXM1091813	3Hydroxyoctanoylacylcarrierprotein
bigg.metabolite:	3hocdacp	MNXM1091814	3R3Hydroxyoctadecanoylacylcarrierprotein
bigg.metabolite:	3hod691215coa	MNXM1091815	3-hydroxy-(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA
bigg.metabolite:	3hod6912coa	MNXM1091816	3-hydroxy-(6Z,9Z,12Z)-octadecatrienoyl-CoA
bigg.metabolite:	3hod91215coa	MNXM1091817	3-hydroxy-(9Z,12Z,15Z)-octadecatrienoyl-CoA
bigg.metabolite:	3hod912coa	MNXM1091818	3-hydroxy-(9Z,12Z)-octadecadienoyl-CoA
bigg.metabolite:	3hod9coa	MNXM1091819	3-hydroxy-(9Z)-octadecenoyl-CoA
bigg.metabolite:	3hodACP	MNXM1091820	3-Hydroxyoctodecanoyl-ACP
bigg.metabolite:	3hoddecACP	MNXM1091821	10-methyl-3-hydroxy-dodecanoyl-ACP
bigg.metabolite:	3hodecoa	MNXM1091822	S3hydroxy9ZoctadecenylCoA
bigg.metabolite:	3hpaACP	MNXM1091823	R-3-hydroxypalmitoyl-acyl-carrierprotein-
bigg.metabolite:	3hpaacp	MNXM1091824	3R3Hydroxypalmitoylacylcarrierprotein
bigg.metabolite:	3hpbcoa	MNXM1091825	3HydroxyphenylbutanoylCoA
bigg.metabolite:	3hpdecacoa	MNXM1091826	3HydroxyphenyldecanoylCoA
bigg.metabolite:	3hphpcoa	MNXM1091827	3HydroxyphenylheptanoylCoA
bigg.metabolite:	3hphxacoa	MNXM1091828	3HydroxyphenylhexanoylCoA
bigg.metabolite:	3hpmeACP	MNXM1091829	3-Hydroxypimeloyl-ACPmethylester
bigg.metabolite:	3hpnonacoa	MNXM1091830	3HydroxyphenylnonanoylCoA
bigg.metabolite:	3hpoctacoa	MNXM1091831	3HydroxyphenyloctanoylCoA
bigg.metabolite:	3hpppnoh	MNXM1091832	3-(3-Hydroxy-Phenyl)PropionateHydroxyDerivative
bigg.metabolite:	3hpppnohgluc	MNXM1091833	3-(3-Hydroxy-Phenyl)PropionateHydroxyDerivativeGlucuronide
bigg.metabolite:	3hpptcoa	MNXM1091834	3HydroxyphenylpentanoylCoA
bigg.metabolite:	3hptslacoa	MNXM1091835	S3hydroxy6ZoctadecenylCoA
bigg.metabolite:	3hsa	MNXM1091836	Secophenol
bigg.metabolite:	3htd5811coa	MNXM1091837	3-hydroxy-(5Z,8Z,11Z)-tetradecatrienoyl-CoA
bigg.metabolite:	3htd58coa	MNXM1091838	3-hydroxy-(5Z,8Z)-tetradecadienoyl-CoA
bigg.metabolite:	3htd5coa	MNXM1091839	3-hydroxy-(5Z)-tetradecenoyl-CoA
bigg.metabolite:	3htd71013coa	MNXM1091840	3-hydroxy-(7Z,10Z,13Z)-tetradecatrienoyl-CoA
bigg.metabolite:	3htd710coa	MNXM1091841	3-hydroxy-(7Z,10Z)-tetradecadienoyl-CoA
bigg.metabolite:	3htd7coa	MNXM1091842	3-hydroxy-(7Z)-tetradecenoyl-CoA
bigg.metabolite:	3htdACP	MNXM1091843	3R3Hydroxytetradecanoylacylcarrierprotein
bigg.metabolite:	3htdacp	MNXM1091844	3R3Hydroxytetradecanoylacylcarrierprotein
bigg.metabolite:	3htdccoa	MNXM1091845	S3hydroxy7ZtetradecenylCoA
bigg.metabolite:	3httccoa	MNXM1091846	3-hydroxytetracosanoyl-CoA
bigg.metabolite:	3hvacccoa	MNXM1091847	3hydroxy11ZoctadecenylCoA
bigg.metabolite:	3hvcoa	MNXM1091848	3-hydroxyvaleryl-CoA
bigg.metabolite:	3hvegACP	MNXM1091849	3-Hydroxyveganoyl-ACP
bigg.metabolite:	3ispvs	MNXM1091850	3-alpha-iso-pravastatin
bigg.metabolite:	3kvcoa	MNXM1091851	3-ketovaleryl-CoA
bigg.metabolite:	3m1hbtpp	MNXM1091852	3-Methyl-1-hydroxybutyl-TPP
bigg.metabolite:	3mba	MNXM1091853	3methylbutanoicacid
bigg.metabolite:	3mbal	MNXM1091854	3methylbutanal
bigg.metabolite:	3mbutdhla	MNXM1091855	S3Methylbutanoyldihydrolipoamide
bigg.metabolite:	3meacmp	MNXM1091856	3-methoxy-acetaminophen
bigg.metabolite:	3mehacp	MNXM1091857	5-methyl-hexanoyl-ACP
bigg.metabolite:	3npdhb	MNXM1091858	3-Nonaprenyl-4,5-dihydroxybenzoate
bigg.metabolite:	3nphb	MNXM1091859	3-Nonaprenyl-4-hydroxybenzoate
bigg.metabolite:	3o6athcoa	MNXM1091860	3Oxo6acetylthiohexanoylCoA
bigg.metabolite:	3od69coa	MNXM1091861	3-oxo-(6Z,9Z)-dodecadienoyl-CoA
bigg.metabolite:	3od6coa	MNXM1091862	3-oxo-(6Z)-dodecenoyl-CoA
bigg.metabolite:	3odc69coa	MNXM1091863	3-oxo-(6Z,9Z)-decadienoyl-CoA
bigg.metabolite:	3odc6coa	MNXM1091864	3-oxo-(6Z)-decenoyl-CoA
bigg.metabolite:	3odc7coa	MNXM1091865	3-oxo-(7Z)-decenoyl-CoA
bigg.metabolite:	3odcos710131619coa	MNXM1091866	3-oxo-(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA
bigg.metabolite:	3odd5811coa	MNXM1091867	3-oxo-(5Z,8Z,11Z)-dodecatrienoyl-CoA
bigg.metabolite:	3odd58coa	MNXM1091868	3-oxo-(5Z,8Z)-dodecadienoyl-CoA
bigg.metabolite:	3odd5coa	MNXM1091869	3oxo5ZtetradecenylCoA
bigg.metabolite:	3odd5coc	MNXM1091870	3-oxo-(5Z)-dodecenoyl-CoA
bigg.metabolite:	3odd6coa	MNXM1091871	3oxo6ZdodedecenylCoA
bigg.metabolite:	3oddccoa	MNXM1091872	3oxo5ZdodedecenylCoA
bigg.metabolite:	3odec4coa	MNXM1091873	3oxo4ZdecenoylCoA
bigg.metabolite:	3odocoscoa	MNXM1091874	3-oxo-docosanoyl-CoA
bigg.metabolite:	3oeico58111417coa	MNXM1091875	3-oxo-(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA
bigg.metabolite:	3oeico581114coa	MNXM1091876	3-oxo-(5Z,8Z,11Z,14Z)-eicosatetraenoyl-CoA
bigg.metabolite:	3oeicoscoa	MNXM1091877	3-oxo-eicosanoyl-CoA
bigg.metabolite:	3oh5coa	MNXM1091878	3-oxo-(5Z)-hexenoyl-CoA
bigg.metabolite:	3ohacmp	MNXM1091879	3-hydroxy-acetaminophen
bigg.metabolite:	3ohd58coa	MNXM1091880	3oxo5Z8ZtetradecdienylCoA
bigg.metabolite:	3ohd691215coa	MNXM1091881	3-oxo-(6Z,9Z,12Z,15Z)-hexadecatetraenoyl-CoA
bigg.metabolite:	3ohd6912coa	MNXM1091882	3-oxo-(6Z,9Z,12Z)-hexadecatrienoyl-CoA
bigg.metabolite:	3ohd71013coa	MNXM1091883	3-oxo-(7Z,10Z,13Z)-hexadecatrienoyl-CoA
bigg.metabolite:	3ohd710coa	MNXM1091884	3-oxo-(7Z,10Z)-hexadecadienoyl-CoA
bigg.metabolite:	3ohd7coa	MNXM1091885	3-oxo-(7Z)-hexadecenoyl-CoA
bigg.metabolite:	3ohd912coa	MNXM1091886	3-oxo-(9Z,12Z)-hexadecadienoyl-CoA
bigg.metabolite:	3ohd9coa	MNXM1091887	3-oxo-(9Z)-hexadecenoyl-CoA
bigg.metabolite:	3ohdccoa	MNXM1091888	3oxo9ZhexadecenylCoA
bigg.metabolite:	3ohdd4coa	MNXM1091889	3oxo4ZhexadecenylCoA
bigg.metabolite:	3ohdd7coa	MNXM1091890	3oxo7ZhexadecenylCoA
bigg.metabolite:	3ohpcoa	MNXM1091891	3oxoheptanoylCoA
bigg.metabolite:	3olnlccoa	MNXM1091892	3oxo9Z12ZoctadecdienylCoA
bigg.metabolite:	3ononacoa	MNXM1091893	3OxononanoylCoA
bigg.metabolite:	3ooc5coa	MNXM1091894	3-oxo-(5Z)-octenoyl-CoA
bigg.metabolite:	3ooc7coa	MNXM1091895	3-oxo-(7Z)-octenoyl-CoA
bigg.metabolite:	3ood691215coa	MNXM1091896	3-oxo-(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA
bigg.metabolite:	3ood6912coa	MNXM1091897	3-oxo-(6Z,9Z,12Z)-octadecatrienoyl-CoA
bigg.metabolite:	3ood91215coa	MNXM1091898	3-oxo-(9Z,12Z,15Z)-octadecatrienoyl-CoA
bigg.metabolite:	3ood912coa	MNXM1091899	3-oxo-(9Z,12Z)-octadecadienoyl-CoA
bigg.metabolite:	3ood9coa	MNXM1091900	3-oxo-(9Z)-octadecenoyl-CoA
bigg.metabolite:	3oodACP	MNXM1091901	3-Oxooctodecanoyl-ACP
bigg.metabolite:	3oodecoa	MNXM1091902	3oxo9ZoctadecenylCoA
bigg.metabolite:	3opbcoa	MNXM1091903	3OxophenylbutanoylCoA
bigg.metabolite:	3opdecacoa	MNXM1091904	3OxophenyldecanoylCoA
bigg.metabolite:	3ophpcoa	MNXM1091905	3OxophenylheptanoylCoA
bigg.metabolite:	3ophxacoa	MNXM1091906	3OxophenylhexanoylCoA
bigg.metabolite:	3opnonacoa	MNXM1091907	3OxophenylnonanoylCoA
bigg.metabolite:	3opoctacoa	MNXM1091908	3OxophenyloctanoylCoA
bigg.metabolite:	3opptcoa	MNXM1091909	3OxophenylpentanoylCoA
bigg.metabolite:	3optslacoa	MNXM1091910	3oxo6ZoctadecenylCoA
bigg.metabolite:	3otd5811coa	MNXM1091911	3-oxo-(5Z,8Z,11Z)-tetradecatrienoyl-CoA
bigg.metabolite:	3otd58coa	MNXM1091912	3-oxo-(5Z,8Z)-tetradecadienoyl-CoA
bigg.metabolite:	3otd5coa	MNXM1091913	3-oxo-(5Z)-tetradecenoyl-CoA
bigg.metabolite:	3otd71013coa	MNXM1091914	3-oxo-(7Z,10Z,13Z)-tetradecatrienoyl-CoA
bigg.metabolite:	3otd710coa	MNXM1091915	3-oxo-(7Z,10Z)-tetradecadienoyl-CoA
bigg.metabolite:	3otd7coa	MNXM1091916	3-oxo-(7Z)-tetradecenoyl-CoA
bigg.metabolite:	3otdccoa	MNXM1091917	3oxo7ZtetradecenylCoA
bigg.metabolite:	3ottccoa	MNXM1091918	3-oxo-tetracosanoyl-CoA
bigg.metabolite:	3ovacccoa	MNXM1091919	3oxo11ZoctadecenylCoA
bigg.metabolite:	3ovegACP	MNXM1091920	3-Oxo-veganoyl-ACP
bigg.metabolite:	3oxddACP	MNXM1091921	3-oxododecanoyl-acp
bigg.metabolite:	3oxddacp	MNXM1091922	3Oxododecanoylacylcarrierprotein
bigg.metabolite:	3oxdeACP	MNXM1091923	3Oxodecanoylacylcarrierprotein
bigg.metabolite:	3oxdeacp	MNXM1091924	3Oxodecanoylacylcarrierprotein
bigg.metabolite:	3oxhACP	MNXM1091925	3Oxohexanoylacylcarrierprotein
bigg.metabolite:	3oxhacp	MNXM1091926	3Oxohexanoylacylcarrierprotein
bigg.metabolite:	3oxhdACP	MNXM1091927	3-oxohexadecanoyl-acp
bigg.metabolite:	3oxhdacp	MNXM1091928	3Oxohexadecanoylacp
bigg.metabolite:	3oxocACP	MNXM1091929	3-oxooctanoyl-acp
bigg.metabolite:	3oxocacp	MNXM1091930	3Oxooctanoylacylcarrierprotein
bigg.metabolite:	3oxocdacp	MNXM1091931	3Oxooctadecanoylacp
bigg.metabolite:	3oxptcoa	MNXM1091932	3OxopentanoylCoA
bigg.metabolite:	3oxtdACP	MNXM1091933	3Oxotetradecanoylacylcarrierprotein
bigg.metabolite:	3oxtdacp	MNXM1091934	3Oxotetradecanoylacylcarrierprotein
bigg.metabolite:	3pqq	MNXM1091935	2amino432amino2carboxylatoethyl6oxocyclohexa14dien1ylpentanedioate
bigg.metabolite:	3ptcoa	MNXM1091936	3PentenoylCoA
bigg.metabolite:	3tetd7ecoacrn	MNXM1091937	3-HydroxyTetradecenoyl-7-Carnitine
bigg.metabolite:	3thexddcoacrn	MNXM1091938	3-HydroxyTrans7,10-HexadecadienoylCarnitine
bigg.metabolite:	3ttetddcoacrn	MNXM1091939	3-HydroxyTrans5,8TetradecadienoylCarnitine
bigg.metabolite:	44dpc	MNXM1091940	All-trans-4,4'-diapo-zeta-carotene
bigg.metabolite:	44dpnp	MNXM1091941	All-trans-4,4'-diaponeurosporene
bigg.metabolite:	44dpnsp	MNXM1091942	4,4'-diaponeurosporenal
bigg.metabolite:	44dpnspo	MNXM1091943	4,4'-diaponeurosporenoate
bigg.metabolite:	44dpptf	MNXM1091944	All-trans-4,4'-diapophytofluene
bigg.metabolite:	46dd4odtdpglc	MNXM1091945	DTDP-4-oxo-6-deoxy-D-glucose
bigg.metabolite:	49dsha	MNXM1091946	9,10-disecoandrosta-1(10),2-dien-4-oate
bigg.metabolite:	4a2mpmpmd	MNXM1091947	4-Amino-2-methyl-5-phosphomethylpyrimidine
bigg.metabolite:	4a_hthptn	MNXM1091948	4a-Hydroxytetrahydrobiopterin
bigg.metabolite:	4aammp	MNXM1091949	4-Amino-5-aminomethyl-2-methylpyrimidine
bigg.metabolite:	4abzglu	MNXM1091950	4-aminobenzoyl-glutamate
bigg.metabolite:	4atb2coa	MNXM1091951	4acetylthiobut2enoylCoA
bigg.metabolite:	4atbcoa	MNXM1091952	4AcetylthiobutanoylCoA
bigg.metabolite:	4cnbt	MNXM1091953	4-carboxylatomethylenebut-2-en-4-olide
bigg.metabolite:	4h2oxg	MNXM1091954	D4Hydroxy2oxoglutarate
bigg.metabolite:	4hadnt	MNXM1091955	4Hydroxylamino26dinitrotoluene
bigg.metabolite:	4hmsial	MNXM1091956	4-Hydroxymethylsalicylate
bigg.metabolite:	4hpro_DC	MNXM1091957	Cis4HydroxyDproline
bigg.metabolite:	4hptcoa	MNXM1091958	4HydroxypentanoylCoA
bigg.metabolite:	4hptn	MNXM1091959	4Hydroxypentanoate
bigg.metabolite:	4hthdp	MNXM1091960	(2S,4S)-4-Hydroxy-2,3,4,5-tetrahydrodipicolinate
bigg.metabolite:	4hvcoa	MNXM1091961	4-hydroxyvaleryl-CoA
