BiGG,MNXM,MolWt,NumHeteroatoms,NumHAcceptors,NumValenceElectrons,MolMR,MolLogP,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,charge,NumHDonors
minohp,MNXM1106105,647.9340000000004,30,24,216,74.87700000000001,-10.716600000000009,0.1210372873281737,-0.7898616366591927,0.7898616366591927,0.1210372873281737,-12.0,0
dtdprmn,MNXM1106112,546.3150000000003,19,16,200,105.12300000000003,-3.280179999999994,0.4806437695564658,-0.8582549971190538,0.8582549971190538,0.4806437695564658,-2.0,5
hdcoa,MNXM1106135,999.9080000000008,28,23,370,231.4630999999994,1.943200000000004,0.4807077012465598,-0.8619479510336412,0.8619479510336412,0.4807077012465598,-4.0,5
ppcoa,MNXM1106156,819.5730000000007,28,23,294,171.5360999999997,-2.904099999999997,0.4807077012465598,-0.8619479510336412,0.8619479510336412,0.4807077012465598,-4.0,5
pmtcoa,MNXM1106160,1001.9240000000008,28,23,372,231.5570999999994,2.167200000000004,0.4807077012465598,-0.8619479510336412,0.8619479510336412,0.4807077012465598,-4.0,5
lys__L,MNXM1106164,147.198,4,2,60,37.21729999999998,-1.189499999999999,0.3199673264363313,-0.4800864475008357,0.4800864475008357,0.3199673264363313,1.0,3
3hhdcoa,MNXM1106166,1017.9230000000008,29,24,378,232.9468999999994,1.1380000000000057,0.4807077012465598,-0.8619479510336412,0.8619479510336412,0.4807077012465598,-4.0,6
g3pg,MNXM1106891,245.14399999999995,9,8,92,45.69570000000002,-2.805599999999998,0.2675532869996751,-0.7561191868515207,0.7561191868515207,0.2675532869996751,-1.0,4
fuc__L,MNXM1106903,164.15699999999998,5,5,66,34.57419999999999,-2.1938,0.1834348329411569,-0.3876060338977697,0.3876060338977697,0.1834348329411569,0.0,4
2dglc,MNXM1107111,164.15699999999998,5,5,66,34.59619999999999,-2.1922,0.1572257594624479,-0.3935665536188374,0.3935665536188374,0.1572257594624479,0.0,4
udcpdp,MNXM1107136,924.2580000000002,9,7,364,271.59099999999944,16.547899999999963,0.2715807115379982,-0.7895094709326025,0.7895094709326025,0.2715807115379982,-3.0,0
mal__L,MNXM1107192,132.07099999999997,5,5,52,20.637799999999995,-3.7628,0.0985100833640648,-0.5500540061453582,0.5500540061453582,0.0985100833640648,-2.0,1
uamr,MNXM1107410,676.3940000000005,24,20,250,129.63180000000006,-6.064299999999996,0.4830399761103884,-0.8621744406770442,0.8621744406770442,0.4830399761103884,-3.0,6
2fe2s,MNXM1107419,175.824,4,0,26,15.182,1.2914,1.0,0.0,1.0,0.0,2.0,0
fmnh2,MNXM1107623,456.3480000000001,14,11,170,103.14520000000005,-1.3722600000000007,0.4691705186182052,-0.8570560836475,0.8570560836475,0.4691705186182052,-2.0,6
LalaDgluMdap,MNXM1107671,390.393,12,7,154,95.32080000000003,-0.4845999999999951,0.3280721880176599,-0.4965783375067217,0.4965783375067217,0.3280721880176599,0.0,7
appl,MNXM1107675,75.11099999999999,2,2,32,20.735200000000003,-0.6741,0.0633842746375363,-0.3921032417312494,0.3921032417312494,0.0633842746375363,0.0,2
galct__D,MNXM1107694,208.122,8,8,82,34.04119999999999,-6.070199999999998,0.1217649095931382,-0.5472091673987324,0.5472091673987324,0.1217649095931382,-2.0,4
glcr,MNXM1107695,208.122,8,8,82,34.04119999999999,-6.070199999999998,0.1217649095931382,-0.5472091673987324,0.5472091673987324,0.1217649095931382,-2.0,4
23ddhb,MNXM1107702,156.13699999999997,4,3,60,36.8724,-0.7110000000000001,0.333830428714696,-0.4778018492074798,0.4778018492074798,0.333830428714696,0.0,3
dtdp4addg,MNXM1107704,546.3390000000003,19,15,200,109.31040000000002,-2.6817799999999945,0.4830582078670826,-0.8582549971190538,0.8582549971190538,0.4830582078670826,-1.0,6
ocdcea,MNXM1107708,281.4599999999999,2,2,118,84.45900000000006,4.773800000000004,0.0413836168602684,-0.5501718609055201,0.5501718609055201,0.0413836168602684,-1.0,0
cpmp,MNXM1107741,344.2000000000001,13,10,124,69.24010000000001,-2.0214299999999974,0.4725749276442766,-0.856995204724734,0.856995204724734,0.4725749276442766,-1.0,5
hemeO,MNXM1107744,836.8550000000001,10,7,312,230.7627999999993,8.680140000000007,2.0,-0.6573645485387195,2.0,0.6573645485387195,-2.0,1
cit,MNXM1107753,189.099,7,7,74,29.204799999999995,-5.252599999999999,0.114229629574949,-0.5500418155619469,0.5500418155619469,0.114229629574949,-3.0,1
dmlz,MNXM1107754,326.309,10,10,126,76.954,-2.4644599999999994,0.3719609729202009,-0.4915255644264829,0.4915255644264829,0.3719609729202009,0.0,5
u3aga,MNXM1107760,831.6990000000008,24,20,316,182.63759999999957,-1.004199999999994,0.4830407492717942,-0.8621738725928381,0.8621738725928381,0.4830407492717942,-2.0,7
u3hga,MNXM1107764,790.6700000000008,23,19,300,173.7159999999997,-0.8241999999999938,0.4830201230974957,-0.8584386267006714,0.8584386267006714,0.4830201230974957,-1.0,8
his__L,MNXM1107769,155.157,5,3,60,37.90289999999999,-0.6359000000000004,0.3203762050978384,-0.4800769784103622,0.4800769784103622,0.3203762050978384,0.0,3
6pgg,MNXM1107797,422.2760000000001,15,12,160,79.52969999999999,-5.280199999999993,0.469170687520265,-0.3935663186757658,0.469170687520265,0.3935663186757658,0.0,9
fe3dcit,MNXM1107801,446.1390000000001,15,14,162,64.40840000000004,-10.934900000000008,6.0,-0.831216712327505,6.0,0.831216712327505,0.0,8
asn__L,MNXM1107821,132.119,5,3,52,30.5837,-0.6763299999999994,0.3205057294766492,-0.4966904961900054,0.4966904961900054,0.3205057294766492,0.0,4
murein4px4px4p,MNXM1107894,2723.6459999999897,79,58,1070,646.4172000000008,-8.520199999999917,0.3280567907359234,-0.8621744426991836,0.8621744426991836,0.3280567907359234,-6.0,32
f6p,MNXM1107898,258.119,10,9,96,42.48070000000001,-4.366799999999997,0.2186098049599739,-0.789873386572046,0.789873386572046,0.2186098049599739,-2.0,4
hdcea,MNXM1107900,253.4059999999999,2,2,106,75.22500000000005,3.9936000000000025,0.0413836168602684,-0.5501718609055201,0.5501718609055201,0.0413836168602684,-1.0,0
no,MNXM1107902,30.006,2,1,11,5.501,-0.4471,0.1199147381348122,-0.1199147381348122,0.1199147381348122,0.1199147381348122,0.0,0
mmcoa__S,MNXM1107904,862.5740000000009,30,25,310,175.41609999999972,-4.928099999999995,0.4807077012465598,-0.8619479510336254,0.8619479510336254,0.4807077012465598,-5.0,5
o2s,MNXM1107906,33.006,2,1,13,1.7985000000000002,-1.1953,1.0,-0.6925626848766283,1.0,0.6925626848766283,-1.0,0
dhpmp,MNXM1107940,334.20500000000004,13,9,122,69.48279999999998,-2.708129999999999,0.4691707202695673,-0.8569338738186407,0.8569338738186407,0.4691707202695673,-1.0,7
adphep_DD,MNXM1107947,617.3540000000003,23,21,226,118.768,-5.824899999999992,0.2763111139695292,-0.7558706197995284,0.7558706197995284,0.2763111139695292,-2.0,8
gmhep1p,MNXM1107954,289.153,11,9,108,50.68430000000003,-4.375499999999996,0.2671866229862011,-0.7561964066415794,0.7561964066415794,0.2671866229862011,-1.0,6
hkndd,MNXM1107974,214.173,6,4,82,49.3644,0.5029999999999997,0.3704288096786479,-0.5018278752110336,0.5018278752110336,0.3704288096786479,0.0,3
ttdcea,MNXM1107981,225.35199999999992,2,2,94,65.99100000000004,3.213400000000001,0.0413836168602684,-0.5501718609055201,0.5501718609055201,0.0413836168602684,-1.0,0
3hcinnm,MNXM1107995,163.152,3,2,62,42.557800000000015,0.8579999999999999,0.3278211819366863,-0.8724333197989126,0.8724333197989126,0.3278211819366863,-1.0,1
nicrnt,MNXM1108016,333.189,11,9,122,60.44960000000003,-4.197899999999997,0.2915490541004777,-0.7898733864990545,0.7898733864990545,0.2915490541004777,-2.0,2
h2,MNXM1108018,2.016,0,0,2,2.114,0.246,0.0,0.0,0.0,0.0,0.0,0
rib__D,MNXM1108051,150.12999999999997,5,5,60,29.979199999999988,-2.5823,0.1835703054393058,-0.3935665000844275,0.3935665000844275,0.1835703054393058,0.0,4
dhptd,MNXM1108056,132.11499999999998,4,4,52,28.780599999999986,-1.5023,0.2282770371304606,-0.3931848843862746,0.3931848843862746,0.2282770371304606,0.0,2
13dpg,MNXM1108073,262.003,12,10,90,33.2638,-4.435499999999998,0.3402296207996397,-0.7898731753299251,0.7898731753299251,0.3402296207996397,-4.0,1
etoh,MNXM1108092,46.069,1,1,20,12.759800000000002,-0.0014,0.0402205817490864,-0.3966637147812598,0.3966637147812598,0.0402205817490864,0.0,1
ppp9,MNXM1108136,560.6540000000003,8,6,214,163.3083999999997,4.834640000000004,0.0732892452365546,-0.5501594932117038,0.5501594932117038,0.0732892452365546,-2.0,2
2dr1p,MNXM1108138,212.094,8,7,78,35.0621,-2.700099999999998,0.1650285775241576,-0.7897891453896272,0.7897891453896272,0.1650285775241576,-2.0,2
gal,MNXM1108175,180.156,6,6,72,35.98599999999999,-3.2213999999999987,0.183570328512782,-0.3935665160029449,0.3935665160029449,0.183570328512782,0.0,5
asp__L,MNXM1108206,132.095,5,4,52,25.235199999999995,-2.4617,0.3203615787171026,-0.5500914762837285,0.5500914762837285,0.3203615787171026,-1.0,2
3sala,MNXM1108289,152.15099999999998,6,4,54,28.6206,-2.7147,0.1542719205256934,-0.5484162852818076,0.5484162852818076,0.1542719205256934,-1.0,2
adphep_LD,MNXM1108522,617.3540000000003,23,21,226,118.768,-5.824899999999992,0.2763111139695292,-0.7558706197995284,0.7558706197995284,0.2763111139695292,-2.0,8
gal_bD,MNXM112,180.156,6,6,72,35.98599999999999,-3.2213999999999987,0.183570328512782,-0.3935665160029449,0.3935665160029449,0.183570328512782,0.0,5
pro__L,MNXM114,115.132,3,2,46,28.660499999999992,-0.1769999999999998,0.3201918797186009,-0.4800807667669501,0.4800807667669501,0.3201918797186009,0.0,2
dann,MNXM1140,189.279,4,2,78,51.04630000000001,-0.0207999999999979,0.3028395565642838,-0.4812303897851763,0.4812303897851763,0.3028395565642838,1.0,3
2aobut,MNXM114087,117.104,4,3,46,26.292199999999998,-1.0127000000000004,0.3277262953235866,-0.479750043931207,0.479750043931207,0.3277262953235866,0.0,2
sucorn,MNXM1152,231.228,7,5,92,54.01700000000001,-1.197899999999998,0.3278680312803827,-0.861962153986713,0.861962153986713,0.3278680312803827,-1.0,3
slnt,MNXM1157,126.957,4,3,26,6.440499999999999,-2.8776,,,,,-2.0,0
frulysp,MNXM11605,388.3100000000001,13,9,148,82.14240000000001,-2.924899999999995,0.4691706825116353,-0.4800864475709197,0.4800864475709197,0.4691706825116353,0.0,8
2mecdp,MNXM1168,276.074,11,9,96,44.83260000000003,-1.9014999999999984,0.2745790842278945,-0.7558706229414891,0.7558706229414891,0.2745790842278945,-2.0,2
urea,MNXM117,60.056,3,1,24,14.5429,-0.5621299999999998,0.2759781240511293,-0.4811594109902649,0.4811594109902649,0.2759781240511293,0.0,3
3dhgulnp,MNXM1170,271.09399999999994,11,10,100,41.592900000000014,-5.766599999999997,0.1976248683405072,-0.7898733861841635,0.7898733861841635,0.1976248683405072,-3.0,3
4h2opntn,MNXM1176,131.10699999999997,4,4,52,26.311799999999987,-1.9236999999999995,0.1803339935226536,-0.5417080149945475,0.5417080149945475,0.1803339935226536,-1.0,1
4pasp,MNXM1177,211.066,9,7,76,33.51669999999999,-3.5423999999999998,0.3187849817924837,-0.7461519190243426,0.7461519190243426,0.3187849817924837,-2.0,2
5aprbu,MNXM1178,354.21200000000005,14,11,132,69.84259999999999,-4.1900999999999975,0.469170518618179,-0.857069303201519,0.857069303201519,0.469170518618179,-2.0,7
hacolipa,MNXM11799,4409.584999999964,107,101,1748,1001.7686000000044,-9.750599999999851,0.4715041346579053,-0.861888499750756,0.861888499750756,0.4715041346579053,-11.0,42
ptrc,MNXM118,90.17,2,0,38,24.74420000000001,-1.7495999999999985,0.0741517106327892,-0.3575575613423975,0.3575575613423975,0.0741517106327892,2.0,2
ara5p,MNXM1184,228.093,9,8,84,37.6429,-3.886699999999998,0.1507545897671849,-0.7898733877781949,0.7898733877781949,0.1507545897671849,-2.0,3
ppgpp,MNXM1189,598.1200000000003,26,19,204,94.9548,-5.1360300000000025,0.4760223374823435,-0.8569328930032929,0.8569328930032929,0.4760223374823435,-5.0,5
mpt,MNXM1193,392.335,14,12,132,82.13929999999999,-2.189829999999999,0.2197467001210594,-0.8569952103502685,0.8569952103502685,0.2197467001210594,-3.0,6
23dhmp,MNXM1202,147.15,4,4,60,31.928599999999985,-1.7417999999999991,0.1215989780567531,-0.5471988333591032,0.5471988333591032,0.1215989780567531,-1.0,2
sucbz,MNXM1212,220.18,5,5,84,49.34400000000001,-1.2370999999999996,0.1634158509946183,-0.5501573947728837,0.5501573947728837,0.1634158509946183,-2.0,0
mercppyr,MNXM1214,119.121,4,4,40,23.867,-1.7648,0.1873423868835874,-0.5416869169868107,0.5416869169868107,0.1873423868835874,-1.0,1
2dda7p,MNXM1219,285.121,11,10,106,46.20990000000002,-5.3764999999999965,0.1804511133955713,-0.7898733877846975,0.7898733877846975,0.1804511133955713,-3.0,3
5prdmbz,MNXM1224,356.27100000000013,10,9,132,78.68910000000002,-0.8823599999999998,0.1640848521556289,-0.7898733865866545,0.7898733865866545,0.1640848521556289,-2.0,2
hcys__L,MNXM123,135.18800000000002,4,3,48,34.0812,-0.2817999999999998,0.3199990342234892,-0.4800860702401235,0.4800860702401235,0.3199990342234892,0.0,3
galt,MNXM1233,182.172,6,6,74,38.19879999999999,-3.585399999999998,0.1105786065313125,-0.393579134968567,0.393579134968567,0.1105786065313125,0.0,6
xu5p__L,MNXM1238,228.093,9,8,84,37.6649,-3.885099999999998,0.1887565766676279,-0.7898733861841889,0.7898733861841889,0.1887565766676279,-2.0,3
spmd,MNXM124,148.274,3,0,62,41.02059999999997,-2.7960999999999974,0.080923743217199,-0.3575575613051562,0.3575575613051562,0.080923743217199,3.0,3
h2s,MNXM124865,33.075,1,1,8,8.76,-0.2701,-0.8126153759337363,-0.8126153759337363,0.8126153759337363,0.8126153759337363,-1.0,0
12ppd__S,MNXM1255,76.095,2,2,32,18.766600000000004,-0.6405,0.0742386440636602,-0.3937000421977661,0.3937000421977661,0.0742386440636602,0.0,2
skm5p,MNXM1265,251.10699999999997,9,8,92,42.20010000000001,-3.997899999999999,0.110273715895797,-0.7898520776862717,0.7898520776862717,0.110273715895797,-3.0,2
met__D,MNXM1275,149.215,4,3,54,38.61019999999999,0.1514000000000002,0.3199991976253802,-0.4800860693347356,0.4800860693347356,0.3199991976253802,0.0,2
ca2,MNXM128,40.078,1,0,0,5.754,-0.3808,2.0,2.0,2.0,2.0,2.0,0
glu5p,MNXM1280,225.093,9,7,82,38.1337,-3.152299999999999,0.3187841833108823,-0.7461519232219971,0.7461519232219971,0.3187841833108823,-2.0,2
histd,MNXM1281,142.18200000000002,4,2,56,36.05359999999999,-1.444999999999999,0.113294507171063,-0.3901826845778811,0.3901826845778811,0.113294507171063,1.0,3
co2,MNXM13,44.009,2,2,16,5.007,-0.5835,0.3729288194127355,-0.1864644097063677,0.3729288194127355,0.1864644097063677,0.0,0
dmpp,MNXM132,243.068,9,7,84,41.681000000000026,-0.7170999999999998,0.2715807102358474,-0.7895094709326025,0.7895094709326025,0.2715807102358474,-3.0,0
phom,MNXM1334,197.083,8,6,72,33.37669999999999,-3.0689999999999986,0.2647434619052807,-0.7562555970941328,0.7562555970941328,0.2647434619052807,-2.0,2
selnp,MNXM1339,157.93099999999998,5,3,32,12.674,-3.0866,,,,,-3.0,0
