,d1_1515,d2_1515,value1515
492,ExactMolWt,Chi0n,0.9838759566613926
493,ExactMolWt,Chi0v,0.9930336952983181
494,ExactMolWt,Chi1,0.9898481816949452
495,ExactMolWt,Chi1n,0.9754459225575741
496,ExactMolWt,Chi1v,0.9857890290426574
497,ExactMolWt,Chi2n,0.9756061245282942
498,ExactMolWt,Chi2v,0.9840018957921606
499,ExactMolWt,Chi3n,0.9673301375481187
500,ExactMolWt,Chi3v,0.9810379185277032
501,ExactMolWt,Chi4n,0.9611012523303124
502,ExactMolWt,Chi4v,0.9746530000678792
503,ExactMolWt,HallKierAlpha,-0.7000666793960547
504,ExactMolWt,Ipc,0.9871890495420665
505,ExactMolWt,Kappa1,0.982653394975167
506,ExactMolWt,Kappa2,0.9441919333791585
507,ExactMolWt,Kappa3,0.7438735058689482
508,ExactMolWt,LabuteASA,0.9937842698293031
509,ExactMolWt,PEOE_VSA1,0.8135082303218916
510,ExactMolWt,SMR_VSA1,0.860198766100992
511,ExactMolWt,SlogP_VSA2,0.8011247410722947
512,ExactMolWt,SlogP_VSA3,0.8313628374409716
513,ExactMolWt,TPSA,0.8544439057916972
514,ExactMolWt,FractionCSP3,0.2998045321245802
515,ExactMolWt,HeavyAtomCount,0.9930998967489685
516,ExactMolWt,NOCount,0.8853658372523427
517,ExactMolWt,NumHAcceptors,0.876231464329328
518,ExactMolWt,NumHeteroatoms,0.8880135170765009
519,ExactMolWt,NumRotatableBonds,0.9040735576370431
520,ExactMolWt,MolLogP,0.01784015839435049
521,ExactMolWt,MolMR,0.9734538669189176
522,NumValenceElectrons,mass,0.9943304689300789
523,NumValenceElectrons,MaxEStateIndex,0.9241697649991318
524,NumValenceElectrons,MinEStateIndex,-0.6554857167734024
525,NumValenceElectrons,MaxAbsEStateIndex,0.9241697649991318
526,NumValenceElectrons,MinAbsEStateIndex,-0.36891891843602415
527,NumValenceElectrons,qed,-0.772067832031912
528,NumValenceElectrons,MolWt,0.994354235165748
529,NumValenceElectrons,HeavyAtomMolWt,0.9919063271463798
530,NumValenceElectrons,ExactMolWt,0.9943500953643811
531,NumValenceElectrons,NumValenceElectrons,1.0
532,NumValenceElectrons,MaxPartialCharge,0.5566573854935707
533,NumValenceElectrons,MinPartialCharge,-0.550899716407019
534,NumValenceElectrons,MaxAbsPartialCharge,0.4535713112430872
535,NumValenceElectrons,MinAbsPartialCharge,0.5432911100303834
536,NumValenceElectrons,FpDensityMorgan1,-0.6903207903187283
537,NumValenceElectrons,FpDensityMorgan2,-0.5012363306157539
538,NumValenceElectrons,FpDensityMorgan3,-0.17610862187832163
539,NumValenceElectrons,BCUT2D_MWHI,0.57077306163262
540,NumValenceElectrons,BCUT2D_MWLOW,-0.5965814408061042
541,NumValenceElectrons,BCUT2D_CHGHI,0.7165660617992499
542,NumValenceElectrons,BCUT2D_CHGLO,-0.6883654278136886
543,NumValenceElectrons,BCUT2D_LOGPHI,0.803149382732292
544,NumValenceElectrons,BCUT2D_LOGPLOW,-0.428532747650485
545,NumValenceElectrons,BCUT2D_MRHI,0.5423203551840272
546,NumValenceElectrons,BCUT2D_MRLOW,-0.35907031396991795
547,NumValenceElectrons,BalabanJ,-0.33150660584618286
548,NumValenceElectrons,BertzCT,0.95601087509871
549,NumValenceElectrons,Chi0,0.998807361675166
550,NumValenceElectrons,Chi0n,0.9937562591974287
551,NumValenceElectrons,Chi0v,0.9942825406895907
552,NumValenceElectrons,Chi1,0.9971240160429152
553,NumValenceElectrons,Chi1n,0.9878912593271769
554,NumValenceElectrons,Chi1v,0.9881379642595522
555,NumValenceElectrons,Chi2n,0.9876616230168791
556,NumValenceElectrons,Chi2v,0.9860175229961303
557,NumValenceElectrons,Chi3n,0.9798089382124334
558,NumValenceElectrons,Chi3v,0.9856141482904819
559,NumValenceElectrons,Chi4n,0.9720862819625429
560,NumValenceElectrons,Chi4v,0.9773843102423572
561,NumValenceElectrons,HallKierAlpha,-0.7099331375499693
562,NumValenceElectrons,Ipc,0.9941973894621087
563,NumValenceElectrons,Kappa1,0.9770390389808379
564,NumValenceElectrons,Kappa2,0.9448289940676426
565,NumValenceElectrons,Kappa3,0.7323065400834007
566,NumValenceElectrons,LabuteASA,0.9967582524011894
567,NumValenceElectrons,PEOE_VSA1,0.8098812900717957
568,NumValenceElectrons,SMR_VSA1,0.8441879370993787
569,NumValenceElectrons,SlogP_VSA2,0.8072737528165804
570,NumValenceElectrons,SlogP_VSA3,0.8087387333910828
571,NumValenceElectrons,TPSA,0.8451187830422219
572,NumValenceElectrons,FractionCSP3,0.33078777169536444
573,NumValenceElectrons,HeavyAtomCount,0.9984901258103812
574,NumValenceElectrons,NOCount,0.8777845427474654
575,NumValenceElectrons,NumHAcceptors,0.8680813152288099
576,NumValenceElectrons,NumHeteroatoms,0.8738658594532676
577,NumValenceElectrons,NumRotatableBonds,0.9172222625301116
578,NumValenceElectrons,MolLogP,0.03087130238157287
579,NumValenceElectrons,MolMR,0.9829509038883721
580,MaxPartialCharge,mass,0.5748936247056045
581,MaxPartialCharge,MaxEStateIndex,0.6267534930097687
582,MaxPartialCharge,MinEStateIndex,-0.44030904211712185
583,MaxPartialCharge,MaxAbsEStateIndex,0.6267534930097687
584,MaxPartialCharge,MinAbsEStateIndex,-0.4699796898267506
585,MaxPartialCharge,qed,-0.5153035659965196
586,MaxPartialCharge,MolWt,0.5748771789600653
587,MaxPartialCharge,HeavyAtomMolWt,0.5786436706455521
588,MaxPartialCharge,ExactMolWt,0.5749034584802047
589,MaxPartialCharge,NumValenceElectrons,0.5566573854935707
590,MaxPartialCharge,MaxPartialCharge,0.9999999999999998
591,MaxPartialCharge,MinPartialCharge,-0.40466839606715965
592,MaxPartialCharge,MaxAbsPartialCharge,0.5470311367614001
593,MaxPartialCharge,MinAbsPartialCharge,0.9594650769493367
594,MaxPartialCharge,FpDensityMorgan1,-0.29268660755222076
595,MaxPartialCharge,FpDensityMorgan2,-0.15647572157056078
596,MaxPartialCharge,FpDensityMorgan3,0.05780719519477635
597,MaxPartialCharge,BCUT2D_MWHI,0.38752263103209617
598,MaxPartialCharge,BCUT2D_MWLOW,-0.4026091044526108
599,MaxPartialCharge,BCUT2D_CHGHI,0.3922227451213324
600,MaxPartialCharge,BCUT2D_CHGLO,-0.2738942529965685
601,MaxPartialCharge,BCUT2D_LOGPHI,0.5010381498239446
602,MaxPartialCharge,BCUT2D_LOGPLOW,-0.13585557574252843
603,MaxPartialCharge,BCUT2D_MRHI,0.4576410912720653
604,MaxPartialCharge,BCUT2D_MRLOW,-0.05094020629205216
605,MaxPartialCharge,BalabanJ,-0.3897929505958045
606,MaxPartialCharge,BertzCT,0.5726778068728086
607,MaxPartialCharge,Chi0,0.558867614732404
608,MaxPartialCharge,Chi0n,0.541667949381532
609,MaxPartialCharge,Chi0v,0.5603516990621172
610,MaxPartialCharge,Chi1,0.5569968728878132
611,MaxPartialCharge,Chi1n,0.5282377588151448
612,MaxPartialCharge,Chi1v,0.5412549204664817
613,MaxPartialCharge,Chi2n,0.5224373958579579
614,MaxPartialCharge,Chi2v,0.540784639302643
615,MaxPartialCharge,Chi3n,0.5124048315577332
616,MaxPartialCharge,Chi3v,0.5489744402920987
617,MaxPartialCharge,Chi4n,0.5083328413511758
618,MaxPartialCharge,Chi4v,0.5487531924622271
619,MaxPartialCharge,HallKierAlpha,-0.46390227513583165
620,MaxPartialCharge,Ipc,0.5561058546606356
621,MaxPartialCharge,Kappa1,0.5509097562865548
622,MaxPartialCharge,Kappa2,0.5152987999590516
623,MaxPartialCharge,Kappa3,0.3995816546286396
624,MaxPartialCharge,LabuteASA,0.5647483004063868
625,MaxPartialCharge,PEOE_VSA1,0.4676833739695572
626,MaxPartialCharge,SMR_VSA1,0.5774612848100384
627,MaxPartialCharge,SlogP_VSA2,0.5226066618559158
628,MaxPartialCharge,SlogP_VSA3,0.5983882815837509
629,MaxPartialCharge,TPSA,0.5687560484125106
630,MaxPartialCharge,FractionCSP3,0.019082197172750035
631,MaxPartialCharge,HeavyAtomCount,0.5603077519489
632,MaxPartialCharge,NOCount,0.5936889467976251
633,MaxPartialCharge,NumHAcceptors,0.5383933555849025
634,MaxPartialCharge,NumHeteroatoms,0.5994249939605768
635,MaxPartialCharge,NumRotatableBonds,0.5026655740150967
636,MaxPartialCharge,MolLogP,0.06141262284121094
637,MaxPartialCharge,MolMR,0.551116889312223
638,MinPartialCharge,mass,-0.5647628473281981
639,MinPartialCharge,MaxEStateIndex,-0.6242107385497985
640,MinPartialCharge,MinEStateIndex,0.6489442505466705
641,MinPartialCharge,MaxAbsEStateIndex,-0.6242107385497985
642,MinPartialCharge,MinAbsEStateIndex,0.2099387326505721
643,MinPartialCharge,qed,0.36520166557748157
644,MinPartialCharge,MolWt,-0.5647685215142981
645,MinPartialCharge,HeavyAtomMolWt,-0.5750390525266218
646,MinPartialCharge,ExactMolWt,-0.564800939890593
647,MinPartialCharge,NumValenceElectrons,-0.5508997164070191
648,MinPartialCharge,MaxPartialCharge,-0.4046683960671597
649,MinPartialCharge,MinPartialCharge,0.9999999999999998
650,MinPartialCharge,MaxAbsPartialCharge,-0.8700524270486125
651,MinPartialCharge,MinAbsPartialCharge,-0.4411322878852292
652,MinPartialCharge,FpDensityMorgan1,0.1565554761307163
653,MinPartialCharge,FpDensityMorgan2,0.045048682260358054
654,MinPartialCharge,FpDensityMorgan3,-0.15389375842381986
655,MinPartialCharge,BCUT2D_MWHI,-0.4928198898536349
656,MinPartialCharge,BCUT2D_MWLOW,0.26954649312021284
657,MinPartialCharge,BCUT2D_CHGHI,-0.45807847446340366
658,MinPartialCharge,BCUT2D_CHGLO,0.5315630722955765
659,MinPartialCharge,BCUT2D_LOGPHI,-0.5515544799850323
660,MinPartialCharge,BCUT2D_LOGPLOW,0.31604158250033776
661,MinPartialCharge,BCUT2D_MRHI,-0.5291341358270713
662,MinPartialCharge,BCUT2D_MRLOW,0.44606559362953435
663,MinPartialCharge,BalabanJ,0.23972911940854466
664,MinPartialCharge,BertzCT,-0.603939684001763
665,MinPartialCharge,Chi0,-0.5604744400596631
666,MinPartialCharge,Chi0n,-0.5204223951416737
667,MinPartialCharge,Chi0v,-0.5369777452343771
668,MinPartialCharge,Chi1,-0.5474235159741447
669,MinPartialCharge,Chi1n,-0.49611187937963785
670,MinPartialCharge,Chi1v,-0.5415732179349793
671,MinPartialCharge,Chi2n,-0.49875312586349696
672,MinPartialCharge,Chi2v,-0.5468391091124326
673,MinPartialCharge,Chi3n,-0.4767496306726465
674,MinPartialCharge,Chi3v,-0.5284498849999236
675,MinPartialCharge,Chi4n,-0.47885905571988546
676,MinPartialCharge,Chi4v,-0.5355635058572628
677,MinPartialCharge,HallKierAlpha,0.5161150733458414
678,MinPartialCharge,Ipc,-0.5431056387965459
679,MinPartialCharge,Kappa1,-0.5493696367938415
680,MinPartialCharge,Kappa2,-0.48177517334590003
681,MinPartialCharge,Kappa3,-0.4032686910822175
682,MinPartialCharge,LabuteASA,-0.5434345029226781
683,MinPartialCharge,PEOE_VSA1,-0.6399443419073383
684,MinPartialCharge,SMR_VSA1,-0.6222298830000886
685,MinPartialCharge,SlogP_VSA2,-0.4674309276304621
686,MinPartialCharge,SlogP_VSA3,-0.5461024359834932
687,MinPartialCharge,TPSA,-0.6635035944108747
688,MinPartialCharge,FractionCSP3,0.010214413043760279
689,MinPartialCharge,HeavyAtomCount,-0.5562883395970135
690,MinPartialCharge,NOCount,-0.6469911080826504
691,MinPartialCharge,NumHAcceptors,-0.6400351110120062
692,MinPartialCharge,NumHeteroatoms,-0.6545695296341603
693,MinPartialCharge,NumRotatableBonds,-0.4837633474861572
694,MinPartialCharge,MolLogP,0.22336445147744652
695,MinPartialCharge,MolMR,-0.4989090947818132
696,MaxAbsPartialCharge,mass,0.484772042032017
697,MaxAbsPartialCharge,MaxEStateIndex,0.5148254297597122
698,MaxAbsPartialCharge,MinEStateIndex,-0.5264435273857668
699,MaxAbsPartialCharge,MaxAbsEStateIndex,0.5148254297597122
700,MaxAbsPartialCharge,MinAbsEStateIndex,-0.35294730691174225
701,MaxAbsPartialCharge,qed,-0.3524367692582708
702,MaxAbsPartialCharge,MolWt,0.4847607975672107
703,MaxAbsPartialCharge,HeavyAtomMolWt,0.49634613851159354
704,MaxAbsPartialCharge,ExactMolWt,0.4847728103590226
705,MaxAbsPartialCharge,NumValenceElectrons,0.45357131124308725
706,MaxAbsPartialCharge,MaxPartialCharge,0.5470311367614002
707,MaxAbsPartialCharge,MinPartialCharge,-0.8700524270486125
708,MaxAbsPartialCharge,MaxAbsPartialCharge,1.0
709,MaxAbsPartialCharge,MinAbsPartialCharge,0.5569414279435196
710,MaxAbsPartialCharge,FpDensityMorgan1,-0.22068942729959615
711,MaxAbsPartialCharge,FpDensityMorgan2,-0.14185887025340282
712,MaxAbsPartialCharge,FpDensityMorgan3,0.03443991682688196
713,MaxAbsPartialCharge,BCUT2D_MWHI,0.3401175665545008
714,MaxAbsPartialCharge,BCUT2D_MWLOW,-0.4098137938497964
715,MaxAbsPartialCharge,BCUT2D_CHGHI,0.30418127285169017
716,MaxAbsPartialCharge,BCUT2D_CHGLO,-0.3735399843840993
717,MaxAbsPartialCharge,BCUT2D_LOGPHI,0.3976844687530717
718,MaxAbsPartialCharge,BCUT2D_LOGPLOW,-0.1625084960661219
719,MaxAbsPartialCharge,BCUT2D_MRHI,0.3762155399957981
720,MaxAbsPartialCharge,BCUT2D_MRLOW,-0.3155216220891829
721,MaxAbsPartialCharge,BalabanJ,-0.38094727974537657
722,MaxAbsPartialCharge,BertzCT,0.5027105162805451
723,MaxAbsPartialCharge,Chi0,0.4611008062541598
724,MaxAbsPartialCharge,Chi0n,0.42322669616298647
725,MaxAbsPartialCharge,Chi0v,0.45584573591931116
726,MaxAbsPartialCharge,Chi1,0.44806257656896553
727,MaxAbsPartialCharge,Chi1n,0.39726774555135835
728,MaxAbsPartialCharge,Chi1v,0.4394222940605489
729,MaxAbsPartialCharge,Chi2n,0.4003155805136264
730,MaxAbsPartialCharge,Chi2v,0.4445497661627257
731,MaxAbsPartialCharge,Chi3n,0.3820877620426352
732,MaxAbsPartialCharge,Chi3v,0.43010459457179007
733,MaxAbsPartialCharge,Chi4n,0.38569739698674266
734,MaxAbsPartialCharge,Chi4v,0.43796601586478584
735,MaxAbsPartialCharge,HallKierAlpha,-0.41419687140493283
736,MaxAbsPartialCharge,Ipc,0.44348488084587645
737,MaxAbsPartialCharge,Kappa1,0.47329053656714287
738,MaxAbsPartialCharge,Kappa2,0.4045405656207663
739,MaxAbsPartialCharge,Kappa3,0.36477445313633006
740,MaxAbsPartialCharge,LabuteASA,0.46018339491282106
741,MaxAbsPartialCharge,PEOE_VSA1,0.5319290476264853
742,MaxAbsPartialCharge,SMR_VSA1,0.5846580182872944
743,MaxAbsPartialCharge,SlogP_VSA2,0.36769706555508047
744,MaxAbsPartialCharge,SlogP_VSA3,0.552351066003786
745,MaxAbsPartialCharge,TPSA,0.5587708724011344
746,MaxAbsPartialCharge,FractionCSP3,-0.11555623675588451
747,MaxAbsPartialCharge,HeavyAtomCount,0.45897955671233676
748,MaxAbsPartialCharge,NOCount,0.5437168024767364
749,MaxAbsPartialCharge,NumHAcceptors,0.5333197199344029
750,MaxAbsPartialCharge,NumHeteroatoms,0.5595778089616007
751,MaxAbsPartialCharge,NumRotatableBonds,0.389965906210552
752,MaxAbsPartialCharge,MolLogP,-0.16525155848726686
753,MaxAbsPartialCharge,MolMR,0.4023372285622229
754,MinAbsPartialCharge,mass,0.5539505414165755
755,MinAbsPartialCharge,MaxEStateIndex,0.6177602292960238
756,MinAbsPartialCharge,MinEStateIndex,-0.4362498356707352
757,MinAbsPartialCharge,MaxAbsEStateIndex,0.6177602292960238
758,MinAbsPartialCharge,MinAbsEStateIndex,-0.4829368508967813
759,MinAbsPartialCharge,qed,-0.5297945109779946
760,MinAbsPartialCharge,MolWt,0.5539867242406439
761,MinAbsPartialCharge,HeavyAtomMolWt,0.5574800846052789
762,MinAbsPartialCharge,ExactMolWt,0.5539987124592256
763,MinAbsPartialCharge,NumValenceElectrons,0.5432911100303834
764,MinAbsPartialCharge,MaxPartialCharge,0.9594650769493367
765,MinAbsPartialCharge,MinPartialCharge,-0.4411322878852292
766,MinAbsPartialCharge,MaxAbsPartialCharge,0.5569414279435198
767,MinAbsPartialCharge,MinAbsPartialCharge,1.0
768,MinAbsPartialCharge,FpDensityMorgan1,-0.2910450830577923
769,MinAbsPartialCharge,FpDensityMorgan2,-0.15966121309073014
770,MinAbsPartialCharge,FpDensityMorgan3,0.0499711276128997
771,MinAbsPartialCharge,BCUT2D_MWHI,0.40863305304386977
772,MinAbsPartialCharge,BCUT2D_MWLOW,-0.36834621571280624
773,MinAbsPartialCharge,BCUT2D_CHGHI,0.38711824072169015
774,MinAbsPartialCharge,BCUT2D_CHGLO,-0.27288338304110155
775,MinAbsPartialCharge,BCUT2D_LOGPHI,0.4915580614180895
776,MinAbsPartialCharge,BCUT2D_LOGPLOW,-0.15805950467459312
777,MinAbsPartialCharge,BCUT2D_MRHI,0.45370831762115993
778,MinAbsPartialCharge,BCUT2D_MRLOW,-0.046894727313239654
779,MinAbsPartialCharge,BalabanJ,-0.41506784789015594
780,MinAbsPartialCharge,BertzCT,0.5637649927203995
781,MinAbsPartialCharge,Chi0,0.5483027381250921
782,MinAbsPartialCharge,Chi0n,0.5289660308717785
783,MinAbsPartialCharge,Chi0v,0.5407211865959713
784,MinAbsPartialCharge,Chi1,0.5461849727602095
785,MinAbsPartialCharge,Chi1n,0.5163156802748391
786,MinAbsPartialCharge,Chi1v,0.529991855866639
787,MinAbsPartialCharge,Chi2n,0.511219482993336
788,MinAbsPartialCharge,Chi2v,0.5302399767160397
789,MinAbsPartialCharge,Chi3n,0.5018117301006094
790,MinAbsPartialCharge,Chi3v,0.5390948780970615
791,MinAbsPartialCharge,Chi4n,0.498635867521705
792,MinAbsPartialCharge,Chi4v,0.5398786554417941
793,MinAbsPartialCharge,HallKierAlpha,-0.45918458598233364
794,MinAbsPartialCharge,Ipc,0.5454180767668187
795,MinAbsPartialCharge,Kappa1,0.5181453089207299
796,MinAbsPartialCharge,Kappa2,0.4811468917900063
797,MinAbsPartialCharge,Kappa3,0.38259045297969296
798,MinAbsPartialCharge,LabuteASA,0.5445985264788126
799,MinAbsPartialCharge,PEOE_VSA1,0.4694347663804275
800,MinAbsPartialCharge,SMR_VSA1,0.5570123792728752
801,MinAbsPartialCharge,SlogP_VSA2,0.5159413988573629
802,MinAbsPartialCharge,SlogP_VSA3,0.5696414620555502
803,MinAbsPartialCharge,TPSA,0.564261557878814
804,MinAbsPartialCharge,FractionCSP3,0.0016609198966293479
805,MinAbsPartialCharge,HeavyAtomCount,0.5476060603442988
806,MinAbsPartialCharge,NOCount,0.5871276437246158
807,MinAbsPartialCharge,NumHAcceptors,0.5316157639420133
808,MinAbsPartialCharge,NumHeteroatoms,0.5853794302402696
809,MinAbsPartialCharge,NumRotatableBonds,0.4899834131388608
810,MinAbsPartialCharge,MolLogP,0.0486510653908467
811,MinAbsPartialCharge,MolMR,0.5371830761146821
812,FpDensityMorgan1,mass,-0.68965883879741
813,FpDensityMorgan1,MaxEStateIndex,-0.5453846582268519
814,FpDensityMorgan1,MinEStateIndex,0.30024625273470434
815,FpDensityMorgan1,MaxAbsEStateIndex,-0.5453846582268519
816,FpDensityMorgan1,MinAbsEStateIndex,0.2470234320603753
817,FpDensityMorgan1,qed,0.6965377551247971
818,FpDensityMorgan1,MolWt,-0.6895895140079916
819,FpDensityMorgan1,HeavyAtomMolWt,-0.6837231211003539
820,FpDensityMorgan1,ExactMolWt,-0.6896223835627291
821,FpDensityMorgan1,NumValenceElectrons,-0.6903207903187283
822,FpDensityMorgan1,MaxPartialCharge,-0.29268660755222076
823,FpDensityMorgan1,MinPartialCharge,0.1565554761307163
824,FpDensityMorgan1,MaxAbsPartialCharge,-0.22068942729959615
825,FpDensityMorgan1,MinAbsPartialCharge,-0.2910450830577923
826,FpDensityMorgan1,FpDensityMorgan1,1.0
827,FpDensityMorgan1,FpDensityMorgan2,0.9316476577112818
828,FpDensityMorgan1,FpDensityMorgan3,0.6936412698767322
829,FpDensityMorgan1,BCUT2D_MWHI,-0.21973662827356694
830,FpDensityMorgan1,BCUT2D_MWLOW,0.6032533155881443
831,FpDensityMorgan1,BCUT2D_CHGHI,-0.36293447890044384
832,FpDensityMorgan1,BCUT2D_CHGLO,0.3940163131810075
833,FpDensityMorgan1,BCUT2D_LOGPHI,-0.4135399299834675
834,FpDensityMorgan1,BCUT2D_LOGPLOW,0.235708590083034
835,FpDensityMorgan1,BCUT2D_MRHI,-0.13113436830594713
836,FpDensityMorgan1,BCUT2D_MRLOW,0.1512168124619141
837,FpDensityMorgan1,BalabanJ,0.2247608869837781
838,FpDensityMorgan1,BertzCT,-0.579826863071549
839,FpDensityMorgan1,Chi0,-0.6818013344247962
840,FpDensityMorgan1,Chi0n,-0.6935692057032374
841,FpDensityMorgan1,Chi0v,-0.6946647000611533
842,FpDensityMorgan1,Chi1,-0.681748421302601
843,FpDensityMorgan1,Chi1n,-0.7015784746542267
844,FpDensityMorgan1,Chi1v,-0.67343197966574
845,FpDensityMorgan1,Chi2n,-0.6949075968345655
846,FpDensityMorgan1,Chi2v,-0.6612091423955211
847,FpDensityMorgan1,Chi3n,-0.6971344157716802
848,FpDensityMorgan1,Chi3v,-0.6665172069949451
849,FpDensityMorgan1,Chi4n,-0.6920156314428704
850,FpDensityMorgan1,Chi4v,-0.6566176455409114
851,FpDensityMorgan1,HallKierAlpha,0.3789815987988859
852,FpDensityMorgan1,Ipc,-0.6753892579010796
853,FpDensityMorgan1,Kappa1,-0.7166579651441669
854,FpDensityMorgan1,Kappa2,-0.7367847012680033
855,FpDensityMorgan1,Kappa3,-0.6490765489098328
856,FpDensityMorgan1,LabuteASA,-0.6940296392497852
857,FpDensityMorgan1,PEOE_VSA1,-0.4667446238593007
858,FpDensityMorgan1,SMR_VSA1,-0.5792823986002369
859,FpDensityMorgan1,SlogP_VSA2,-0.5049958828223514
860,FpDensityMorgan1,SlogP_VSA3,-0.5788374502503129
861,FpDensityMorgan1,TPSA,-0.4587254383983088
862,FpDensityMorgan1,FractionCSP3,-0.316006244174489
863,FpDensityMorgan1,HeavyAtomCount,-0.6821104554756723
864,FpDensityMorgan1,NOCount,-0.4818298402646529
865,FpDensityMorgan1,NumHAcceptors,-0.4920638364360489
866,FpDensityMorgan1,NumHeteroatoms,-0.47975588808101977
867,FpDensityMorgan1,NumRotatableBonds,-0.6842959533327126
868,FpDensityMorgan1,MolLogP,-0.15920338081072907
869,FpDensityMorgan1,MolMR,-0.6825957161285967
870,FpDensityMorgan2,mass,-0.5042228481688288
871,FpDensityMorgan2,MaxEStateIndex,-0.37201468469746257
872,FpDensityMorgan2,MinEStateIndex,0.21484272971788634
873,FpDensityMorgan2,MaxAbsEStateIndex,-0.37201468469746257
874,FpDensityMorgan2,MinAbsEStateIndex,0.10014795911659506
875,FpDensityMorgan2,qed,0.6509739438084023
876,FpDensityMorgan2,MolWt,-0.5041385008206363
877,FpDensityMorgan2,HeavyAtomMolWt,-0.49911097691138334
878,FpDensityMorgan2,ExactMolWt,-0.5041805520003291
879,FpDensityMorgan2,NumValenceElectrons,-0.5012363306157539
880,FpDensityMorgan2,MaxPartialCharge,-0.1564757215705608
881,FpDensityMorgan2,MinPartialCharge,0.04504868226035806
882,FpDensityMorgan2,MaxAbsPartialCharge,-0.1418588702534028
883,FpDensityMorgan2,MinAbsPartialCharge,-0.15966121309073014
884,FpDensityMorgan2,FpDensityMorgan1,0.9316476577112818
885,FpDensityMorgan2,FpDensityMorgan2,1.0
886,FpDensityMorgan2,FpDensityMorgan3,0.8819227073712751
887,FpDensityMorgan2,BCUT2D_MWHI,-0.126314409711307
888,FpDensityMorgan2,BCUT2D_MWLOW,0.5220280315584869
889,FpDensityMorgan2,BCUT2D_CHGHI,-0.18428466247845482
890,FpDensityMorgan2,BCUT2D_CHGLO,0.2594305675088445
891,FpDensityMorgan2,BCUT2D_LOGPHI,-0.21682324918512869
892,FpDensityMorgan2,BCUT2D_LOGPLOW,0.13979038544894545
893,FpDensityMorgan2,BCUT2D_MRHI,-0.024583318613356633
894,FpDensityMorgan2,BCUT2D_MRLOW,0.08736772930020811
895,FpDensityMorgan2,BalabanJ,0.11634939716229056
896,FpDensityMorgan2,BertzCT,-0.3650787237352204
897,FpDensityMorgan2,Chi0,-0.49393941067438407
898,FpDensityMorgan2,Chi0n,-0.4993890405951945
899,FpDensityMorgan2,Chi0v,-0.5044884683368076
900,FpDensityMorgan2,Chi1,-0.48336281446997403
901,FpDensityMorgan2,Chi1n,-0.5025017312300751
902,FpDensityMorgan2,Chi1v,-0.4892219159322088
903,FpDensityMorgan2,Chi2n,-0.4995713232930351
904,FpDensityMorgan2,Chi2v,-0.4781126503154005
905,FpDensityMorgan2,Chi3n,-0.49168927133470364
906,FpDensityMorgan2,Chi3v,-0.46342913375144873
907,FpDensityMorgan2,Chi4n,-0.48037641829392463
908,FpDensityMorgan2,Chi4v,-0.4470484357978661
909,FpDensityMorgan2,HallKierAlpha,0.19156868661229717
910,FpDensityMorgan2,Ipc,-0.47107819127846035
911,FpDensityMorgan2,Kappa1,-0.5481929633416761
912,FpDensityMorgan2,Kappa2,-0.5724340792257094
913,FpDensityMorgan2,Kappa3,-0.6178963580531314
914,FpDensityMorgan2,LabuteASA,-0.49863595814741385
915,FpDensityMorgan2,PEOE_VSA1,-0.3087636699558286
916,FpDensityMorgan2,SMR_VSA1,-0.444266169284943
917,FpDensityMorgan2,SlogP_VSA2,-0.3385145064697579
918,FpDensityMorgan2,SlogP_VSA3,-0.47267443590410574
919,FpDensityMorgan2,TPSA,-0.2894754408616027
920,FpDensityMorgan2,FractionCSP3,-0.2969778038125952
921,FpDensityMorgan2,HeavyAtomCount,-0.4870319705080698
922,FpDensityMorgan2,NOCount,-0.30021527025499256
923,FpDensityMorgan2,NumHAcceptors,-0.3209865417231607
924,FpDensityMorgan2,NumHeteroatoms,-0.3047594186369836
925,FpDensityMorgan2,NumRotatableBonds,-0.5434832428356705
926,FpDensityMorgan2,MolLogP,-0.16546536337260997
927,FpDensityMorgan2,MolMR,-0.4788831792076589
928,FpDensityMorgan3,mass,-0.17439398797551275
929,FpDensityMorgan3,MaxEStateIndex,-0.0789130198334853
930,FpDensityMorgan3,MinEStateIndex,-0.0004669605713837623
931,FpDensityMorgan3,MaxAbsEStateIndex,-0.0789130198334853
932,FpDensityMorgan3,MinAbsEStateIndex,-0.08750869385200648
933,FpDensityMorgan3,qed,0.4671894761293705
934,FpDensityMorgan3,MolWt,-0.17430293798841798
935,FpDensityMorgan3,HeavyAtomMolWt,-0.16872066130298488
936,FpDensityMorgan3,ExactMolWt,-0.1743515230551342
937,FpDensityMorgan3,NumValenceElectrons,-0.17610862187832163
938,FpDensityMorgan3,MaxPartialCharge,0.05780719519477634
939,FpDensityMorgan3,MinPartialCharge,-0.15389375842381986
940,FpDensityMorgan3,MaxAbsPartialCharge,0.03443991682688197
941,FpDensityMorgan3,MinAbsPartialCharge,0.0499711276128997
942,FpDensityMorgan3,FpDensityMorgan1,0.6936412698767324
943,FpDensityMorgan3,FpDensityMorgan2,0.8819227073712752
944,FpDensityMorgan3,FpDensityMorgan3,1.0
945,FpDensityMorgan3,BCUT2D_MWHI,0.07426964544777019
946,FpDensityMorgan3,BCUT2D_MWLOW,0.2918368485334846
947,FpDensityMorgan3,BCUT2D_CHGHI,0.08966394472932125
948,FpDensityMorgan3,BCUT2D_CHGLO,0.012480231165890527
949,FpDensityMorgan3,BCUT2D_LOGPHI,0.10852580247380648
