BiGG,MNXM,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,SMR_VSA1,SlogP_VSA2,SlogP_VSA3,TPSA,FractionCSP3,HeavyAtomCount,NOCount,NumHAcceptors,NumHeteroatoms,NumRotatableBonds,MolLogP,MolMR
mththf,MNXM30887,9.010416666666666,-2.5625,9.010416666666666,0.2777777777777777,0.2932477720792421,150.12999999999997,140.04999999999998,150.05282342,60,0.2470265307133032,-0.3848368712736877,0.3848368712736877,0.2470265307133032,1.4,1.9,2.0,16.700522640658004,10.063428398615727,2.566684593010424,-2.284810060736344,2.305841744749377,-2.539562476547833,4.920074433266121,-0.3346445825047983,2.8436871500141025,140.97373660251156,7.991563831562721,5.481559722839869,5.481559722839869,4.377827084841576,2.868741987882519,2.868741987882519,2.535828772089581,2.535828772089581,1.6696211195258783,1.6696211195258783,0.7727627564091805,0.7727627564091805,-0.2,132.08032944922527,7.90204081632653,1.8969387755102043,0.8336538461538464,57.48366857017766,25.162972533162872,25.162972533162872,44.71118023676523,4.736862953800049,90.15,1.0,10,5,5,5,0,-2.2331,29.75119999999999
mthgxl,MNXM310,9.444444444444445,-0.4259259259259258,9.444444444444445,0.2777777777777777,0.3166057628389017,72.063,68.031,72.021129368,28,0.1916130531943373,-0.2946238542634083,0.2946238542634083,0.1916130531943373,1.8,2.0,2.0,16.16575902439913,10.528036103256955,1.7589289457636197,-1.5688071540395112,1.4751732742324677,-1.8525445051995428,6.230892635444545,-0.1279280495642109,3.204805417886436,55.91340299823497,4.284457050376173,2.893846850117352,2.893846850117352,2.270055610029662,1.2285015402222603,1.2285015402222603,0.7285015402222603,0.7285015402222603,0.1659636526302267,0.1659636526302267,0.0,0.0,-0.66,9.65148445440323,4.34,1.6394011976047902,3.3399999999999994,29.792179456710294,0.0,9.589074368143644,12.069405469494496,9.589074368143644,34.14,0.3333333333333333,5,2,2,2,1,-0.2257,16.745
pydx,MNXM311,10.46037037037037,-0.296712962962963,10.46037037037037,0.1157407407407409,0.6253009937932186,167.16400000000002,158.09199999999998,167.058243148,64,0.153766556560373,-0.5052825345300413,0.5052825345300413,0.153766556560373,1.6666666666666667,2.333333333333333,2.833333333333333,16.25983843379636,10.109535103565934,2.0872614768026674,-2.0399347672318338,2.207508712145896,-1.964497156045089,5.811587949653891,0.1112861226856037,3.3475573283489237,309.41643696177533,9.137828201504696,6.611696396529537,6.611696396529537,5.701907262607799,3.4382461714423727,3.4382461714423727,2.407094439749074,2.407094439749074,1.646008710802768,1.646008710802768,0.9099037192385552,0.9099037192385552,-1.42,518.7457472382732,8.674517958412098,3.317607749496181,1.2858796524773044,69.4958670480691,10.213054789681411,15.007591973753234,21.48319383375817,6.606881964512918,70.42,0.25,12,4,4,4,2,0.4004199999999998,41.949100000000016
12dgr160,MNXM3132,12.093255686828318,-0.7591969114743085,12.093255686828318,0.0574189921685306,0.0645187631295685,568.9240000000007,500.3800000000004,568.5066752759999,238,0.3057654153359302,-0.4616286531043823,0.4616286531043823,0.3057654153359302,0.475,0.775,1.1,16.586941365652077,10.044321247707318,2.156201777942265,-2.1543396513097126,2.1459186748078958,-2.2802403599884973,5.699383210774711,-0.1611174947531277,3.526064851234695,535.8739297856818,29.359467805538387,26.87076046214145,26.87076046214145,19.633758915185936,17.59491866642225,17.59491866642225,11.962736328019888,11.962736328019888,7.900869511789637,7.900869511789637,5.201081531325062,5.201081531325062,-1.1,364220887.7097879,38.9,32.41500932783086,29.87235570128328,248.4916513286116,14.580253302440804,24.169327670584448,36.36286828751854,19.06280027574374,72.83,0.9428571428571428,40,5,5,5,32,10.396299999999997,168.54879999999963
ttdca,MNXM314,10.14853267005854,-0.9065517139080728,10.14853267005854,0.2331525312294542,0.4791151835225756,227.36799999999997,200.152,227.20165368391,96,0.0413836168602579,-0.5501718609055201,0.5501718609055201,0.0413836168602579,0.75,1.125,1.5,16.3651274784796,10.053798917054367,1.926626549550461,-2.027128735977767,2.110540152073736,-2.208717005800352,5.634953086686091,-0.3053404563273904,2.904707557588277,154.8143311431168,12.0626316434282,10.8017779551663,10.8017779551663,7.770055610029663,6.968908462243684,6.968908462243684,4.657542373860882,4.657542373860882,2.984454231121842,2.984454231121842,1.9335511296705008,1.9335511296705008,-0.53,3073.4820565622117,15.47,12.539108500345543,13.47,100.43925436722527,9.901064578912528,9.901064578912528,5.969305287951849,4.794537184071822,40.13,0.9285714285714286,16,2,2,2,12,3.437400000000002,66.08500000000005
23ccmp,MNXM3148,11.73337773998488,-4.217683641100473,11.73337773998488,0.2121062059082887,0.5420115826649171,304.175,293.08699999999993,304.03400990191005,110,0.4726739931169507,-0.8456009282932226,0.8456009282932226,0.4726739931169507,1.5,2.2,2.85,31.20471926333752,10.12810728526004,2.569873216455803,-2.240210384816508,2.580312463831163,-2.309508907490643,7.472462012395114,-0.2914464852274578,1.9766820465967607,634.2123447997807,14.491199352633217,9.94851782614341,10.842945017143323,9.40981538159378,5.678358441472271,7.173803556482601,4.358903322487611,5.717651887899988,3.07943346257355,4.099124952779659,2.2573195868231606,3.402072277666657,-1.29,39222.37840660808,13.68203547366416,4.621791746877244,2.1585753186715904,111.85201745175844,24.41042899402529,33.4558719545889,44.46979829408957,18.349405562155013,149.95,0.5555555555555556,20,10,9,11,2,-1.7897299999999998,58.09480000000003
23cump,MNXM3150,11.653377739984885,-4.242374999125165,11.653377739984885,0.4832888479465862,0.5979327983357375,305.159,295.07899999999995,305.01802548991003,110,0.472674010353014,-0.8584386267006416,0.8584386267006416,0.472674010353014,1.45,2.15,2.8,31.20471927607936,10.128368937256832,2.572373433531595,-2.1902724981755943,2.5773850732928243,-2.3394932783410134,7.472461696000543,-0.2751223977280665,1.978601010424563,632.6187167563473,14.491199352633217,9.856766116607274,10.751193307607188,9.40981538159378,5.632482586704202,7.127927701714532,4.3119005794305005,5.670649144842878,3.053883358005463,4.073574848211572,2.2417053592769838,3.3864580501204795,-1.29,39222.37840660808,13.68203547366416,4.621791746877244,2.1585753186715904,111.32818855253744,19.843329346233936,33.4558719545889,44.46979829408957,18.349405562155013,143.17000000000002,0.5555555555555556,20,10,9,11,2,-1.9090000000000005,58.51010000000002
cyst__L,MNXM319,10.282509815654658,-1.0555249538086835,10.282509815654658,0.2655479969765684,0.4039377413298303,222.266,208.154,222.067427928,82,0.3208321307732309,-0.4800860693306415,0.4800860693306415,0.3208321307732309,1.1428571428571428,1.6428571428571428,2.071428571428572,32.166491405758336,10.242174265282111,2.1307386287700414,-2.07207913343667,2.0512235234035194,-2.332089109727901,7.988618873634878,-0.1388228190078239,3.46817939585112,189.86647567444436,11.137828201504696,7.549893482709653,8.366390063637379,6.447264862732149,3.993325671937466,5.148026210316718,2.753051572291303,3.902881486552362,1.5049972543449286,2.6241936661273155,0.6153643383850332,1.5991424400837615,-0.7899999999999999,819.1139966635345,13.21,6.632365644941887,5.787205989775367,85.64330683807943,21.68038974400578,19.802129157825057,45.741054237374605,9.589074368143644,126.64,0.7142857142857143,14,6,5,7,7,-1.0664999999999978,53.16440000000001
cph4,MNXM3194,11.306287792894937,-1.0532407407407407,11.306287792894937,0.0598611111111113,0.3725920855417403,210.173,202.109,210.06326269591,80,0.3274765316871652,-0.8569952093105742,0.8569952093105742,0.3274765316871652,1.6666666666666667,2.4,3.066666666666667,16.36829927147143,10.198171281175732,2.234377733678194,-2.274269937377899,2.2700878603871923,-2.407127396442537,5.833074818724021,-0.2735801605265081,2.414394923870073,468.183728131542,10.999635521070491,7.495380822303816,7.495380822303816,7.075387400469408,4.168220633960563,4.168220633960563,3.0566246946095625,3.0566246946095625,2.0202428661928384,2.0202428661928384,1.318155073822337,1.318155073822337,-2.25,2532.666450229259,9.310661157024793,3.15368703730585,1.560987859201677,83.49475924196727,25.83061051864128,15.007591973753234,33.630386959747504,4.794537184071822,136.95,0.2857142857142857,15,8,6,8,1,-1.7466299999999997,47.4246
pe160,MNXM32178,12.507124487830506,-4.360575312128263,12.507124487830506,0.0577936772295895,0.0370524643442235,691.9720000000008,617.3800000000006,691.5152049580001,280,0.4718592390249758,-0.4616281734359622,0.4718592390249758,0.4616281734359622,0.5531914893617021,0.9148936170212766,1.297872340425532,31.204695995113536,10.04432100263184,2.255010242385561,-2.1949265816339176,2.425891316691674,-2.2930242368072915,7.469350799518696,-0.1609238471976676,4.177282712231891,753.8658566832498,34.68789493028457,30.534282760595715,31.428709951595632,22.84086569637248,19.51201201756406,21.0074571325744,13.166382750453698,14.619892074004614,8.493089366488897,9.477311879855574,5.575900226846231,6.341216045868595,-0.99,7882140425.786569,46.00999999999999,34.85764486814695,34.6639853931346,288.33812738790635,20.10080498751476,37.568754486851184,49.3013908658558,32.675342884098704,134.38000000000002,0.945945945945946,47,9,8,10,37,10.496299999999996,192.24669999999932
1agpe160,MNXM32511,11.674461616670609,-4.234769865911263,11.674461616670609,0.0766568459538694,0.12445032665983,453.5570000000001,409.2050000000001,453.28553937799984,180,0.4718184965533102,-0.4628229144365099,0.4718184965533102,0.4628229144365099,0.8666666666666667,1.3666666666666667,1.8666666666666667,31.204694438489767,10.044539073639342,2.222807053801204,-2.1469094403136637,2.4232315898660257,-2.2325164486143207,7.469329838769716,-0.1468770550058667,3.4564881440890094,451.07081512648745,22.50394294329675,18.7655048385563,19.659932029556217,14.409014043794349,11.565600184672038,13.061045299682371,7.7156975035452975,9.169206827096213,4.723511047946618,5.707733561313296,2.982087658911696,3.753212082655711,-0.5000000000000002,2158997.5811234103,29.5,20.40532544378698,20.759876377317926,182.018219980206,20.47046942855541,33.14388174382002,48.43861297274466,23.143942746226838,128.31,0.9523809523809524,30,8,7,9,22,4.464100000000005,118.06150000000008
1agpe120,MNXM32692,11.580211954792423,-4.228610731477456,11.580211954792423,0.076323059105797,0.1829188330776205,397.449,361.16100000000006,397.2229391219999,156,0.4718184965533102,-0.4628229144365099,0.4718184965533102,0.4628229144365099,1.0,1.5769230769230769,2.1538461538461537,31.204694078596653,10.06678449343666,2.222621386249683,-2.146899035538818,2.4231237481788983,-2.232516406057896,7.46932632064381,-0.1468762949886039,3.560698302328416,395.3076800198559,19.67551581855056,15.937077713810112,16.83150490481003,12.409014043794349,9.565600184672038,11.061045299682371,6.301483941172203,7.754993264723119,3.7235110479466194,4.707733561313293,2.274980877725149,3.046105301469164,-0.5000000000000002,302417.2226165046,25.5,16.657586949830716,16.941082235671058,156.55845152261955,20.47046942855541,33.14388174382002,48.43861297274466,23.143942746226838,128.31,0.9411764705882352,26,8,7,9,18,2.9037000000000006,99.59350000000006
1agpe140,MNXM32693,11.6334539813861,-4.231977301533201,11.6334539813861,0.0765116663697487,0.1530376155499898,425.503,385.1830000000001,425.25423924999984,168,0.4718184965533102,-0.4628229144365099,0.4718184965533102,0.4628229144365099,0.9285714285714286,1.4642857142857142,2.0,31.20469425852226,10.05351632399969,2.222714869555645,-2.146907025733165,2.42317735791094,-2.232516444965864,7.469328078513081,-0.1468766786950218,3.505202337478176,423.086321629494,21.089729380923657,17.351291276183204,18.24571846718312,13.409014043794349,10.565600184672038,12.061045299682371,7.00859072235875,8.462100045909663,4.2235110479466185,5.207733561313294,2.6285342683184227,3.399658692062437,-0.5000000000000002,808823.767976054,27.5,18.523649556570813,18.844413665743307,169.28833575141277,20.47046942855541,33.14388174382002,48.43861297274466,23.143942746226838,128.31,0.9473684210526316,28,8,7,9,20,3.683900000000002,108.82750000000009
1agpg120,MNXM32695,11.611812080579616,-4.470261966045358,11.611812080579616,0.2679208465608,0.1383810678553693,428.45900000000006,391.16300000000007,428.2175193939999,168,0.4718670933768655,-0.4628229144365099,0.4718670933768655,0.4628229144365099,0.8571428571428571,1.3571428571428572,1.8928571428571428,31.204694327669813,10.066784493335833,2.240713776444319,-2.160845622032187,2.4272010997710938,-2.2390043623329383,7.469343844441717,-0.1468920287813387,3.655229779415551,433.2793358499258,21.252866087740188,16.831504904810025,17.72593209580994,13.3028608939117,10.0482751308999,11.543720245910231,6.811749020112105,8.26525834366302,3.992044256495432,4.942763782527035,2.339849805709928,3.1353028300845547,-0.54,739073.439772146,27.46,17.329626472469908,17.551159771565942,167.17197044439547,24.94985674107464,43.35693653350143,64.81775970877472,23.143942746226838,142.75,0.9444444444444444,28,9,8,10,19,2.2982000000000014,103.63170000000004
agm,MNXM328,5.1423398526077095,0.3046872637944069,5.1423398526077095,0.3046872637944069,0.1829741844279906,132.21100000000004,116.083,132.13639935217998,54,0.3382657618773771,-0.3575590924196491,0.3575590924196491,0.3382657618773771,1.5555555555555556,2.2222222222222223,2.6666666666666665,15.03261553391191,10.300290655260524,1.916924896663468,-1.9347315454577367,1.7852131319099074,-2.546752673791724,5.70394458622036,-0.3679306920432208,2.828868134909685,81.02718014856455,7.112884175122364,5.69023444431199,5.69023444431199,4.270055610029662,3.1809036597828992,3.1809036597828992,1.9427786683379376,1.9427786683379376,1.005900840528568,1.005900840528568,0.5345026102423616,0.5345026102423616,-0.77,84.62711413110172,8.23,5.368312586445367,7.23,55.114014062314254,5.733667477162185,11.142951082953708,19.049067380568985,0.0,91.28,0.8,9,4,0,4,4,-3.3280999999999983,36.11159999999999
glu__D,MNXM331,9.973472222222222,-1.280833333333333,9.973472222222222,0.0856481481481481,0.4737433635483861,146.122,138.058,146.04588131591,58,0.3199803672883645,-0.5501705582123831,0.5501705582123831,0.3199803672883645,1.6,2.1,2.4,16.37071260929044,10.15987524820017,2.0922487963649608,-2.0466994838554182,1.91612253889609,-2.3243240408738166,5.738159729292682,-0.3053487045190167,3.4907296603908136,144.58337707694838,8.146264369941973,5.240872567643894,5.240872567643894,4.536581260209188,2.7197893824310566,2.7197893824310566,1.8554143428059395,1.8554143428059395,0.9766633537382424,0.9766633537382424,0.3968285347154637,0.3968285347154637,-1.1,111.0417522239666,8.9,3.8375573921028474,3.8485659349463233,57.450421886908245,20.74125945091542,19.802129157825057,23.086978799892364,9.589074368143644,103.45,0.6,10,5,4,5,4,-2.071599999999999,29.852199999999996
pppi,MNXM332,10.100694444444445,-5.972800925925927,10.100694444444445,2.6511805555555554,0.4483034095055793,252.91199999999995,252.91199999999995,252.87317398955005,80,0.2751810844004361,-0.7895093882058928,0.7895093882058928,0.2751810844004361,0.6923076923076923,0.9230769230769232,1.0769230769230769,31.29802254931072,15.683997723136509,2.128467551519438,-2.39547907062143,2.5654519332035672,-2.2207547964850223,7.637489914209179,-0.3454518743810604,4.53646525197342,272.1315478847971,10.914213562373096,5.424123691138505,8.107405264138253,5.414213562373096,2.1908902300206647,6.572670690061993,1.504940102685419,5.49461620516953,0.3999999999999999,3.6,0.2598560941283165,2.607033004454824,0.4099999999999998,164.91608023610087,13.41,3.878439854131894,8.73232070910556,71.22140015685203,33.597154583625034,46.783465607803535,0.0,22.31640759404116,184.97,0.0,13,10,10,13,4,-3.8546,24.9895
oxam,MNXM3329,9.25925925925926,-1.8518518518518516,9.25925925925926,1.435185185185185,0.3249807560091853,88.04199999999999,86.026,88.00401650391001,34,0.2638889026362725,-0.5402736441541099,0.5402736441541099,0.2638889026362725,1.5,1.6666666666666667,1.6666666666666667,16.377590234289734,10.67242570588122,1.8590616171636023,-1.8663323829806728,1.427180083825792,-2.363109509811852,6.291783915984167,-0.2994179003188614,3.5677034550432034,74.79398751947123,5.154700538379252,2.802095140581215,2.802095140581215,2.6427344100918364,1.1510475702906076,1.1510475702906076,0.6517082486763951,0.6517082486763951,0.2011844635310913,0.2011844635310913,0.0,0.0,-1.06,13.609640474436812,4.939999999999998,1.3955229556294972,1.280136054421768,33.561361791522415,15.63473205607471,14.69560176298435,11.876485017303356,9.589074368143644,83.22,0.0,6,4,3,4,0,-2.7784,14.2014
chor,MNXM337,10.507307256235826,-1.6341175359032505,10.507307256235826,0.2069926303854872,0.4089557769950694,224.16799999999995,216.104,224.03318513582,86,0.1472015100502078,-0.5448249501768456,0.5448249501768456,0.1472015100502078,1.4375,2.0625,2.5625,16.525321094971993,10.023245138694458,2.208303441688599,-2.242888525628053,2.157445306948661,-2.345867647281316,5.882702431952697,-0.3033954587608542,2.795772320996392,392.113435068512,12.292528739883949,8.082313174953951,8.082313174953951,7.413591357920936,4.278758869418568,4.278758869418568,3.0522757502986164,3.0522757502986164,1.8951033482806705,1.8951033482806705,1.0950796156753762,1.0950796156753762,-2.08,2790.8702562057765,11.99183908045977,4.626327317301333,2.7057788986047533,90.76838049349948,29.64551950646581,29.64551950646581,29.253070746241008,14.325937321943693,109.72,0.2,16,6,6,6,4,-2.757799999999999,47.25680000000001
glcn,MNXM341,9.97975954270597,-2.3090740740740747,9.97975954270597,0.863100907029478,0.295982465098165,195.147,184.059,195.05102627191,78,0.1217521518020305,-0.5472091694087304,0.5472091694087304,0.1217521518020305,1.1538461538461535,1.6153846153846154,1.9230769230769231,16.42418761276132,10.037643578755905,2.298967824350058,-2.252835485441113,2.0359269382992093,-2.51918688369139,5.699985728357766,-0.3198278996216321,4.235100562818548,170.3657023879603,10.593858127134675,6.569072416372568,6.569072416372568,5.9127900201214985,3.4541950405280217,3.4541950405280217,2.4949797077943896,2.4949797077943896,1.4961798926411094,1.4961798926411094,0.661799016916526,0.661799016916526,-0.73,507.2962513945214,12.27,5.097846203396706,3.2471227706419614,73.49088621303243,35.43370155311605,35.43370155311605,62.52468977766149,4.794537184071822,141.28,0.8333333333333334,13,7,7,7,5,-4.827799999999997,36.11999999999999
crnDcoa,MNXM3411,12.623068808875368,-5.784880584161875,12.623068808875368,0.0015088999195442,0.0204265151381818,907.7030000000008,861.3350000000007,907.1880082617304,330,0.4782931693351808,-0.8619479510336412,0.8619479510336412,0.4782931693351808,1.103448275862069,1.7758620689655171,2.413793103448276,32.166580621160925,9.87260600025428,2.4851423545754585,-2.3537670983734533,2.5870985556283985,-2.4532195881483534,8.131765264158204,-0.8730569800209479,1.5074166884736435,1926.150167896841,43.85479590438263,31.77668667119245,35.27646482511992,26.59539177669972,16.96435706023266,22.40143933658728,14.43170681631124,19.733035876658917,7.796070330283596,11.72739535312564,5.128731626450781,8.631552298587284,-2.5200000000000014,620157409561.4354,49.839896443965976,20.361152062662327,15.823569603612668,335.32861587093834,79.09214846256523,90.69773209033296,156.282973717539,41.108417847424896,402.1600000000001,0.7142857142857143,58,26,24,30,23,-3.856899999999994,194.7682999999996
poaac,MNXM3415,9.772777777777778,-0.8726851851851853,9.772777777777778,0.8726851851851853,0.2657408859460268,103.07699999999996,98.037,103.02694302,40,0.3665899639835004,-0.404386119191607,0.404386119191607,0.3665899639835004,1.8571428571428568,2.4285714285714284,2.571428571428572,17.118013858576017,10.633589081078084,1.8742119032462143,-1.8033237224755023,1.694522010470681,-1.9509870315177569,5.805023521532555,-0.2275732341623359,3.369847781497065,88.18080946738405,5.698670612749269,3.4957609839965618,3.4957609839965618,3.308060412490447,1.5461642775603983,1.5461642775603983,0.769439443042919,0.769439443042919,0.3222802356473616,0.3222802356473616,0.1089964511043479,0.1089964511043479,-1.03,31.916635235956917,5.97,3.1712072434607648,2.781558984575754,40.11801931893619,5.733667477162185,14.9393435316247,11.226540682248618,9.682108137327932,72.55000000000001,0.0,7,4,4,4,1,-0.5249999999999999,22.0482
dgtp,MNXM344,11.743091037334295,-6.056410170932934,11.743091037334295,0.0552051894371561,0.2530932216050031,503.1500000000002,491.05400000000014,502.9666396536399,174,0.4820789163457546,-0.856932893031918,0.856932893031918,0.4820789163457546,1.3225806451612905,2.0,2.6451612903225805,31.29809043053497,10.1699528217206,2.3759483376751125,-2.318908217098938,2.6261532516004698,-2.269480452115495,7.651296841580513,-0.3341940751790305,1.669181582454683,1174.3757191983016,23.18986996538248,14.792054598233758,17.475336171233504,14.157215622304404,7.907820799516871,12.324452887888084,5.9938988012508965,10.284458146538848,3.764165653909533,7.480368679765199,2.646140819727745,5.573722570790873,-1.5200000000000005,3662750.937131569,24.12892656881439,8.439850412270415,6.044250117071975,170.5637893740288,48.59633812208171,61.36371891024434,48.33378894823568,31.577017709553022,291.18,0.5,31,18,16,21,8,-3.591829999999997,84.8735
2agpe141,MNXM3447,11.61946864187993,-4.23748690182302,11.61946864187993,0.0728284375635204,0.1246832039987175,423.487,385.1830000000001,423.23858918599984,166,0.4718184965533102,-0.4628229144324415,0.4718184965533102,0.4628229144324415,1.0357142857142858,1.6785714285714286,2.2857142857142856,31.20469425550609,10.108171084635176,2.2226070271763767,-2.1467331096361333,2.4231383776706323,-2.2325045457290376,7.469328603677665,-0.146874220653423,3.586109696376089,459.5630949864645,21.089729380923657,17.09177825218936,17.986205443189277,13.409014043794349,10.215430098933098,11.710875213943432,6.643131949966312,8.096641273517228,3.8817593384104825,4.865981851777157,2.327953751924446,3.099078175668461,-0.76,808823.767976054,27.24,18.28011645810587,18.596242325995718,168.5987327192285,20.47046942855541,33.14388174382002,48.43861297274466,23.143942746226838,128.31,0.8421052631578947,28,8,7,9,19,3.459900000000002,108.73350000000006
2agpe181,MNXM3449,11.700586642527398,-4.240396559436789,11.700586642527398,0.0743871880495556,0.0806338723871712,479.59500000000014,433.22700000000015,479.30118944199984,190,0.4718184965533102,-0.4628229144365099,0.4718184965533102,0.4628229144365099,0.90625,1.46875,2.0625,31.204694615481674,10.0665341302292,2.2228289670354475,-2.146895435097713,2.4232487382871333,-2.2325163541931823,7.469332127926549,-0.1468773689377769,3.472899967389887,516.573369225956,23.918156505669845,19.92020537693555,20.814632567935465,15.409014043794349,12.215430098933098,13.710875213943432,8.057345512339408,9.510854835890322,4.881759338410482,5.865981851777159,3.0350605331109937,3.806184956855008,-0.76,5753556.0093522,31.239999999999995,22.05306773517337,22.43451508229223,194.05850117681493,20.47046942855541,33.14388174382002,48.43861297274466,23.143942746226838,128.31,0.8695652173913043,32,8,7,9,23,5.020300000000005,127.20150000000008
2agpg141,MNXM3452,11.638723088654771,-4.729138136390922,11.638723088654771,0.2326558485502146,0.1092681983898367,453.489,415.1850000000001,453.2258930059098,178,0.3053741051254204,-0.7561191830585757,0.7561191830585757,0.3053741051254204,0.9333333333333332,1.5,2.066666666666667,31.20469450463248,10.108171084504114,2.161264078063398,-2.243416193465276,2.3778859067708287,-2.258800440230885,7.454029295072725,-0.2292319433996303,3.669584376554965,498.6688133976098,22.66707965011328,17.947240138153184,18.8416673291531,14.3028608939117,10.680679230996017,12.14127271767646,7.132054852377874,8.542879822872113,4.140231748460315,5.070829677493961,2.387014075187577,3.1708498901189075,-0.8,1972692.1277428009,29.2,18.92826244737988,19.18060486522025,179.2122516410044,33.997351064498275,43.35693653350143,59.92434810602224,23.143942746226838,145.57999999999998,0.85,30,9,9,10,20,2.222400000000001,110.55290000000008
2agpg181,MNXM3455,11.71984108930224,-4.732047794004691,11.71984108930224,0.2488450637422261,0.0765435694154167,509.59700000000015,463.2290000000002,509.28849326190976,202,0.3053741035848233,-0.7561191830585757,0.7561191830585757,0.3053741035848233,0.8235294117647058,1.3235294117647058,1.8823529411764703,31.204694864716288,10.066534130207112,2.1617252227050887,-2.2434231741470634,2.3780356203316138,-2.258805355025363,7.454032803527069,-0.2292330257648749,3.549269475117006,556.5617116414543,25.49550677485947,20.77566726289937,21.670094453899285,16.3028608939117,12.680679230996017,14.14127271767646,8.54626841475097,9.957093385245203,5.140231748460313,6.070829677493964,3.0941208563741247,3.8779566713054554,-0.8,13988463.752377314,33.2,22.650572320499485,22.96588326446281,204.6720200985908,33.997351064498275,43.35693653350143,59.92434810602224,23.143942746226838,145.57999999999998,0.875,34,9,9,10,24,3.782800000000004,129.0209000000001
2agpg140,MNXM34739,11.82292431311766,-4.741619342643529,11.82292431311766,0.1961764508524,0.1348897028104756,455.50500000000005,415.1850000000001,455.2415430699098,180,0.3057241966945959,-0.7561187298080072,0.7561187298080072,0.3057241966945959,0.8666666666666667,1.3666666666666667,1.8666666666666667,31.20469450939522,10.05338231102463,2.187070889596155,-2.2528701091929952,2.3799380246300204,-2.2829937189055194,7.454032594230308,-0.2299260903268147,3.781126226373324,461.5580953362104,22.66707965011328,18.206753162147027,19.101180353146944,14.340865696372484,11.035905318805336,12.49649880548578,7.455119668502275,8.865944638996513,4.540529106550547,5.471127035584196,2.7440805576518863,3.522107767861568,-0.54,2030955.9153569092,29.46,19.16832164731581,18.24665167879022,179.90185467318864,33.997351064498275,43.35693653350143,59.92434810602224,23.143942746226838,145.57999999999998,0.95,30,9,9,10,21,2.446400000000001,110.64690000000007
2agpg160,MNXM34740,11.863931948402168,-4.744678903007123,11.863931948402168,0.1969128085118343,0.1132189144796829,483.5590000000001,439.20700000000016,483.27284319790976,192,0.3057241966945959,-0.7561187298080072,0.7561187298080072,0.3057241966945959,0.8125,1.28125,1.75,31.20469468941708,10.044448931592283,2.1872195857227124,-2.2528701760306475,2.380014772308587,-2.282993721456092,7.454034348447143,-0.2299265100991196,3.7078644141797774,490.0219482813792,24.08129321248638,19.62096672452012,20.51539391552004,15.340865696372484,12.035905318805334,13.496498805485778,8.162226449688823,9.57305142018306,5.040529106550547,5.971127035584198,3.0976339482451603,3.8756611584548417,-0.54,5411654.039510389,31.46,21.024124587366614,20.094258633913704,192.63173890198183,33.997351064498275,43.35693653350143,59.92434810602224,23.143942746226838,145.57999999999998,0.9545454545454546,32,9,9,10,23,3.2266000000000026,119.88090000000008
2agpe120,MNXM34808,11.747770555578164,-4.246246154458681,11.747770555578164,0.074468747375493,0.1829188330776205,397.449,361.16100000000006,397.2229391219999,156,0.4718584936520257,-0.4574158536275309,0.4718584936520257,0.4574158536275309,1.0384615384615383,1.6153846153846154,2.1538461538461537,31.20469408034189,10.06657154352627,2.2390640036931315,-2.174690086908689,2.424654945752517,-2.265752679975082,7.469330059303603,-0.1529171703599066,3.7623099936715065,395.3076800198559,19.67551581855056,15.937077713810112,16.83150490481003,12.447018846255132,9.570656186742417,11.06610130175275,6.259089984904166,7.712599308455082,3.782056696500717,4.766279209867392,2.3314668437954817,3.096782662817848,-0.5000000000000002,311395.06471713097,25.5,16.657586949830716,15.731404958677686,156.55845152261955,20.47046942855541,33.14388174382002,48.43861297274466,23.143942746226838,128.31,0.9411764705882352,26,8,7,9,18,2.9037000000000006,99.59350000000006
2agpe140,MNXM34809,11.80101258217184,-4.249968108075628,11.80101258217184,0.0746856895242533,0.1530376155499898,425.503,385.1830000000001,425.25423924999984,168,0.4718584936520257,-0.4574158536275309,0.4718584936520257,0.4574158536275309,0.9642857142857144,1.5,2.0,31.204694260267654,10.053382311071196,2.239161139021452,-2.1746963650622777,2.4247111430663,-2.265752719069378,7.469331818990375,-0.1529174930408893,3.6821497628369424,423.086321629494,21.089729380923657,17.351291276183204,18.24571846718312,13.447018846255132,10.570656186742417,12.06610130175275,6.966196766090713,8.419706089641627,4.2820566965007165,5.266279209867391,2.6850202343887557,3.4503360534111214,-0.5000000000000002,832760.3137169825,27.5,18.523649556570813,17.588480321746623,169.28833575141277,20.47046942855541,33.14388174382002,48.43861297274466,23.143942746226838,128.31,0.9473684210526316,28,8,7,9,20,3.683900000000002,108.82750000000009
